MANDT,EBELN,EBELP,AEDAT,TXZ01,MATNR,BUKRS,WERKS,LGORT,MATKL,MENGE,MEINS,NETPR,NETWR,BRTWR,MWSKZ,PSTYP,MTART,NTGEW,BRGEW,VOLUM
400,4500000325,00020,20241008,More institution relationship three care,000000000000101626,3000,3100,0001,PACK,700.436,L,7034.08,4926922.86,5813768.97,V3,0,FERT,29.618,15.342,0.42
400,4500000325,00030,20241008,Condition white Mrs top hotel work hard.,000000000000101627,1000,1200,0001,SERV,291.868,EA,4900.93,1430424.64,1687901.08,V3,0,ROH,26.029,17.756,0.798
400,4500000325,00040,20241008,Put next key official simple sit challen,000000000000101628,1000,2100,0003,SPAR,943.201,L,4165.24,3928658.53,4635817.07,V3,0,HALB,9.826,33.205,3.201
400,4500000325,00050,20241008,Drop environment protect future eye arm ,000000000000101629,2000,1200,0001,RAW,216.085,L,8390.97,1813162.75,2139532.04,V2,0,ROH,34.32,45.672,3.01
100,4500000326,00010,20241112,Final tend focus day note.,000000000000101630,2000,3100,0003,SERV,539.884,EA,3356.82,1812293.41,2138506.22,V3,0,HALB,3.167,32.718,0.338
100,4500000326,00020,20241112,Ability doctor property part.,000000000000101631,3000,3100,0003,SERV,131.493,L,8864.52,1165622.33,1375434.35,V2,1,ROH,37.004,41.19,2.288
100,4500000326,00030,20241112,Might service shoulder go language rich.,000000000000101632,2000,3100,0001,SPAR,263.472,EA,4098.45,1079826.82,1274195.65,V1,1,HALB,9.342,8.612,0.835
100,4500000326,00040,20241112,Choice process degree this building catc,000000000000101633,3000,2100,0003,SPAR,249.965,L,544.74,136165.93,160675.8,V1,1,HALB,15.852,30.073,2.75
100,4500000326,00050,20241112,Big expert father leg poor her wait.,000000000000101634,2000,1100,0001,PACK,339.345,L,4356.7,1478424.36,1744540.74,V2,1,ROH,8.706,9.287,0.958
300,4500000327,00010,20250222,Visit against such.,000000000000101635,1000,1100,0003,SERV,308.278,EA,5701.02,1757499.04,2073848.87,V2,0,ROH,6.597,14.699,3.493
300,4500000327,00020,20250222,Imagine education according argue son pe,000000000000101636,3000,2100,0001,SPAR,155.405,EA,3987.94,619745.82,731300.07,V2,1,HALB,30.424,8.237,3.343
300,4500000327,00030,20250222,Group song movement teacher.,000000000000101637,3000,1200,0001,PACK,368.282,L,4003.51,1474420.67,1739816.39,V1,0,FERT,38.403,38.617,1.059
300,4500000327,00040,20250222,Beautiful certainly because health.,000000000000101638,3000,1200,0002,RAW,227.032,L,4985.8,1131936.15,1335684.66,V3,0,ROH,38.37,43.185,1.356
300,4500000327,00050,20250222,Approach then hold produce wife.,000000000000101639,3000,3100,0001,SPAR,169.777,EA,7389.27,1254528.09,1480343.15,V3,1,ROH,2.927,28.13,1.975
100,4500000328,00010,20240430,Behavior themselves anyone better glass ,000000000000101640,3000,3100,0001,PACK,725.176,EA,6693.78,4854168.61,5727918.96,V1,1,FERT,15.751,26.307,1.808
100,4500000328,00020,20240430,One top company deep.,000000000000101641,3000,1100,0001,RAW,967.818,KG,8085.12,7824924.67,9233411.11,V2,0,FERT,15.099,12.664,0.198
100,4500000328,00030,20240430,Seat color mention treatment site.,000000000000101642,3000,3100,0002,SERV,183.321,L,6520.58,1195359.25,1410523.92,V3,1,ROH,15.278,33.741,0.37
100,4500000328,00040,20240430,Popular after leg meet.,000000000000101643,2000,2100,0001,SERV,577.112,KG,6648.84,3837125.35,4527807.91,V2,1,ROH,36.722,31.467,2.65
100,4500000328,00050,20240430,Bit quite visit discussion usually.,000000000000101644,1000,1100,0003,SPAR,48.683,KG,247.22,12035.41,14201.78,V1,1,ROH,19.217,39.125,3.339
200,4500000329,00010,20250729,Strong charge themselves live.,000000000000101645,3000,1100,0003,SERV,757.782,EA,2944.29,2231129.96,2632733.35,V3,1,FERT,9.652,34.678,1.58
200,4500000329,00020,20250729,Research past start short company model ,000000000000101646,3000,3100,0001,RAW,846.519,EA,8169.27,6915442.27,8160221.88,V2,1,ROH,24.818,41.432,0.558
200,4500000329,00030,20250729,Source first religious rest over.,000000000000101647,2000,3100,0001,SPAR,21.585,KG,5516.84,119080.99,140515.57,V3,1,ROH,33.052,19.191,1.181
200,4500000329,00040,20250729,Moment we citizen least food.,000000000000101648,3000,2100,0003,SERV,464.848,EA,8245.48,3832894.89,4522815.97,V1,1,HALB,28.209,7.581,3.408
200,4500000329,00050,20250729,Consumer sound less instead often become,000000000000101649,3000,2100,0002,SPAR,390.851,EA,8785.6,3433860.55,4051955.45,V1,1,FERT,34.376,16.817,1.535
200,4500000330,00010,20241208,Relationship several us owner reason tod,000000000000101650,1000,2100,0002,RAW,737.082,L,3950.63,2911938.26,3436087.15,V1,0,FERT,33.513,21.399,1.227
200,4500000330,00020,20241208,Quality put there statement.,000000000000101651,1000,1100,0001,PACK,680.231,L,6504.28,4424412.89,5220807.21,V3,0,FERT,29.17,33.14,3.214
200,4500000330,00030,20241208,Real born agency adult.,000000000000101652,1000,1200,0001,PACK,988.08,EA,4817.16,4759739.45,5616492.55,V2,1,FERT,8.195,16.123,2.533
200,4500000330,00040,20241208,Guess score floor hard serious stage we.,000000000000101653,2000,1100,0003,PACK,282.444,KG,8504.89,2402155.15,2834543.08,V1,1,ROH,39.533,36.62,2.595
200,4500000330,00050,20241208,Suddenly enough this since.,000000000000101654,1000,1200,0003,PACK,253.266,L,3417.19,865458.04,1021240.49,V3,0,ROH,30.617,16.961,1.254
400,4500000331,00010,20241211,Situation station call style firm man.,000000000000101655,1000,1100,0003,SPAR,904.032,EA,4846.15,4381074.68,5169668.12,V3,1,FERT,20.893,47.645,1.035
400,4500000331,00020,20241211,Early matter discover they.,000000000000101656,2000,2100,0002,RAW,18.626,EA,8499.97,158320.44,186818.12,V3,1,HALB,12.982,3.535,1.241
400,4500000331,00030,20241211,Member fight notice weight performance e,000000000000101657,1000,1100,0001,SPAR,935.767,KG,6677.37,6248462.49,7373185.74,V1,0,FERT,37.997,30.756,3.504
400,4500000331,00040,20241211,Race others role shoulder your admit.,000000000000101658,2000,2100,0001,SERV,724.703,EA,1868.24,1353919.13,1597624.57,V3,0,HALB,12.468,30.598,2.832
400,4500000331,00050,20241211,What sometimes lawyer also order thought,000000000000101659,1000,1200,0002,SERV,316.286,L,5672.55,1794148.15,2117094.82,V3,0,HALB,22.334,3.774,2.174
300,4500000332,00010,20241201,Culture course tonight hour several.,000000000000101660,1000,1200,0003,PACK,569.978,L,7778.28,4433448.48,5231469.21,V3,0,HALB,13.334,47.628,2.661
300,4500000332,00020,20241201,Just science wall you.,000000000000101661,2000,3100,0002,SPAR,649.739,EA,3429.94,2228565.79,2629707.63,V1,1,FERT,26.832,29.412,0.928
300,4500000332,00030,20241201,Old parent large beyond.,000000000000101662,3000,3100,0003,PACK,964.143,L,3784.12,3648432.81,4305150.72,V1,1,HALB,24.166,37.564,3.336
300,4500000332,00040,20241201,Attention time much sometimes family.,000000000000101663,1000,1100,0002,RAW,797.122,L,5931.75,4728328.42,5579427.54,V2,0,ROH,10.73,28.741,2.855
300,4500000332,00050,20241201,Contain lawyer strategy leave.,000000000000101664,2000,1200,0003,RAW,460.592,L,8174.21,3764975.73,4442671.36,V3,0,HALB,33.975,28.91,0.161
100,4500000333,00010,20241121,Political these possible cut.,000000000000101665,2000,1100,0001,SERV,692.343,EA,4094.71,2834943.81,3345233.7,V3,1,FERT,22.241,7.635,1.099
100,4500000333,00020,20241121,Commercial trip cause center often cours,000000000000101666,1000,2100,0003,RAW,919.637,L,6447.18,5929065.27,6996297.02,V3,1,ROH,34.529,12.534,0.273
100,4500000333,00030,20241121,Set there yourself require from reason e,000000000000101667,2000,2100,0001,SERV,312.431,KG,2684.02,838571.05,989513.84,V2,0,HALB,8.434,8.025,1.88
100,4500000333,00040,20241121,Close clear sea this serious.,000000000000101668,3000,3100,0001,SERV,276.699,KG,779.21,215606.63,254415.82,V2,0,ROH,6.374,16.228,0.776
100,4500000333,00050,20241121,Become nice car prove.,000000000000101669,3000,3100,0001,SPAR,435.882,KG,8864.65,3863941.37,4559450.82,V1,1,ROH,6.215,19.53,0.723
200,4500000334,00010,20250715,Week state you herself.,000000000000101670,1000,1100,0001,PACK,685.884,EA,5668.85,3888173.51,4588044.74,V2,1,HALB,26.345,46.66,3.688
200,4500000334,00020,20250715,Really card rather center fill meeting.,000000000000101671,3000,3100,0002,SPAR,523.46,EA,6135.09,3211474.21,3789539.57,V3,0,ROH,8.732,1.772,2.742
200,4500000334,00030,20250715,Late travel sell letter until morning.,000000000000101672,2000,2100,0003,SPAR,111.063,L,3950.17,438717.73,517686.92,V1,0,HALB,3.867,49.527,1.848
200,4500000334,00040,20250715,Although school agency try apply heart t,000000000000101673,1000,3100,0003,RAW,368.125,KG,5423.02,1996349.24,2355692.1,V3,0,ROH,39.968,49.761,2.765
200,4500000334,00050,20250715,Side who base.,000000000000101674,3000,1100,0003,SERV,299.757,EA,6198.53,1858052.76,2192502.26,V2,0,HALB,24.494,30.346,1.285
400,4500000335,00010,20251211,Speech loss level system receive.,000000000000101675,1000,3100,0003,SPAR,244.548,L,1362.0,333074.38,393027.77,V3,1,ROH,32.601,30.486,2.417
400,4500000335,00020,20251211,Care allow some college well hand.,000000000000101676,3000,1100,0001,RAW,125.624,KG,4772.39,599526.72,707441.53,V3,0,ROH,38.193,30.233,3.095
400,4500000335,00030,20251211,Daughter yet arrive decide offer.,000000000000101677,3000,2100,0001,SERV,50.329,EA,1214.86,61142.69,72148.37,V2,1,HALB,5.051,29.802,1.778
400,4500000335,00040,20251211,Line bill gas ever rise.,000000000000101678,1000,1200,0001,RAW,783.468,KG,3482.68,2728568.33,3219710.63,V2,1,ROH,3.415,32.521,1.97
400,4500000335,00050,20251211,Sign board exactly happy direction cover,000000000000101679,2000,1100,0001,SERV,963.639,KG,5594.09,5390683.29,6361006.28,V3,0,FERT,7.378,20.869,0.146
400,4500000336,00010,20241031,Nor here edge only customer happy west.,000000000000101680,1000,3100,0002,PACK,305.275,EA,2908.7,887953.39,1047785.0,V1,1,HALB,17.08,17.201,1.225
400,4500000336,00020,20241031,Now particular become nice be all.,000000000000101681,3000,3100,0003,PACK,519.121,L,3693.19,1917212.49,2262310.74,V3,1,FERT,14.859,34.908,3.1
400,4500000336,00030,20241031,Majority true clearly enjoy.,000000000000101682,2000,1200,0001,RAW,364.946,KG,3206.68,1170265.04,1380912.75,V2,0,FERT,27.206,1.605,2.671
400,4500000336,00040,20241031,Top would benefit guess.,000000000000101683,3000,1200,0002,PACK,646.818,L,1235.51,799150.11,942997.13,V2,1,FERT,3.585,24.095,2.787
400,4500000336,00050,20241031,Mind crime heavy Mr account billion.,000000000000101684,3000,1100,0002,SERV,87.926,KG,6329.92,556564.55,656746.17,V2,1,ROH,35.461,33.305,2.945
200,4500000337,00010,20240522,Whether theory cold.,000000000000101685,3000,1200,0003,SPAR,996.771,KG,2931.64,2922173.73,3448165.0,V1,0,ROH,19.9,35.386,3.026
200,4500000337,00020,20240522,Leader station somebody figure.,000000000000101686,1000,2100,0002,RAW,673.358,L,4612.69,3105991.71,3665070.22,V1,0,ROH,14.676,36.347,1.112
200,4500000337,00030,20240522,Respond audience per concern.,000000000000101687,3000,2100,0001,RAW,840.2,KG,1163.87,977883.57,1153902.61,V1,1,FERT,10.997,20.536,3.262
200,4500000337,00040,20240522,White pay dinner although artist back.,000000000000101688,2000,1100,0001,SERV,240.047,KG,6322.84,1517778.77,1790978.95,V1,0,FERT,37.061,39.002,2.692
200,4500000337,00050,20240522,Under include security my benefit artist,000000000000101689,1000,1100,0003,SERV,910.884,KG,4741.31,4318783.42,5096164.44,V2,1,FERT,39.624,46.763,0.71
300,4500000338,00010,20251111,Whom material rule thank.,000000000000101690,2000,2100,0002,SERV,572.766,L,2829.46,1620618.49,1912329.82,V1,0,HALB,26.736,47.687,0.453
300,4500000338,00020,20251111,Language street conference me others hai,000000000000101691,2000,1100,0002,SPAR,743.382,L,2792.15,2075634.05,2449248.18,V3,1,ROH,9.745,23.301,1.357
300,4500000338,00030,20251111,Employee very why theory.,000000000000101692,3000,2100,0001,SPAR,221.262,KG,4001.21,885315.73,1044672.56,V3,1,HALB,25.718,12.081,1.595
300,4500000338,00040,20251111,All team speech low.,000000000000101693,1000,1100,0002,PACK,597.613,L,6830.2,4081816.31,4816543.25,V1,0,FERT,13.222,14.505,2.817
300,4500000338,00050,20251111,In anything computer together nearly.,000000000000101694,2000,2100,0002,SERV,325.699,L,7227.49,2353986.27,2777703.8,V1,0,FERT,22.295,43.705,1.198
200,4500000339,00010,20250203,Choose generation much event art born.,000000000000101695,3000,1100,0001,SPAR,875.75,KG,7112.09,6228412.82,7349527.13,V2,1,HALB,23.853,47.279,2.875
200,4500000339,00020,20250203,Probably seem they evidence.,000000000000101696,1000,1200,0002,PACK,656.954,KG,753.27,494863.74,583939.21,V1,1,HALB,6.259,8.039,1.887
200,4500000339,00030,20250203,Well foreign study successful.,000000000000101697,3000,1200,0003,SERV,764.292,KG,6326.84,4835553.2,5705952.78,V3,1,ROH,32.254,41.939,3.369
200,4500000339,00040,20250203,Amount visit southern important technolo,000000000000101698,2000,2100,0003,RAW,95.293,L,4819.38,459253.18,541918.75,V2,1,ROH,29.307,32.537,1.488
200,4500000339,00050,20250203,Interest better student yes take him gro,000000000000101699,3000,1200,0002,PACK,481.949,KG,3686.4,1776656.79,2096455.01,V3,1,FERT,32.317,30.541,0.349
200,4500000340,00010,20251203,How decision cultural suddenly month mar,000000000000101700,2000,3100,0003,PACK,362.463,KG,6089.4,2207182.19,2604474.98,V2,0,FERT,37.05,39.074,2.784
200,4500000340,00020,20251203,Morning debate never life president.,000000000000101701,3000,1200,0002,SERV,155.653,KG,351.31,54682.46,64525.3,V1,0,FERT,39.502,6.393,0.778
200,4500000340,00030,20251203,Standard film return purpose.,000000000000101702,3000,1200,0002,RAW,530.33,L,5495.65,2914508.06,3439119.51,V3,1,HALB,38.17,45.85,3.832
200,4500000340,00040,20251203,Identify Congress better then room many ,000000000000101703,3000,1100,0003,PACK,405.546,EA,8124.14,3294712.48,3887760.73,V2,1,HALB,23.081,15.545,3.102
200,4500000340,00050,20251203,Evening put medical guy.,000000000000101704,1000,1100,0001,SERV,560.979,EA,4132.61,2318307.43,2735602.77,V3,0,HALB,9.813,39.892,0.426
100,4500000341,00010,20240308,Put physical every similar first.,000000000000101705,2000,1100,0003,RAW,116.624,KG,8290.84,966910.92,1140954.89,V3,1,FERT,37.368,9.582,2.752
100,4500000341,00020,20240308,Box public sport family reach measure.,000000000000101706,3000,3100,0003,RAW,30.053,L,1817.11,54609.61,64439.34,V1,0,HALB,13.801,37.176,3.108
100,4500000341,00030,20240308,Always avoid life state.,000000000000101707,2000,1100,0001,PACK,918.878,KG,8349.57,7672236.18,9053238.69,V1,0,ROH,16.166,25.751,3.385
100,4500000341,00040,20240308,Agreement concern subject manage my.,000000000000101708,2000,1200,0002,SPAR,701.825,EA,4634.24,3252425.49,3837862.08,V2,1,ROH,4.98,37.871,0.614
100,4500000341,00050,20240308,Onto assume plan manager water expert te,000000000000101709,2000,3100,0002,SERV,112.178,L,6402.41,718209.55,847487.27,V1,0,ROH,34.614,30.737,1.406
200,4500000342,00010,20251003,Bag crime stuff social television future,000000000000101710,3000,2100,0003,SERV,803.723,EA,6666.84,5358292.65,6322785.33,V3,0,FERT,18.291,41.879,2.861
200,4500000342,00020,20251003,Family job whether.,000000000000101711,3000,1100,0002,RAW,933.17,KG,5898.62,5504415.23,6495209.97,V2,0,FERT,36.795,40.667,0.199
200,4500000342,00030,20251003,Project quite consider treat.,000000000000101712,1000,1100,0003,PACK,223.294,EA,907.85,202717.46,239206.6,V3,1,HALB,34.635,8.061,2.21
200,4500000342,00040,20251003,Country artist push manager.,000000000000101713,3000,1200,0002,PACK,95.151,L,6110.79,581447.78,686108.38,V1,0,FERT,19.695,34.668,1.026
200,4500000342,00050,20251003,Market unit debate bag guy break by wife,000000000000101714,1000,2100,0001,SPAR,499.884,EA,699.55,349693.85,412638.74,V2,1,ROH,7.196,6.598,3.427
400,4500000343,00010,20250702,Section rest citizen allow success more.,000000000000101715,1000,1100,0001,SPAR,884.415,EA,2181.91,1929713.93,2277062.44,V1,1,FERT,36.539,7.818,3.176
400,4500000343,00020,20250702,Candidate long machine clearly.,000000000000101716,3000,3100,0002,RAW,13.208,KG,6860.61,90614.94,106925.63,V3,0,ROH,37.715,16.945,2.457
400,4500000343,00030,20250702,Back organization fly kid suffer persona,000000000000101717,1000,1200,0002,SERV,186.894,L,2366.41,442267.83,521876.04,V2,0,ROH,15.191,40.019,3.498
400,4500000343,00040,20250702,Minute between nice begin us full do mea,000000000000101718,2000,2100,0001,RAW,805.453,KG,236.68,190634.62,224948.85,V1,0,ROH,29.537,21.487,0.224
400,4500000343,00050,20250702,Use discuss individual one five message.,000000000000101719,3000,1200,0003,SPAR,121.2,L,2496.03,302518.84,356972.23,V2,0,FERT,39.168,31.851,1.623
100,4500000344,00010,20260113,Indeed total instead movie south.,000000000000101720,1000,1100,0001,PACK,908.895,KG,6620.14,6017012.15,7100074.34,V3,1,HALB,33.175,16.808,1.267
100,4500000344,00020,20260113,Lay stage maintain stop seem determine s,000000000000101721,3000,1100,0001,RAW,956.589,L,8984.54,8594512.13,10141524.31,V3,1,FERT,17.461,44.214,0.874
100,4500000344,00030,20260113,Hot gas record response performance.,000000000000101722,1000,1100,0003,RAW,64.253,EA,837.73,53826.67,63515.47,V1,1,ROH,5.073,6.449,0.125
100,4500000344,00040,20260113,Treatment training assume special course,000000000000101723,2000,1100,0002,SERV,955.292,KG,5374.73,5134436.57,6058635.15,V2,1,HALB,25.63,18.496,0.772
100,4500000344,00050,20260113,Often something to to memory upon local ,000000000000101724,2000,2100,0001,PACK,353.052,KG,3754.46,1325519.61,1564113.14,V1,1,FERT,33.506,24.539,1.402
100,4500000345,00010,20240810,Trip brother marriage.,000000000000101725,2000,1200,0003,RAW,205.738,KG,3972.13,817218.08,964317.33,V3,0,HALB,18.618,3.186,3.253
100,4500000345,00020,20240810,Meet hard foreign realize environment co,000000000000101726,1000,1100,0003,PACK,494.198,EA,8590.69,4245501.82,5009692.15,V1,1,ROH,2.078,27.349,0.377
100,4500000345,00030,20240810,Our born investment.,000000000000101727,1000,2100,0001,RAW,123.412,KG,6308.07,778491.53,918620.01,V3,1,FERT,36.866,29.773,2.257
100,4500000345,00040,20240810,Indeed usually run from night actually.,000000000000101728,3000,1200,0001,PACK,470.942,EA,8850.67,4168152.23,4918419.63,V2,0,FERT,22.699,11.323,0.375
100,4500000345,00050,20240810,Look floor bar although career throw cer,000000000000101729,3000,3100,0003,RAW,345.689,EA,7682.68,2655817.97,3133865.2,V1,0,ROH,6.49,42.772,2.275
200,4500000346,00010,20250318,Spring imagine moment tree.,000000000000101730,1000,2100,0001,RAW,880.734,L,8260.56,7275356.05,8584920.14,V2,0,HALB,3.607,8.233,2.292
200,4500000346,00020,20250318,Catch each large around capital suffer.,000000000000101731,3000,1200,0003,SERV,680.538,L,7031.67,4785318.64,5646676.0,V1,0,HALB,13.111,46.971,0.679
200,4500000346,00030,20250318,Also write trade member fast behavior.,000000000000101732,3000,1100,0002,SERV,251.579,EA,4507.84,1134077.88,1338211.9,V2,1,ROH,13.164,40.897,3.268
200,4500000346,00040,20250318,Film history somebody whatever.,000000000000101733,3000,1100,0002,PACK,246.646,EA,5998.27,1479449.3,1745750.17,V2,1,ROH,7.986,35.353,2.755
200,4500000346,00050,20250318,Collection hotel strategy laugh federal ,000000000000101734,2000,2100,0002,SPAR,39.296,EA,4319.04,169721.0,200270.78,V3,1,HALB,34.841,12.304,1.106
200,4500000347,00010,20251227,Work accept follow foreign western safe ,000000000000101735,2000,2100,0002,RAW,227.262,L,5159.54,1172567.38,1383629.51,V3,1,ROH,9.338,1.802,2.485
200,4500000347,00020,20251227,Join assume expect everything relate int,000000000000101736,1000,1100,0003,SERV,503.105,KG,5381.35,2707384.09,3194713.23,V3,0,HALB,9.775,36.175,1.505
200,4500000347,00030,20251227,Late hotel owner already court behind.,000000000000101737,2000,2100,0003,RAW,165.399,EA,1328.24,219689.57,259233.69,V2,0,HALB,13.226,37.805,3.627
200,4500000347,00040,20251227,Live you item east Mr experience worker.,000000000000101738,2000,3100,0001,RAW,773.929,KG,2276.6,1761926.76,2079073.58,V1,0,HALB,8.738,12.798,0.864
200,4500000347,00050,20251227,Else together simple.,000000000000101739,2000,1200,0002,SPAR,231.236,EA,2852.93,659700.12,778446.14,V3,0,ROH,12.096,11.467,3.885
300,4500000348,00010,20241214,Her want hotel group amount.,000000000000101740,3000,1200,0002,SERV,91.035,EA,3754.19,341762.69,403279.97,V2,0,HALB,33.85,25.344,1.924
300,4500000348,00020,20241214,Report travel eat detail.,000000000000101741,2000,1100,0002,PACK,907.993,L,1068.44,970136.04,1144760.53,V2,0,HALB,30.502,27.802,3.92
300,4500000348,00030,20241214,Half instead both.,000000000000101742,2000,1200,0002,PACK,170.346,KG,818.64,139452.05,164553.42,V3,1,FERT,8.627,7.238,0.602
300,4500000348,00040,20241214,Air recognize staff page memory son my.,000000000000101743,1000,1200,0003,RAW,126.605,EA,1373.9,173942.61,205252.28,V3,1,FERT,21.032,13.036,2.699
300,4500000348,00050,20241214,Reduce cup remember especially spring.,000000000000101744,3000,1100,0001,RAW,653.395,KG,7800.88,5097055.99,6014526.07,V2,1,ROH,11.904,44.597,3.023
300,4500000349,00010,20240816,Water probably step production thank.,000000000000101745,2000,1100,0001,SERV,782.661,L,6131.51,4798893.75,5662694.62,V3,0,HALB,3.42,43.237,3.703
300,4500000349,00020,20240816,Each save ask.,000000000000101746,1000,1200,0003,SPAR,243.48,EA,7806.71,1900777.75,2242917.75,V2,1,FERT,11.106,22.539,1.352
300,4500000349,00030,20240816,Person PM network character think threat,000000000000101747,3000,2100,0001,PACK,430.1,EA,3406.07,1464950.71,1728641.84,V2,1,FERT,11.679,36.724,1.488
300,4500000349,00040,20240816,We amount foot and tree increase with.,000000000000101748,2000,3100,0003,SPAR,219.945,L,7522.66,1654571.45,1952394.31,V2,1,HALB,7.031,41.462,1.933
300,4500000349,00050,20240816,Skin night eye sure bed.,000000000000101749,1000,3100,0003,SERV,279.835,EA,2780.88,778187.55,918261.31,V3,1,HALB,17.79,10.093,2.312
200,4500000350,00010,20240706,Option current poor know suffer around.,000000000000101750,2000,1100,0002,SERV,626.077,KG,8760.04,5484459.56,6471662.28,V1,0,FERT,10.799,11.303,3.33
200,4500000350,00020,20240706,Everyone face side.,000000000000101751,1000,3100,0001,PACK,511.839,L,4709.23,2410367.57,2844233.73,V2,0,HALB,21.271,42.436,0.935
200,4500000350,00030,20240706,Rather big live approach line media you ,000000000000101752,2000,1100,0003,SERV,695.46,EA,8839.24,6147337.85,7253858.66,V2,0,FERT,16.664,11.115,2.428
200,4500000350,00040,20240706,Authority right travel hand.,000000000000101753,2000,1100,0002,SPAR,252.323,L,1182.59,298394.66,352105.7,V3,0,HALB,39.013,15.244,2.933
200,4500000350,00050,20240706,Responsibility cause sort worker point.,000000000000101754,1000,3100,0001,SERV,171.497,L,3694.78,633643.69,747699.55,V3,0,FERT,8.164,44.566,3.947
300,4500000351,00010,20241031,Station understand voice attorney.,000000000000101755,3000,2100,0003,SERV,594.418,EA,4526.9,2690870.84,3175227.59,V1,0,ROH,5.172,30.931,1.446
300,4500000351,00020,20241031,Adult nothing decide dream outside attor,000000000000101756,2000,2100,0002,PACK,877.151,L,1912.76,1677779.35,1979779.63,V2,0,FERT,32.616,28.709,3.618
300,4500000351,00030,20241031,Cup across support go girl worker agency,000000000000101757,2000,1100,0002,PACK,798.239,L,7839.47,6257770.69,7384169.41,V2,1,HALB,3.674,39.132,1.968
300,4500000351,00040,20241031,Prepare science according.,000000000000101758,2000,1100,0002,RAW,238.342,L,2130.57,507804.31,599209.09,V1,1,ROH,16.459,34.326,2.191
300,4500000351,00050,20241031,Sign run age out meet happy environment.,000000000000101759,1000,1200,0002,PACK,518.01,L,5734.28,2970414.38,3505088.97,V2,0,FERT,16.972,40.979,3.511
400,4500000352,00010,20250324,Interview risk enjoy tax will.,000000000000101760,2000,3100,0002,PACK,55.059,EA,6705.24,369183.81,435636.9,V3,1,FERT,24.907,6.792,3.12
400,4500000352,00020,20250324,Professional him Republican American.,000000000000101761,1000,1200,0002,RAW,411.074,EA,1759.21,723165.49,853335.28,V2,1,ROH,16.736,5.054,2.855
400,4500000352,00030,20250324,Congress traditional responsibility anim,000000000000101762,3000,2100,0003,SPAR,439.291,KG,5322.57,2338157.1,2759025.38,V1,1,FERT,38.84,49.198,3.231
400,4500000352,00040,20250324,Guy stock certain fill.,000000000000101763,1000,1100,0001,SPAR,723.897,EA,1725.7,1249229.05,1474090.28,V2,0,FERT,13.177,28.249,3.405
400,4500000352,00050,20250324,Very live garden.,000000000000101764,3000,1100,0002,SPAR,573.71,L,7176.84,4117424.88,4858561.36,V3,0,HALB,24.8,37.655,0.484
200,4500000353,00010,20240624,Fear issue low case avoid under.,000000000000101765,3000,3100,0001,PACK,810.378,L,4952.55,4013437.56,4735856.32,V3,1,ROH,36.257,16.043,2.841
200,4500000353,00020,20240624,Sing leave usually.,000000000000101766,3000,1100,0002,RAW,70.14,KG,5906.06,414251.05,488816.24,V2,0,FERT,38.815,41.614,1.18
200,4500000353,00030,20240624,Central everyone cover result value degr,000000000000101767,2000,2100,0002,RAW,325.402,L,4332.78,1409895.28,1663676.43,V2,1,ROH,25.031,21.038,0.514
200,4500000353,00040,20240624,Eye machine box save contain.,000000000000101768,2000,3100,0001,RAW,280.438,KG,1204.06,337664.18,398443.73,V3,0,HALB,25.676,42.318,1.108
200,4500000353,00050,20240624,Series car account.,000000000000101769,2000,2100,0001,SERV,996.011,EA,5652.74,5630191.22,6643625.64,V1,1,HALB,22.528,2.451,3.921
100,4500000354,00010,20241002,Who long hard much make mother.,000000000000101770,2000,2100,0003,RAW,239.308,EA,4749.73,1136648.39,1341245.1,V1,1,HALB,23.94,13.985,0.978
100,4500000354,00020,20241002,Notice police like director protect midd,000000000000101771,3000,1100,0002,SERV,178.354,L,3340.6,595809.37,703055.06,V2,1,HALB,15.392,1.372,2.932
100,4500000354,00030,20241002,That build cell work into.,000000000000101772,1000,2100,0003,SPAR,357.155,EA,7881.88,2815052.85,3321762.36,V1,0,HALB,16.859,35.944,3.04
100,4500000354,00040,20241002,Least which give citizen nearly room.,000000000000101773,3000,1100,0002,SERV,386.657,KG,5626.48,2175517.88,2567111.1,V1,1,HALB,15.005,28.618,2.652
100,4500000354,00050,20241002,Throughout stand dream grow good.,000000000000101774,3000,2100,0002,PACK,642.527,EA,4172.27,2680796.13,3163339.43,V2,1,FERT,10.965,48.015,1.937
200,4500000355,00010,20241217,Parent who out our.,000000000000101775,1000,3100,0001,SPAR,355.827,L,2490.59,886219.17,1045738.62,V3,0,HALB,6.415,15.436,1.342
200,4500000355,00020,20241217,Her nor live carry seat bed down kind.,000000000000101776,1000,2100,0002,RAW,280.631,KG,129.53,36350.13,42893.15,V1,1,FERT,22.163,41.129,0.341
200,4500000355,00030,20241217,Eight former day budget like impact duri,000000000000101777,1000,2100,0002,SERV,504.769,EA,3862.55,1949695.5,2300640.69,V1,0,ROH,35.241,4.72,2.473
200,4500000355,00040,20241217,Alone window you.,000000000000101778,1000,3100,0001,RAW,197.392,KG,8445.76,1667125.46,1967208.04,V3,1,ROH,37.325,46.919,0.564
200,4500000355,00050,20241217,Answer magazine different recently space,000000000000101779,2000,3100,0002,RAW,571.565,EA,5004.63,2860471.35,3375356.19,V2,1,ROH,31.417,3.557,0.93
200,4500000356,00010,20240519,Field respond last you right.,000000000000101780,2000,2100,0003,RAW,421.258,KG,3817.18,1608017.61,1897460.78,V2,1,HALB,36.434,7.452,3.356
