BSKRF,DISKZ,DLINL,EINME,ERSDA,HERKL,INSME,KEINM,KINSM,KLABS,KSPEM,KZILE,KZILL,KZILQ,KZILS,KZVLE,KZVLL,KZVLQ,KZVLS,LABST,LBSTF,LFGJA,LFMON,LGORT,LGPBE,LMINB,LSOBS,LVORM,LWMKB,MANDT,MATNR,MDJIN,MDRUE,PRCTL,PSTAT,RETME,SPEME,SPERR,UMLME,VKLAB,VKUML,VMEIN,VMINS,VMLAB,VMRET,VMSPE,VMUML,WERKS
1.0955,"",20230913,79.153,20240301,US,216.047,21.15,35.363,252.768,19.738,"","","","","","","","",2227.906,964.865,2023,04,S095,BIN215,202.796,10,"",557,100,900541080455220582,2022,"",9391856494,K,32.382,87.073,"",277.665,50628.75,8900.45,72.416,203.711,2096.694,25.943,81.771,222.751,P039
0.8113,"",20250216,181.572,20240724,IN,361.358,72.866,159.986,302.95,28.164,"","","","","","","","",4587.247,709.675,2026,01,S082,BIN117,478.372,91,"",815,100,202956265659539713,2023,X,3518992265,K,43.745,171.021,X,736.451,165216.46,24082.48,155.765,309.643,4004.106,36.98,156.654,632.536,P044
1.0029,"",20240421,132.101,20240303,DE,447.407,58.218,60.315,352.777,26.898,"","","","","","","","",5036.582,509.589,2026,10,S042,BIN864,11.873,24,"",747,100,824169619307742775,2022,"",7592338814,K,49.055,65.926,"",562.887,226333.21,9299.93,115.759,365.916,4365.721,45.826,53.487,506.701,P045
0.8543,2,20241110,167.743,20240111,US,149.895,57.125,44.993,803.241,101.442,"","","","","","","","",5686.407,575.622,2025,10,S096,BIN842,111.827,81,"",871,100,595691607258783417,2023,"",8744599252,K,84.938,260.54,"",406.779,137164.22,10822.34,155.664,127.308,5313.781,68.301,215.702,341.588,P005
0.9008,2,20251023,228.989,20250724,US,357.704,32.296,162.351,460.518,86.891,"","","","","","","","",6315.416,800.859,2022,01,S069,BIN184,300.485,96,"",852,100,799718835675550578,2026,"",4378521114,K,123.827,206.467,X,828.728,265362.3,31239.78,200.26,304.263,5416.613,112.2,189.509,698.658,P011
1.0348,1,20250620,70.898,20240623,DE,136.878,14.74,62.328,612.939,16.591,"","","","","","","","",6418.606,598.749,2025,07,S033,BIN898,308.928,99,"",410,100,319955882955885257,2023,"",2160638827,K,34.772,97.612,"",1254.538,221878.56,27355.11,57.696,111.153,5697.417,29.09,90.475,1178.557,P029
1.1338,2,20251110,67.526,20240318,DE,100.577,32.536,31.728,153.692,10.076,"","","","","","","","",2534.402,769.246,2022,08,S082,BIN533,328.808,28,"",997,100,141969291275318272,2025,"",9512530049,K,23.424,53.849,X,264.74,51791.46,6359.43,60.58,91.748,2473.878,19.269,44.441,242.344,P024
1.0724,1,20250420,27.5,20230928,US,90.14,9.999,18.715,70.22,4.319,"","","","","","","","",1156.161,260.173,2026,07,S095,BIN919,277.947,11,"",620,100,963449376363739211,2024,"",4454126936,K,13.938,27.681,X,127.489,22934.21,3800.82,23.677,75.219,1065.24,11.349,22.693,102.344,P012
0.9291,1,20250206,86.937,20251106,CN,98.018,41.021,26.229,218.234,14.668,"","","","","","","","",2823.352,977.921,2025,04,S093,BIN594,261.766,44,"",264,100,429157136052954661,2026,"",3761824630,K,24.718,121.268,"",141.904,32088.74,4708.85,81.027,90.641,2507.294,23.257,103.508,117.959,P025
0.9998,2,20241005,56.335,20240404,DE,322.449,17.482,122.524,430.08,77.212,"","","","","","","","",3822.233,877.205,2025,11,S066,BIN310,49.256,15,"",348,100,579588560660372633,2022,"",6724599606,K,67.755,162.318,"",199.409,176145.53,4428.32,53.429,260.801,3295.726,56.266,152.21,185.47,P044
1.1855,1,20250304,4.94,20250621,DE,19.09,1.156,4.265,13.131,3.005,"","","","","","","","",197.837,425.017,2022,12,S071,BIN278,264.04,63,"",406,100,927055835320098285,2026,"",1320619649,K,3.909,6.882,X,32.772,4325.88,1029.59,4.212,17.823,190.647,3.411,6.19,30.065,P029
1.1157,2,20240920,162.994,20251108,IN,400.425,36.607,150.647,973.282,93.468,"","","","","","","","",7040.76,725.585,2025,07,S048,BIN616,304.855,43,"",989,100,381893817122617769,2024,"",6760148585,K,41.341,218.574,"",1359.868,167261.14,52709.22,153.11,371.058,6633.486,35.685,178.614,1101.679,P030
1.1618,2,20250509,49.838,20240802,CN,176.903,6.005,41.477,196.164,27.356,"","","","","","","","",2249.716,630.559,2025,08,S023,BIN161,363.744,21,"",294,100,473861676897845166,2022,"",2631484356,K,20.948,86.701,X,129.15,98787.28,4833.86,40.31,142.38,2180.428,17.394,79.525,115.922,P033
0.9734,1,20230524,238.402,20240714,IN,428.713,32.398,108.743,573.291,34.034,"","","","","","","","",5420.587,737.914,2026,05,S004,BIN557,180.169,53,"",434,100,257698227715542850,2023,"",9432582780,K,96.088,170.467,"",302.179,116167.34,9198.86,224.415,370.57,4873.984,82.886,139.567,272.0,P045
0.8462,2,20240908,181.933,20250504,IN,228.079,23.509,56.124,873.515,29.869,"","","","","","","","",6006.353,241.266,2025,11,S034,BIN639,188.354,12,"",845,100,737373962439364260,2022,"",4591494329,K,76.844,91.016,"",536.502,266698.55,18552.96,170.268,198.238,5438.634,61.728,76.476,463.868,P031
1.0064,2,20231219,41.313,20250311,US,98.338,9.743,18.118,154.535,24.824,"","","","","","","","",1540.892,872.084,2025,04,S025,BIN772,174.974,24,"",823,100,358220421506181000,2025,"",3186686819,K,21.566,52.596,X,288.346,33718.42,7765.57,33.533,91.386,1346.222,18.37,48.437,245.396,P011
1.0957,1,20240520,241.662,20230520,CN,159.325,106.11,19.593,738.484,113.183,"","","","","","","","",5912.129,853.811,2024,01,S015,BIN281,296.014,14,"",320,100,252679954516847369,2023,"",3467731850,K,108.408,235.796,"",957.304,218978.58,36605.26,223.196,136.639,5690.145,91.235,204.487,815.541,P031
0.8732,2,20250515,342.474,20230528,US,506.021,123.852,94.174,1064.696,93.962,"","","","","","","","",7964.043,572.601,2025,10,S040,BIN601,321.385,60,"",269,100,534145491100751818,2025,X,5153423901,K,106.065,232.935,"",1099.184,192640.78,36297.3,299.186,459.336,6778.927,96.178,204.037,971.226,P038
1.1228,2,20240824,81.104,20231111,DE,204.0,21.996,68.042,673.435,44.818,"","","","","","","","",7658.217,733.942,2022,11,S054,BIN517,243.267,64,"",594,100,293273326895266753,2024,"",7348312610,K,94.463,280.233,"",1014.704,239287.58,25532.35,72.402,177.859,7499.741,76.561,232.352,941.085,P027
0.9485,"",20250118,82.688,20251128,IN,113.764,31.75,49.941,410.923,39.674,"","","","","","","","",4545.428,532.872,2025,01,S077,BIN185,454.656,74,"",911,100,309707194684561665,2023,X,3363213010,K,90.869,129.398,X,705.344,142005.01,23550.13,70.368,93.856,4342.049,80.169,108.641,659.309,P025
0.9892,2,20260126,82.551,20251102,US,372.303,26.112,39.491,451.491,45.358,"","","","","","","","",5556.724,126.961,2026,12,S087,BIN671,143.569,13,"",958,100,230907171693164907,2022,X,7872820266,K,50.197,176.006,X,374.653,124352.43,11549.3,73.747,323.271,4726.25,43.361,147.725,326.804,P030
1.03,"",20230727,224.618,20230611,DE,605.122,34.301,175.893,787.05,49.108,"","","","","","","","",6411.099,601.203,2025,02,S059,BIN222,220.315,68,"",370,100,409575368898513532,2024,"",5787055056,K,52.267,191.504,X,791.511,284294.44,18259.92,194.931,569.562,5456.122,47.835,170.318,643.904,P047
0.8687,"",20250408,170.329,20251204,IN,451.523,32.956,57.762,884.207,18.579,"","","","","","","","",6749.54,295.673,2022,03,S083,BIN612,92.301,78,"",299,100,448300080652918196,2023,X,4915516588,K,36.863,145.755,"",1014.845,172255.09,20425.73,145.529,376.599,6191.682,29.905,117.644,961.714,P029
1.0807,"",20251210,33.236,20240715,DE,31.553,15.518,6.182,126.228,2.117,"","","","","","","","",890.856,488.641,2023,06,S063,BIN338,105.089,84,"",394,100,738347206524495240,2023,X,6322676407,K,12.383,11.889,X,172.548,38807.97,2277.58,29.626,27.918,845.56,10.345,10.59,151.868,P036
1.0348,"",20231021,7.331,20240309,CN,12.021,2.577,5.221,41.429,3.053,"","","","","","","","",435.771,345.092,2026,02,S057,BIN384,496.636,26,"",794,100,521995489438995076,2025,"",3756514287,K,5.07,12.108,X,44.714,9010.26,1959.02,6.3,10.377,385.713,4.343,11.364,38.799,P046
1.0311,2,20240607,35.247,20250525,US,108.165,17.187,25.207,191.54,22.817,"","","","","","","","",2020.167,662.898,2026,11,S004,BIN906,299.481,99,"",152,100,549002164765518914,2025,"",5492802218,K,22.568,96.614,"",301.085,95249.42,4405.53,29.183,98.726,1719.14,18.117,86.177,280.349,P032
0.8437,"",20230715,126.215,20241112,US,79.72,58.321,18.391,227.938,17.899,"","","","","","","","",3029.801,845.753,2026,04,S048,BIN918,449.687,47,"",695,100,316763191833916704,2023,X,9700923600,K,46.983,57.878,"",603.139,58741.27,20837.71,115.831,65.087,2649.871,42.913,46.423,532.849,P004
0.9397,2,20251123,103.745,20240119,DE,276.686,47.459,73.433,586.651,21.519,"","","","","","","","",4824.602,196.921,2024,05,S013,BIN729,268.798,72,"",178,100,433329856363885354,2024,"",7759884466,K,80.596,77.526,"",557.51,119886.7,14132.41,87.77,238.351,4592.119,74.446,67.57,462.219,P026
1.1636,1,20251027,128.815,20250919,DE,118.279,57.802,17.112,752.544,29.481,"","","","","","","","",5743.387,477.85,2026,05,S090,BIN362,486.481,52,"",438,100,938485535824446029,2026,"",5098796171,K,61.734,121.849,"",1127.63,174889.52,26156.74,106.983,111.053,4982.92,50.505,110.921,1065.574,P042
0.8003,1,20230704,139.637,20260120,US,140.475,40.928,37.733,329.439,48.347,"","","","","","","","",3777.486,376.238,2024,06,S021,BIN509,75.599,72,"",323,100,571276941241958227,2025,"",6115870141,K,43.408,170.225,X,365.439,93429.53,3882.69,123.672,123.292,3627.909,38.414,140.733,345.094,P025
0.8562,"",20251103,6.518,20250126,IN,14.6,3.156,2.819,26.092,2.852,"","","","","","","","",215.189,702.341,2022,06,S032,BIN389,177.7,62,"",893,100,438939196379884832,2023,"",8590855685,K,2.347,9.744,X,22.681,2723.26,477.75,5.23,11.762,201.995,1.904,9.251,18.45,P036
0.8315,1,20251130,32.099,20250222,IN,42.758,6.272,19.153,155.879,15.81,"","","","","","","","",1169.352,490.442,2026,10,S087,BIN135,264.211,13,"",211,100,436026245892839047,2023,"",3143808163,K,18.183,32.075,X,131.83,43673.74,2626.26,26.264,37.379,1082.571,15.207,27.474,114.862,P018
1.0381,"",20241124,121.694,20250209,CN,220.79,24.075,76.505,161.786,9.995,"","","","","","","","",2587.558,841.06,2023,04,S047,BIN257,397.686,67,"",991,100,747378194664095777,2024,"",6917708479,K,44.028,31.409,"",340.719,31231.86,15246.67,109.226,179.616,2315.99,37.249,27.121,312.156,P003
1.123,1,20251215,261.384,20251017,IN,508.044,100.134,146.67,799.604,31.418,"","","","","","","","",5739.433,528.398,2023,08,S040,BIN264,466.469,96,"",547,100,648150783568620947,2024,"",9856350270,K,113.054,184.549,"",822.498,105906.47,30787.0,233.631,480.559,5228.496,105.638,169.596,730.387,P041
1.1931,2,20251006,131.913,20231211,DE,283.445,65.779,119.012,811.392,33.831,"","","","","","","","",7656.194,924.817,2024,05,S071,BIN108,22.727,53,"",230,100,533228895742847127,2022,"",4435169359,K,100.42,273.95,X,1289.58,227110.72,54448.98,113.887,255.435,7472.913,93.473,248.949,1119.959,P038
1.0933,"",20250204,30.705,20241108,DE,48.31,11.734,15.821,89.553,2.93,"","","","","","","","",893.346,300.328,2023,01,S021,BIN404,487.267,85,"",756,100,528265816752904963,2023,"",9060470596,K,6.496,26.719,"",57.441,30302.87,2365.54,26.552,45.512,854.782,5.589,23.22,47.417,P049
1.1498,2,20250612,11.649,20240804,IN,49.581,2.644,7.172,51.855,2.198,"","","","","","","","",554.681,366.11,2023,06,S075,BIN588,146.224,86,"",587,100,665286840044936052,2022,"",8758202764,K,8.393,11.746,"",96.014,11612.89,1746.41,10.951,46.468,523.445,6.824,9.564,91.121,P041
1.1721,2,20240402,94.575,20250829,IN,154.932,13.83,63.761,314.319,29.012,"","","","","","","","",2425.177,994.544,2023,10,S032,BIN121,358.255,57,"",320,100,595902556736845530,2023,X,2013027539,K,47.25,109.582,X,182.39,43019.13,5084.73,88.97,133.658,2270.527,38.815,90.268,166.634,P041
0.9297,"",20231130,7.437,20241001,IN,10.268,2.055,4.934,25.395,1.977,"","","","","","","","",209.26,755.556,2026,07,S082,BIN233,421.373,43,"",350,100,326169398045414415,2025,X,7996254327,K,1.28,9.126,X,19.333,4917.36,261.21,6.554,9.399,190.684,1.072,8.139,16.286,P020
0.9169,2,20241123,80.948,20240516,US,186.034,20.796,74.231,153.297,27.26,"","","","","","","","",2139.9,636.574,2024,05,S073,BIN726,83.287,73,"",683,100,796011401129852152,2022,"",5041136558,K,39.954,73.632,"",423.372,54623.87,17192.61,65.443,159.302,2053.857,34.123,69.457,342.617,P007
0.8418,"",20231210,115.945,20250222,DE,245.497,51.756,82.165,222.616,28.283,"","","","","","","","",3345.67,896.953,2024,02,S098,BIN650,260.349,10,"",568,100,975831897633310284,2022,X,1047181979,K,65.749,158.5,"",300.275,78924.0,8792.64,97.047,198.73,3021.438,58.213,130.324,281.21,P032
1.1343,1,20260113,51.546,20240703,IN,187.908,22.52,68.962,340.969,30.487,"","","","","","","","",3521.007,596.519,2022,06,S069,BIN808,101.41,15,"",365,100,882771680712665452,2023,X,5133947475,K,47.957,85.46,X,390.645,117039.59,16411.95,48.028,173.788,3377.279,43.127,69.281,318.622,P024
0.8693,2,20241029,121.241,20230724,DE,412.788,56.873,79.283,613.025,87.056,"","","","","","","","",5977.549,875.706,2023,04,S048,BIN799,58.976,41,"",530,100,703546185423423543,2026,X,7557842290,K,46.858,215.904,X,1077.075,211739.43,16361.45,108.233,379.674,5565.991,37.663,186.769,891.194,P024
1.0692,1,20240210,158.773,20240929,IN,164.277,67.006,57.314,229.366,22.616,"","","","","","","","",3207.729,393.606,2025,02,S077,BIN272,125.933,60,"",750,100,191486556825318344,2024,X,1617914989,K,19.541,113.33,"",494.151,122302.83,18635.2,135.201,152.149,3086.418,17.978,98.056,461.042,P001
1.1588,"",20251228,76.035,20251117,US,201.887,29.655,28.423,179.852,13.307,"","","","","","","","",2286.469,536.269,2025,09,S084,BIN943,350.325,94,"",100,100,538330067246501279,2023,X,7288321017,K,38.224,26.906,X,284.002,84634.17,11599.16,68.43,179.237,2093.368,32.9,22.861,230.383,P019
0.9029,1,20250314,62.82,20250503,US,263.601,18.689,64.823,368.497,96.869,"","","","","","","","",5032.047,168.157,2022,02,S012,BIN667,482.032,48,"",342,100,480628494055829125,2024,"",9391655410,K,44.235,240.588,X,706.094,95751.6,10226.04,57.512,214.269,4677.015,40.475,217.695,575.002,P016
0.8419,"",20250730,187.47,20230913,DE,470.401,29.187,160.955,388.4,68.23,"","","","","","","","",5630.392,476.706,2024,08,S063,BIN750,57.916,91,"",655,100,411352033470203352,2026,"",7795729892,K,47.488,143.922,X,690.255,120891.2,26025.14,152.2,425.209,5419.733,41.131,126.945,642.832,P014
1.1113,2,20260104,84.907,20240408,DE,176.035,12.299,85.719,971.464,51.208,"","","","","","","","",7713.644,911.247,2023,08,S043,BIN242,478.084,21,"",421,100,423719251061227320,2026,"",7310701143,K,102.587,105.686,"",1023.249,341856.56,14166.92,72.728,152.958,7124.161,91.862,87.423,918.404,P015
0.9459,"",20241028,15.116,20230728,CN,58.113,7.176,10.684,181.009,11.705,"","","","","","","","",1350.352,199.906,2026,08,S051,BIN394,126.474,95,"",135,100,537591093527978329,2022,"",3400281456,K,23.515,38.173,"",91.839,63013.61,4010.69,13.861,54.9,1159.909,21.493,31.421,83.842,P007
1.1578,"",20240627,65.579,20230917,US,33.592,8.51,6.326,149.766,7.874,"","","","","","","","",1475.985,730.094,2025,11,S019,BIN154,296.147,26,"",585,100,831641828502200930,2022,"",2047776143,K,22.379,26.599,"",258.391,45769.74,7037.21,54.85,27.797,1375.72,18.97,24.402,242.729,P047
0.9163,"",20230921,90.933,20231025,DE,66.35,17.45,19.522,457.946,47.771,"","","","","","","","",3159.487,400.769,2026,03,S019,BIN885,394.348,95,"",336,100,804633488838187151,2023,"",7195468602,K,54.945,127.256,X,560.728,113320.31,11090.17,79.098,61.254,2756.396,48.219,112.917,516.642,P027
0.9594,"",20251008,132.56,20231229,IN,362.32,37.081,111.099,954.493,46.01,"","","","","","","","",6646.746,963.383,2026,02,S051,BIN428,231.202,15,"",859,100,945590623018475985,2024,"",6186816478,K,127.901,321.038,"",992.634,161631.33,35355.61,122.524,326.927,6093.957,112.333,298.756,858.077,P040
0.8303,"",20241211,24.37,20250613,IN,91.782,11.132,30.571,140.061,9.343,"","","","","","","","",959.355,295.358,2024,12,S024,BIN414,59.48,10,"",766,100,636545334701997608,2024,"",1972549800,K,13.173,33.777,"",184.311,47685.3,4356.89,19.683,86.073,832.54,11.247,31.146,164.127,P009
0.9345,"",20240415,284.714,20250216,US,362.943,66.815,124.884,480.883,44.275,"","","","","","","","",5745.598,588.915,2026,05,S086,BIN829,410.85,38,"",502,100,768426361469091504,2022,X,5572808813,K,89.672,243.798,"",695.992,88990.2,28636.09,229.209,295.179,5016.338,74.904,209.346,616.256,P027
1.1585,1,20250726,90.872,20240202,IN,177.947,25.064,65.361,429.968,23.308,"","","","","","","","",3499.409,103.458,2026,05,S095,BIN781,320.142,64,"",606,100,940826929086482834,2023,"",2401253957,K,57.545,63.788,"",621.283,95865.61,19855.5,82.917,151.341,3215.653,47.206,54.188,587.944,P045
1.1423,"",20240422,15.549,20250706,DE,63.864,2.849,16.944,118.402,17.613,"","","","","","","","",970.816,130.664,2022,09,S032,BIN249,105.031,12,"",279,100,103565394791164387,2026,"",7024183544,K,8.601,46.907,X,135.555,42580.23,2162.4,13.481,54.174,843.017,7.176,42.511,121.586,P021
0.9843,"",20250115,40.562,20230520,IN,69.722,12.42,30.349,83.25,9.33,"","","","","","","","",1264.734,525.585,2022,01,S063,BIN936,53.594,48,"",352,100,858478520220525295,2022,"",4190603755,K,20.613,26.233,"",237.654,61696.7,10432.11,34.438,57.537,1080.508,18.369,21.008,190.828,P039
1.0843,2,20240214,20.129,20230908,CN,41.818,9.758,11.34,46.602,3.578,"","","","","","","","",423.35,404.655,2025,05,S010,BIN648,223.393,15,"",613,100,322412159457195851,2026,X,2502764568,K,3.349,11.348,X,37.069,8646.56,1457.1,17.484,37.4,377.326,3.085,9.356,32.751,P024
0.8094,"",20240531,165.312,20240327,US,200.749,27.199,22.366,772.943,47.775,"","","","","","","","",6380.594,382.476,2023,05,S083,BIN556,319.335,44,"",901,100,916379547921025160,2025,X,3987929420,K,64.024,162.85,"",1206.654,72401.77,33914.43,154.397,170.077,6143.034,52.762,146.605,1055.989,P019
0.8496,2,20231024,48.155,20231117,DE,164.523,22.914,37.584,199.643,13.014,"","","","","","","","",2082.48,941.385,2024,04,S021,BIN114,362.983,51,"",897,100,608080244197819117,2023,X,6332287578,K,17.691,76.517,"",197.518,24092.25,9498.73,45.453,143.561,1919.237,14.27,70.455,160.512,P025
0.9985,2,20250817,208.54,20230914,IN,277.563,43.692,108.397,408.318,45.737,"","","","","","","","",6457.365,389.913,2023,05,S048,BIN214,13.735,84,"",675,100,913444655719930303,2024,"",9518788272,K,33.602,213.385,X,1166.082,132676.22,14359.67,197.605,258.784,6087.064,30.285,172.622,1026.137,P008
0.8651,2,20250904,240.188,20230601,CN,663.922,44.852,329.074,880.225,25.593,"","","","","","","","",6716.087,603.614,2023,11,S084,BIN258,24.246,99,"",666,100,236165149982800932,2022,"",5415973913,K,96.928,197.936,X,738.424,269009.37,13862.81,192.387,551.067,5760.604,87.537,183.617,603.745,P005
1.0149,2,20250202,49.612,20240702,IN,69.263,14.99,11.789,184.795,26.084,"","","","","","","","",1329.216,99.859,2025,07,S014,BIN792,105.875,14,"",191,100,496760588399456099,2023,X,5035618194,K,22.19,54.58,"",105.38,35273.17,4431.06,47.059,56.127,1290.46,20.963,45.781,86.318,P008
0.8733,1,20240422,185.544,20241020,DE,233.216,83.912,49.565,641.861,49.338,"","","","","","","","",7851.202,512.334,2022,06,S087,BIN881,421.818,84,"",810,100,698145772639475152,2022,"",5827507898,K,79.747,153.396,X,415.151,346437.12,8225.68,167.908,200.167,7620.741,73.054,145.687,349.204,P029
0.87,"",20240501,117.622,20240102,IN,578.287,26.046,119.696,477.566,17.085,"","","","","","","","",5910.963,933.685,2025,07,S061,BIN883,114.618,45,"",594,100,634954668963359476,2024,"",1729782202,K,50.073,61.725,"",710.217,149926.99,14912.82,99.661,513.796,5245.087,41.061,58.102,669.08,P039
1.1113,"",20230802,117.496,20240911,IN,107.194,56.032,21.924,463.159,13.011,"","","","","","","","",3163.379,320.314,2023,01,S064,BIN638,71.711,10,"",479,100,875142319228603375,2026,X,3581978656,K,59.95,68.779,"",411.045,124474.51,6976.55,95.839,86.567,2712.723,50.962,55.816,350.883,P042
0.967,1,20240527,133.343,20240728,US,161.78,43.947,16.624,470.102,29.073,"","","","","","","","",6078.221,282.977,2023,06,S029,BIN851,28.02,41,"",791,100,725497795795660623,2026,X,8151970336,K,37.815,91.874,X,1028.578,250944.44,15552.31,121.733,133.927,5574.746,30.564,82.194,859.416,P039
0.9001,"",20250909,81.22,20240610,DE,566.561,10.433,151.83,945.932,26.377,"","","","","","","","",7988.003,719.831,2022,10,S067,BIN849,473.825,88,"",721,100,602147135943483552,2024,"",4302118772,K,40.442,91.795,X,1554.916,269965.62,64984.33,73.336,508.714,7141.748,37.013,74.781,1390.932,P038
1.1243,"",20250824,2.736,20250726,DE,8.032,1.093,3.121,6.944,0.992,"","","","","","","","",100.308,567.456,2024,05,S085,BIN544,88.613,93,"",796,100,668777855281515804,2022,"",7592276209,K,1.799,4.93,X,20.022,3297.91,278.75,2.484,7.221,92.151,1.496,4.246,16.34,P034
0.9247,2,20250103,90.101,20250513,US,95.927,39.101,44.916,190.233,25.15,"","","","","","","","",2589.495,849.196,2025,06,S100,BIN239,432.01,15,"",389,100,500384621569719794,2026,"",2287064597,K,20.221,68.318,X,212.721,46971.99,9877.81,83.285,78.403,2308.096,17.178,55.209,171.185,P034
0.8228,2,20231217,254.464,20240104,DE,190.923,107.645,38.82,513.999,46.255,"","","","","","","","",5234.129,448.357,2024,07,S040,BIN574,49.466,14,"",755,100,447968539256211524,2026,X,2075611276,K,65.786,135.296,X,655.331,91906.31,15895.78,229.525,159.148,4478.202,58.533,125.297,531.085,P045
0.9086,1,20250403,236.963,20250516,US,170.634,49.268,18.405,944.118,64.56,"","","","","","","","",6322.164,578.924,2024,01,S036,BIN317,282.114,47,"",972,100,762419589817259711,2023,"",1154903888,K,49.826,158.081,X,1048.946,201224.88,33701.14,218.717,138.432,6158.986,43.073,128.619,971.176,P029
1.1914,2,20240808,76.69,20240302,DE,256.21,34.514,55.583,253.3,35.912,"","","","","","","","",3730.893,446.811,2026,11,S097,BIN743,30.307,16,"",980,100,825057456339123765,2026,"",4895508705,K,53.465,90.76,"",645.417,88770.22,31944.41,70.756,230.673,3343.228,44.231,77.997,604.671,P008
1.0811,"",20240610,122.555,20250924,US,386.618,50.09,190.867,376.511,43.103,"","","","","","","","",6822.437,78.062,2026,01,S011,BIN912,56.163,10,"",661,100,318422723084956129,2022,X,1359368286,K,91.823,174.334,"",840.432,84545.42,30207.01,101.179,335.144,6143.955,84.187,164.091,694.027,P021
1.0326,2,20230522,49.463,20240714,US,130.242,17.591,22.038,71.024,14.44,"","","","","","","","",1343.238,123.414,2023,02,S026,BIN377,236.781,35,"",648,100,718350679627984842,2023,"",9912854575,K,19.87,29.757,X,198.629,13914.18,7357.24,39.983,112.755,1298.743,16.427,26.97,159.898,P048
1.0264,2,20240223,149.391,20230927,DE,266.422,59.257,28.427,510.812,46.538,"","","","","","","","",5882.576,959.208,2025,06,S059,BIN418,450.961,98,"",531,100,336889783560088068,2025,"",2805805690,K,37.738,213.07,"",737.694,213713.27,24334.39,125.8,239.615,5322.823,35.53,172.488,592.623,P045
1.0882,"",20250731,117.198,20231020,US,222.471,43.126,82.908,244.191,26.183,"","","","","","","","",3439.896,597.552,2025,10,S033,BIN500,427.324,31,"",427,100,176682707116027838,2022,X,5099139331,K,43.831,162.048,X,369.268,98225.0,13374.1,111.076,190.227,2988.686,39.884,132.829,348.974,P021
1.1546,1,20241225,50.818,20260202,CN,69.379,12.475,14.147,145.501,4.131,"","","","","","","","",1563.869,718.525,2023,06,S090,BIN611,401.441,91,"",816,100,103571333499185571,2023,X,1340959799,K,24.288,22.819,X,209.133,55233.83,5243.96,48.094,65.663,1478.346,19.561,19.505,188.866,P003
0.8498,"",20240503,98.811,20240909,IN,180.16,46.578,36.372,324.312,60.974,"","","","","","","","",5171.997,296.573,2025,05,S072,BIN359,244.703,23,"",524,100,966125692274808400,2026,X,5756735822,K,26.154,247.856,X,830.05,248163.98,29336.0,92.478,149.688,4832.334,22.556,217.734,693.303,P021
1.0825,1,20250602,98.815,20231003,IN,278.624,38.471,53.356,180.537,19.891,"","","","","","","","",3159.594,191.621,2024,07,S097,BIN282,272.768,76,"",878,100,235286352681980652,2023,X,4970486426,K,51.167,127.994,X,430.959,95898.91,18543.06,84.711,231.361,2902.023,46.102,106.728,381.323,P032
0.8263,1,20230802,87.273,20230723,DE,43.191,34.234,11.893,196.298,9.654,"","","","","","","","",2130.338,55.247,2026,04,S097,BIN557,278.76,50,"",774,100,894059591950644437,2022,X,6816471139,K,31.003,35.371,X,263.895,94946.98,11320.05,76.941,36.581,1935.82,26.525,28.529,212.737,P001
0.9889,2,20250521,68.811,20250710,DE,46.867,12.954,19.039,142.761,14.599,"","","","","","","","",2104.065,286.147,2026,07,S029,BIN687,246.06,57,"",123,100,861748932914662951,2022,X,8171041657,K,12.886,55.721,"",160.35,39241.91,6545.4,59.432,39.038,2044.998,10.449,48.418,138.719,P046
1.0177,1,20240606,82.454,20231220,US,98.355,29.35,46.312,246.773,5.877,"","","","","","","","",1709.713,205.62,2023,09,S038,BIN794,422.789,76,"",146,100,576240839937446909,2025,X,5031347736,K,9.775,27.26,X,239.966,84337.24,3930.44,68.326,87.892,1464.463,8.486,22.096,209.562,P001
0.871,1,20230926,96.997,20231122,DE,163.067,27.868,60.165,370.477,20.097,"","","","","","","","",2635.744,104.888,2026,05,S091,BIN737,127.411,27,"",213,100,472136184356792846,2025,"",8944722866,K,37.649,48.676,X,158.384,44151.45,3201.68,79.615,143.658,2304.847,32.019,40.152,130.576,P008
1.0191,1,20250802,163.206,20241208,CN,162.342,30.984,60.535,443.25,51.244,"","","","","","","","",3631.601,433.638,2024,09,S094,BIN247,119.245,59,"",293,100,996446807005431806,2025,X,4257356959,K,28.865,110.051,"",531.773,118449.31,10497.64,143.992,134.675,3260.859,23.933,96.466,444.514,P030
1.0121,"",20250429,114.112,20250719,US,566.873,36.123,237.268,426.338,54.654,"","","","","","","","",7101.318,524.498,2024,12,S071,BIN283,337.101,18,"",386,100,837124711220686308,2025,X,4826857540,K,79.91,320.707,X,1362.251,325928.62,51317.54,94.307,518.894,6871.895,67.568,290.094,1264.504,P043
0.8511,2,20240515,7.002,20231227,DE,12.323,2.35,4.988,17.368,2.364,"","","","","","","","",272.776,720.827,2025,09,S046,BIN481,227.085,36,"",442,100,311262836350472502,2024,X,3117123788,K,4.844,8.615,X,13.929,11253.8,623.48,6.273,11.627,235.663,3.881,8.117,11.956,P001
1.1753,1,20250920,325.987,20240317,CN,366.644,156.391,169.262,909.974,35.689,"","","","","","","","",6787.134,871.554,2026,08,S035,BIN564,285.951,66,"",585,100,541788491986259293,2024,"",5801363228,K,90.943,281.309,X,988.626,322845.51,30793.18,307.612,338.884,6471.343,74.069,256.087,893.548,P029
