MANDT,WERKS,NAME1,BWKEY,KUNNR,LIFNR,FABKL,NAME2,STRAS,PFACH,PSTLZ,ORT01,EKORG,VKORG,LAND1,REGIO,COUNC,CITYC,ADRNR,IWERK,TXJCD,VTWEG,SPART,SPRAS
100,PL4847,"Sawyer, Frye and Moses",PL4847,C251176,V575872,FC,Ltd,1022 Gardner Port Apt. 367,76779,35960,Gailland,P003,S002,USA,TX,474,9376,9210579481,PL4847,TX6012,01,01,D
300,PL2689,Wong-Padilla,PL2689,C951216,V275612,FC,Group,3207 Gregory Square Apt. 794,74387,06631,North Janeland,P001,S003,DEU,HE,321,4974,3635741920,PL2689,TX9967,01,01,S
100,PL7952,Alvarado-Oconnell,PL7952,C136827,V633009,FC,and Sons,026 Brittany Gardens Suite 131,41113,05972,Lake Josephburgh,P003,S003,FRA,IDF,624,8583,3077933255,PL7952,TX1969,01,01,D
300,PL4275,"Bryant, Nelson and Houston",PL4275,C619106,V194169,FC,LLC,868 Woods Mission Suite 108,25626,27932,Thompsonburgh,P003,S001,DEU,HE,162,8509,7071543440,PL4275,TX5920,01,01,D
200,PL9933,Mullins-Ellis,PL9933,C682175,V239396,FC,Group,840 Stuart Streets,60251,09593,South Joeborough,P003,S001,IND,KA,415,1101,6029036135,PL9933,TX7547,01,01,S
200,PL6364,Allen-Carr,PL6364,C750227,V694277,FC,Inc,091 Guerrero Views,18380,95969,West Tracyshire,P001,S002,IND,TN,767,2483,1383119776,PL6364,TX5563,01,01,E
100,PL2068,Peterson PLC,PL2068,C927838,V107543,FC,and Sons,7597 Danielle Plain,57999,41898,Lake Alishamouth,P003,S001,USA,CA,688,5695,8009904008,PL2068,TX4422,01,01,F
200,PL2229,"Hayes, Padilla and Holmes",PL2229,C207937,V409776,FC,Ltd,664 Alvin Crest Suite 117,95228,78321,Port Ginaton,P003,S001,DEU,BW,697,9365,8547592150,PL2229,TX9478,01,01,D
100,PL4338,"Johnson, Mccarthy and Hansen",PL4338,C218459,V244522,FC,Ltd,8609 Decker Villages Apt. 684,86525,44719,Luisborough,P002,S002,DEU,HE,219,3718,1869831372,PL4338,TX8908,01,01,D
100,PL2587,"Kaufman, Jenkins and Russell",PL2587,C452172,V462544,FC,Ltd,0607 Peterson Meadows Apt. 891,80303,25810,Myersmouth,P003,S001,IND,KA,609,3577,1546340725,PL2587,TX1532,01,01,E
100,PL5341,Campbell-Thompson,PL5341,C169797,V817137,FC,Inc,20621 Hernandez Locks Suite 501,92745,16478,West Karenland,P001,S001,USA,PA,358,9426,7121316778,PL5341,TX1710,01,01,D
100,PL4012,"Collins, Kerr and Stewart",PL4012,C159601,V245820,FC,Inc,139 Julia Coves,78317,16819,Teresastad,P001,S002,IND,MH,612,5475,4216742813,PL4012,TX6189,01,01,D
100,PL8525,Richardson Ltd,PL8525,C482269,V169124,FC,Group,278 Justin Common Apt. 762,29314,47584,Camposview,P002,S002,FRA,IDF,857,9366,8081602796,PL8525,TX4447,01,01,D
200,PL3129,"Anderson, Peterson and Tate",PL3129,C627629,V471460,FC,Ltd,78932 Walker Tunnel,37718,55926,Staciehaven,P001,S003,IND,DL,830,4862,8094223368,PL3129,TX9364,01,01,S
200,PL2253,"Gutierrez, Shea and Arnold",PL2253,C218742,V728805,FC,LLC,45044 Lambert Ridge Suite 228,77108,31947,Lake Markport,P003,S003,IND,DL,717,7213,1250505495,PL2253,TX2138,01,01,S
200,PL6103,"Young, Holmes and Ware",PL6103,C164201,V362964,FC,and Sons,355 Rodriguez Plain Apt. 054,16790,90786,Hunterborough,P002,S001,DEU,BY,696,3256,1241637394,PL6103,TX9200,01,01,E
100,PL9276,Kennedy Inc,PL9276,C609274,V466312,FC,Inc,33315 Theresa Loop Apt. 974,29992,43414,Emilyton,P002,S003,DEU,BY,677,7648,6832389847,PL9276,TX1721,01,01,S
200,PL2953,Bell-Jackson,PL2953,C341738,V482901,FC,and Sons,8091 Fischer Well Suite 556,86383,46606,Mezaside,P003,S002,DEU,BY,575,2620,6775887103,PL2953,TX2682,01,01,S
200,PL1844,"Williams, Werner and Sanchez",PL1844,C959123,V303277,FC,LLC,224 Yvette Circles Apt. 428,61190,39340,Collinshaven,P001,S002,IND,MH,894,3217,3102081998,PL1844,TX5838,01,01,D
100,PL6143,Torres-Frank,PL6143,C768972,V206785,FC,Ltd,313 Spencer Roads,24511,47245,New Andrew,P002,S002,USA,CA,877,4706,3710207254,PL6143,TX8668,01,01,D
100,PL6788,Donaldson LLC,PL6788,C461672,V878381,FC,Ltd,10108 Peters Island,36078,92965,Alanshire,P002,S001,FRA,PAC,654,4918,7549463973,PL6788,TX9989,01,01,E
300,PL3282,Jones-Jones,PL3282,C960801,V854484,FC,Ltd,9121 Cunningham Unions Apt. 837,18034,66509,West Aliciamouth,P001,S001,IND,MH,361,2017,5569309173,PL3282,TX9739,01,01,S
200,PL3796,"Payne, Holmes and Collier",PL3796,C423977,V923240,FC,and Sons,693 Caroline Divide,46077,92300,East Oliviabury,P001,S001,IND,MH,843,6887,2144275258,PL3796,TX6698,01,01,S
300,PL1788,Lloyd Group,PL1788,C263060,V425118,FC,Ltd,0144 James Ports Suite 469,71134,37482,North Richardberg,P001,S001,USA,TX,527,1373,8410996490,PL1788,TX9905,01,01,D
200,PL1403,Garcia and Sons,PL1403,C112871,V200226,FC,and Sons,94792 Diane Track,86765,81463,South Joelfurt,P001,S001,FRA,IDF,810,9072,7294512618,PL1403,TX4711,01,01,E
300,PL2508,"Carpenter, Blankenship and Taylor",PL2508,C330824,V573436,FC,LLC,72385 Watts Shores,82252,21473,Sellersside,P002,S002,IND,MH,485,4855,1304686276,PL2508,TX6386,01,01,E
200,PL7880,Rogers-Watson,PL7880,C599197,V603899,FC,PLC,47829 Lynch Manor Apt. 187,83962,00909,East Blaketown,P003,S003,DEU,BW,314,5418,1049245002,PL7880,TX9636,01,01,D
100,PL3964,Frye Inc,PL3964,C381363,V734361,FC,LLC,592 Mccarthy Prairie,38496,78809,New Sheryl,P003,S003,DEU,BY,615,1310,3263683623,PL3964,TX2613,01,01,F
300,PL5287,Mack Inc,PL5287,C410748,V719415,FC,and Sons,8174 Scott Skyway,12849,59926,Roweview,P001,S003,IND,MH,942,7202,8016695379,PL5287,TX9435,01,01,F
300,PL4261,Dodson Ltd,PL4261,C126542,V951403,FC,Ltd,06249 Tracy Ridge,28499,53401,Joyceburgh,P002,S003,USA,NY,872,4824,1350815125,PL4261,TX9112,01,01,D
200,PL6114,Taylor Ltd,PL6114,C312407,V408524,FC,Group,4535 Joshua Trace Suite 748,56320,31784,Garciaville,P003,S003,FRA,IDF,110,6614,9652785456,PL6114,TX4356,01,01,S
300,PL1305,Shaffer Group,PL1305,C344285,V902315,FC,and Sons,2480 Murray Summit,29407,15652,Nicholasborough,P002,S001,IND,MH,700,2770,8826613482,PL1305,TX1968,01,01,F
300,PL3205,Chen PLC,PL3205,C639634,V292492,FC,Group,36320 Angela Ranch,55360,45143,Garzaburgh,P001,S003,DEU,HE,524,3731,9069081194,PL3205,TX7246,01,01,E
300,PL2676,Good-Nguyen,PL2676,C322523,V549764,FC,and Sons,204 Wilson Fall,18342,68775,Morganburgh,P002,S002,FRA,PAC,105,6232,3614940908,PL2676,TX8109,01,01,E
200,PL4085,Garcia-White,PL4085,C971551,V231890,FC,and Sons,2869 Williams Summit Suite 009,45199,30159,Davisville,P002,S003,DEU,BW,889,5773,7783865479,PL4085,TX4886,01,01,F
300,PL8843,Santana Ltd,PL8843,C241958,V617015,FC,Inc,656 Murphy Village Apt. 900,95236,47475,Wardfurt,P003,S003,USA,PA,825,1589,5572864342,PL8843,TX8162,01,01,D
300,PL3124,Moore-Howell,PL3124,C653507,V895814,FC,Group,6094 Woods Freeway Apt. 530,74771,07740,Jarvisville,P002,S002,DEU,BW,169,4764,8406677838,PL3124,TX4704,01,01,S
100,PL8379,Thompson-Wilson,PL8379,C263936,V156153,FC,and Sons,192 Jordan Tunnel,55666,59086,East Jessica,P002,S003,IND,TN,569,9512,1482597501,PL8379,TX7463,01,01,S
200,PL4042,Adams-Miller,PL4042,C398859,V836866,FC,Ltd,239 Mcpherson Curve Apt. 861,89212,86394,Markside,P003,S002,DEU,HE,940,4713,7542334589,PL4042,TX7794,01,01,F
100,PL5010,"Johnson, Watson and Sparks",PL5010,C505085,V376516,FC,Inc,84683 Nancy Fall,82641,40308,Nashfurt,P001,S001,FRA,IDF,858,6449,9512717985,PL5010,TX2753,01,01,S
100,PL7467,"Ellis, Mullins and Smith",PL7467,C847734,V678500,FC,LLC,762 Ernest Views Suite 442,29439,58260,Josephberg,P002,S003,FRA,IDF,514,8806,8102435905,PL7467,TX2623,01,01,D
300,PL3623,"Lambert, Wilcox and Jackson",PL3623,C647823,V660050,FC,PLC,565 Travis Walk Suite 247,26517,74334,East Philip,P002,S002,FRA,PAC,291,7182,5921345916,PL3623,TX5818,01,01,F
100,PL7898,"Duran, Mccarty and Hanson",PL7898,C409969,V154793,FC,Inc,682 Mary Loop Apt. 353,39718,40386,New Michaelmouth,P001,S003,FRA,NAQ,558,4004,6482483006,PL7898,TX1287,01,01,E
200,PL9737,Kelly-Hernandez,PL9737,C682967,V910641,FC,Group,82019 Franklin Tunnel Apt. 101,55658,02795,South Elizabeth,P003,S001,DEU,HE,586,6101,9274385197,PL9737,TX7397,01,01,E
100,PL9432,Harris LLC,PL9432,C857268,V649652,FC,Inc,0063 Steven Parkways,90022,84712,North Alexandershire,P002,S002,DEU,BW,211,1484,9347965946,PL9432,TX5501,01,01,F
200,PL7827,"Anderson, Robbins and Becker",PL7827,C269645,V549086,FC,PLC,1157 Christopher Underpass,62834,07008,Victorville,P003,S001,DEU,BY,724,9203,1897253945,PL7827,TX2690,01,01,F
100,PL7803,"Mahoney, Mack and Buck",PL7803,C565879,V782865,FC,PLC,612 Lisa Fort Apt. 556,85560,08276,Jessicaport,P001,S002,FRA,NAQ,478,1276,9063104863,PL7803,TX9336,01,01,S
200,PL8171,Reid and Sons,PL8171,C560222,V207412,FC,Ltd,792 Brooks Ports Suite 127,79062,77371,Lake Scottfurt,P001,S002,IND,DL,257,1658,1026014979,PL8171,TX3044,01,01,E
100,PL2687,"Rice, Allen and Sims",PL2687,C327964,V996346,FC,and Sons,81471 Bailey Road Apt. 088,33680,52357,Willieborough,P003,S003,USA,TX,960,7443,8646443598,PL2687,TX5915,01,01,D
200,PL5903,Ballard Inc,PL5903,C624346,V988188,FC,Group,791 Smith Walks,25107,44109,Dennisstad,P001,S001,DEU,HE,833,2527,7438429424,PL5903,TX7070,01,01,F
200,PL5478,Mckinney PLC,PL5478,C619021,V909998,FC,Group,49848 Karen Estate,71712,70581,Lake Jasonland,P001,S001,USA,CA,828,2477,6679799366,PL5478,TX7503,01,01,S
100,PL6391,"Smith, Black and Hughes",PL6391,C223898,V352889,FC,LLC,8922 Kimberly Springs,69399,51270,Pachecoview,P003,S001,USA,CA,430,1933,9779219814,PL6391,TX7546,01,01,S
200,PL1911,Allen and Sons,PL1911,C892166,V210090,FC,Inc,5356 Gomez Haven,53567,45483,Lake Roberthaven,P003,S001,DEU,BW,650,3333,5476964937,PL1911,TX7674,01,01,F
100,PL5208,Lawrence and Sons,PL5208,C938738,V810777,FC,Inc,748 Mendoza Shores Suite 698,61145,77492,Ericaview,P002,S001,DEU,BW,139,3218,3528577915,PL5208,TX6097,01,01,S
300,PL3937,Hardin Ltd,PL3937,C600618,V598004,FC,Group,510 Mullins Views Suite 673,55322,59615,Peterstad,P002,S001,DEU,BW,306,6502,5821919291,PL3937,TX1417,01,01,E
200,PL7957,Jackson-Franco,PL7957,C530578,V452839,FC,and Sons,587 Johnson Junction Apt. 179,96536,24245,Port Kelly,P003,S002,IND,DL,821,5285,4217815584,PL7957,TX3846,01,01,F
200,PL5574,Bautista-Williams,PL5574,C868756,V670974,FC,Inc,911 Joshua Crossing,71319,03254,Victorville,P001,S002,DEU,HE,860,9750,6256746067,PL5574,TX9496,01,01,D
300,PL8051,Flores-Fitzpatrick,PL8051,C773485,V793461,FC,and Sons,26682 Wilson Oval,54500,49163,Aprilborough,P002,S002,USA,PA,670,7633,8981670452,PL8051,TX9864,01,01,D
200,PL7975,Welch LLC,PL7975,C442666,V932026,FC,LLC,013 Ryan Skyway Apt. 708,65046,35265,South Ericside,P003,S002,IND,TN,456,6092,4303415411,PL7975,TX8234,01,01,F
300,PL9364,Jensen-Ayers,PL9364,C353721,V422491,FC,PLC,637 Andrew Prairie,32952,29228,North Michaelmouth,P001,S002,USA,CA,482,2339,2054326346,PL9364,TX5746,01,01,E
300,PL4025,Newman LLC,PL4025,C871918,V335914,FC,Ltd,22486 Elizabeth Green,29268,77947,West Samantha,P001,S003,FRA,IDF,686,4071,4093207076,PL4025,TX3295,01,01,D
100,PL1370,Campbell-Torres,PL1370,C266222,V399805,FC,Ltd,151 Moreno Forest Apt. 221,19825,23742,Andrewsshire,P003,S002,USA,PA,662,3934,7441182741,PL1370,TX2219,01,01,E
200,PL6663,Barron and Sons,PL6663,C854595,V199002,FC,Group,068 Byrd Place Apt. 565,69202,66494,East Shaunport,P003,S002,IND,KA,284,5304,4010399167,PL6663,TX5149,01,01,F
200,PL5321,Parker Inc,PL5321,C453322,V398419,FC,Inc,765 Pollard Highway Apt. 484,58084,35263,Willistown,P002,S002,FRA,IDF,715,6422,3425692709,PL5321,TX9089,01,01,D
300,PL7111,Hopkins-Robinson,PL7111,C669132,V229547,FC,PLC,8719 Meyer Fall,18045,29455,Timothymouth,P001,S002,DEU,BW,549,6628,6815662476,PL7111,TX7631,01,01,D
300,PL1989,Gomez-Barrera,PL1989,C684736,V157071,FC,Ltd,273 Cynthia Street Apt. 412,32144,41146,North Alyssaview,P002,S002,DEU,BY,671,6549,9994433030,PL1989,TX5770,01,01,D
100,PL6662,Perez-Armstrong,PL6662,C881386,V925491,FC,Inc,276 Patterson Springs Apt. 272,20587,73544,Bridgetmouth,P001,S001,DEU,BW,677,7941,5988203552,PL6662,TX4046,01,01,D
200,PL2612,Meyers LLC,PL2612,C218195,V851279,FC,Ltd,9705 Cruz Crest,78077,55048,Port Bethport,P002,S001,USA,PA,186,5953,6880577341,PL2612,TX9104,01,01,F
300,PL1591,Johnson-Dunn,PL1591,C756587,V478733,FC,PLC,3162 Christopher Ports,11217,06692,Smithport,P003,S002,FRA,NAQ,682,9572,4126800539,PL1591,TX8702,01,01,E
100,PL4642,Doyle PLC,PL4642,C250795,V966995,FC,PLC,65506 Bailey Throughway,29258,26604,Lake James,P003,S002,DEU,BW,436,7984,8165674291,PL4642,TX8668,01,01,F
100,PL6627,Melendez-Preston,PL6627,C102305,V395247,FC,and Sons,1001 Schaefer Square Apt. 080,48824,78090,Port Jacqueline,P003,S003,IND,DL,118,8431,5900507655,PL6627,TX6755,01,01,D
200,PL9262,"Blankenship, Johnson and Padilla",PL9262,C877982,V605177,FC,Inc,66334 Beth Skyway,59567,37880,North Nancyshire,P002,S003,USA,NY,879,5649,6556998407,PL9262,TX8907,01,01,D
100,PL5168,"Rhodes, Turner and Jimenez",PL5168,C305073,V989547,FC,and Sons,8947 Deborah Lodge,30880,37201,North Vernonville,P003,S001,DEU,HE,816,4732,3897371366,PL5168,TX7293,01,01,F
100,PL1317,"Woodard, Wallace and Watts",PL1317,C464371,V485828,FC,LLC,498 Mack Club Suite 220,34040,97469,Thomasmouth,P001,S001,USA,TX,883,6939,2982968871,PL1317,TX7234,01,01,E
100,PL4124,Lee-Miller,PL4124,C567693,V942461,FC,PLC,058 Thompson Turnpike,73036,16402,South Debra,P003,S001,DEU,HE,157,5516,3045438935,PL4124,TX1429,01,01,D
200,PL9939,Carter LLC,PL9939,C506269,V944448,FC,and Sons,6012 Morris Road Apt. 471,64961,70985,Lake Erika,P003,S001,DEU,HE,416,6952,8832866820,PL9939,TX4350,01,01,F
200,PL8485,"West, Rocha and Turner",PL8485,C819094,V745051,FC,LLC,991 Smith Radial,57279,22692,Christinatown,P003,S002,FRA,PAC,508,2802,2518787218,PL8485,TX2376,01,01,E
300,PL1452,"Daniels, Lawson and Marshall",PL1452,C159228,V863195,FC,Inc,898 Harmon Garden,65207,01839,South Michaelaburgh,P002,S002,DEU,BW,450,7845,3229749293,PL1452,TX3607,01,01,D
300,PL8757,Young-Pratt,PL8757,C851262,V718795,FC,and Sons,9930 Nicole Forges,45328,31652,Manuelton,P001,S002,USA,PA,558,7130,5693426201,PL8757,TX7478,01,01,D
100,PL2956,"Cox, Mejia and Lowe",PL2956,C380276,V168098,FC,and Sons,47538 Bender Light Apt. 068,51208,22138,Jenniferfort,P001,S002,IND,KA,580,1466,7195365865,PL2956,TX3328,01,01,E
300,PL1116,"Lawson, Wilson and Greene",PL1116,C622101,V753941,FC,Inc,03364 Blake Parkway,74977,44071,North Julie,P003,S002,IND,DL,267,2553,2845703390,PL1116,TX4911,01,01,E
300,PL5352,"Tucker, Daniels and Murray",PL5352,C230822,V770850,FC,Inc,9528 Brown Springs Apt. 963,72606,08203,Jasonmouth,P003,S003,FRA,PAC,668,1643,6620832728,PL5352,TX5314,01,01,F
100,PL7993,Larsen Ltd,PL7993,C850695,V522641,FC,Group,23969 Kristen Islands,89324,02060,Stephaniebury,P002,S002,FRA,PAC,190,2337,1441617610,PL7993,TX5051,01,01,F
100,PL1986,Smith-Jordan,PL1986,C982011,V856285,FC,Inc,3074 Michael Glens,34375,92972,New Brendaland,P002,S002,IND,MH,193,9712,3904306500,PL1986,TX5611,01,01,F
200,PL1452,"Smith, Jackson and Wright",PL1452,C675954,V420975,FC,Inc,357 Frazier Cliffs Suite 909,57795,20612,Sandraside,P002,S003,IND,DL,259,4586,4488372459,PL1452,TX8626,01,01,E
300,PL5456,Brooks LLC,PL5456,C566303,V389016,FC,Ltd,63829 Kathryn Neck Suite 645,59555,84754,Cassandrastad,P001,S003,USA,NY,991,3260,5905920747,PL5456,TX2925,01,01,F
300,PL4199,Johnson-White,PL4199,C830452,V256163,FC,Inc,0077 Anita Throughway Suite 796,14871,26610,Maryland,P001,S002,DEU,BW,636,4320,5364768133,PL4199,TX4784,01,01,E
300,PL1052,"Collins, Peterson and Gardner",PL1052,C556061,V485330,FC,and Sons,2341 Wilson Wells,26378,19354,South Jeffrey,P003,S001,IND,MH,846,9776,6047465783,PL1052,TX7668,01,01,S
100,PL8339,"Ware, Hamilton and Andrews",PL8339,C894781,V747352,FC,LLC,659 Leah Extensions,36989,17363,Deanbury,P002,S001,DEU,BY,622,4349,4366875992,PL8339,TX9913,01,01,D
100,PL6632,Williams Group,PL6632,C621718,V902149,FC,Ltd,487 Gardner Springs Apt. 875,34208,97147,Penningtonmouth,P003,S001,FRA,NAQ,916,4704,3200841262,PL6632,TX5027,01,01,S
300,PL5873,Lloyd-Cummings,PL5873,C744285,V797012,FC,LLC,00867 Taylor Drive,55795,74125,Pereztown,P002,S003,IND,DL,641,4008,9088645681,PL5873,TX8228,01,01,E
200,PL7752,"Fisher, Peck and Hardy",PL7752,C303030,V567204,FC,Inc,4245 Cassandra Via Apt. 738,65781,40035,Lake Phillipport,P001,S001,FRA,PAC,234,3265,1779820222,PL7752,TX6177,01,01,F
100,PL4463,White Group,PL4463,C816045,V649124,FC,Group,543 Nunez Parks Suite 457,32477,77088,West Kyle,P002,S001,USA,PA,302,4951,3774145204,PL4463,TX3247,01,01,S
200,PL5673,"Rose, Espinoza and Harrison",PL5673,C710790,V851985,FC,Ltd,3398 Salas Station,41425,42408,Brianhaven,P001,S002,DEU,BW,694,5426,3366809894,PL5673,TX2648,01,01,D
300,PL5747,Anthony Inc,PL5747,C264478,V363658,FC,Inc,7453 Cain Square Suite 359,77242,60521,North Cristianchester,P001,S002,USA,PA,771,8498,4307888128,PL5747,TX3401,01,01,S
300,PL7236,Brown Group,PL7236,C235220,V575330,FC,LLC,3262 Juarez Harbor,37776,79317,Dawntown,P003,S003,DEU,HE,800,2818,6909995132,PL7236,TX6289,01,01,F
300,PL4685,Brown-Martin,PL4685,C279873,V678947,FC,PLC,957 Moreno Fields,18534,80130,New Rebecca,P002,S003,IND,MH,491,3725,8736885316,PL4685,TX1225,01,01,S
300,PL4187,"Knight, Clark and Wilson",PL4187,C863394,V475661,FC,and Sons,8965 Robinson Squares,84754,43501,Theresaland,P001,S002,FRA,PAC,762,6741,6920441530,PL4187,TX6892,01,01,F
300,PL8172,Smith-Barnes,PL8172,C331867,V175939,FC,PLC,2162 Lucas Greens Suite 062,33709,42463,Port Carlos,P002,S003,DEU,HE,511,4250,2091513161,PL8172,TX2196,01,01,E
100,PL2415,"Mcmillan, Cruz and Shaw",PL2415,C667702,V822820,FC,LLC,899 Fletcher Centers,90569,30840,West Barbara,P001,S002,USA,TX,372,3007,5600421240,PL2415,TX5782,01,01,D
300,PL6568,Chambers and Sons,PL6568,C573985,V192634,FC,and Sons,67136 Williams Coves,96930,94061,Anthonyshire,P002,S002,DEU,HE,252,5133,3656033756,PL6568,TX5186,01,01,F
200,PL4115,"Roberts, Santiago and Whitaker",PL4115,C713753,V522089,FC,Ltd,640 Johnson Estates,78044,56792,New Kennethbury,P002,S002,USA,TX,969,6278,3284360519,PL4115,TX2951,01,01,D
300,PL5651,Schwartz Inc,PL5651,C256751,V853098,FC,Group,6403 James Keys,24565,05077,North Jason,P002,S002,USA,NY,648,2774,5775475651,PL5651,TX8268,01,01,E
300,PL9018,Bryant LLC,PL9018,C706029,V720603,FC,Group,75291 Raymond Shores Apt. 726,78623,30107,West Jessicaview,P002,S003,IND,DL,566,9081,8808879395,PL9018,TX3049,01,01,F
100,PL2731,Williams-Farmer,PL2731,C878284,V408933,FC,and Sons,4301 Payne Port,81582,77520,North Garystad,P001,S002,USA,TX,626,5969,2562868671,PL2731,TX7154,01,01,E
200,PL5760,"Obrien, Rice and Sanders",PL5760,C841684,V639359,FC,PLC,846 Moore Junctions,52511,76172,Josephshire,P003,S001,USA,CA,542,9184,9723694291,PL5760,TX6345,01,01,D
100,PL6204,"Ferguson, Harris and Mcdonald",PL6204,C481913,V391842,FC,PLC,0813 Moore Flats Apt. 458,75356,39958,West Margaretport,P003,S002,DEU,BY,220,3092,3037631789,PL6204,TX1405,01,01,S
200,PL6921,"Johnson, Hill and Arias",PL6921,C718936,V680916,FC,LLC,03762 Morales Lane Suite 352,37915,46873,Stephaniehaven,P003,S002,FRA,PAC,444,9258,9721773779,PL6921,TX2227,01,01,S
200,PL3231,Mata-Nelson,PL3231,C869994,V631390,FC,Group,86189 Sean Mountains Suite 006,99306,70661,Lindamouth,P002,S003,USA,TX,121,6044,2053039005,PL3231,TX5398,01,01,S
100,PL4475,Anderson-Acevedo,PL4475,C993775,V563038,FC,and Sons,37520 Durham Dam,39870,65248,Carolinemouth,P001,S002,DEU,BW,687,1946,3453501559,PL4475,TX2645,01,01,D
300,PL9500,"Russo, Fisher and Dunn",PL9500,C567045,V916401,FC,PLC,53761 Tonya Loaf Suite 579,19332,57872,South Lindahaven,P001,S002,FRA,PAC,299,7044,2860174417,PL9500,TX7230,01,01,E
300,PL4159,Willis-Scott,PL4159,C898913,V844940,FC,Inc,886 Jones Crossing,42748,50693,Marcusstad,P002,S002,USA,CA,695,5853,7908445204,PL4159,TX9400,01,01,S
300,PL3693,Williamson and Sons,PL3693,C799166,V868160,FC,Group,954 Hernandez Island,69416,89429,Lake Melissa,P002,S001,USA,PA,613,7285,7607959770,PL3693,TX9428,01,01,E
200,PL4579,Ewing-Medina,PL4579,C786310,V590434,FC,and Sons,641 Anna Courts,31693,41537,Michelleborough,P002,S003,USA,NY,758,1655,5590610468,PL4579,TX2822,01,01,F
100,PL9777,Wallace Ltd,PL9777,C667742,V721096,FC,Ltd,7311 Heather Crescent Suite 027,97553,30416,West Jenniferfurt,P001,S002,IND,MH,867,1847,3976886096,PL9777,TX5423,01,01,E
300,PL3174,Jones PLC,PL3174,C661187,V263654,FC,Ltd,232 Garcia Cliff Suite 752,44508,29380,Lake Angelafurt,P001,S001,USA,TX,841,9569,2575535399,PL3174,TX3091,01,01,D
300,PL8201,"House, Nguyen and Stout",PL8201,C668784,V718282,FC,Ltd,0433 Parks Ridge Suite 020,35923,05141,Leefort,P002,S002,FRA,NAQ,192,4975,8194995879,PL8201,TX2274,01,01,D
200,PL3694,Gillespie Inc,PL3694,C119536,V489337,FC,Inc,296 Johnson Terrace Suite 126,22825,32480,Port Frank,P001,S001,USA,PA,987,9213,7526898722,PL3694,TX7581,01,01,E
300,PL6682,Smith LLC,PL6682,C714734,V524776,FC,PLC,7448 Kennedy View,40248,38353,South Jacobshire,P002,S001,USA,CA,453,9073,8934287774,PL6682,TX7591,01,01,F
100,PL9300,Barber and Sons,PL9300,C861046,V822847,FC,LLC,39111 Barker Inlet,67519,37190,Piercehaven,P003,S001,DEU,BY,777,8609,4467716849,PL9300,TX2808,01,01,D
100,PL3650,"Smith, Myers and Carter",PL3650,C400105,V677400,FC,Ltd,092 Christopher Ville,48928,24157,North Vincentmouth,P003,S003,IND,DL,173,1477,1202937889,PL3650,TX8287,01,01,S
100,PL8354,Lyons-Barnes,PL8354,C828004,V243179,FC,Ltd,6367 Timothy Pass,54430,66468,West Mary,P002,S003,FRA,PAC,389,8640,2465890458,PL8354,TX6019,01,01,S
100,PL3337,"Murphy, Murray and Brown",PL3337,C256167,V998111,FC,Ltd,72720 Ryan Ville Suite 773,56002,94915,Newmanmouth,P001,S001,IND,DL,735,8445,7038385786,PL3337,TX2620,01,01,S
100,PL8153,Adams-Joseph,PL8153,C149306,V899432,FC,Ltd,20267 Sanchez Valleys,76471,23522,Jamesshire,P001,S002,IND,MH,665,1122,4608836054,PL8153,TX3815,01,01,D
100,PL2342,"Allen, French and Allen",PL2342,C748565,V391742,FC,PLC,48464 Davis Stream Suite 179,70815,37860,Davidview,P003,S002,DEU,BY,721,2651,5448234142,PL2342,TX8674,01,01,D
300,PL4843,Mccarthy-Best,PL4843,C346379,V990903,FC,Inc,47598 Hunter Lights,41870,71505,South Sarah,P002,S002,IND,DL,163,1061,3076876314,PL4843,TX9384,01,01,D
200,PL3100,Walton Ltd,PL3100,C279429,V399808,FC,Ltd,612 Martin Parks Suite 536,12845,98785,East Gabriela,P001,S002,FRA,NAQ,801,2267,9885211451,PL3100,TX9422,01,01,D
200,PL6984,"Ayala, Schmidt and Baldwin",PL6984,C416848,V862701,FC,PLC,9106 Stephen Landing Suite 602,92056,82841,East Johnshire,P003,S002,IND,TN,475,4985,3367746398,PL6984,TX2444,01,01,D
300,PL2189,Barker-Graves,PL2189,C903255,V553174,FC,Group,7059 Sanchez Summit Suite 069,29809,04871,New Kyle,P001,S003,IND,KA,602,5585,3755844363,PL2189,TX5572,01,01,F
100,PL7416,Lawrence Group,PL7416,C623841,V239664,FC,PLC,757 Anderson Islands,68360,61339,Molinafort,P001,S002,USA,CA,301,4644,4270043114,PL7416,TX7824,01,01,D
300,PL5144,Ramirez-Patel,PL5144,C490485,V687937,FC,and Sons,7221 Kimberly Club,36621,05214,New Emily,P002,S001,USA,CA,972,6491,8014355572,PL5144,TX1903,01,01,F
300,PL7199,Reed Ltd,PL7199,C987959,V167923,FC,and Sons,007 Debbie Lane,26863,76258,Edwardfurt,P003,S003,FRA,IDF,242,5648,5240927104,PL7199,TX7712,01,01,F
300,PL7295,Moss-Mahoney,PL7295,C860827,V244118,FC,Ltd,20231 Chandler Village,57688,06310,South Michelleberg,P001,S001,FRA,PAC,847,7978,4542976021,PL7295,TX3794,01,01,E
200,PL6745,Rush and Sons,PL6745,C826741,V164604,FC,and Sons,00711 Mathews Road,40984,56234,New Nicolechester,P001,S003,IND,MH,433,1879,1931024856,PL6745,TX4400,01,01,D
