MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,BEWTP,BWART,BUDAT,MENGE,BPMNG,DMBTR,WRBTR,WAERS,AREWR,WESBS,BPWES,SHKZG,BWTAR,ELIKZ,XBLNR,LFGJA,LFBNR,CPUDT,CPUTM,REEWR,EVERE,REFWR,MATNR,WERKS,XWSBR,ETENS,KNUMV,MWSKZ,LSMNG,LSMEH,EMATN,AREWW,HSWAE,BAMNG,CHARG,BLDAT,XWOFF,XUNPL,ERNAM
200,4527867693,00044,01,2,2024,5167212201,7559,E,105,20250203,277.961,277.961,97122.35,97122.35,USD,98064.49,13.898,13.898,S,VAL2,X,REF58955,2024,6014910076,20250203,091312,92266.23,OK,94208.68,MAT566009,PL04,X,3704,7104273023,B1,277.961,LTR,MAT566009,95179.9,USD,277.961,B4952,20250203,X,N,USER48
300,4577679032,00032,04,2,2023,5045475321,9815,R,105,20230524,227.987,227.987,43105.5,43105.5,USD,43891.79,11.399,11.399,H,VAL2,X,REF40387,2023,6222931959,20230524,192654,40950.22,OK,41812.33,MAT625300,PL02,X,9085,4746895151,C2,227.987,EA,MAT625300,42243.39,USD,227.987,B1463,20230524,X,N,USER23
200,4569310300,00015,02,1,2023,5577150310,6567,R,122,20251010,51.851,51.851,4742.81,4742.81,EUR,4705.2,2.593,2.593,H,VAL4,X,REF61236,2023,6097661629,20251010,015022,4505.67,OK,4600.53,MAT641585,PL01,X,2334,6818822074,C2,51.851,KG,MAT641585,4647.95,EUR,51.851,B9945,20251010,X,N,USER29
200,4585595486,00004,01,3,2023,5067767234,6905,E,102,20240815,273.478,273.478,131969.54,131969.54,USD,130899.61,13.674,13.674,H,VAL4,X,REF90811,2023,6405353308,20240815,085130,125371.06,OK,128010.45,MAT296535,PL02,X,1881,1229575841,C2,273.478,LTR,MAT296535,129330.15,USD,273.478,B9065,20240815,X,N,USER42
200,4507988198,00018,01,3,2023,5022321616,8278,R,122,20251215,390.57,390.57,171448.51,171448.51,INR,173286.95,19.529,19.529,H,VAL3,X,REF99332,2023,6185794339,20251215,085402,162876.08,OK,166305.05,MAT493715,PL02,X,3297,8312842609,C2,390.57,EA,MAT493715,168019.54,INR,390.57,B9812,20251215,X,N,USER49
200,4553469015,00044,02,1,2023,5947375281,1015,Q,122,20251221,187.501,187.501,65974.1,65974.1,INR,66953.37,9.375,9.375,S,VAL3,X,REF79155,2023,6370639707,20251221,125106,62675.4,OK,63994.88,MAT257713,PL04,X,0310,9456465483,A0,187.501,KG,MAT257713,64654.62,INR,187.501,B3870,20251221,X,N,USER85
300,4513675562,00047,05,3,2024,5395907595,2982,Q,105,20260118,223.224,223.224,35454.67,35454.67,EUR,36161.46,11.161,11.161,H,VAL5,X,REF46252,2024,6027132606,20260118,161845,33681.94,OK,34391.03,MAT350539,PL02,X,5595,4302311953,B1,223.224,LTR,MAT350539,34745.58,EUR,223.224,B6714,20260118,X,N,USER11
300,4526161005,00019,04,2,2026,5618151065,9320,R,105,20251116,37.802,37.802,2905.46,2905.46,USD,2865.92,1.89,1.89,H,VAL5,X,REF41980,2026,6098483926,20251116,134933,2760.19,OK,2818.3,MAT798194,PL02,X,9789,4492050237,A0,37.802,EA,MAT798194,2847.35,USD,37.802,B9267,20251116,X,N,USER97
300,4551057436,00022,04,1,2026,5964011784,8425,Q,101,20250714,219.854,219.854,70122.43,70122.43,INR,68782.87,10.993,10.993,H,VAL5,X,REF96381,2026,6708750401,20250714,102934,66616.31,OK,68018.76,MAT489769,PL02,X,1783,7361527706,A0,219.854,EA,MAT489769,68719.98,INR,219.854,B4277,20250714,X,N,USER27
100,4590633145,00003,04,3,2023,5497846185,4038,R,105,20250206,229.015,229.015,18213.56,18213.56,EUR,18288.72,11.451,11.451,S,VAL1,X,REF23657,2023,6814014920,20250206,230402,17302.88,OK,17667.15,MAT542762,PL02,X,9716,6272300145,C2,229.015,EA,MAT542762,17849.29,EUR,229.015,B4969,20250206,X,N,USER54
100,4593822155,00041,05,1,2026,5450242358,8756,E,101,20230523,225.216,225.216,71260.59,71260.59,USD,70230.55,11.261,11.261,S,VAL2,X,REF50217,2026,6731870232,20230523,184246,67697.56,OK,69122.77,MAT375157,PL03,X,8510,3512548584,B1,225.216,KG,MAT375157,69835.38,USD,225.216,B8340,20230523,X,N,USER72
100,4527829615,00047,05,3,2022,5667005000,1418,Q,101,20250502,20.445,20.445,5346.98,5346.98,INR,5354.22,1.022,1.022,H,VAL3,X,REF34676,2022,6916091654,20250502,043953,5079.63,OK,5186.57,MAT936268,PL04,X,7418,6362838663,A0,20.445,EA,MAT936268,5240.04,INR,20.445,B7672,20250502,X,N,USER77
200,4587011331,00042,03,1,2025,5562006267,5892,Q,102,20240325,170.879,170.879,59997.33,59997.33,USD,60485.12,8.544,8.544,S,VAL1,X,REF37231,2025,6099811573,20240325,124101,56997.46,OK,58197.41,MAT676993,PL03,X,3645,5505281250,A0,170.879,KG,MAT676993,58797.38,USD,170.879,B7992,20240325,X,N,USER76
200,4508229677,00017,02,1,2026,5526387859,9108,Q,105,20250527,415.026,415.026,53945.08,53945.08,INR,53496.13,20.751,20.751,H,VAL4,X,REF80758,2026,6194491303,20250527,180808,51247.83,OK,52326.73,MAT415562,PL03,X,4933,2346509325,C2,415.026,EA,MAT415562,52866.18,INR,415.026,B6226,20250527,X,N,USER19
100,4568838168,00034,05,1,2024,5431757210,0560,Q,101,20250312,282.63,282.63,137898.0,137898.0,INR,138712.7,14.132,14.132,H,VAL5,X,REF92627,2024,6880789350,20250312,063306,131003.1,OK,133761.06,MAT540429,PL02,X,3168,2677556442,C2,282.63,LTR,MAT540429,135140.04,INR,282.63,B3428,20250312,X,N,USER89
300,4555315712,00028,05,3,2024,5132997708,6726,R,105,20250503,69.376,69.376,28336.63,28336.63,USD,28166.62,3.469,3.469,S,VAL2,X,REF91492,2024,6445521206,20250503,201359,26919.8,OK,27486.53,MAT288974,PL04,X,6726,2399737397,C2,69.376,EA,MAT288974,27769.9,USD,69.376,B2189,20250503,X,N,USER87
200,4534133393,00040,02,1,2026,5385989290,1170,E,105,20250516,316.52,316.52,138252.77,138252.77,USD,140604.14,15.826,15.826,H,VAL4,X,REF35020,2026,6203464611,20250516,230855,131340.13,OK,134105.19,MAT869365,PL04,X,6056,8245323651,B1,316.52,EA,MAT869365,135487.71,USD,316.52,B7981,20250516,X,N,USER70
200,4533027066,00031,05,2,2023,5326732977,5014,E,122,20240714,277.717,277.717,83034.61,83034.61,USD,83781.32,13.886,13.886,H,VAL3,X,REF64293,2023,6024961416,20240714,040012,78882.88,OK,80543.57,MAT213858,PL02,X,8542,3621897128,C2,277.717,KG,MAT213858,81373.92,USD,277.717,B5949,20240714,X,N,USER34
200,4593664786,00024,04,1,2026,5928835477,1729,E,102,20240514,28.048,28.048,12562.98,12562.98,INR,12748.76,1.402,1.402,S,VAL3,X,REF71607,2026,6171010662,20240514,071812,11934.83,OK,12186.09,MAT747229,PL02,X,6510,3542430272,B1,28.048,LTR,MAT747229,12311.72,INR,28.048,B9540,20240514,X,N,USER51
200,4528402861,00048,02,1,2022,5468555841,5531,R,102,20251214,48.723,48.723,22277.62,22277.62,USD,22145.34,2.436,2.436,S,VAL2,X,REF67650,2022,6687614132,20251214,071044,21163.74,OK,21609.29,MAT272793,PL01,X,3993,6980952844,C2,48.723,LTR,MAT272793,21832.07,USD,48.723,B1188,20251214,X,N,USER71
200,4566062183,00002,03,2,2025,5367233732,1423,R,122,20240101,311.594,311.594,145112.44,145112.44,EUR,143668.34,15.58,15.58,S,VAL1,X,REF46635,2025,6385584328,20240101,055540,137856.82,OK,140759.07,MAT389136,PL01,X,6804,6270817702,B1,311.594,LTR,MAT389136,142210.19,EUR,311.594,B6243,20240101,X,N,USER82
200,4576023149,00041,04,1,2025,5147025331,8496,E,105,20240904,304.374,304.374,70827.83,70827.83,INR,72048.24,15.219,15.219,S,VAL2,X,REF81127,2025,6145054172,20240904,231743,67286.44,OK,68703.0,MAT221899,PL01,X,0388,6923227033,C2,304.374,LTR,MAT221899,69411.27,INR,304.374,B7538,20240904,X,N,USER81
300,4573908708,00043,04,1,2023,5139758539,5427,Q,101,20240707,177.201,177.201,29916.84,29916.84,INR,30166.27,8.86,8.86,S,VAL2,X,REF34207,2023,6192737113,20240707,182246,28421.0,OK,29019.33,MAT360413,PL02,X,0357,6511579024,C2,177.201,EA,MAT360413,29318.5,INR,177.201,B9760,20240707,X,N,USER11
200,4557064132,00012,01,3,2022,5661064629,8373,E,101,20250504,18.29,18.29,6991.54,6991.54,EUR,7067.22,0.914,0.914,H,VAL4,X,REF83133,2022,6369262123,20250504,015642,6641.96,OK,6781.79,MAT175836,PL03,X,4347,2883454162,A0,18.29,EA,MAT175836,6851.71,EUR,18.29,B2440,20250504,X,N,USER17
200,4516460028,00017,04,2,2022,5892731464,0071,E,105,20240815,435.536,435.536,156191.92,156191.92,EUR,158424.44,21.777,21.777,H,VAL3,X,REF80163,2022,6901950368,20240815,104757,148382.32,OK,151506.16,MAT819811,PL03,X,0245,7802353726,C2,435.536,EA,MAT819811,153068.08,EUR,435.536,B4913,20240815,X,N,USER49
300,4599532034,00020,01,2,2023,5569045294,5516,Q,101,20250127,473.594,473.594,190470.03,190470.03,USD,188418.21,23.68,23.68,S,VAL3,X,REF82590,2023,6566824356,20250127,201503,180946.53,OK,184755.93,MAT784937,PL04,X,5318,6532059099,A0,473.594,LTR,MAT784937,186660.63,USD,473.594,B9392,20250127,X,N,USER69
300,4573595598,00022,04,1,2025,5985816664,8519,E,102,20250312,475.345,475.345,28463.66,28463.66,EUR,28459.09,23.767,23.767,S,VAL4,X,REF89920,2025,6017643709,20250312,102439,27040.48,OK,27609.75,MAT760547,PL02,X,6667,4973357997,C2,475.345,LTR,MAT760547,27894.39,EUR,475.345,B8903,20250312,X,N,USER97
300,4515386443,00034,04,1,2025,5437313313,7283,Q,102,20250529,354.063,354.063,109309.87,109309.87,INR,108507.62,17.703,17.703,H,VAL1,X,REF16483,2025,6528053470,20250529,204043,103844.38,OK,106030.57,MAT525615,PL01,X,6748,7594554345,B1,354.063,EA,MAT525615,107123.67,INR,354.063,B1867,20250529,X,N,USER45
200,4584368410,00010,03,1,2025,5455657561,9393,R,105,20240406,180.434,180.434,89939.13,89939.13,EUR,91083.73,9.022,9.022,H,VAL5,X,REF24960,2025,6006492713,20240406,140051,85442.17,OK,87240.96,MAT243232,PL03,X,6363,6243502597,A0,180.434,EA,MAT243232,88140.35,EUR,180.434,B9603,20240406,X,N,USER39
200,4583889364,00013,04,1,2024,5564443827,6994,E,122,20240518,323.281,323.281,16416.21,16416.21,EUR,16159.98,16.164,16.164,S,VAL1,X,REF14455,2024,6486703603,20240518,085303,15595.4,OK,15923.72,MAT772522,PL04,X,4390,9562204794,A0,323.281,KG,MAT772522,16087.89,EUR,323.281,B6163,20240518,X,N,USER9
100,4585160615,00003,02,3,2022,5710813474,6007,Q,105,20250717,483.938,483.938,226860.46,226860.46,EUR,226307.45,24.197,24.197,H,VAL4,X,REF91011,2022,6357504787,20250717,110000,215517.44,OK,220054.65,MAT864152,PL02,X,0055,4981542772,B1,483.938,LTR,MAT864152,222323.25,EUR,483.938,B1826,20250717,X,N,USER30
300,4502910612,00023,02,3,2022,5822640571,8481,Q,102,20231123,371.993,371.993,108595.92,108595.92,INR,110708.82,18.6,18.6,H,VAL2,X,REF18158,2022,6027384303,20231123,221216,103166.12,OK,105338.04,MAT379580,PL04,X,6437,3484064681,B1,371.993,EA,MAT379580,106424.0,INR,371.993,B9164,20231123,X,N,USER62
200,4556447276,00015,01,2,2022,5718393370,9983,Q,122,20240704,63.607,63.607,10173.3,10173.3,USD,10116.0,3.18,3.18,S,VAL4,X,REF36151,2022,6875704442,20240704,073814,9664.63,OK,9868.1,MAT914278,PL04,X,0354,8941937573,A0,63.607,EA,MAT914278,9969.83,USD,63.607,B2127,20240704,X,N,USER23
200,4568207058,00008,02,1,2023,5071748758,8972,Q,105,20240210,61.035,61.035,5812.36,5812.36,EUR,5925.96,3.052,3.052,H,VAL2,X,REF73390,2023,6250439456,20240210,232501,5521.74,OK,5637.99,MAT937172,PL02,X,8466,2675987645,C2,61.035,EA,MAT937172,5696.11,EUR,61.035,B2015,20240210,X,N,USER78
100,4520480816,00050,02,1,2025,5712606883,4911,R,101,20231001,327.995,327.995,90733.26,90733.26,USD,91089.78,16.4,16.4,S,VAL4,X,REF22363,2025,6672639254,20231001,010939,86196.6,OK,88011.26,MAT722276,PL04,X,1442,1210958610,C2,327.995,KG,MAT722276,88918.59,USD,327.995,B6978,20231001,X,N,USER59
200,4525672338,00024,02,1,2022,5884733208,8788,Q,101,20240302,486.532,486.532,171794.45,171794.45,INR,170031.45,24.327,24.327,H,VAL5,X,REF73117,2022,6521501971,20240302,204643,163204.73,OK,166640.62,MAT297431,PL04,X,2331,4774263765,B1,486.532,LTR,MAT297431,168358.56,INR,486.532,B6416,20240302,X,N,USER3
200,4520576260,00035,01,2,2025,5789031022,5811,R,101,20250109,19.351,19.351,6295.65,6295.65,USD,6359.21,0.968,0.968,S,VAL4,X,REF53699,2025,6633419275,20250109,124221,5980.87,OK,6106.78,MAT887580,PL02,X,8903,5613603330,B1,19.351,LTR,MAT887580,6169.74,USD,19.351,B9070,20250109,X,N,USER3
100,4578445924,00004,02,3,2026,5687941486,2192,Q,101,20240724,153.345,153.345,53963.64,53963.64,EUR,54960.64,7.667,7.667,H,VAL2,X,REF63187,2026,6987553454,20240724,101611,51265.46,OK,52344.73,MAT576927,PL01,X,7663,6498644102,C2,153.345,EA,MAT576927,52884.37,EUR,153.345,B8399,20240724,X,N,USER95
300,4569862995,00028,03,2,2023,5494079957,4842,R,102,20251101,87.573,87.573,16979.53,16979.53,USD,17010.61,4.379,4.379,S,VAL5,X,REF75761,2023,6796464604,20251101,182302,16130.55,OK,16470.14,MAT232608,PL01,X,8998,1463396174,B1,87.573,LTR,MAT232608,16639.94,USD,87.573,B4665,20251101,X,N,USER10
100,4596815142,00029,04,1,2025,5592922136,9073,R,101,20231223,38.274,38.274,2221.04,2221.04,EUR,2230.17,1.914,1.914,S,VAL3,X,REF36360,2025,6173586430,20231223,013142,2109.99,OK,2154.41,MAT833104,PL04,X,7803,9161350696,A0,38.274,EA,MAT833104,2176.62,EUR,38.274,B5391,20231223,X,N,USER68
100,4522890496,00006,01,3,2023,5225720807,2383,E,101,20240711,298.63,298.63,21017.58,21017.58,USD,20752.72,14.931,14.931,H,VAL5,X,REF61208,2023,6752887603,20240711,111534,19966.7,OK,20387.05,MAT889426,PL03,X,8372,7917961897,C2,298.63,KG,MAT889426,20597.23,USD,298.63,B8791,20240711,X,N,USER98
100,4526580948,00027,03,2,2025,5225518280,8898,R,101,20251105,225.688,225.688,57859.63,57859.63,INR,57126.76,11.284,11.284,S,VAL4,X,REF82611,2025,6723435498,20251105,024022,54966.65,OK,56123.84,MAT705602,PL03,X,0180,6058389811,C2,225.688,EA,MAT705602,56702.44,INR,225.688,B3850,20251105,X,N,USER23
100,4585314484,00002,02,1,2026,5746076503,0450,R,105,20240717,390.664,390.664,59892.7,59892.7,INR,59919.43,19.533,19.533,S,VAL1,X,REF15612,2026,6063885815,20240717,221307,56898.06,OK,58095.92,MAT185000,PL02,X,7092,2337577898,B1,390.664,KG,MAT185000,58694.85,INR,390.664,B9450,20240717,X,N,USER9
100,4503467203,00001,03,2,2025,5019670258,1157,E,122,20231016,153.643,153.643,35875.64,35875.64,EUR,35556.65,7.682,7.682,H,VAL5,X,REF96597,2025,6843067343,20231016,040357,34081.86,OK,34799.37,MAT440070,PL04,X,1316,4062366088,A0,153.643,EA,MAT440070,35158.13,EUR,153.643,B6351,20231016,X,N,USER29
200,4513705815,00048,01,3,2023,5817736854,4957,E,102,20251004,293.727,293.727,51986.74,51986.74,EUR,51130.65,14.686,14.686,S,VAL5,X,REF58517,2023,6119790971,20251004,230302,49387.4,OK,50427.14,MAT740365,PL02,X,9167,3278422696,C2,293.727,LTR,MAT740365,50947.01,EUR,293.727,B6078,20251004,X,N,USER52
100,4523094426,00032,01,3,2025,5141573752,4909,R,105,20240826,211.378,211.378,34418.68,34418.68,USD,34540.18,10.569,10.569,S,VAL2,X,REF95604,2025,6536967199,20240826,191423,32697.75,OK,33386.12,MAT282602,PL02,X,3699,5219955833,B1,211.378,LTR,MAT282602,33730.31,USD,211.378,B6848,20240826,X,N,USER82
200,4501204486,00011,04,2,2023,5665720625,0339,E,122,20241231,188.526,188.526,25863.88,25863.88,USD,25391.25,9.426,9.426,H,VAL2,X,REF98689,2023,6048973322,20241231,031735,24570.69,OK,25087.96,MAT510657,PL04,X,4047,6154973845,A0,188.526,EA,MAT510657,25346.6,USD,188.526,B2314,20241231,X,N,USER76
300,4599788569,00031,02,1,2022,5830444961,7856,Q,101,20230813,124.106,124.106,33779.17,33779.17,USD,33379.85,6.205,6.205,S,VAL5,X,REF75227,2022,6737765239,20230813,203910,32090.21,OK,32765.79,MAT756273,PL02,X,1044,6878717084,B1,124.106,KG,MAT756273,33103.59,USD,124.106,B8105,20230813,X,N,USER51
100,4580614868,00030,03,3,2024,5660342682,9020,R,102,20240514,428.399,428.399,111974.93,111974.93,USD,112222.48,21.42,21.42,H,VAL2,X,REF21709,2024,6516011822,20240514,025551,106376.18,OK,108615.68,MAT190143,PL01,X,8013,6799036067,A0,428.399,LTR,MAT190143,109735.43,USD,428.399,B2245,20240514,X,N,USER56
300,4566639566,00025,03,1,2024,5563692968,0468,R,101,20251219,310.621,310.621,89589.31,89589.31,INR,88205.63,15.531,15.531,S,VAL2,X,REF56758,2024,6622802209,20251219,191817,85109.84,OK,86901.63,MAT394126,PL04,X,7123,3899165816,B1,310.621,LTR,MAT394126,87797.52,INR,310.621,B8057,20251219,X,N,USER58
200,4523711810,00019,03,2,2023,5471190306,3831,Q,122,20230927,456.686,456.686,138581.37,138581.37,EUR,141059.63,22.834,22.834,S,VAL4,X,REF66521,2023,6004307143,20230927,152856,131652.3,OK,134423.93,MAT834735,PL01,X,7327,6112207693,A0,456.686,KG,MAT834735,135809.74,EUR,456.686,B2345,20230927,X,N,USER16
200,4543203851,00007,01,3,2023,5996070771,4784,E,101,20231216,327.717,327.717,106632.56,106632.56,EUR,106326.05,16.386,16.386,S,VAL5,X,REF21307,2023,6675181932,20231216,060358,101300.93,OK,103433.58,MAT453859,PL01,X,3045,6246703030,B1,327.717,LTR,MAT453859,104499.91,EUR,327.717,B5107,20231216,X,N,USER83
200,4528526488,00029,01,3,2025,5059733583,2722,E,105,20260104,289.715,289.715,23046.83,23046.83,INR,22824.25,14.486,14.486,H,VAL3,X,REF78912,2025,6243839734,20260104,015144,21894.49,OK,22355.43,MAT441796,PL04,X,4511,5990080855,A0,289.715,LTR,MAT441796,22585.89,INR,289.715,B6629,20260104,X,N,USER40
300,4545072106,00022,04,1,2026,5194655379,8294,Q,105,20240104,259.236,259.236,61630.77,61630.77,INR,60878.43,12.962,12.962,S,VAL4,X,REF82186,2026,6512453235,20240104,224748,58549.23,OK,59781.85,MAT522699,PL03,X,1113,9070616687,B1,259.236,LTR,MAT522699,60398.15,INR,259.236,B2655,20240104,X,N,USER82
100,4528194358,00009,01,3,2023,5042633067,8969,R,122,20241124,336.323,336.323,91705.19,91705.19,USD,90059.09,16.816,16.816,S,VAL2,X,REF38645,2023,6869723918,20241124,163804,87119.93,OK,88954.03,MAT793009,PL01,X,9569,5183437114,B1,336.323,KG,MAT793009,89871.09,USD,336.323,B9851,20241124,X,N,USER36
100,4573411222,00024,04,2,2023,5433348394,1426,E,105,20240827,93.209,93.209,41504.1,41504.1,EUR,41000.27,4.66,4.66,S,VAL3,X,REF66098,2023,6073361162,20240827,163941,39428.89,OK,40258.98,MAT563556,PL04,X,6894,3357795648,C2,93.209,KG,MAT563556,40674.02,EUR,93.209,B4167,20240827,X,N,USER32
100,4582291000,00027,04,1,2024,5336613365,0175,E,105,20240603,71.704,71.704,15043.5,15043.5,USD,14749.22,3.585,3.585,H,VAL5,X,REF11588,2024,6222610847,20240603,002254,14291.32,OK,14592.19,MAT362225,PL04,X,1856,8010911741,C2,71.704,KG,MAT362225,14742.63,USD,71.704,B6646,20240603,X,N,USER78
100,4562889447,00025,02,1,2022,5590764533,5508,E,102,20250504,383.929,383.929,28184.23,28184.23,EUR,28304.53,19.196,19.196,S,VAL3,X,REF89764,2022,6148109205,20250504,130741,26775.02,OK,27338.7,MAT195948,PL03,X,2689,2459884044,C2,383.929,EA,MAT195948,27620.55,EUR,383.929,B7653,20250504,X,N,USER78
200,4531215403,00013,03,1,2022,5680004108,1595,R,105,20240527,471.527,471.527,184706.56,184706.56,USD,187846.47,23.576,23.576,S,VAL5,X,REF30939,2022,6467373254,20240527,120909,175471.23,OK,179165.36,MAT596079,PL02,X,7855,5398851187,A0,471.527,EA,MAT596079,181012.43,USD,471.527,B5133,20240527,X,N,USER80
100,4595198753,00037,01,2,2026,5721274788,6076,E,101,20241002,4.341,4.341,415.3,415.3,INR,414.07,0.217,0.217,H,VAL5,X,REF45965,2026,6227102071,20241002,180004,394.53,OK,402.84,MAT100362,PL03,X,9856,1159354045,B1,4.341,LTR,MAT100362,406.99,INR,4.341,B8411,20241002,X,N,USER53
300,4582724582,00006,01,3,2024,5127845741,2917,Q,101,20250902,205.026,205.026,82922.77,82922.77,INR,82669.72,10.251,10.251,S,VAL1,X,REF25784,2024,6020575234,20250902,104800,78776.63,OK,80435.09,MAT271071,PL03,X,5072,4321404106,A0,205.026,KG,MAT271071,81264.31,INR,205.026,B3347,20250902,X,N,USER6
300,4517856967,00011,01,3,2023,5599194624,0702,R,105,20260111,20.119,20.119,2076.48,2076.48,INR,2116.99,1.006,1.006,H,VAL1,X,REF19649,2023,6692856798,20260111,203221,1972.66,OK,2014.19,MAT298165,PL03,X,2156,2142550608,A0,20.119,EA,MAT298165,2034.95,INR,20.119,B9716,20260111,X,N,USER55
200,4592799368,00049,01,3,2026,5730992166,6141,E,101,20260113,153.84,153.84,71503.29,71503.29,EUR,70526.52,7.692,7.692,S,VAL2,X,REF52794,2026,6113014666,20260113,060015,67928.13,OK,69358.19,MAT957871,PL01,X,8967,7741644274,A0,153.84,KG,MAT957871,70073.22,EUR,153.84,B8717,20260113,X,N,USER78
200,4562140981,00022,01,3,2025,5450193623,2914,Q,101,20241011,101.882,101.882,20054.45,20054.45,EUR,20058.77,5.094,5.094,S,VAL1,X,REF44125,2025,6923231817,20241011,102347,19051.73,OK,19452.82,MAT866195,PL01,X,6515,4583193911,B1,101.882,LTR,MAT866195,19653.36,EUR,101.882,B4689,20241011,X,N,USER42
300,4504540679,00017,05,1,2023,5662501535,2498,E,122,20250717,159.654,159.654,22076.96,22076.96,EUR,22494.09,7.983,7.983,H,VAL3,X,REF85518,2023,6741887524,20250717,031744,20973.11,OK,21414.65,MAT708954,PL04,X,3150,3854439014,B1,159.654,EA,MAT708954,21635.42,EUR,159.654,B9710,20250717,X,N,USER60
200,4567257536,00048,02,1,2026,5874676009,1767,Q,105,20240317,282.267,282.267,114950.41,114950.41,INR,113931.03,14.113,14.113,S,VAL4,X,REF54605,2026,6281703890,20240317,091022,109202.89,OK,111501.9,MAT995857,PL03,X,9744,7729316949,A0,282.267,EA,MAT995857,112651.4,INR,282.267,B5055,20240317,X,N,USER49
300,4500113949,00035,02,1,2026,5415294217,5772,Q,102,20251101,102.717,102.717,17870.7,17870.7,INR,18002.76,5.136,5.136,S,VAL4,X,REF13085,2026,6953707383,20251101,103614,16977.17,OK,17334.58,MAT320087,PL04,X,1227,6474164494,A0,102.717,KG,MAT320087,17513.29,INR,102.717,B8890,20251101,X,N,USER38
100,4599546700,00043,01,2,2026,5169680710,9560,Q,101,20250203,292.508,292.508,145148.32,145148.32,EUR,145136.78,14.625,14.625,S,VAL2,X,REF93242,2026,6065991826,20250203,133828,137890.9,OK,140793.87,MAT420598,PL02,X,6445,9366351897,A0,292.508,LTR,MAT420598,142245.35,EUR,292.508,B3767,20250203,X,N,USER18
300,4510096709,00029,01,2,2023,5138727570,1412,Q,102,20250729,488.843,488.843,202239.24,202239.24,INR,201836.69,24.442,24.442,H,VAL5,X,REF15495,2023,6324065737,20250729,175959,192127.28,OK,196172.06,MAT884277,PL04,X,2952,6106210098,C2,488.843,KG,MAT884277,198194.46,INR,488.843,B9095,20250729,X,N,USER4
300,4553733588,00025,04,2,2026,5005882694,2876,Q,101,20240521,392.114,392.114,80995.07,80995.07,USD,81182.11,19.606,19.606,S,VAL2,X,REF75239,2026,6813297952,20240521,102450,76945.32,OK,78565.22,MAT431722,PL02,X,8649,5515289398,A0,392.114,LTR,MAT431722,79375.17,USD,392.114,B4510,20240521,X,N,USER3
100,4502385320,00013,01,1,2026,5274346220,3434,R,101,20250315,416.142,416.142,86848.84,86848.84,INR,87091.44,20.807,20.807,S,VAL1,X,REF82092,2026,6771525291,20250315,113956,82506.4,OK,84243.37,MAT443506,PL04,X,7111,6857768348,A0,416.142,KG,MAT443506,85111.86,INR,416.142,B1879,20250315,X,N,USER11
300,4530870841,00032,04,1,2024,5406364371,7005,E,105,20240210,88.463,88.463,24276.9,24276.9,EUR,23846.25,4.423,4.423,H,VAL4,X,REF68678,2024,6004152446,20240210,114535,23063.06,OK,23548.59,MAT515446,PL03,X,5905,9144262855,A0,88.463,KG,MAT515446,23791.36,EUR,88.463,B4218,20240210,X,N,USER72
100,4528895268,00044,05,3,2025,5209611641,9592,R,122,20231228,311.953,311.953,50121.49,50121.49,INR,49600.6,15.598,15.598,H,VAL3,X,REF36226,2025,6901047646,20231228,013837,47615.42,OK,48617.85,MAT166328,PL01,X,5671,1308294134,B1,311.953,LTR,MAT166328,49119.06,INR,311.953,B7582,20231228,X,N,USER72
200,4580809334,00016,04,1,2026,5309281099,2256,R,105,20250205,462.893,462.893,149347.8,149347.8,USD,149583.24,23.145,23.145,S,VAL4,X,REF39714,2026,6035797889,20250205,132223,141880.41,OK,144867.37,MAT333156,PL03,X,4236,8893763463,B1,462.893,EA,MAT333156,146360.84,USD,462.893,B9262,20250205,X,N,USER24
200,4574030510,00025,04,3,2024,5742951282,4630,E,105,20251024,388.789,388.789,79219.65,79219.65,EUR,78404.76,19.439,19.439,H,VAL1,X,REF68652,2024,6313329367,20251024,173737,75258.67,OK,76843.06,MAT834713,PL02,X,1518,4305015399,B1,388.789,EA,MAT834713,77635.26,EUR,388.789,B3076,20251024,X,N,USER86
200,4591294658,00015,01,3,2025,5536152011,7677,R,122,20240919,279.507,279.507,64348.1,64348.1,USD,63092.48,13.975,13.975,S,VAL5,X,REF76912,2025,6205835998,20240919,231149,61130.69,OK,62417.66,MAT177882,PL03,X,8109,3373805960,B1,279.507,EA,MAT177882,63061.14,USD,279.507,B1917,20240919,X,N,USER31
200,4520053997,00047,05,1,2025,5446177737,8328,E,122,20241204,265.959,265.959,57585.44,57585.44,USD,57097.32,13.298,13.298,H,VAL3,X,REF54712,2025,6087209002,20241204,203105,54706.17,OK,55857.88,MAT561231,PL02,X,4608,9905613154,B1,265.959,LTR,MAT561231,56433.73,USD,265.959,B8453,20241204,X,N,USER93
100,4598824661,00043,02,1,2024,5294916844,4942,E,105,20240305,163.557,163.557,33552.08,33552.08,EUR,33361.93,8.178,8.178,S,VAL3,X,REF89946,2024,6214371137,20240305,001214,31874.48,OK,32545.52,MAT482571,PL04,X,6843,1779242368,C2,163.557,EA,MAT482571,32881.04,EUR,163.557,B9854,20240305,X,N,USER59
