MANDT,OBJEK,ATINN,ATZHL,MAFID,KLART,ADZHL,ATWRT,ATFLV,STATU,LKENZ
100,MAT00794,AT049,1,O,001,000,,0.0,"",""
100,MAT00795,AT004,3,O,001,000,V3,389.6264,L,""
100,MAT00585,AT043,2,O,001,000,RED,0.0,H,""
100,MAT00343,AT011,1,O,001,000,,0.0,L,""
100,MAT00955,AT025,3,O,001,000,,0.0,L,""
100,MAT00707,AT012,2,O,001,000,RED,0.0,"",""
100,MAT00845,AT016,2,O,001,000,BLUE,226.1572,L,X
100,MAT00932,AT023,2,O,001,000,RED,0.0,L,""
100,MAT00069,AT045,3,O,001,000,,0.0,H,""
100,MAT00510,AT029,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00410,AT003,1,O,001,000,"",0.0,"",""
100,MAT00772,AT007,2,O,001,000,V3,256.9631,H,""
100,MAT00851,AT002,2,O,001,000,RED,0.0,H,""
100,MAT00655,AT020,2,O,001,000,RED,0.0,"",""
100,MAT00972,AT029,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00404,AT035,3,O,001,000,RED,0.0,H,""
100,MAT00946,AT010,1,O,001,000,BATCH_A,777.188,"",""
100,MAT00229,AT003,3,O,001,000,RED,0.0,"",""
100,MAT00762,AT040,3,O,001,000,,0.0,L,""
100,MAT00299,AT047,2,O,001,000,RED,0.0,"",""
100,MAT00467,AT042,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00858,AT034,3,O,001,000,BATCH_A,644.3998,"",""
100,MAT00446,AT005,1,O,001,000,"",0.0,H,""
100,MAT00994,AT022,2,O,001,000,,0.0,H,""
100,MAT00707,AT035,3,O,001,000,,0.0,H,""
100,MAT00247,AT036,1,O,001,000,,0.0,"",""
100,MAT00641,AT010,3,O,001,000,RED,599.4131,L,X
100,MAT00339,AT026,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00735,AT044,1,O,001,000,RED,0.0,"",""
100,MAT00047,AT021,3,O,001,000,RED,0.0,L,""
100,MAT00909,AT045,2,O,001,000,,0.0,"",""
100,MAT00921,AT046,2,O,001,000,BLUE,250.4478,"",""
100,MAT00856,AT033,1,O,001,000,RED,0.0,H,""
100,MAT00102,AT016,1,O,001,000,,0.0,H,""
100,MAT00700,AT004,2,O,001,000,"",0.0,L,""
100,MAT00010,AT031,1,O,001,000,RED,0.0,H,""
100,MAT00676,AT013,3,O,001,000,BLUE,259.2068,L,""
100,MAT00391,AT017,3,O,001,000,BLUE,0.0,L,""
100,MAT00110,AT013,3,O,001,000,BLUE,0.0,"",""
100,MAT00963,AT015,3,O,001,000,BLUE,0.0,"",""
100,MAT00744,AT006,1,O,001,000,RED,0.0,H,""
100,MAT00297,AT047,1,O,001,000,,224.5232,L,""
100,MAT00434,AT031,3,O,001,000,RED,0.0,H,""
100,MAT00214,AT004,1,O,001,000,V3,0.0,L,""
100,MAT00206,AT006,1,O,001,000,BATCH_A,0.0,H,""
100,MAT00364,AT022,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00093,AT030,3,O,001,000,"",423.4376,"",X
100,MAT00451,AT047,1,O,001,000,V3,0.0,H,""
100,MAT00785,AT028,1,O,001,000,BLUE,0.0,H,""
100,MAT00343,AT040,1,O,001,000,V3,0.0,H,""
100,MAT00925,AT040,2,O,001,000,RED,0.0,"",""
100,MAT00437,AT047,2,O,001,000,,962.809,H,""
100,MAT00115,AT003,3,O,001,000,RED,0.0,"",""
100,MAT00026,AT025,2,O,001,000,RED,0.0,H,""
100,MAT00757,AT012,1,O,001,000,BLUE,0.0,"",""
100,MAT00043,AT019,2,O,001,000,,0.0,H,""
100,MAT00326,AT040,2,O,001,000,BLUE,207.2998,L,""
100,MAT00642,AT042,2,O,001,000,BLUE,0.0,"",""
100,MAT00705,AT014,2,O,001,000,"",0.0,"",""
100,MAT00355,AT016,3,O,001,000,,0.0,L,""
100,MAT00093,AT034,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00404,AT008,1,O,001,000,,953.5848,L,""
100,MAT00987,AT048,2,O,001,000,BLUE,0.0,L,""
100,MAT00230,AT022,3,O,001,000,V3,0.0,H,""
100,MAT00937,AT004,3,O,001,000,BLUE,0.0,L,""
100,MAT00919,AT025,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00044,AT008,3,O,001,000,V3,346.0823,"",X
100,MAT00113,AT008,1,O,001,000,,0.0,L,""
100,MAT00630,AT005,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00351,AT022,1,O,001,000,BLUE,0.0,L,""
100,MAT00700,AT017,2,O,001,000,"",0.0,L,""
100,MAT00920,AT001,1,O,001,000,RED,65.4186,H,""
100,MAT00451,AT029,3,O,001,000,BLUE,0.0,H,""
100,MAT00343,AT012,3,O,001,000,,0.0,H,""
100,MAT00084,AT006,3,O,001,000,V3,0.0,H,""
100,MAT00579,AT039,3,O,001,000,RED,0.0,L,""
100,MAT00003,AT032,2,O,001,000,V3,429.5481,H,""
100,MAT00165,AT035,1,O,001,000,V3,0.0,L,""
100,MAT00711,AT011,3,O,001,000,RED,0.0,"",""
100,MAT00619,AT045,1,O,001,000,RED,0.0,H,""
100,MAT00719,AT020,1,O,001,000,RED,0.0,H,""
100,MAT00464,AT035,1,O,001,000,BATCH_A,405.6037,L,""
100,MAT00472,AT047,3,O,001,000,"",0.0,L,""
100,MAT00720,AT025,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00736,AT003,2,O,001,000,,0.0,"",""
100,MAT00550,AT006,3,O,001,000,V3,0.0,"",""
100,MAT00512,AT014,2,O,001,000,BATCH_A,952.0231,H,X
100,MAT00656,AT025,2,O,001,000,V3,0.0,L,""
100,MAT00648,AT007,1,O,001,000,BATCH_A,0.0,"",""
100,MAT00541,AT019,1,O,001,000,,0.0,H,""
100,MAT00506,AT034,2,O,001,000,V3,0.0,H,""
100,MAT00555,AT013,3,O,001,000,,424.4585,H,""
100,MAT00301,AT006,1,O,001,000,V3,0.0,L,""
100,MAT00911,AT024,3,O,001,000,,0.0,L,""
100,MAT00985,AT043,1,O,001,000,"",0.0,L,""
100,MAT00641,AT018,1,O,001,000,RED,0.0,"",""
100,MAT00200,AT005,1,O,001,000,BATCH_A,728.9073,"",""
100,MAT00422,AT001,1,O,001,000,BLUE,0.0,"",""
100,MAT00050,AT001,2,O,001,000,V3,0.0,L,""
100,MAT00677,AT041,3,O,001,000,RED,0.0,H,""
100,MAT00027,AT042,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00393,AT021,1,O,001,000,V3,570.3382,"",""
100,MAT00088,AT009,3,O,001,000,RED,0.0,"",""
100,MAT00585,AT015,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00983,AT037,3,O,001,000,,0.0,H,""
100,MAT00568,AT028,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00752,AT022,1,O,001,000,"",410.982,"",X
100,MAT00476,AT006,1,O,001,000,RED,0.0,H,""
100,MAT00191,AT003,1,O,001,000,RED,0.0,H,""
100,MAT00928,AT018,3,O,001,000,,0.0,"",""
100,MAT00865,AT024,1,O,001,000,BATCH_A,0.0,"",""
100,MAT00849,AT032,2,O,001,000,,205.763,L,""
100,MAT00991,AT030,1,O,001,000,,0.0,L,""
100,MAT00089,AT002,2,O,001,000,RED,0.0,L,""
100,MAT00945,AT048,3,O,001,000,RED,0.0,"",""
100,MAT00543,AT018,2,O,001,000,,0.0,"",""
100,MAT00568,AT012,1,O,001,000,BATCH_A,215.1741,H,""
100,MAT00555,AT026,3,O,001,000,BLUE,0.0,L,""
100,MAT00548,AT006,3,O,001,000,"",0.0,H,""
100,MAT00301,AT042,3,O,001,000,BLUE,0.0,H,""
100,MAT00078,AT036,1,O,001,000,BLUE,0.0,L,""
100,MAT00929,AT033,2,O,001,000,RED,58.2755,H,""
100,MAT00514,AT002,2,O,001,000,BLUE,0.0,"",""
100,MAT00367,AT019,2,O,001,000,BLUE,0.0,H,""
100,MAT00152,AT038,3,O,001,000,RED,0.0,"",""
100,MAT00648,AT044,3,O,001,000,V3,0.0,H,""
100,MAT00735,AT032,1,O,001,000,,989.5209,H,X
100,MAT00235,AT011,3,O,001,000,RED,0.0,"",""
100,MAT00355,AT047,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00680,AT028,3,O,001,000,BATCH_A,0.0,L,""
100,MAT00638,AT034,3,O,001,000,"",0.0,L,""
100,MAT00956,AT023,2,O,001,000,RED,215.8617,L,""
100,MAT00586,AT002,3,O,001,000,BLUE,0.0,L,""
100,MAT00219,AT027,2,O,001,000,RED,0.0,L,""
100,MAT00303,AT022,2,O,001,000,,0.0,"",""
100,MAT00919,AT003,1,O,001,000,,0.0,L,""
100,MAT00008,AT045,2,O,001,000,,922.5054,"",""
100,MAT00514,AT008,3,O,001,000,,0.0,H,""
100,MAT00244,AT038,3,O,001,000,BLUE,0.0,"",""
100,MAT00686,AT009,2,O,001,000,,0.0,"",""
100,MAT00322,AT001,2,O,001,000,RED,0.0,H,""
100,MAT00423,AT029,2,O,001,000,BATCH_A,581.265,"",""
100,MAT00244,AT038,1,O,001,000,"",0.0,H,""
100,MAT00602,AT035,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00767,AT032,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00762,AT007,2,O,001,000,BLUE,0.0,"",""
100,MAT00539,AT033,3,O,001,000,BATCH_A,207.5293,H,X
100,MAT00298,AT002,1,O,001,000,,0.0,"",""
100,MAT00379,AT002,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00151,AT034,3,O,001,000,,0.0,L,""
100,MAT00308,AT039,2,O,001,000,,0.0,"",""
100,MAT00546,AT040,3,O,001,000,BATCH_A,273.7083,L,""
100,MAT00838,AT023,1,O,001,000,V3,0.0,"",""
100,MAT00615,AT024,1,O,001,000,V3,0.0,"",""
100,MAT00846,AT044,1,O,001,000,"",0.0,L,""
100,MAT00379,AT021,1,O,001,000,BLUE,0.0,"",""
100,MAT00381,AT037,2,O,001,000,V3,76.0177,L,""
100,MAT00399,AT016,1,O,001,000,RED,0.0,H,""
100,MAT00528,AT031,1,O,001,000,RED,0.0,L,""
100,MAT00041,AT001,2,O,001,000,RED,0.0,"",""
100,MAT00344,AT028,2,O,001,000,RED,0.0,H,""
100,MAT00431,AT033,2,O,001,000,,156.5156,L,""
100,MAT00797,AT013,2,O,001,000,RED,0.0,L,""
100,MAT00996,AT019,3,O,001,000,,0.0,H,""
100,MAT00112,AT015,3,O,001,000,BATCH_A,0.0,L,""
100,MAT00421,AT038,2,O,001,000,BLUE,0.0,"",""
100,MAT00276,AT020,2,O,001,000,"",163.8323,"",X
100,MAT00837,AT011,3,O,001,000,BLUE,0.0,H,""
100,MAT00410,AT044,3,O,001,000,,0.0,L,""
100,MAT00641,AT046,3,O,001,000,,0.0,"",""
100,MAT00428,AT016,3,O,001,000,RED,0.0,L,""
100,MAT00994,AT017,2,O,001,000,,172.1679,"",""
100,MAT00880,AT039,2,O,001,000,,0.0,L,""
100,MAT00054,AT049,2,O,001,000,BLUE,0.0,H,""
100,MAT00586,AT044,2,O,001,000,V3,0.0,L,""
100,MAT00467,AT002,1,O,001,000,BLUE,0.0,H,""
100,MAT00240,AT026,2,O,001,000,,230.0275,L,""
100,MAT00518,AT011,3,O,001,000,BLUE,0.0,H,""
100,MAT00709,AT022,2,O,001,000,"",0.0,"",""
100,MAT00909,AT045,2,O,001,000,V3,0.0,H,""
100,MAT00329,AT033,1,O,001,000,BATCH_A,0.0,H,""
100,MAT00291,AT037,1,O,001,000,BLUE,350.3478,L,""
100,MAT00293,AT045,2,O,001,000,,0.0,H,""
100,MAT00560,AT024,2,O,001,000,BLUE,0.0,"",""
100,MAT00549,AT038,2,O,001,000,RED,0.0,"",""
100,MAT00062,AT026,2,O,001,000,V3,0.0,"",""
100,MAT00559,AT031,3,O,001,000,,903.7427,L,X
100,MAT00531,AT037,2,O,001,000,V3,0.0,"",""
100,MAT00831,AT003,2,O,001,000,RED,0.0,H,""
100,MAT00977,AT004,2,O,001,000,,0.0,"",""
100,MAT00799,AT009,3,O,001,000,"",0.0,L,""
100,MAT00444,AT012,1,O,001,000,BATCH_A,530.9887,"",""
100,MAT00721,AT032,3,O,001,000,BLUE,0.0,"",""
100,MAT00813,AT001,1,O,001,000,RED,0.0,L,""
100,MAT00261,AT016,3,O,001,000,RED,0.0,"",""
100,MAT00718,AT046,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00749,AT048,2,O,001,000,BLUE,222.8035,L,""
100,MAT00136,AT019,2,O,001,000,RED,0.0,H,""
100,MAT00216,AT021,2,O,001,000,BLUE,0.0,"",""
100,MAT00343,AT041,2,O,001,000,BLUE,0.0,"",""
100,MAT00197,AT003,3,O,001,000,RED,0.0,H,""
100,MAT00165,AT033,2,O,001,000,RED,608.4504,L,""
100,MAT00886,AT011,1,O,001,000,"",0.0,L,""
100,MAT00739,AT026,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00812,AT044,1,O,001,000,V3,0.0,H,""
100,MAT00234,AT037,2,O,001,000,RED,0.0,H,""
100,MAT00055,AT025,3,O,001,000,BATCH_A,703.9654,L,X
100,MAT00827,AT025,1,O,001,000,RED,0.0,L,""
100,MAT00495,AT011,2,O,001,000,BLUE,0.0,H,""
100,MAT00758,AT020,3,O,001,000,,0.0,H,""
100,MAT00373,AT008,3,O,001,000,V3,0.0,H,""
100,MAT00958,AT009,2,O,001,000,RED,379.9618,L,""
100,MAT00991,AT021,1,O,001,000,BLUE,0.0,L,""
100,MAT00850,AT046,2,O,001,000,V3,0.0,L,""
100,MAT00961,AT038,1,O,001,000,"",0.0,L,""
100,MAT00700,AT012,3,O,001,000,RED,0.0,H,""
100,MAT00254,AT007,2,O,001,000,BLUE,519.3877,"",""
100,MAT00264,AT041,2,O,001,000,RED,0.0,"",""
100,MAT00600,AT019,1,O,001,000,RED,0.0,H,""
100,MAT00035,AT026,1,O,001,000,V3,0.0,L,""
100,MAT00526,AT018,1,O,001,000,RED,0.0,L,""
100,MAT00664,AT022,1,O,001,000,,518.1561,L,""
100,MAT00320,AT017,2,O,001,000,,0.0,"",""
100,MAT00549,AT040,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00079,AT035,1,O,001,000,,0.0,"",""
100,MAT00511,AT039,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00254,AT038,2,O,001,000,"",764.4544,H,X
100,MAT00344,AT028,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00339,AT006,1,O,001,000,V3,0.0,L,""
100,MAT00523,AT009,2,O,001,000,RED,0.0,"",""
100,MAT00357,AT049,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00697,AT006,3,O,001,000,RED,404.2418,L,""
100,MAT00615,AT016,2,O,001,000,,0.0,H,""
100,MAT00396,AT049,1,O,001,000,RED,0.0,L,""
100,MAT00492,AT037,3,O,001,000,,0.0,H,""
100,MAT00690,AT036,1,O,001,000,RED,0.0,"",""
100,MAT00888,AT033,3,O,001,000,,178.4171,L,""
100,MAT00149,AT023,2,O,001,000,V3,0.0,"",""
100,MAT00383,AT028,2,O,001,000,"",0.0,"",""
100,MAT00246,AT015,1,O,001,000,RED,0.0,H,""
100,MAT00661,AT025,3,O,001,000,,0.0,H,""
100,MAT00191,AT029,1,O,001,000,BATCH_A,687.5356,L,""
100,MAT00881,AT033,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00900,AT015,1,O,001,000,V3,0.0,L,""
100,MAT00279,AT028,1,O,001,000,,0.0,L,""
100,MAT00296,AT033,3,O,001,000,BLUE,0.0,"",""
100,MAT00350,AT001,1,O,001,000,V3,452.2055,H,X
100,MAT00687,AT022,1,O,001,000,,0.0,"",""
100,MAT00591,AT019,2,O,001,000,BATCH_A,0.0,"",""
100,MAT00875,AT032,3,O,001,000,BATCH_A,0.0,L,""
100,MAT00311,AT003,3,O,001,000,"",0.0,"",""
100,MAT00717,AT022,2,O,001,000,BATCH_A,77.0472,H,""
100,MAT00585,AT027,2,O,001,000,V3,0.0,H,""
100,MAT00862,AT019,2,O,001,000,,0.0,"",""
100,MAT00996,AT013,1,O,001,000,V3,0.0,L,""
100,MAT00021,AT013,1,O,001,000,BLUE,0.0,H,""
100,MAT00820,AT033,2,O,001,000,RED,530.1862,"",""
100,MAT00345,AT009,1,O,001,000,,0.0,"",""
100,MAT00101,AT023,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00186,AT013,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00512,AT039,1,O,001,000,,0.0,H,""
100,MAT00296,AT014,3,O,001,000,V3,542.2922,L,""
100,MAT00231,AT011,3,O,001,000,"",0.0,L,""
100,MAT00415,AT038,3,O,001,000,BLUE,0.0,H,""
100,MAT00818,AT006,1,O,001,000,BATCH_A,0.0,H,""
100,MAT00823,AT018,2,O,001,000,,0.0,H,""
100,MAT00549,AT045,1,O,001,000,BLUE,701.1462,L,X
100,MAT00072,AT006,2,O,001,000,BATCH_A,0.0,"",""
100,MAT00227,AT035,3,O,001,000,BLUE,0.0,"",""
100,MAT00287,AT037,2,O,001,000,V3,0.0,L,""
100,MAT00006,AT001,2,O,001,000,RED,0.0,H,""
100,MAT00028,AT013,1,O,001,000,RED,972.1594,L,""
100,MAT00589,AT025,2,O,001,000,V3,0.0,"",""
100,MAT00410,AT044,1,O,001,000,BATCH_A,0.0,"",""
100,MAT00530,AT039,2,O,001,000,"",0.0,"",""
100,MAT00287,AT040,2,O,001,000,,0.0,H,""
100,MAT00437,AT043,2,O,001,000,BATCH_A,391.1546,"",""
100,MAT00878,AT006,2,O,001,000,V3,0.0,L,""
100,MAT00022,AT024,2,O,001,000,BLUE,0.0,L,""
100,MAT00444,AT046,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00667,AT029,2,O,001,000,,0.0,"",""
100,MAT00210,AT030,3,O,001,000,V3,643.3206,L,""
100,MAT00375,AT001,3,O,001,000,V3,0.0,"",""
100,MAT00130,AT042,1,O,001,000,BLUE,0.0,H,""
100,MAT00873,AT023,1,O,001,000,V3,0.0,H,""
100,MAT00384,AT024,2,O,001,000,RED,0.0,"",""
100,MAT00758,AT032,3,O,001,000,"",191.4325,L,X
100,MAT00784,AT016,3,O,001,000,,0.0,H,""
100,MAT00205,AT036,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00929,AT010,2,O,001,000,BLUE,0.0,"",""
100,MAT00742,AT005,3,O,001,000,BLUE,0.0,L,""
100,MAT00834,AT040,2,O,001,000,,397.8995,L,""
100,MAT00264,AT032,2,O,001,000,,0.0,H,""
100,MAT00941,AT031,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00625,AT004,3,O,001,000,V3,0.0,H,""
100,MAT00456,AT018,1,O,001,000,,0.0,H,""
100,MAT00115,AT023,1,O,001,000,V3,811.4624,"",""
100,MAT00063,AT026,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00237,AT023,1,O,001,000,"",0.0,"",""
100,MAT00770,AT026,2,O,001,000,V3,0.0,"",""
100,MAT00579,AT023,2,O,001,000,RED,0.0,"",""
100,MAT00284,AT010,2,O,001,000,BLUE,403.415,"",""
100,MAT00675,AT016,2,O,001,000,V3,0.0,"",""
100,MAT00506,AT020,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00358,AT019,2,O,001,000,BLUE,0.0,L,""
100,MAT00515,AT020,3,O,001,000,RED,0.0,"",""
100,MAT00993,AT007,2,O,001,000,,285.5803,L,X
100,MAT00775,AT031,3,O,001,000,RED,0.0,H,""
100,MAT00145,AT012,2,O,001,000,BLUE,0.0,"",""
100,MAT00010,AT039,2,O,001,000,BATCH_A,0.0,"",""
100,MAT00830,AT030,2,O,001,000,"",0.0,H,""
100,MAT00333,AT047,2,O,001,000,BATCH_A,750.2325,L,""
100,MAT00815,AT002,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00535,AT019,2,O,001,000,BLUE,0.0,H,""
100,MAT00675,AT007,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00064,AT025,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00138,AT026,2,O,001,000,,29.7633,"",""
100,MAT00936,AT038,3,O,001,000,BLUE,0.0,H,""
100,MAT00411,AT031,2,O,001,000,,0.0,"",""
100,MAT00129,AT002,1,O,001,000,RED,0.0,L,""
100,MAT00072,AT045,1,O,001,000,BLUE,0.0,H,""
100,MAT00689,AT026,3,O,001,000,,104.9333,L,""
100,MAT00317,AT003,3,O,001,000,"",0.0,L,""
100,MAT00674,AT042,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00413,AT037,1,O,001,000,RED,0.0,"",""
100,MAT00027,AT014,2,O,001,000,RED,0.0,"",""
100,MAT00237,AT018,1,O,001,000,BLUE,6.2243,H,X
100,MAT00103,AT035,1,O,001,000,BLUE,0.0,"",""
100,MAT00343,AT037,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00552,AT040,1,O,001,000,BLUE,0.0,L,""
100,MAT00254,AT048,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00917,AT035,3,O,001,000,,721.942,H,""
100,MAT00040,AT048,3,O,001,000,,0.0,H,""
100,MAT00928,AT017,2,O,001,000,V3,0.0,H,""
100,MAT00862,AT007,1,O,001,000,"",0.0,L,""
100,MAT00074,AT005,2,O,001,000,BLUE,0.0,H,""
100,MAT00738,AT003,3,O,001,000,V3,605.3592,L,""
100,MAT00628,AT019,2,O,001,000,V3,0.0,L,""
100,MAT00596,AT012,3,O,001,000,RED,0.0,"",""
100,MAT00919,AT048,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00503,AT011,2,O,001,000,BATCH_A,0.0,"",""
100,MAT00296,AT013,3,O,001,000,RED,971.8622,"",""
100,MAT00348,AT012,3,O,001,000,V3,0.0,L,""
100,MAT00802,AT030,2,O,001,000,RED,0.0,L,""
100,MAT00993,AT008,2,O,001,000,,0.0,H,""
100,MAT00538,AT019,2,O,001,000,,0.0,H,""
100,MAT00016,AT021,2,O,001,000,"",480.614,H,X
100,MAT00691,AT008,1,O,001,000,RED,0.0,L,""
100,MAT00978,AT040,1,O,001,000,V3,0.0,H,""
100,MAT00043,AT036,2,O,001,000,RED,0.0,L,""
100,MAT00248,AT014,1,O,001,000,,0.0,L,""
100,MAT00265,AT042,2,O,001,000,V3,152.6501,"",""
100,MAT00226,AT004,2,O,001,000,BLUE,0.0,L,""
100,MAT00450,AT022,3,O,001,000,RED,0.0,H,""
100,MAT00448,AT007,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00970,AT039,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00576,AT033,3,O,001,000,,990.437,"",""
100,MAT00321,AT040,1,O,001,000,BLUE,0.0,L,""
100,MAT00621,AT016,3,O,001,000,"",0.0,"",""
100,MAT00920,AT039,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00227,AT029,1,O,001,000,BLUE,0.0,L,""
100,MAT00289,AT031,3,O,001,000,V3,483.9032,H,""
100,MAT00536,AT006,3,O,001,000,BATCH_A,0.0,L,""
100,MAT00058,AT049,3,O,001,000,RED,0.0,H,""
100,MAT00051,AT006,2,O,001,000,V3,0.0,L,""
100,MAT00788,AT020,3,O,001,000,BLUE,0.0,L,""
100,MAT00452,AT023,1,O,001,000,BLUE,595.7436,L,X
100,MAT00758,AT015,1,O,001,000,BLUE,0.0,L,""
100,MAT00886,AT034,3,O,001,000,BLUE,0.0,L,""
100,MAT00285,AT040,1,O,001,000,BLUE,0.0,H,""
100,MAT00758,AT016,3,O,001,000,"",0.0,"",""
100,MAT00553,AT028,3,O,001,000,BATCH_A,67.8262,"",""
100,MAT00398,AT022,1,O,001,000,V3,0.0,"",""
100,MAT00327,AT012,3,O,001,000,,0.0,H,""
100,MAT00421,AT024,1,O,001,000,V3,0.0,"",""
100,MAT00947,AT047,3,O,001,000,V3,0.0,L,""
100,MAT00997,AT032,1,O,001,000,BLUE,954.5689,L,""
100,MAT00933,AT017,2,O,001,000,BATCH_A,0.0,"",""
100,MAT00757,AT035,3,O,001,000,V3,0.0,H,""
100,MAT00243,AT049,1,O,001,000,BLUE,0.0,H,""
100,MAT00940,AT018,3,O,001,000,V3,0.0,L,""
100,MAT00007,AT021,2,O,001,000,V3,397.9346,L,""
100,MAT00930,AT001,1,O,001,000,"",0.0,H,""
100,MAT00447,AT002,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00742,AT049,2,O,001,000,V3,0.0,H,""
100,MAT00872,AT046,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00242,AT036,3,O,001,000,BATCH_A,805.8033,L,X
100,MAT00482,AT007,2,O,001,000,BLUE,0.0,L,""
100,MAT00489,AT005,1,O,001,000,RED,0.0,H,""
100,MAT00264,AT015,2,O,001,000,V3,0.0,"",""
100,MAT00870,AT020,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00225,AT018,3,O,001,000,BLUE,588.2708,L,""
100,MAT00302,AT001,2,O,001,000,BATCH_A,0.0,H,""
100,MAT00036,AT003,1,O,001,000,,0.0,"",""
100,MAT00138,AT020,1,O,001,000,"",0.0,"",""
100,MAT00692,AT017,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00213,AT012,1,O,001,000,BLUE,557.6126,L,""
100,MAT00079,AT048,2,O,001,000,BATCH_A,0.0,L,""
100,MAT00031,AT026,3,O,001,000,BATCH_A,0.0,"",""
100,MAT00879,AT010,1,O,001,000,,0.0,H,""
100,MAT00249,AT007,1,O,001,000,BATCH_A,0.0,"",""
100,MAT00239,AT045,2,O,001,000,BLUE,543.9638,L,""
100,MAT00030,AT034,1,O,001,000,BLUE,0.0,L,""
100,MAT00239,AT018,1,O,001,000,RED,0.0,H,""
100,MAT00707,AT025,3,O,001,000,BLUE,0.0,H,""
100,MAT00953,AT011,2,O,001,000,BLUE,0.0,H,""
100,MAT00778,AT038,2,O,001,000,"",387.0052,L,X
100,MAT00449,AT030,1,O,001,000,BATCH_A,0.0,H,""
100,MAT00792,AT009,1,O,001,000,,0.0,H,""
100,MAT00013,AT001,2,O,001,000,V3,0.0,"",""
100,MAT00084,AT023,3,O,001,000,V3,0.0,H,""
100,MAT00421,AT038,2,O,001,000,RED,745.4473,H,""
100,MAT00039,AT033,3,O,001,000,,0.0,L,""
100,MAT00667,AT010,3,O,001,000,,0.0,"",""
100,MAT00589,AT030,3,O,001,000,RED,0.0,H,""
100,MAT00030,AT002,2,O,001,000,V3,0.0,L,""
100,MAT00503,AT030,1,O,001,000,BATCH_A,610.287,L,""
100,MAT00204,AT038,3,O,001,000,BLUE,0.0,L,""
100,MAT00232,AT023,1,O,001,000,"",0.0,H,""
100,MAT00962,AT007,1,O,001,000,BATCH_A,0.0,"",""
100,MAT00029,AT033,1,O,001,000,BLUE,0.0,H,""
100,MAT00534,AT017,2,O,001,000,BLUE,627.2139,H,""
100,MAT00705,AT004,3,O,001,000,BATCH_A,0.0,L,""
100,MAT00951,AT046,3,O,001,000,BATCH_A,0.0,H,""
100,MAT00785,AT044,2,O,001,000,V3,0.0,"",""
100,MAT00165,AT006,1,O,001,000,BATCH_A,0.0,L,""
100,MAT00744,AT048,1,O,001,000,BLUE,404.8983,"",X
100,MAT00033,AT010,2,O,001,000,,0.0,"",""
100,MAT00193,AT024,2,O,001,000,,0.0,H,""
100,MAT00360,AT041,1,O,001,000,BLUE,0.0,"",""
100,MAT00158,AT013,2,O,001,000,"",0.0,H,""
100,MAT00623,AT035,3,O,001,000,RED,134.8885,H,""
100,MAT00364,AT031,3,O,001,000,V3,0.0,H,""
100,MAT00374,AT010,1,O,001,000,,0.0,L,""
100,MAT00375,AT044,1,O,001,000,V3,0.0,L,""
100,MAT00864,AT009,3,O,001,000,BLUE,0.0,"",""
100,MAT00796,AT014,2,O,001,000,RED,189.5785,H,""
