MANDT,MATNR,WERKS,CHARG,SOBKZ,LIFNR,LFGJA,LFMON,LBLAB,LBINS,LBEIN,LBUML
200,MAT951181,PL35,KW99QQ8J,"",V737973,2024,05,1314.416,480.283,440.954,1381.143
400,MAT859265,PL14,YJP7UBWN,"",V836656,2025,08,4481.617,757.086,323.201,507.199
200,MAT788443,PL01,3WZ9XKD4,K,V854936,2024,05,4422.552,376.465,286.707,314.028
300,MAT161803,PL38,4TO328PO,Q,V748415,2025,11,3473.782,663.769,13.263,1073.258
300,MAT719808,PL30,E318JD3C,K,V711093,2025,06,1290.16,758.126,324.799,987.744
200,MAT274000,PL45,SO64X7KF,Q,V649163,2023,03,2012.735,526.217,17.021,285.675
100,MAT836274,PL32,IXOVW7WK,"",V960552,2023,01,1467.377,485.486,52.725,312.812
100,MAT682804,PL25,MEKZA99R,O,V309693,2022,09,698.041,641.553,491.043,809.871
400,MAT903092,PL10,NM2IQU1O,Q,V293920,2023,12,1774.715,995.64,132.084,689.459
200,MAT197525,PL39,ZBFHQ32P,E,V475122,2024,08,4026.078,449.478,359.994,1091.968
100,MAT224466,PL18,58RSWSKF,O,V465628,2023,02,3354.029,919.103,420.721,1580.56
400,MAT819718,PL18,PBZEFPZQ,E,V479229,2022,01,3243.852,787.305,342.347,911.016
200,MAT891307,PL32,YN5GFBQ4,E,V456711,2024,09,1324.681,75.096,179.156,1541.929
300,MAT653945,PL40,UFDT78MA,"",V258833,2026,12,953.504,587.005,373.895,78.728
400,MAT360057,PL44,OZACT9CB,Q,V877736,2025,03,3113.593,666.871,402.788,1182.427
200,MAT948718,PL36,1HVASWEP,"",V409105,2022,12,1278.484,314.936,139.097,1286.765
300,MAT638530,PL29,6RULQZAB,O,V796488,2025,08,3512.759,7.947,27.635,1245.611
400,MAT568570,PL33,JRVYBRF3,"",V564113,2024,09,3317.207,343.005,219.861,1178.47
300,MAT848424,PL46,SK9O2DUM,Q,V632900,2026,11,1519.997,17.932,455.301,509.865
200,MAT485945,PL34,CV884QFD,K,V913524,2024,10,2311.192,510.173,300.96,34.729
400,MAT223206,PL46,SPKX4ZZ4,K,V920669,2025,10,1996.833,46.802,104.351,919.929
200,MAT656938,PL17,5VF2EVSF,"",V231524,2023,06,874.808,795.789,75.141,1025.7
400,MAT857470,PL05,A6QEEGAF,E,V485552,2024,10,4297.394,257.309,294.99,1138.017
100,MAT543975,PL34,JTBUKRVC,Q,V322259,2024,02,361.844,373.98,464.847,1002.466
300,MAT903086,PL43,8H88GUCL,E,V877599,2026,04,4649.856,267.865,471.228,601.13
400,MAT829800,PL01,8EN45W2J,Q,V795284,2025,02,1365.472,413.178,140.455,425.231
200,MAT697137,PL47,19J8EI8Y,K,V167572,2025,08,3752.323,654.385,57.826,109.306
300,MAT145320,PL06,SZ51BOHC,Q,V205967,2022,01,1049.679,823.369,246.614,26.176
400,MAT384580,PL42,QDCSFV26,E,V938569,2024,05,106.559,829.847,341.981,528.819
100,MAT498947,PL21,2QNHFBLK,Q,V664154,2024,05,4711.918,619.608,257.596,307.97
400,MAT719300,PL44,WFGETPV3,O,V873764,2025,12,2237.26,110.506,198.249,387.599
100,MAT918883,PL20,3P5AAB41,O,V779855,2025,12,4317.64,537.766,220.254,176.87
200,MAT663363,PL01,CH054BWT,K,V739006,2025,12,1823.865,795.237,84.457,1915.931
300,MAT927549,PL11,LXWM8GGQ,Q,V317378,2022,03,4458.606,605.967,465.7,1263.948
100,MAT497661,PL49,XVNJ9179,O,V749344,2025,05,4237.045,55.428,454.586,1172.526
200,MAT680156,PL24,7SBL37S4,O,V556569,2024,07,2665.333,392.981,376.161,1835.429
200,MAT361054,PL37,NV24JA5L,K,V440157,2024,03,2954.44,375.637,401.785,1079.362
300,MAT797690,PL36,4VJNKCPE,Q,V854607,2024,04,25.24,34.07,286.451,1742.891
300,MAT615060,PL24,0J8VGQXP,K,V228737,2023,04,1113.718,2.073,140.453,1652.316
300,MAT850113,PL18,6LACHG14,E,V919794,2026,09,4412.786,427.594,313.732,1589.007
100,MAT398744,PL45,WG7E7Z2L,Q,V903566,2024,11,2764.265,222.838,157.561,1198.687
100,MAT516274,PL18,R8TBRD1M,Q,V886344,2025,12,3449.823,255.64,56.099,537.496
200,MAT349269,PL20,42MS5BZK,O,V181390,2024,05,4955.071,396.089,390.626,1596.55
400,MAT339423,PL32,HZJZU9G1,E,V129460,2026,07,2246.019,630.52,331.07,131.449
100,MAT196889,PL42,FTLRRZKB,E,V571374,2023,09,3817.272,55.817,122.378,309.645
100,MAT703721,PL16,IXHBH6NY,E,V567076,2025,03,2006.73,923.366,158.036,1186.706
400,MAT868820,PL03,H3KYKXAR,O,V199110,2022,12,3907.062,466.319,308.272,941.872
200,MAT658312,PL05,BPAGV9I0,"",V190293,2024,01,2546.176,59.567,162.226,659.87
200,MAT964098,PL26,WRED15II,K,V343233,2022,11,416.944,120.555,196.774,1250.686
300,MAT924603,PL34,MQ7VQB4M,"",V210123,2023,05,4999.381,252.191,55.216,1204.175
400,MAT800002,PL03,5LY6LZTM,K,V208834,2024,01,3833.951,484.115,484.371,1424.322
400,MAT994947,PL41,NH7S98U6,E,V237370,2025,11,1062.444,157.711,168.899,512.182
200,MAT357849,PL49,GJW3UTU1,"",V409188,2025,06,1734.347,469.743,470.666,1398.468
200,MAT896531,PL30,EWJZKNBR,Q,V674385,2024,11,285.132,548.736,215.891,1118.178
400,MAT494698,PL44,IBDM6D0K,Q,V762717,2024,01,2056.197,237.715,382.905,1534.811
300,MAT191314,PL31,67SUNFJU,Q,V788124,2024,01,497.61,109.843,28.323,474.977
200,MAT953075,PL45,WIBKXWCN,E,V846331,2026,12,1186.404,495.604,186.033,1966.973
400,MAT962373,PL17,Y1V930G0,K,V276586,2022,10,2236.538,774.857,395.795,1377.216
100,MAT442986,PL15,CV7KAFVD,K,V622856,2022,05,4875.599,319.272,231.73,721.87
100,MAT397819,PL44,PDK8DO0P,E,V767892,2026,08,2478.802,813.415,127.077,655.271
200,MAT421522,PL14,7XP8TOOI,"",V604691,2026,05,2095.483,58.719,493.219,69.294
300,MAT543636,PL29,HFRQFHPD,K,V848780,2022,11,905.712,969.722,268.735,481.314
400,MAT145749,PL13,EUI9XZEK,K,V463742,2026,12,4345.792,540.548,3.936,1171.82
300,MAT958912,PL24,8LVNRTAH,K,V681363,2024,12,3161.348,728.667,317.016,482.595
400,MAT707181,PL35,N4H5OGWU,O,V355945,2023,04,1817.551,832.575,284.633,1114.52
200,MAT385467,PL47,GDY747JC,E,V943857,2026,01,2245.333,321.34,256.879,692.906
100,MAT710881,PL16,FIGO8SKD,"",V556635,2025,03,1962.296,939.188,157.833,1616.781
300,MAT480291,PL49,IW6XTHEF,"",V843266,2023,10,2603.187,774.337,30.967,664.742
400,MAT974450,PL10,XG9ORER4,"",V192526,2025,05,2996.599,661.984,59.805,1910.282
400,MAT362783,PL16,9186W87P,O,V106294,2026,07,3877.227,546.586,221.101,674.227
300,MAT120823,PL24,A3MI65MT,"",V582138,2026,04,1067.692,730.506,326.786,833.347
200,MAT815237,PL25,RB7HWXEB,E,V955801,2023,06,2942.59,391.726,259.271,304.354
400,MAT820555,PL34,A8GC0N1V,E,V875521,2026,06,411.81,512.75,335.53,425.867
100,MAT744592,PL40,IY61GIA7,O,V491915,2023,08,898.053,538.922,20.33,266.957
100,MAT120167,PL12,66KWNR2E,O,V245607,2023,01,3683.972,54.187,206.147,1882.475
100,MAT150023,PL08,GXINBB9R,K,V389673,2022,08,4891.091,34.431,485.756,1431.461
100,MAT233409,PL30,SVID4UY8,O,V536731,2023,01,3666.283,647.791,423.575,249.819
100,MAT597737,PL08,85D3VOVT,"",V756701,2023,12,3111.126,393.139,185.241,431.543
100,MAT402460,PL20,TQB03UG6,K,V769665,2023,11,2110.364,434.84,439.588,1957.156
100,MAT439615,PL13,FVP8SL8R,E,V248295,2023,08,3364.287,672.523,358.15,1693.834
300,MAT933871,PL23,4J9GXESH,"",V806106,2023,09,3877.015,267.893,318.317,1680.215
100,MAT271944,PL20,ELPE6FHP,"",V160267,2026,05,466.956,290.166,307.216,1246.733
200,MAT452906,PL03,DA9JRNYX,K,V463913,2025,02,2620.776,434.688,134.208,552.907
400,MAT871127,PL29,R2YTN1UU,O,V947266,2024,01,4961.069,282.781,449.623,415.028
400,MAT442324,PL12,CLKH0PTL,Q,V392107,2025,09,3689.306,572.158,154.537,229.27
100,MAT634574,PL25,GAXTUXJ9,Q,V804894,2024,12,3819.929,405.452,200.95,319.49
300,MAT155138,PL28,8ZPIMPCU,Q,V236241,2025,03,4262.164,384.686,354.033,970.244
200,MAT592053,PL19,ZIGZG39Y,E,V404548,2023,04,2665.885,315.115,419.495,1338.107
400,MAT974908,PL12,8Q9B5WA4,"",V363994,2024,11,1744.175,544.224,171.199,899.214
400,MAT891996,PL43,ZS1J7ONQ,K,V363794,2026,04,1137.731,233.24,238.723,1443.264
100,MAT633312,PL07,MJNGYXTP,E,V680081,2022,02,3921.338,610.091,291.236,1528.122
100,MAT925077,PL48,MCN792RB,"",V467979,2023,05,4959.401,393.325,381.735,190.154
100,MAT308276,PL09,EP0ALW1G,O,V820733,2025,06,950.773,924.249,171.704,94.873
100,MAT674025,PL34,01SP7OIQ,K,V550354,2026,06,3086.064,179.273,427.444,1155.549
400,MAT549927,PL22,ZY3EHTKK,E,V183074,2026,11,3271.509,65.377,119.596,1506.817
100,MAT347924,PL25,Q404160X,O,V544802,2024,12,2672.132,19.126,13.926,696.869
400,MAT571620,PL31,GSYGA4YX,Q,V652147,2023,01,1166.111,71.018,396.092,1903.407
200,MAT586971,PL07,H8TR49GC,E,V604571,2026,10,3366.786,43.081,204.878,1053.832
200,MAT321731,PL19,B4P813IO,E,V602925,2026,07,2753.386,789.313,306.023,1713.698
100,MAT592897,PL03,NYOKIT8Y,O,V856385,2022,01,2072.161,211.786,490.588,242.859
100,MAT448830,PL20,OGV45340,E,V639786,2025,02,2148.357,248.024,72.353,1766.264
300,MAT680524,PL17,U2G99N78,E,V469156,2023,09,4540.5,63.419,122.953,1647.649
100,MAT944166,PL03,IQAXENUX,O,V699097,2026,03,4350.245,419.332,139.564,1392.034
100,MAT669076,PL07,K2NZX3VC,K,V184205,2022,07,692.421,157.355,493.648,317.348
200,MAT181057,PL31,1H0XLR93,E,V603052,2023,08,2418.33,683.958,338.495,824.29
200,MAT921451,PL44,07EJZECC,O,V323267,2023,10,2787.731,242.798,247.617,1972.515
200,MAT131706,PL48,QB8J4FG7,E,V940291,2022,08,546.42,21.185,275.852,95.673
400,MAT197123,PL38,XEONMLMY,Q,V368784,2026,03,2594.75,932.603,115.246,606.301
100,MAT172525,PL38,3XXASFWZ,O,V768535,2022,05,2118.668,5.237,288.06,843.974
200,MAT822371,PL35,M3AA5C1L,E,V282144,2025,12,1463.301,54.856,471.352,83.989
300,MAT476141,PL22,KJGLBNWS,K,V333405,2025,08,3340.967,51.458,467.867,597.701
100,MAT335140,PL41,4RXQWMQC,Q,V210387,2022,08,2828.0,881.898,225.094,1229.959
100,MAT539854,PL31,0NIYQ265,O,V751221,2026,06,2803.702,227.526,353.262,1653.863
200,MAT959450,PL12,HBAN3BAT,"",V388819,2025,02,3041.306,631.046,369.911,1695.724
100,MAT970414,PL05,Q693MAXB,K,V681280,2026,10,2535.999,299.763,215.428,371.601
300,MAT370416,PL40,D6IQJFHB,O,V658530,2024,12,1268.199,297.779,188.044,341.535
300,MAT142853,PL41,1S113ZXV,Q,V894460,2026,01,411.86,220.834,425.999,488.528
200,MAT604508,PL46,01VQUK8L,E,V192796,2024,12,1903.106,242.23,281.937,1668.027
100,MAT384172,PL32,3THR1NCV,K,V192437,2026,02,2982.814,694.923,172.943,1299.894
100,MAT805218,PL05,BWU9TF2K,Q,V625796,2026,07,3919.93,75.341,404.488,1589.225
200,MAT497978,PL10,DGNHLEOA,"",V964731,2025,09,4392.345,560.626,326.733,475.368
400,MAT282188,PL15,J0U8NK6K,Q,V607954,2022,10,3904.067,541.268,341.673,895.11
200,MAT458010,PL04,XQLM4274,Q,V539971,2024,12,4388.703,871.882,478.642,520.281
200,MAT389456,PL24,RQB7IH9M,E,V970757,2024,08,4495.411,186.659,241.449,983.974
100,MAT395497,PL25,806Y726C,Q,V708228,2022,03,4840.624,572.89,258.747,1391.792
100,MAT702509,PL20,AL5DX27U,Q,V971671,2024,09,1569.822,371.174,193.865,849.196
300,MAT796596,PL05,EONG26VO,Q,V357402,2022,12,3477.38,875.014,315.992,636.737
200,MAT838287,PL25,9CGXW2ED,"",V681161,2024,11,1911.058,720.411,144.577,99.344
400,MAT845810,PL19,48HHLGA8,"",V755393,2023,02,1321.834,748.632,355.592,1141.589
100,MAT449749,PL05,AJYUYBSF,E,V771207,2023,03,3543.047,128.972,187.72,658.755
300,MAT186466,PL34,5DAEZHK6,"",V127286,2024,03,4547.972,813.503,390.46,1370.701
400,MAT280158,PL05,CSJU2801,O,V194563,2024,10,4722.794,911.093,351.477,1753.245
200,MAT101886,PL31,N9L8VYYU,"",V513018,2025,07,2769.186,547.014,254.01,52.647
100,MAT534263,PL03,AIMK3XI2,K,V320145,2026,08,3604.403,602.173,35.635,727.411
300,MAT480478,PL32,WVOY32LG,K,V510409,2024,02,4958.218,625.069,100.578,1640.218
400,MAT604645,PL19,XSEDMDMH,Q,V394711,2022,07,2906.313,960.191,378.44,1510.629
400,MAT245707,PL46,4MYD88CV,K,V394552,2025,12,891.383,510.062,191.796,714.818
300,MAT146089,PL34,OZ3SKBIW,K,V680221,2024,10,4823.432,331.353,166.548,1499.725
200,MAT162684,PL45,POYWTLDW,O,V700293,2024,12,2840.174,560.008,231.112,1787.869
100,MAT260684,PL50,82LWJ8H5,"",V547896,2026,02,3653.258,866.248,451.471,585.194
200,MAT397557,PL32,O4OBUW00,Q,V976731,2024,01,610.534,43.256,30.836,1339.406
400,MAT627513,PL36,XWN3JD9U,K,V763623,2024,01,926.089,3.158,356.782,1550.961
400,MAT718770,PL24,4NBM7VLA,O,V888417,2023,10,1820.772,909.831,251.864,76.827
400,MAT665063,PL27,WQSV46LN,"",V268510,2025,10,2225.404,751.883,280.916,1196.167
100,MAT405233,PL03,3EZB1NTW,"",V634540,2025,03,3750.661,322.886,315.048,212.25
200,MAT810774,PL22,4XBELP2N,Q,V407854,2026,09,3756.029,62.383,492.163,295.762
400,MAT878900,PL47,PQPTGXVE,O,V839829,2026,10,178.844,416.511,86.159,1291.861
200,MAT230025,PL03,EI1JL15Z,Q,V743280,2024,09,2496.402,982.11,271.883,107.044
200,MAT282836,PL20,24L9NOKO,Q,V146350,2026,12,2430.81,369.801,292.912,1482.003
200,MAT821384,PL31,PF0QSLI7,"",V631340,2025,06,2695.465,990.659,428.808,1302.075
300,MAT450501,PL36,MDI4WGXU,Q,V223917,2025,08,4988.058,770.84,71.458,973.546
300,MAT954138,PL25,2BAK32BV,K,V527895,2025,07,192.624,504.848,65.293,1777.997
300,MAT272576,PL10,CF15QWVH,K,V972113,2023,10,47.39,169.334,90.713,258.317
200,MAT261130,PL10,T03ZDY1Z,E,V853274,2022,02,1781.695,879.034,372.277,634.62
200,MAT610802,PL30,B9ETONHI,K,V619208,2026,10,3977.58,900.667,360.612,438.169
300,MAT670693,PL20,AKEOHDQ9,Q,V243787,2025,09,3633.378,587.382,315.379,685.859
100,MAT685097,PL04,56T5AOE0,K,V765958,2025,05,4095.574,271.618,440.956,1597.12
100,MAT805389,PL08,TST0VFN9,Q,V643590,2022,10,4257.292,632.431,443.293,956.83
100,MAT113985,PL19,QPT747QX,O,V859232,2024,08,1619.564,731.242,496.809,870.916
100,MAT809074,PL05,XYHZFGKW,"",V490205,2024,04,4565.701,321.184,346.479,1191.86
200,MAT759916,PL40,SE40QQRH,O,V843659,2025,08,3726.649,166.059,372.255,286.497
300,MAT612176,PL25,K43TG4IF,K,V187114,2024,04,2723.654,80.473,53.739,121.306
100,MAT684802,PL01,UHLLW5Y8,"",V432343,2026,11,372.757,472.739,41.284,218.743
300,MAT534392,PL31,1L969VVT,Q,V652683,2026,11,1334.197,641.908,171.084,1762.17
300,MAT441386,PL26,TMZ7595S,O,V493063,2023,10,822.218,71.997,421.949,1617.407
300,MAT689197,PL36,C5OEKTZN,Q,V734298,2023,08,1817.816,59.607,321.356,1971.939
400,MAT108667,PL19,C5BRYQ33,"",V879193,2022,08,444.869,683.845,89.861,559.213
200,MAT919457,PL13,BXJOXJWQ,Q,V377357,2025,01,2107.831,238.407,194.427,177.932
300,MAT451074,PL19,VV8919EA,E,V523601,2025,06,3662.508,950.499,261.163,1239.575
200,MAT430448,PL09,2ZZX9WXS,K,V336976,2026,11,4409.306,197.042,44.92,1994.742
100,MAT459357,PL28,Q9NI9E4U,E,V608423,2026,05,3445.085,846.832,419.541,530.071
400,MAT490976,PL23,RW50ZPVO,O,V556439,2022,06,3210.101,938.13,430.878,426.633
200,MAT417346,PL21,RJREWMFE,E,V509480,2025,11,4769.56,161.852,360.572,971.066
400,MAT401185,PL43,XPDJV34R,O,V520974,2025,09,1385.183,615.255,313.268,115.618
400,MAT778250,PL35,RZYCBVQ7,O,V636366,2026,05,1257.921,997.726,62.217,111.045
400,MAT141953,PL11,SOXBQSD4,"",V270894,2022,02,2260.898,955.239,34.063,658.543
100,MAT151768,PL49,2GP58AJ4,K,V685834,2026,10,4308.781,947.946,377.141,1318.07
400,MAT736798,PL17,F2A6YC9L,Q,V683353,2023,03,423.508,462.919,247.057,8.05
300,MAT216768,PL46,PWNOJ1GD,"",V442014,2025,11,2057.821,180.275,22.883,882.141
400,MAT153906,PL14,8ZJTRQQD,"",V926528,2023,06,2032.807,319.428,18.65,1606.137
200,MAT614298,PL18,Q82OYJ1M,E,V678287,2023,02,2230.118,508.966,338.424,1779.285
200,MAT536422,PL12,NCEFKA3M,Q,V150942,2024,05,2458.789,684.981,383.458,460.922
100,MAT224246,PL40,DKSHXJ83,O,V737011,2026,08,2476.951,655.974,119.345,987.874
200,MAT422996,PL27,OWJ7CAUM,E,V933155,2024,08,3808.096,821.17,17.634,1348.955
200,MAT885062,PL04,2RK81236,"",V262969,2026,03,2174.123,939.232,77.807,87.67
300,MAT229400,PL45,VE979J9Y,E,V721659,2022,06,2798.962,163.731,232.583,1122.833
200,MAT799163,PL24,XRD19WDV,O,V316922,2022,04,4564.026,111.442,175.828,1298.422
300,MAT511044,PL35,W0JQ9D4P,O,V175435,2026,07,2665.045,303.665,269.702,1534.519
200,MAT509708,PL50,AI2STGRQ,Q,V619880,2022,04,2654.027,842.006,150.401,791.246
400,MAT216064,PL45,MS059VZ0,Q,V535247,2025,08,2997.846,121.647,216.586,1632.391
100,MAT423633,PL06,6BGZ5XJ2,Q,V218873,2025,04,2140.167,293.94,300.592,641.377
400,MAT371275,PL19,9M0X1ZCW,E,V936704,2025,01,3868.371,93.705,65.565,451.763
100,MAT637513,PL27,UKQEE9Q7,O,V502262,2026,10,4710.397,662.702,145.915,1161.922
100,MAT590754,PL05,6G5D04F8,E,V439476,2025,01,4784.088,347.074,315.263,845.488
100,MAT811727,PL50,Y0B294CB,"",V544382,2026,04,693.877,368.145,84.969,1051.621
100,MAT978376,PL28,LQVYRGUZ,"",V540328,2023,02,2853.927,374.731,211.588,1513.087
400,MAT640023,PL05,Z3OVEXOU,O,V273377,2023,05,3306.476,102.373,190.154,722.17
200,MAT878948,PL37,EZK65Z87,"",V761484,2026,05,322.954,890.74,203.885,862.675
200,MAT794069,PL10,EETY80C9,Q,V932378,2026,10,4042.129,9.731,24.885,1400.716
100,MAT570744,PL46,5ZRFJBWC,O,V855514,2026,09,383.2,729.566,37.856,42.123
300,MAT690143,PL04,8EA5A0IQ,E,V936324,2026,10,3201.878,877.375,455.381,230.732
200,MAT587830,PL14,FKDE1DPE,E,V500240,2023,07,3087.396,761.473,451.97,48.96
400,MAT270972,PL47,C9E2E65F,E,V229594,2024,06,159.54,387.689,8.661,419.562
300,MAT637753,PL34,G8T3JD9B,E,V526360,2025,11,4322.852,395.396,312.563,182.273
300,MAT444821,PL33,91NDI6MT,Q,V582781,2024,05,400.544,600.613,491.972,1771.204
400,MAT372800,PL37,3LLUZ99F,K,V829976,2025,11,4204.495,10.415,234.288,472.024
200,MAT655678,PL21,K1P1UW3Y,O,V842146,2026,03,2137.953,529.46,441.478,1598.302
100,MAT756755,PL09,JLN4RGL0,K,V372747,2025,02,103.289,312.678,445.735,1072.126
200,MAT514130,PL35,N630NQBN,Q,V901050,2025,06,1374.307,233.935,441.563,1744.256
400,MAT915656,PL38,W07MD1R1,"",V789237,2026,12,887.116,303.565,408.484,653.658
400,MAT575547,PL41,3QPFEPQY,"",V301122,2022,09,3545.086,967.307,494.189,1151.121
400,MAT441847,PL37,VGGV2WJ8,Q,V281247,2022,04,4968.52,240.831,413.822,143.114
400,MAT957441,PL05,4BATCP1R,"",V488748,2026,05,1683.226,883.589,474.678,704.865
400,MAT235889,PL41,VDJ3HRL0,O,V282744,2024,11,584.435,466.735,77.161,449.769
400,MAT651462,PL30,IKT7N5T4,"",V194209,2022,10,901.053,285.552,465.936,610.432
300,MAT135677,PL01,PAOAFTJA,K,V890383,2026,03,3374.011,930.485,202.14,112.872
400,MAT922808,PL08,K83R2ZZB,Q,V951301,2022,07,74.232,107.426,402.853,1109.342
200,MAT470583,PL07,SB5UK1AE,O,V897098,2024,03,1426.085,276.541,259.708,446.592
300,MAT619699,PL07,2OKVMSV3,Q,V531711,2025,05,565.135,683.883,99.255,331.979
200,MAT271491,PL34,2KAWZMK9,E,V278958,2026,09,3010.13,672.892,52.205,526.122
400,MAT783016,PL45,GLY0TQFJ,K,V977821,2024,10,997.392,87.52,113.59,1435.283
100,MAT144969,PL22,KU30FS20,K,V339542,2025,04,3907.477,715.591,368.961,515.599
400,MAT256903,PL29,NUS0ARO4,E,V951173,2023,07,3147.519,939.223,103.996,1593.019
300,MAT527631,PL19,0VAT9QX6,E,V938681,2023,12,19.739,435.41,351.27,240.023
100,MAT383945,PL37,U3X0FYIK,"",V867529,2023,03,425.074,392.65,479.617,216.207
300,MAT961073,PL38,WEYRW2LS,Q,V556881,2024,04,3189.322,855.327,378.576,197.575
100,MAT314919,PL01,BK58XA61,K,V286476,2026,07,3277.28,121.8,164.682,171.986
400,MAT765943,PL04,2DJK61G4,"",V712022,2025,11,2858.413,715.931,416.937,1999.677
300,MAT210861,PL32,LTWP632S,Q,V423643,2025,04,4547.316,36.493,108.637,1342.353
100,MAT100628,PL24,XADZWOU4,O,V219217,2022,11,748.797,445.454,309.761,575.065
300,MAT587396,PL10,L8ZKU8W3,Q,V937123,2023,06,2985.322,520.209,165.462,650.611
400,MAT343003,PL08,009U8ZS7,O,V340396,2026,05,3962.411,292.102,229.585,657.777
400,MAT957136,PL33,DBP4LQ6C,O,V635497,2026,11,3455.846,295.168,475.078,876.905
200,MAT368259,PL32,HAWGR211,O,V541917,2022,03,4478.364,49.668,341.004,1971.626
100,MAT954652,PL18,K4MPKK7S,"",V585186,2022,03,1637.701,417.323,147.307,863.907
100,MAT686189,PL40,6CRNBHH7,"",V880182,2026,03,4766.817,154.383,445.466,1855.836
300,MAT940750,PL22,DXGBPTDI,"",V291067,2022,10,267.737,906.778,144.558,631.781
300,MAT548770,PL11,VJPW9C2D,"",V844827,2024,03,2351.677,20.814,430.02,236.349
300,MAT994178,PL23,D3UEEYME,"",V518319,2024,09,3288.826,669.817,21.646,1529.573
100,MAT670215,PL41,KHMTFDH5,K,V584134,2026,12,4138.012,976.944,30.474,806.293
400,MAT415671,PL11,NRNJNHEV,O,V796673,2023,01,3058.758,337.804,488.64,1883.219
400,MAT535578,PL10,AP0MQ2I5,E,V798675,2026,03,3794.654,468.916,222.077,313.767
200,MAT617898,PL08,4YHSB03Q,O,V456592,2023,02,3261.598,469.674,123.813,645.668
200,MAT565437,PL26,L1A1HQ23,Q,V424443,2026,08,1135.704,782.059,156.49,1185.49
200,MAT803666,PL42,1K3T6L43,E,V884851,2022,09,463.608,495.397,27.789,535.835
300,MAT317049,PL29,6CXA9SCD,O,V599741,2025,10,4422.868,237.723,110.43,362.252
200,MAT467315,PL10,NGGG8F01,"",V222013,2022,10,4329.793,730.663,277.886,487.858
300,MAT107355,PL20,01UMGXK7,Q,V572872,2022,11,796.502,342.309,390.874,86.96
300,MAT933717,PL07,7JTB3WRS,Q,V305861,2023,08,3144.475,338.211,474.632,1835.155
400,MAT314248,PL44,7PAT4WKA,Q,V683020,2024,03,1216.127,660.525,350.256,77.588
300,MAT907878,PL30,RIXX8PPC,"",V107432,2026,01,3683.635,818.66,36.041,1799.842
100,MAT581553,PL02,TON72H33,"",V106955,2023,07,4480.748,593.566,13.455,1551.878
300,MAT698358,PL29,N07H7064,K,V294196,2026,12,681.462,99.318,252.668,1873.319
200,MAT741765,PL33,1ZHTTZYH,Q,V679602,2026,01,3518.897,603.796,11.541,1031.504
400,MAT509117,PL14,TFXAU7CA,K,V352404,2023,07,2754.816,374.413,365.38,1601.622
200,MAT820161,PL32,XUDPNI25,K,V716579,2024,01,197.272,333.749,161.191,425.139
100,MAT251814,PL02,4Z09UBBU,K,V248043,2024,02,109.248,448.662,442.406,1633.206
300,MAT525523,PL21,BRPLBBA4,Q,V680178,2025,12,519.689,840.506,255.765,1957.613
400,MAT305778,PL45,5ZVTZSZK,K,V356100,2023,10,587.313,628.532,56.032,1955.331
400,MAT775912,PL43,HWTIUIM6,O,V801137,2026,07,3642.945,963.615,443.308,43.132
100,MAT302713,PL15,QOYA072F,K,V882707,2022,06,1709.432,955.357,495.959,558.671
200,MAT114021,PL50,8AAI5SPD,K,V883539,2024,07,2925.81,860.041,117.729,1315.241
100,MAT879071,PL02,A480UGS6,O,V337181,2024,12,137.924,745.77,225.796,414.029
400,MAT699554,PL13,U6S4Z22H,Q,V663310,2023,10,1537.021,510.774,138.463,801.932
400,MAT405317,PL12,O2XST2UW,O,V305243,2025,07,4857.325,859.36,328.748,1209.55
400,MAT963050,PL43,KSLE0L36,E,V416279,2026,05,1561.082,27.473,264.294,894.732
200,MAT627458,PL37,TR3J22VW,"",V187844,2025,07,4927.221,528.756,474.341,104.518
400,MAT881217,PL12,135NZPHB,O,V702612,2025,03,1075.446,318.995,146.479,961.853
300,MAT427626,PL47,453TRBE0,K,V167086,2023,06,2276.083,221.05,366.954,1164.011
200,MAT296500,PL35,YPMO1MSM,"",V416266,2022,10,2938.27,557.058,98.142,1279.506
200,MAT882042,PL03,VWDQPN7S,K,V993464,2023,09,4847.261,708.597,457.779,1494.288
300,MAT242582,PL08,KAU6A6Z1,O,V747654,2024,02,2762.862,941.294,242.746,13.777
300,MAT869404,PL35,J82ASURW,K,V296275,2022,09,3446.573,834.203,372.464,249.131
100,MAT342134,PL46,QPPJAMW3,K,V452021,2026,01,815.44,126.362,96.595,25.491
200,MAT738770,PL37,AHMW2OXA,E,V441202,2024,01,4709.746,342.055,300.962,1385.51
200,MAT583097,PL12,MYES0T1U,O,V920050,2024,01,4250.768,742.588,456.797,1505.967
300,MAT458807,PL32,QSZXMI08,K,V813049,2025,09,2626.269,781.913,262.588,892.992
300,MAT753745,PL05,AMQQ8Y3A,K,V207725,2024,12,1707.126,848.033,133.161,368.549
400,MAT748893,PL07,W7NU432W,E,V904171,2026,04,2505.482,698.025,460.218,1179.178
300,MAT562191,PL41,8ZTUF6RK,E,V878698,2024,10,1921.633,604.92,451.084,508.601
300,MAT671331,PL12,R362H0EG,Q,V365644,2026,10,3330.7,46.659,13.403,1835.836
200,MAT991446,PL44,KAL2GRTM,E,V303565,2023,04,2390.575,25.215,100.111,1356.289
200,MAT328038,PL09,R34Z8GKV,"",V928853,2026,02,3601.136,701.947,404.824,618.426
