EINME,INSME,LABST,LFGJA,LFMON,LGORT,MANDT,MATNR,RETME,SPEME,UMLME,VKLAB,VKUML,WERKS
91.527,97.99,5214.139,2024,03,S074,100,493501128802267087,365.037,803.764,495.948,101850.55,14039.13,P002
875.951,1014.134,1376.488,2026,06,S067,100,427413049671114307,292.727,93.705,73.921,18735.63,1537.88,P009
989.784,1324.666,7915.697,2022,12,S021,100,291745941402491402,69.721,982.748,2523.331,226138.89,100322.78,P030
739.719,352.261,2358.982,2022,03,S056,100,460882511183742552,111.792,435.0,2990.041,33049.26,97310.48,P036
1453.448,898.11,5770.607,2026,04,S015,100,144747532167326485,233.173,31.501,1519.88,99358.38,28007.66,P041
1493.535,1235.209,9475.658,2025,02,S010,100,492036207507653143,296.337,465.088,1001.971,234721.04,39523.22,P042
726.534,150.188,7690.229,2026,04,S024,100,391925152629713393,180.685,439.43,473.084,225681.03,12491.44,P002
308.216,1490.603,3840.226,2023,10,S100,100,951220272012769449,139.389,833.151,1107.044,62141.83,20544.1,P040
311.258,1406.31,7871.785,2024,07,S058,100,671730371035152295,321.931,803.063,832.172,280383.88,21665.42,P006
1406.185,1230.549,5514.126,2021,09,S045,100,519123415033381704,245.674,498.182,2375.362,167702.11,85104.93,P014
653.918,1540.823,4352.803,2020,06,S070,100,617106051455921389,90.836,782.482,887.553,91307.55,34608.23,P046
1167.919,1128.844,6057.389,2024,01,S053,100,171605325161218924,376.387,403.329,1183.362,207819.45,26226.64,P021
330.983,943.374,4365.131,2025,11,S029,100,214422143824926685,468.846,647.157,737.116,130913.44,16682.15,P046
1115.012,1025.601,9570.821,2026,08,S050,100,337791383620722096,426.954,844.905,2556.307,191206.49,44170.63,P023
1187.436,674.493,5859.964,2021,09,S032,100,327799165060957562,125.533,190.003,2135.851,79684.53,53395.21,P033
188.623,251.419,5181.772,2023,04,S036,100,254809907431537842,192.57,796.945,1631.325,118840.23,17244.72,P004
1253.047,1413.609,8661.66,2026,11,S051,100,830879085275491335,28.501,66.512,2160.267,246462.25,43477.05,P046
533.946,333.279,1794.537,2023,05,S023,100,918641135034668146,362.114,850.89,943.86,64239.87,25791.68,P027
1133.714,834.101,1195.908,2023,09,S022,100,244623876286624984,234.229,427.661,1546.407,44050.19,44738.17,P032
700.552,618.598,5878.566,2023,01,S010,100,238772524691892282,29.461,178.143,1563.686,108558.63,24264.37,P001
456.153,56.52,3900.644,2024,06,S092,100,981295875054156493,416.082,824.691,2797.411,124220.08,47428.91,P040
131.817,1952.858,7646.172,2022,01,S029,100,200478215267081046,442.727,568.63,1184.426,94177.84,17048.0,P022
149.696,627.151,9795.515,2024,09,S014,100,741409485519509313,148.302,813.584,2495.503,356187.28,75050.51,P033
1415.463,1240.608,9138.275,2024,02,S024,100,780302953377665973,400.376,282.46,2096.358,137456.2,32086.84,P042
258.362,1755.112,713.293,2026,06,S076,100,869933953498217906,462.319,481.889,314.499,19240.23,10770.66,P021
260.005,537.881,5743.779,2024,08,S039,100,431973480370804703,418.148,435.298,1259.747,212414.01,40522.73,P007
145.531,929.771,8903.15,2023,04,S059,100,686570562350118798,202.655,299.648,702.119,106147.12,12143.27,P044
418.759,742.658,9843.462,2025,03,S019,100,190249067335774012,58.887,908.846,567.283,124040.25,6986.2,P033
1407.625,274.913,7238.395,2022,03,S034,100,975443993979927366,283.966,24.541,1365.033,155029.03,31217.79,P041
973.439,595.446,1380.656,2024,01,S018,100,198524917188565095,92.11,461.06,1488.542,54836.36,54725.66,P010
628.576,1869.137,1124.017,2023,02,S095,100,997681588031899214,347.956,128.7,1749.489,33182.06,68445.92,P022
1399.764,1434.705,6492.978,2020,09,S085,100,866041953458768283,269.009,240.904,1668.402,86920.03,54548.09,P005
1278.209,802.777,8828.624,2020,05,S026,100,244102683527487875,382.209,709.722,604.643,336874.49,22594.76,P014
1310.095,1171.691,1169.915,2022,03,S056,100,910446284085806127,333.35,344.605,1818.03,37707.42,40380.69,P003
1376.262,245.44,3011.272,2026,05,S073,100,713018156432806979,347.696,979.751,536.554,103087.75,11701.55,P010
1344.086,1018.337,4901.047,2025,01,S052,100,529529876111419189,107.584,173.957,2002.598,94824.34,31793.65,P036
533.3,1366.856,2634.172,2023,04,S019,100,348310774345282894,429.489,429.19,1367.188,83753.0,16821.79,P029
1402.382,1919.981,996.541,2024,10,S080,100,123083780839073490,419.223,120.549,2405.398,19647.31,83568.97,P036
1206.996,1391.235,8335.139,2021,10,S020,100,297116907560930430,339.985,54.963,2989.894,279057.76,113071.24,P040
800.649,1303.466,6098.822,2026,04,S064,100,916921319188169596,447.767,568.502,2244.339,120704.92,77528.39,P026
1345.594,965.529,5013.829,2020,03,S063,100,897857512586947984,470.024,685.371,808.234,164317.6,28134.53,P040
12.465,1287.43,6397.972,2023,04,S042,100,276678490557259624,241.662,921.346,1329.996,214449.04,19653.98,P010
20.498,539.479,8884.059,2026,02,S093,100,299373688259058879,406.103,418.947,624.669,311582.2,21734.75,P043
1223.349,313.302,5116.136,2022,10,S004,100,406126828531534341,16.345,901.915,2936.766,157207.52,104675.53,P042
1329.69,127.547,7739.893,2025,06,S022,100,734085318389644425,295.004,349.395,859.19,163978.11,13408.35,P029
1447.485,635.083,7715.003,2025,01,S082,100,861099613443817786,468.522,778.73,2582.022,221672.94,51945.58,P004
183.886,622.812,755.503,2024,12,S004,100,121561505895861538,380.045,896.046,425.433,28575.6,8978.44,P002
421.915,1972.934,1394.037,2020,11,S037,100,848429072597645287,172.211,828.071,1047.845,50445.94,11370.27,P022
225.9,104.935,3660.912,2024,01,S091,100,428266166766886024,423.261,683.415,2487.102,92260.17,69131.42,P020
1069.399,267.964,5943.168,2024,06,S049,100,699583005596950719,297.443,711.629,764.66,140907.4,11550.57,P009
1419.201,787.98,3838.322,2023,09,S047,100,519490331961662433,395.777,227.363,2589.945,151801.2,43484.17,P028
637.719,1652.742,9921.547,2024,03,S020,100,471724839193435585,470.15,663.665,2488.444,173577.28,98757.6,P014
692.854,1597.044,8435.133,2022,07,S096,100,736770281070284870,363.119,659.459,2116.479,167481.98,24802.89,P024
315.213,1097.092,1637.879,2023,07,S034,100,187789386690940561,439.635,344.726,2362.998,65301.62,81753.09,P039
337.75,138.801,3588.62,2021,11,S079,100,721522096881971160,365.845,782.615,1032.599,106597.74,37743.3,P028
839.863,888.638,7354.51,2024,08,S099,100,635892087266313198,297.275,395.882,1015.989,99653.8,31201.26,P042
1311.676,1834.888,7937.812,2022,10,S002,100,675972181652433722,208.795,339.877,0.172,196333.35,6.65,P005
762.35,628.76,5570.891,2022,03,S018,100,149491940791884604,351.429,329.906,25.131,183245.43,849.1,P023
925.638,569.636,6098.886,2022,08,S058,100,393493807863830016,13.705,641.207,2555.477,156055.07,98222.74,P025
171.135,1968.108,6138.654,2024,04,S053,100,554357197648923568,403.848,657.27,2983.514,99685.66,87484.61,P043
792.986,3.103,6040.743,2023,01,S099,100,174665927696090121,166.198,722.156,2510.111,128347.58,73711.53,P050
520.57,577.455,3086.616,2021,10,S019,100,436058946432063913,470.543,243.34,2411.142,104097.61,87439.08,P035
217.231,1685.284,4693.638,2026,05,S020,100,808400826836599899,218.576,47.802,2245.976,83489.93,72151.47,P022
1122.142,1233.271,9147.447,2026,02,S079,100,762419589817259711,123.403,160.633,1571.347,146055.29,52783.0,P044
281.927,1367.509,8223.394,2025,02,S021,100,356909636508650812,435.088,289.338,1832.7,298938.87,54484.25,P038
1169.45,1922.154,8310.684,2024,08,S011,100,540253638309129804,44.002,154.559,833.166,301926.27,11842.63,P039
822.597,160.568,3086.475,2024,05,S025,100,195025960259939479,200.943,547.911,1626.557,91400.86,64457.41,P049
397.521,377.362,5518.42,2021,02,S084,100,391949330965066417,346.71,295.487,1108.093,185783.69,37463.14,P004
435.284,421.806,4925.578,2020,01,S080,100,554368228523631519,481.217,634.538,772.244,89539.92,14905.89,P002
1109.475,1471.203,8024.404,2026,01,S012,100,119887159358552530,138.118,953.778,277.823,140464.92,6029.17,P019
1035.699,1814.091,4015.761,2020,02,S055,100,521112460507484952,49.539,500.859,1944.109,81807.46,48050.81,P018
709.759,494.773,3891.389,2023,09,S033,100,612792474318041808,34.988,342.571,1781.992,73401.7,58888.36,P029
1495.515,1174.574,4091.644,2026,04,S040,100,697578017940285028,67.711,808.568,376.843,96544.48,6972.82,P042
916.001,1880.808,4537.279,2021,03,S014,100,301577226668762025,45.647,866.593,2425.289,105568.63,42962.99,P047
1070.287,1910.39,105.279,2021,03,S037,100,827211144535906660,398.617,621.032,934.128,1329.43,21822.71,P019
245.89,1609.039,9202.142,2024,12,S036,100,381093873939347654,111.2,320.099,1435.067,351067.1,42649.31,P001
1079.158,278.348,730.332,2023,01,S081,100,570870449862127956,455.219,157.859,1007.973,9229.11,30387.98,P028
841.824,944.404,1345.992,2022,11,S060,100,914703846441279007,251.114,391.822,2710.394,51897.33,61855.03,P001
781.01,1476.768,9498.708,2020,04,S020,100,301968501425321186,50.21,706.311,2887.994,135918.16,67346.81,P008
1420.64,1415.308,2802.457,2025,08,S056,100,325578534857050078,281.931,699.663,1578.36,72266.93,51765.97,P047
148.045,1275.188,1989.522,2020,02,S042,100,318632050034832405,231.199,402.96,432.132,28693.57,4600.67,P033
789.941,1816.34,1812.972,2020,05,S061,100,981242297100709292,411.471,603.773,43.001,54859.43,1620.55,P037
309.515,592.2,1523.371,2026,02,S094,100,862452744674265257,97.665,898.052,1980.208,54889.48,45154.64,P002
479.519,1257.84,4241.942,2024,03,S026,100,803416258207706674,471.172,15.469,1906.562,157493.33,46125.37,P032
1438.444,734.74,455.481,2025,11,S022,100,170413688871429141,367.003,800.32,1285.141,5383.74,47184.86,P020
951.444,97.931,1500.816,2026,02,S006,100,209556213271257958,265.817,922.469,285.444,15268.13,3182.69,P006
339.435,1165.431,203.197,2026,02,S011,100,262269124519177036,100.895,214.243,1534.886,7326.34,39888.15,P032
552.827,269.017,2588.094,2024,02,S038,100,207832222300271463,82.279,435.466,1442.589,67327.35,53214.43,P045
987.837,1145.959,2642.57,2026,02,S049,100,694802983342099377,109.719,504.078,23.784,40195.61,455.51,P003
1215.741,473.46,5011.884,2023,06,S083,100,264272699000493320,481.706,98.411,249.23,109915.21,5731.58,P018
325.936,361.153,7134.413,2022,06,S062,100,994841281571884404,15.187,644.771,1301.608,245822.18,14956.87,P041
108.374,701.082,6553.067,2025,03,S069,100,992354556854254057,454.022,585.355,2024.447,187616.04,40784.42,P047
1352.58,115.52,9648.918,2020,04,S008,100,580057868791524353,338.879,472.223,508.101,295064.84,7372.42,P020
102.304,1237.714,1543.267,2024,03,S023,100,532657766645679964,174.031,282.406,491.172,35413.35,16943.19,P001
280.236,1711.882,7571.063,2022,02,S027,100,353265510457211670,277.459,661.972,2685.323,156120.26,90004.25,P018
287.444,222.748,5120.121,2025,03,S046,100,784207425397604468,322.259,360.299,1438.946,53784.82,23288.98,P019
738.91,642.39,1317.7,2020,12,S042,100,227860212539424762,14.077,15.238,771.391,41300.25,19155.56,P019
829.021,1775.221,9657.087,2021,11,S028,100,732680725254479466,133.455,737.85,1375.202,335718.31,25539.6,P017
247.051,500.168,2980.692,2022,08,S033,100,256246229058600573,16.26,628.694,1519.367,48163.28,40175.5,P020
339.429,1640.045,707.08,2024,09,S062,100,199027797052973034,336.791,947.737,886.453,16057.37,34479.06,P017
415.61,1126.145,6622.09,2024,04,S011,100,979340352657655021,422.581,739.324,1221.038,193430.97,14423.83,P004
290.354,1986.633,3052.695,2025,05,S024,100,761439214332061937,94.71,499.475,620.214,77257.09,16744.73,P001
1466.372,60.61,9050.238,2025,07,S053,100,600860611899554556,83.849,592.003,100.167,145437.21,2770.57,P043
766.36,1376.537,4672.99,2022,09,S040,100,729704979868444228,157.872,347.05,735.242,151341.86,21252.0,P010
570.611,1696.896,7050.629,2022,10,S099,100,576442951619552486,29.116,230.015,427.857,123216.63,8310.57,P030
426.239,126.23,8973.364,2025,07,S064,100,960146407514918756,234.6,751.816,773.905,211990.47,30211.28,P050
825.778,346.374,6121.807,2021,09,S008,100,782081805552487618,348.186,619.603,207.817,196833.96,4602.16,P041
767.791,712.951,9756.641,2024,07,S093,100,275664031705994149,209.16,687.642,2668.454,184017.53,66678.44,P014
231.109,1518.454,3377.174,2020,07,S070,100,412608613091215614,326.599,393.763,2471.963,37848.79,97598.92,P013
1422.273,243.796,276.461,2023,04,S075,100,347091327646786064,197.756,410.615,545.267,3324.98,16856.41,P032
1416.216,1428.933,7148.296,2025,06,S063,100,731269168396903599,75.955,762.528,2274.572,277172.07,69179.97,P034
1444.23,373.222,2965.729,2024,11,S048,100,830879085275491335,234.144,125.532,2177.965,96673.45,76871.67,P009
607.586,1628.595,8979.236,2024,04,S002,100,458538938825391319,66.213,58.874,2076.133,174506.77,29791.97,P005
1406.024,1815.603,7113.289,2026,04,S071,100,508687988170299556,488.883,482.146,521.364,113968.39,10232.43,P009
194.402,381.555,8114.266,2026,07,S099,100,240499864535106854,3.101,198.433,1584.857,295937.72,48990.05,P011
720.941,1941.333,5166.329,2020,07,S064,100,802216818042043634,476.175,857.128,66.255,169984.3,2118.94,P032
1259.375,222.583,8359.486,2026,07,S095,100,227860212539424762,251.27,607.803,2797.742,205233.0,43078.91,P020
1141.897,1723.404,2340.028,2024,08,S009,100,950343863099464830,453.032,549.745,1712.449,64139.9,24110.46,P042
562.97,1120.912,4623.096,2024,07,S036,100,809639231614654043,228.412,827.658,2386.535,103996.58,82682.48,P013
153.834,800.042,7966.215,2021,07,S039,100,501927834516949541,145.697,484.232,2861.084,81261.21,46211.83,P008
352.366,1016.91,3964.229,2026,12,S087,100,100207743156399419,241.435,754.979,1109.698,155254.07,43519.11,P032
851.654,1855.253,2722.653,2021,02,S100,100,549114360623525231,229.024,458.413,2830.214,66603.92,94940.04,P027
128.514,249.625,1947.948,2025,10,S010,100,418823082064590074,437.659,837.631,2651.906,51677.37,88107.74,P039
118.297,1365.225,8317.568,2022,07,S039,100,512132456605569994,215.751,147.449,700.876,95757.96,21587.31,P039
1419.769,1390.666,1615.818,2023,10,S013,100,332444878085319072,364.117,68.777,1700.884,43711.74,54862.89,P034
1103.464,1769.819,9888.985,2026,12,S095,100,673540108686415478,253.168,435.076,1181.129,336445.05,22787.45,P011
1188.906,47.73,9797.344,2025,01,S084,100,963429690695179418,423.417,241.271,2937.33,386772.7,77510.21,P034
1287.577,1693.314,7463.184,2021,06,S032,100,520793164191494822,434.757,62.917,80.152,206821.89,2891.31,P011
356.822,1388.998,6572.639,2026,08,S041,100,782630035269671194,229.529,325.536,2944.135,95101.72,109084.68,P040
873.334,903.67,2559.824,2024,07,S020,100,249403212327144431,162.101,627.281,1086.332,49052.56,22526.68,P011
941.913,1848.564,4006.17,2023,03,S084,100,538296771859129660,151.841,345.439,251.189,102401.41,3204.26,P025
710.644,848.454,6220.401,2024,03,S094,100,806015944061291130,301.06,936.835,1698.282,88664.24,58448.29,P010
986.659,1075.686,8780.735,2022,09,S072,100,985234734401625756,82.54,327.731,1897.532,298952.13,29819.49,P039
943.006,1968.62,715.458,2023,06,S064,100,980883808073003107,434.034,995.895,1133.689,20243.93,15301.16,P034
273.242,1191.734,2198.564,2021,01,S082,100,348812324667673922,136.326,515.741,2430.221,44158.84,63389.93,P015
495.009,1186.908,7369.753,2026,03,S044,100,529529876111419189,92.232,862.397,2389.759,208067.95,86701.62,P020
748.513,1295.559,5851.676,2023,04,S008,100,680809426233831107,232.071,594.46,2380.391,91167.66,45867.35,P039
867.837,1635.238,240.084,2023,07,S083,100,821591307678302175,115.054,897.414,1484.977,5802.69,28209.55,P011
241.913,1408.306,4519.909,2020,07,S019,100,570870449862127956,161.995,183.818,112.851,114452.05,1479.94,P016
190.293,1963.115,74.708,2026,01,S057,100,326426875191046209,106.44,847.135,385.381,1539.1,9493.99,P035
289.348,1928.934,3951.259,2025,07,S063,100,983054279915788811,161.147,761.42,805.563,143088.87,8379.65,P021
529.121,431.616,4835.127,2020,04,S013,100,339633244331979640,445.442,685.299,78.314,182296.78,2715.2,P022
1323.217,1662.27,6408.212,2022,10,S084,100,457660366617087871,167.922,974.125,1414.039,71862.53,42702.51,P042
615.251,765.693,3128.157,2023,03,S063,100,913145787827845341,189.366,194.361,1161.492,80278.17,38117.43,P035
222.657,633.367,5768.955,2023,09,S064,100,279932403459527137,418.305,187.055,2932.46,81653.97,114304.24,P013
1163.714,563.825,3571.163,2024,02,S048,100,668970973459093895,61.21,325.666,524.713,61275.34,15499.99,P018
1232.527,214.19,772.027,2021,09,S097,100,488536562993036778,274.871,681.156,2856.404,16962.87,42407.82,P008
1475.455,286.816,8926.685,2022,02,S077,100,599534139648620765,441.434,788.47,2470.186,292875.43,75087.62,P012
860.561,66.48,500.802,2023,11,S083,100,884563566281208223,442.049,454.489,1350.201,15411.55,31623.73,P033
722.045,1763.671,3416.456,2021,04,S046,100,210936105789146446,498.183,581.763,1405.239,96890.25,41220.65,P036
999.669,1727.911,2355.009,2025,03,S096,100,192633988632851271,462.082,960.519,2202.226,93564.84,70514.72,P015
1078.987,1483.31,2771.706,2024,06,S075,100,385669150418510347,444.048,69.252,2663.991,59994.69,98552.92,P050
1427.497,474.773,1814.242,2026,03,S091,100,985558810390593858,103.819,210.485,2215.33,40479.25,71638.21,P036
187.235,871.686,6241.329,2023,02,S069,100,208640364790278839,135.931,526.166,2312.815,232392.54,29336.16,P003
987.17,315.696,4625.293,2023,05,S080,100,382319253460471240,390.168,378.66,279.035,51420.39,8544.3,P010
612.449,505.666,2886.056,2023,09,S030,100,566218176642191884,295.706,389.068,2833.403,113799.92,30440.44,P014
504.356,338.836,5064.764,2021,08,S006,100,150409579582575593,187.145,793.344,341.137,167411.53,7276.45,P046
1282.573,1671.829,7578.576,2024,04,S098,100,704202379960652784,470.398,543.333,825.625,290945.0,31396.41,P034
928.54,1257.833,9814.538,2025,06,S059,100,158905964438633496,59.376,105.33,1275.826,332635.18,46854.59,P006
416.041,204.152,7875.946,2025,12,S025,100,917044405397877055,296.011,134.754,1702.268,276933.9,50838.13,P030
596.509,175.957,949.721,2025,09,S006,100,228119680111535652,269.969,119.235,2853.287,17687.59,107187.52,P022
610.564,468.882,5164.687,2024,08,S004,100,471820295365517133,254.295,481.356,2056.497,206443.03,45412.83,P032
911.846,1880.505,2726.535,2023,07,S086,100,739812575392369894,113.163,699.816,274.694,82912.99,8271.31,P046
947.041,600.789,8052.772,2024,03,S082,100,542957501748006862,196.815,81.693,2578.754,275606.63,83246.84,P039
887.079,899.594,1971.806,2022,10,S003,100,979288855612417984,181.392,720.148,2558.801,68929.57,40861.54,P043
259.036,1456.855,6430.021,2024,02,S096,100,679565129733020015,353.293,992.692,481.707,211539.79,14734.11,P040
744.264,304.344,2322.682,2025,04,S038,100,845086897734028419,401.873,841.812,912.472,53833.62,13306.97,P041
484.476,1678.28,7613.617,2022,10,S011,100,405636443376468077,337.677,243.039,2013.521,236796.45,71502.09,P001
1268.095,703.849,8242.489,2025,09,S077,100,433972968564047067,45.794,955.339,2809.306,276531.61,99453.02,P035
1241.415,219.885,3810.572,2025,10,S031,100,668607000432422936,38.264,683.61,342.696,101416.25,7294.33,P028
1481.018,1259.745,8641.795,2020,07,S010,100,856622181608286222,235.002,304.605,2002.928,195947.97,31011.31,P026
1492.855,955.563,6882.78,2026,03,S070,100,980749384898979132,344.29,142.732,2640.758,256273.79,27325.01,P042
1073.828,1690.044,8873.769,2023,09,S016,100,461588964962369166,478.693,156.407,577.007,195628.54,17897.8,P050
1118.516,1815.589,5765.627,2020,04,S064,100,200457612350856689,29.072,217.519,1782.647,121923.34,40359.35,P035
615.202,1154.95,172.929,2023,06,S089,100,289091489898735527,449.534,276.107,2868.055,6702.92,99916.61,P044
912.154,1531.746,5910.43,2020,01,S048,100,528842924365091156,170.603,840.962,123.607,113434.77,4252.96,P021
1086.235,590.496,680.078,2024,06,S065,100,505914345018120362,463.544,400.95,2999.836,20410.53,43774.23,P028
1266.098,63.636,7681.61,2020,06,S059,100,548643321784923308,336.527,392.011,1290.838,294143.63,39174.61,P043
733.599,1265.193,702.165,2020,03,S003,100,456049494781050979,450.825,371.587,834.605,26971.86,21864.09,P020
343.804,1640.993,554.62,2026,07,S040,100,200190197766411025,132.662,785.316,2879.828,6605.11,78781.1,P002
1168.162,513.16,7487.578,2023,12,S088,100,100786319684574038,231.828,822.783,2364.365,256210.35,32222.33,P035
676.274,968.948,5035.307,2020,07,S072,100,847164627908998131,478.997,507.276,2035.567,105273.33,72371.89,P009
1306.322,1136.904,5371.562,2025,11,S032,100,706055449912645454,478.354,605.671,1692.873,181194.15,37447.26,P020
1243.488,849.598,515.217,2025,06,S096,100,921165359079993995,65.337,746.49,1532.645,19236.23,29043.59,P021
1200.214,260.889,7068.661,2022,05,S021,100,216409354983286366,172.476,221.478,1094.554,216610.54,22887.49,P001
745.786,1254.656,1655.867,2026,07,S015,100,873501317482205112,192.69,728.377,1945.698,23325.06,43150.59,P003
543.822,1978.877,1952.715,2026,09,S084,100,623309415914272640,33.268,147.84,1479.661,31267.56,52324.72,P027
811.904,1982.215,741.667,2025,04,S099,100,594841404093499264,441.265,691.21,2932.893,9850.13,59855.72,P015
350.028,1618.316,6476.77,2024,05,S092,100,677968406170991129,122.196,628.594,2618.825,248436.44,40936.93,P031
514.395,1568.325,9311.415,2020,05,S044,100,630329778562597187,16.094,885.809,493.555,154675.24,6985.24,P043
1045.087,189.657,8839.305,2020,11,S097,100,809290414349772830,85.807,454.852,1923.677,175193.2,20091.08,P019
1489.183,136.882,1455.701,2023,04,S041,100,404545421679722203,431.388,505.667,917.666,46568.75,21689.6,P038
1467.878,1802.085,9378.691,2020,12,S017,100,674601002560159190,482.954,252.021,2415.957,132420.73,49915.79,P020
4.639,145.137,7483.396,2020,06,S031,100,822619565668179223,110.845,591.102,1385.448,238450.76,20591.03,P004
1342.098,281.325,608.315,2020,08,S044,100,846102314308333837,320.555,424.626,2257.466,23618.91,23205.23,P001
1251.927,1639.615,1695.306,2026,10,S073,100,235442854903599818,394.636,803.574,2119.874,20670.78,44743.29,P018
1053.354,1106.221,1202.105,2020,09,S094,100,656504752738104129,142.327,349.648,297.563,28496.97,4641.4,P020
983.18,157.628,3751.468,2025,07,S075,100,886607704681074572,134.338,662.245,2940.48,54868.86,51656.34,P044
1471.492,1569.448,8703.413,2024,03,S069,100,927971897789786722,420.709,630.281,2901.395,227474.68,72744.72,P003
331.487,1793.673,9601.665,2025,09,S003,100,323913912750353088,163.267,982.275,790.225,241441.49,17998.59,P016
744.818,1837.766,2599.574,2025,06,S091,100,621564337160922198,420.939,561.39,2752.714,70977.2,83332.31,P016
898.343,641.802,7629.765,2023,07,S067,100,459446450350027453,176.419,46.066,720.582,290150.19,17582.75,P002
699.021,1236.787,7824.893,2021,03,S055,100,166009030709049985,12.704,869.278,2246.327,156917.05,85496.53,P033
542.46,1835.494,5993.272,2020,07,S056,100,577435875735921256,180.021,406.4,1580.312,138068.8,53266.08,P006
918.012,1609.86,6045.12,2021,02,S031,100,546499962614763025,289.949,48.999,1069.048,193026.29,24243.8,P050
1191.22,1681.96,8149.275,2022,02,S044,100,579036066127300395,309.491,642.205,331.119,245875.26,10757.06,P036
7.5,1318.702,5534.336,2026,03,S080,100,660016099496056805,310.132,103.165,2788.726,207341.58,33229.97,P037
1443.015,1063.247,2038.145,2020,07,S057,100,129106612013123671,96.058,625.783,921.981,80129.71,25353.89,P023
1080.986,1310.061,4854.168,2020,12,S015,100,121437948077070997,459.689,973.946,778.759,71531.29,30823.0,P017
809.623,1383.374,6578.301,2025,06,S095,100,235895524094763334,430.905,809.295,1409.278,117902.92,50312.41,P027
1462.921,1701.009,8698.965,2024,03,S096,100,507151353104314802,69.855,145.029,334.501,306555.3,6999.58,P048
94.297,341.366,6016.709,2024,07,S039,100,331423420909104985,117.035,290.194,1463.113,112064.86,25263.41,P046
1154.451,333.104,6735.275,2021,06,S089,100,396895961489357175,323.998,215.144,768.431,98739.9,29188.63,P028
417.356,1890.435,9287.3,2026,11,S078,100,184251311461550431,91.562,892.507,1351.743,208813.26,49971.15,P039
310.835,1466.241,6295.021,2023,02,S040,100,459405241867260299,486.199,368.075,1339.243,162449.56,13615.46,P025
1467.691,520.219,9000.201,2026,03,S100,100,472136184356792846,497.769,717.397,1162.371,173176.26,12283.52,P035
340.682,466.212,6683.449,2023,07,S079,100,201547303938339675,42.252,801.34,2100.416,144729.45,32240.04,P024
1033.951,1877.457,1212.901,2020,11,S030,100,811905507217319518,178.839,631.526,648.724,16812.25,9075.83,P026
1076.302,706.838,1756.962,2021,12,S094,100,865404993182103243,444.169,518.461,1226.095,31105.42,44857.09,P011
591.323,1831.625,4224.743,2020,11,S039,100,109955178971998957,39.622,654.811,1518.198,148478.92,46616.88,P037
796.027,1106.922,8697.268,2025,03,S002,100,922609616621601093,52.308,113.722,2229.71,266426.42,34308.35,P003
939.293,1420.526,9863.092,2024,08,S042,100,660683068201362388,418.2,56.683,452.805,227883.8,5662.56,P008
509.662,1036.352,8902.236,2021,09,S082,100,563293761851250798,36.641,21.965,280.49,169806.63,3096.5,P012
659.035,1251.66,7601.24,2021,10,S060,100,229386800608105284,94.273,255.735,2607.597,130408.25,84198.15,P011
505.325,1140.881,3922.772,2023,07,S010,100,536933713292869231,160.607,399.454,2068.819,153126.03,43118.48,P012
914.902,840.303,6446.045,2026,12,S071,100,502724056114633303,247.182,585.528,1127.141,169634.45,24516.64,P001
1298.017,812.992,6461.468,2020,02,S073,100,818535334028380831,222.601,678.893,2224.099,195881.96,80499.6,P037
953.368,1022.12,7900.811,2024,01,S046,100,911122165318032645,45.537,465.291,1584.902,199748.68,26931.51,P018
1483.896,1731.455,9052.144,2026,01,S067,100,125482417591807642,131.899,231.949,1940.37,268278.46,65194.34,P032
870.13,450.735,1584.062,2022,06,S013,100,839405270477652294,114.747,652.537,2691.185,48120.75,55203.25,P047
770.121,57.871,2530.974,2021,07,S036,100,854282440986964595,300.2,413.86,200.368,51909.46,2590.29,P004
1045.853,1403.531,6223.361,2026,01,S033,100,426801823874425666,201.696,244.925,2307.897,244593.46,63594.55,P029
610.703,1498.615,239.75,2023,03,S056,100,426738541557461528,267.336,15.773,1515.774,8707.51,46871.26,P024
767.75,1407.88,1691.184,2026,11,S027,100,994575645232961584,432.921,593.033,2368.934,52596.57,79701.23,P041
357.155,501.0,730.891,2020,11,S076,100,629489182520955542,403.145,961.266,1542.191,10879.5,59045.1,P038
58.985,751.002,8870.19,2025,05,S048,100,267618739652978072,132.546,26.701,471.246,173226.74,8413.22,P029
1191.875,269.589,7808.2,2020,07,S082,100,369389728228977395,64.631,702.244,707.03,150418.87,15817.65,P038
1479.663,1554.23,3039.948,2022,10,S038,100,722000130438160547,407.736,792.938,1117.134,36706.3,28679.97,P036
582.342,780.838,6292.741,2024,11,S017,100,395694172083302711,205.485,269.447,890.352,206389.9,31388.83,P013
1476.067,242.657,4979.112,2022,02,S075,100,205985846211642555,483.759,772.643,2704.264,81194.99,41007.47,P003
645.945,916.038,1431.044,2025,03,S077,100,251797979009203187,488.001,808.098,2328.538,25339.01,41208.04,P023
149.974,1439.969,7994.114,2022,05,S031,100,807470102216876168,100.997,749.313,2313.146,217740.45,31948.66,P035
1210.56,198.478,6258.071,2023,04,S021,100,602444578872610745,441.403,155.817,316.964,159056.2,9128.53,P047
708.601,188.882,3904.206,2026,07,S048,100,724445088003782391,238.892,323.557,376.724,69526.5,10197.14,P021
82.38,358.035,3884.77,2021,06,S075,100,707832541091392227,262.694,855.27,183.884,116233.95,2195.1,P042
251.15,1117.85,1580.284,2020,01,S036,100,788432942660734715,119.988,547.151,1094.739,35183.4,13751.52,P022
