CEINM,CHARG,CINSM,CLABS,CRETM,CSPEM,CUMLM,LFGJA,LFMON,LGORT,MANDT,MATNR,WERKS
1470.554,BATCH3868,38.891,5289.394,327.243,730.113,93.71,2025,08,S023,100,337791383620722096,P022
681.022,BATCH5899,167.042,574.994,476.642,848.223,454.327,2020,10,S004,100,810282194931048034,P022
1368.017,BATCH8555,562.996,5050.607,165.817,500.607,1951.493,2025,03,S036,100,884860499163349692,P008
1067.201,BATCH1888,1069.555,3725.103,495.845,909.159,2532.769,2021,07,S059,100,935837828536707342,P037
344.751,BATCH6474,1573.451,781.953,93.002,9.746,2773.668,2021,03,S070,100,152876208584825757,P016
989.94,BATCH3551,1596.184,5214.396,421.463,714.995,2008.745,2020,12,S063,100,457429635703016960,P023
126.864,BATCH4528,1261.422,1563.223,175.281,990.504,693.926,2026,09,S082,100,502823840042323159,P045
1045.238,BATCH0503,913.893,209.088,239.042,270.821,93.951,2022,02,S098,100,920993108074272953,P008
331.438,BATCH3773,1355.738,7780.123,212.462,718.24,2583.181,2023,01,S069,100,327002376111943948,P012
678.065,BATCH0149,1160.539,2183.097,276.752,386.645,69.962,2026,01,S016,100,636905213840006419,P002
1140.906,BATCH8210,1171.737,5048.54,256.234,230.82,943.349,2026,11,S046,100,485343705475783421,P029
467.628,BATCH2595,512.15,8112.934,44.897,971.719,2616.467,2022,05,S005,100,273467450369520633,P016
893.706,BATCH2306,1418.11,2792.108,169.956,762.932,1299.641,2026,05,S008,100,565044637907176427,P044
927.549,BATCH6784,1149.105,9929.231,38.34,282.977,2382.59,2020,05,S087,100,202239725075713747,P037
704.44,BATCH4159,621.487,109.337,78.622,40.756,2819.596,2025,02,S041,100,624331907002756561,P047
685.887,BATCH2372,937.592,8487.533,74.544,556.944,1094.022,2021,09,S084,100,556254881706524236,P026
980.946,BATCH3690,1025.388,2212.75,461.332,541.484,267.578,2023,08,S022,100,325520396767677454,P007
1013.772,BATCH2487,1513.18,3538.061,157.912,537.669,2508.98,2020,02,S075,100,142979688390198869,P036
1.832,BATCH0014,34.324,5514.543,39.756,940.913,363.786,2026,04,S100,100,806536083881407190,P045
988.278,BATCH8437,1514.966,919.965,177.89,171.896,2581.681,2021,04,S018,100,217944528833545519,P034
647.762,BATCH1893,715.074,9520.971,187.693,196.006,1975.534,2023,09,S076,100,215172699671739350,P008
885.022,BATCH5055,760.356,3538.62,2.615,540.485,2381.367,2022,10,S039,100,511397095237655706,P028
1124.027,BATCH9573,1900.881,1680.484,255.572,737.647,1263.179,2021,12,S060,100,234648925321536031,P004
291.272,BATCH9768,245.053,6107.712,497.861,216.174,311.558,2026,05,S014,100,991433895057351537,P032
714.961,BATCH5793,1534.228,1851.891,159.344,419.857,40.976,2020,08,S060,100,967258784588061829,P002
245.063,BATCH5575,146.967,6356.63,4.667,392.503,2986.678,2022,10,S097,100,789069310650075527,P018
935.413,BATCH1784,1931.003,468.091,3.892,104.55,2467.309,2021,10,S093,100,827764816459242184,P007
425.383,BATCH7634,1218.303,5647.238,409.157,626.281,499.154,2024,10,S020,100,248213831104040726,P045
240.568,BATCH2147,1525.031,7574.054,141.563,84.19,2981.306,2023,06,S014,100,988718355446407683,P033
247.459,BATCH4755,1710.818,6029.041,305.38,965.251,958.639,2020,04,S081,100,131115957871366775,P033
1046.05,BATCH4626,1111.137,1469.25,55.843,189.153,2474.762,2022,02,S054,100,259107175202784239,P009
1492.696,BATCH7557,1562.836,4.782,261.14,370.142,580.419,2022,05,S095,100,103590188630065093,P044
320.351,BATCH6232,714.836,2100.639,343.475,923.799,478.647,2022,05,S024,100,629360927502445178,P044
904.632,BATCH0682,126.23,765.733,81.068,658.931,2244.56,2024,05,S075,100,137704579445750864,P046
761.229,BATCH6186,1712.022,8539.989,284.35,779.505,509.715,2026,03,S043,100,855007633773225069,P007
245.896,BATCH0720,636.363,9736.051,27.581,225.329,2475.584,2021,06,S058,100,371965076944366981,P042
372.608,BATCH4899,655.206,2308.777,222.748,27.89,1986.346,2025,11,S022,100,353990776455848097,P025
840.126,BATCH4828,889.471,1404.593,492.037,958.151,1658.664,2025,03,S095,100,696312637651595155,P023
45.849,BATCH6544,739.998,2839.869,396.534,261.505,1973.674,2021,01,S026,100,454358211072081425,P036
1198.521,BATCH9805,839.232,6401.261,113.533,504.776,2809.277,2021,10,S017,100,202136521664264177,P041
845.697,BATCH9581,1580.174,7298.931,310.086,130.404,822.237,2023,11,S024,100,211664041937487896,P009
1183.427,BATCH2904,1047.452,6432.946,250.641,417.935,2970.87,2026,08,S070,100,656799308279387833,P034
861.523,BATCH5581,57.332,1872.164,26.817,627.798,2948.025,2024,03,S052,100,198524917188565095,P035
784.629,BATCH7504,1239.197,5394.54,297.601,592.026,102.405,2023,02,S086,100,540070751041374346,P031
1101.71,BATCH7416,1119.608,6912.067,172.801,622.074,713.921,2023,12,S009,100,273467450369520633,P046
698.2,BATCH8885,842.299,3615.732,399.266,380.663,303.935,2022,08,S086,100,936365073706975072,P037
650.584,BATCH7627,478.209,4333.125,263.661,155.153,939.549,2022,04,S020,100,789596011119048534,P043
430.713,BATCH5801,1114.066,9219.428,340.695,970.031,2980.098,2022,12,S036,100,647821186790422693,P048
177.543,BATCH0418,123.367,225.997,231.149,303.453,1647.231,2022,12,S089,100,819843051631172778,P022
610.916,BATCH4737,1276.433,7542.106,78.645,814.736,2806.737,2026,02,S050,100,460920789111314338,P031
116.218,BATCH5246,1294.902,3884.709,337.716,153.01,2694.522,2020,07,S083,100,982060635595355919,P040
1370.723,BATCH2118,692.128,7470.038,430.699,259.842,2264.109,2026,07,S071,100,150734469500789206,P031
896.786,BATCH2998,1060.862,9414.568,416.991,571.474,876.066,2023,05,S093,100,521120466065918070,P019
855.055,BATCH5437,1942.387,3851.885,487.111,836.575,2721.969,2025,06,S066,100,488944216897005273,P003
1281.512,BATCH4284,1500.31,5192.367,69.907,241.047,2684.216,2026,05,S099,100,441697578658300689,P044
1135.568,BATCH6158,275.574,8165.319,121.034,122.09,2382.708,2020,02,S022,100,916608219571869382,P022
692.707,BATCH8738,1071.569,3698.677,296.686,949.145,957.02,2026,04,S015,100,277361188569793691,P004
784.132,BATCH3103,260.322,3934.836,472.863,222.862,1489.844,2022,05,S026,100,111137506897227878,P001
274.119,BATCH6924,36.33,9199.808,443.355,926.45,987.402,2026,10,S032,100,926908218468812172,P009
987.798,BATCH3022,729.727,2402.922,498.199,926.706,426.953,2025,05,S037,100,490509227929342549,P024
1382.62,BATCH4372,860.089,8754.489,315.172,862.522,1408.065,2023,11,S017,100,810748168098792043,P032
566.481,BATCH1075,778.271,9345.787,235.777,77.696,230.417,2023,04,S092,100,477609075637702377,P032
19.676,BATCH9469,1715.439,5971.86,344.015,920.02,1229.576,2023,01,S033,100,133589603702792034,P038
1446.239,BATCH7646,911.862,8476.415,34.584,2.331,2129.395,2021,04,S064,100,562217779985713051,P008
348.649,BATCH5897,1182.274,9913.137,283.782,61.443,389.094,2020,07,S025,100,800041936709820855,P024
1200.494,BATCH3323,1306.447,7220.518,160.907,575.435,983.516,2025,11,S019,100,157017826647227748,P004
1463.664,BATCH4570,161.705,7218.648,327.666,179.815,2013.197,2020,06,S081,100,230394050974135321,P011
299.93,BATCH7870,1288.373,3090.422,355.893,186.555,2013.86,2026,08,S084,100,111137506897227878,P028
325.372,BATCH6794,1573.279,5338.045,145.661,367.323,769.873,2024,10,S086,100,259970866241114632,P001
1386.407,BATCH9922,1169.278,3231.49,495.054,620.669,1676.867,2021,08,S037,100,327690444470456911,P034
1001.715,BATCH1602,1292.926,8799.368,277.514,109.485,2518.725,2025,01,S077,100,911082867853865543,P028
1437.572,BATCH7568,698.313,1910.064,31.708,548.169,1865.549,2025,02,S022,100,399137914665019917,P020
1402.779,BATCH8656,1105.781,3162.521,167.534,445.774,1419.248,2026,01,S032,100,766066388395846392,P047
1445.183,BATCH5803,1559.45,3705.151,408.372,120.105,2632.326,2023,09,S084,100,824482885129786166,P002
719.512,BATCH4643,146.645,3753.841,208.342,927.094,2318.269,2024,07,S056,100,571745012054626841,P017
831.467,BATCH2549,769.018,6440.482,23.208,605.261,2579.069,2021,08,S025,100,970716588007743753,P025
148.499,BATCH6532,273.228,8845.302,456.2,10.488,128.454,2023,03,S057,100,241020268739589473,P049
1269.172,BATCH8981,1048.766,9513.205,65.534,169.191,237.114,2025,07,S041,100,330530847792755847,P003
1222.639,BATCH6671,1509.049,4222.247,191.156,138.393,1200.984,2025,07,S026,100,811787673452952171,P012
712.119,BATCH7262,825.138,9886.051,404.451,528.662,2682.128,2025,02,S062,100,849760142162847742,P019
270.979,BATCH4896,1647.241,7883.929,347.159,826.649,546.656,2020,05,S052,100,988718355446407683,P011
652.745,BATCH3120,1353.099,5679.13,472.311,341.741,18.83,2021,07,S049,100,433955664192255246,P036
1001.867,BATCH9832,1995.399,7031.218,275.142,369.864,2187.469,2020,02,S041,100,204177467325246876,P034
1006.939,BATCH3572,1006.308,7023.463,59.684,315.881,766.143,2021,03,S091,100,748105188099633776,P005
447.105,BATCH5774,1601.395,9481.838,179.292,16.284,2142.344,2021,05,S003,100,947507498294548257,P030
769.829,BATCH4257,400.156,7316.251,444.366,978.762,595.805,2023,05,S042,100,680036515757396657,P048
657.708,BATCH3186,1924.568,906.477,117.842,365.66,1218.741,2024,09,S011,100,210702726667600596,P017
1073.966,BATCH1573,464.204,9673.255,63.447,340.808,31.554,2025,01,S002,100,700919096408982606,P041
1469.355,BATCH5748,412.81,9766.397,84.613,350.484,1972.836,2021,10,S058,100,818143289562981070,P024
1427.618,BATCH5871,1118.685,5443.116,116.401,669.665,2858.866,2025,07,S026,100,455649133771200949,P025
29.038,BATCH4339,371.873,2476.664,332.156,3.234,1558.762,2026,11,S067,100,634954668963359476,P006
1013.864,BATCH5255,84.101,0.032,99.34,736.859,2617.661,2024,02,S053,100,118757954146503618,P006
723.595,BATCH9938,516.501,2874.797,19.551,426.19,2409.725,2023,03,S069,100,753289113285006821,P023
408.802,BATCH5732,237.734,9447.9,204.274,512.101,2247.378,2026,11,S040,100,720528671407869062,P016
779.647,BATCH2009,1453.591,2633.212,122.207,139.963,838.671,2025,07,S099,100,733677741445116567,P030
963.656,BATCH6931,83.835,8622.538,90.301,656.852,372.113,2025,04,S038,100,414813707086573099,P015
126.625,BATCH8176,1321.812,4072.121,66.539,505.616,2593.349,2023,05,S073,100,806536083881407190,P010
706.195,BATCH1965,806.353,544.065,335.872,205.106,595.811,2023,10,S091,100,825057456339123765,P050
1033.307,BATCH4735,8.377,876.726,128.287,842.62,2775.717,2023,12,S009,100,832089378784113896,P021
1219.569,BATCH3251,667.725,7744.382,256.255,105.897,2133.499,2023,04,S008,100,156129464155207376,P005
1276.461,BATCH8452,1447.958,5696.052,381.258,439.743,662.593,2020,09,S008,100,718579613842649501,P028
640.215,BATCH4366,1224.057,4267.322,482.162,311.025,425.582,2023,08,S050,100,346824625927111253,P044
1485.773,BATCH7714,1498.453,7058.143,191.891,353.6,561.883,2025,02,S086,100,329587814866119515,P034
491.027,BATCH1801,1703.745,7574.35,254.742,605.066,36.279,2022,08,S053,100,256279323183292827,P025
677.693,BATCH7253,651.157,8695.379,192.061,625.206,966.424,2025,12,S010,100,544394464428802944,P027
1136.62,BATCH0771,1846.101,9306.412,153.844,903.981,1313.196,2025,03,S076,100,317163769293386982,P021
669.175,BATCH7273,1214.562,8856.52,422.273,791.415,2079.257,2023,08,S024,100,117252542018421960,P021
683.182,BATCH2418,1079.641,5664.057,418.41,207.786,1697.643,2023,02,S074,100,237233512197261245,P047
1486.032,BATCH0588,1129.245,5013.831,146.624,145.948,1973.468,2024,11,S056,100,950655211073984689,P005
722.473,BATCH8926,478.915,4396.245,374.448,61.435,102.917,2020,06,S002,100,232799542439098636,P050
473.427,BATCH3056,575.946,7295.413,339.235,632.091,2075.164,2026,04,S083,100,336448364271937321,P005
472.095,BATCH4266,427.359,2576.786,342.471,454.733,2444.928,2021,03,S063,100,328059999413358616,P038
967.103,BATCH3090,1121.437,7355.54,293.612,291.521,2872.888,2024,10,S050,100,565483660513827236,P046
715.084,BATCH0375,256.593,2465.568,473.193,620.828,1250.219,2022,05,S071,100,488869625323465415,P036
510.699,BATCH6391,942.224,3836.136,448.376,952.657,1990.218,2020,09,S029,100,476328325328626971,P026
1410.608,BATCH1449,284.369,2544.388,50.426,947.264,583.126,2026,01,S008,100,126845154088003200,P045
1074.09,BATCH9549,1579.79,7258.809,49.503,669.962,2727.45,2022,10,S006,100,836586823815947020,P041
629.67,BATCH8663,84.986,1443.597,264.334,857.272,1110.719,2024,02,S056,100,523128651042851001,P034
66.764,BATCH3809,1474.57,2634.436,90.75,979.952,585.423,2024,05,S033,100,328053921798716670,P036
792.988,BATCH6420,1029.347,7074.368,38.482,674.651,1340.657,2020,04,S035,100,699563767589600894,P045
665.732,BATCH2944,629.79,9228.247,200.171,136.519,1068.991,2023,04,S043,100,881553994735307041,P023
887.853,BATCH3714,287.86,6487.297,68.342,826.861,1183.845,2026,07,S090,100,675736338119226438,P045
111.668,BATCH7889,1964.127,9959.441,165.133,592.343,2934.493,2023,09,S055,100,276678490557259624,P041
1053.809,BATCH9449,1481.721,4395.785,43.02,539.422,2325.918,2022,10,S056,100,224829312278652866,P041
1009.324,BATCH5349,1198.401,3194.377,438.282,64.937,1999.942,2021,01,S058,100,645810060853108281,P018
866.516,BATCH8420,1263.674,6888.431,210.731,866.272,1003.308,2020,07,S046,100,531942066493059853,P045
1176.446,BATCH1735,1644.579,1244.901,494.638,819.546,735.669,2020,08,S073,100,836093177850235611,P011
121.57,BATCH6947,1122.854,1833.904,210.297,966.192,2506.696,2026,12,S001,100,237768126239170287,P040
126.21,BATCH9708,1205.976,34.977,489.341,972.991,734.954,2023,10,S071,100,610982457356560626,P039
581.441,BATCH8796,1817.908,8921.466,71.742,612.093,2097.127,2026,06,S060,100,150561901344370066,P040
423.314,BATCH0099,1608.269,9890.456,322.579,728.117,2778.517,2023,06,S053,100,702068869028138489,P007
1493.445,BATCH6260,790.023,4220.828,456.814,720.144,2095.339,2026,09,S066,100,242839066494556584,P025
1429.757,BATCH4006,1737.397,7968.645,282.074,60.072,2477.093,2022,07,S016,100,194358383350447337,P003
722.759,BATCH5902,1937.102,468.658,435.637,292.225,1242.238,2026,08,S034,100,780673483145280563,P037
154.629,BATCH0234,684.047,9274.009,209.054,320.711,2042.058,2020,07,S096,100,448814415375365027,P001
112.365,BATCH6838,1370.209,9257.399,274.271,752.494,1641.502,2022,06,S041,100,843566452832101460,P032
476.766,BATCH2769,1937.258,9388.979,406.292,517.973,2245.709,2020,08,S058,100,489913325966719949,P045
296.702,BATCH6313,431.06,5826.628,481.409,492.281,2635.507,2021,07,S047,100,418701746269897001,P047
744.241,BATCH7249,1239.564,3172.898,400.071,140.971,598.706,2022,04,S039,100,406101722817385231,P009
833.885,BATCH6325,593.638,1214.1,68.827,610.895,804.106,2020,07,S089,100,874166101688053922,P041
1069.853,BATCH7067,1866.381,2306.832,265.616,627.229,13.242,2024,03,S094,100,564812438111167730,P024
658.604,BATCH4996,593.076,1919.52,187.099,510.947,225.219,2025,10,S057,100,202097116022049442,P024
1092.218,BATCH8970,1118.109,4219.63,27.884,898.321,1990.392,2025,12,S002,100,629935020922703813,P011
777.929,BATCH4286,350.319,6906.001,84.078,749.178,2364.182,2025,11,S077,100,364372952418711979,P020
96.052,BATCH7970,1639.596,4282.623,197.125,712.829,2225.61,2020,03,S085,100,696312637651595155,P014
595.156,BATCH4995,482.751,5576.947,185.377,91.328,1100.553,2023,11,S023,100,201331806431925319,P048
26.185,BATCH6430,1242.16,3210.879,311.346,543.355,2112.1,2026,02,S061,100,147093614836705860,P040
394.878,BATCH5529,654.787,924.829,233.86,684.172,1301.459,2024,05,S067,100,907888274854117899,P012
412.663,BATCH7021,1120.357,681.235,186.742,310.497,2107.788,2020,07,S045,100,693442076211553528,P049
459.472,BATCH0880,1236.637,7515.31,188.03,437.702,977.463,2022,06,S043,100,405529621778375882,P022
1304.942,BATCH5348,1417.553,2973.877,304.059,997.08,925.278,2022,06,S031,100,809545913016437570,P004
996.102,BATCH7396,814.858,5583.76,129.274,558.482,2747.125,2024,09,S071,100,739410776863051183,P027
1153.762,BATCH6677,181.564,1280.397,234.285,917.451,1728.905,2026,11,S069,100,407125858277777587,P025
1037.858,BATCH9733,1757.395,2112.1,356.876,655.182,2504.111,2023,12,S008,100,899241124783989480,P038
653.369,BATCH1864,1415.213,2136.227,192.17,864.443,559.283,2024,07,S054,100,278258437323540511,P004
383.665,BATCH8806,1854.461,7522.358,271.716,847.29,1197.992,2020,02,S031,100,975831897633310284,P034
744.107,BATCH4159,696.23,9082.79,266.895,992.815,2652.703,2026,10,S033,100,839920200773387455,P040
603.656,BATCH1311,507.137,7287.674,376.723,555.137,2997.511,2026,07,S046,100,947956434879465583,P018
753.633,BATCH2429,1163.445,6401.069,385.067,330.265,2080.23,2024,11,S013,100,283897809735208779,P044
243.898,BATCH7124,1188.355,8055.173,86.487,54.965,1608.542,2025,04,S010,100,744984070062260715,P006
912.028,BATCH6835,905.625,9481.26,85.728,904.436,598.522,2022,08,S003,100,927450726701894684,P001
1345.091,BATCH6420,1265.191,4252.926,359.086,337.111,815.841,2021,04,S019,100,322163423540883386,P005
642.741,BATCH0210,1676.124,2796.146,455.834,593.483,361.551,2026,03,S026,100,826504971896196604,P011
1389.234,BATCH2713,1283.06,7522.089,420.91,915.083,280.474,2023,09,S002,100,463091997957580393,P024
1146.576,BATCH1699,1228.304,1655.927,5.717,820.084,1365.71,2020,11,S054,100,891878939718932713,P043
585.664,BATCH8245,244.433,7234.574,47.1,760.654,1014.247,2025,03,S049,100,509337032336944313,P007
473.6,BATCH6078,199.68,2684.034,174.795,811.089,49.01,2020,02,S056,100,614316357407853558,P001
1345.516,BATCH0013,1147.215,8787.272,496.081,934.349,2780.374,2025,02,S048,100,200478215267081046,P024
1013.992,BATCH1492,410.294,5416.543,223.806,727.243,174.081,2021,05,S082,100,216409354983286366,P002
426.063,BATCH6009,1532.698,2286.49,249.507,352.243,2059.297,2023,08,S097,100,272239699152777145,P015
8.391,BATCH1823,1392.407,2691.85,229.817,688.43,727.637,2024,05,S060,100,189543950679768858,P027
378.868,BATCH3950,1527.451,7936.316,284.952,877.859,1842.286,2024,10,S006,100,370504843689181078,P024
260.481,BATCH6771,831.733,3316.699,191.866,275.085,447.527,2026,05,S065,100,195507708490494578,P049
20.047,BATCH6867,201.697,3312.225,122.037,587.347,343.368,2024,01,S097,100,980298404576184888,P045
1440.463,BATCH9491,1366.039,9473.028,114.893,570.763,56.033,2026,03,S014,100,606900662485790841,P040
528.757,BATCH4177,1478.186,9784.253,217.163,659.892,479.883,2024,02,S081,100,839095364019862757,P033
705.74,BATCH5361,1569.502,7174.385,108.351,752.73,2287.222,2025,03,S061,100,382319253460471240,P002
248.355,BATCH9054,1634.058,6480.265,390.146,982.263,2012.175,2025,09,S089,100,502185374227985724,P018
1358.297,BATCH6781,402.126,2983.892,216.993,998.83,400.019,2025,08,S040,100,780335894003461108,P018
844.958,BATCH6228,1904.843,2663.659,109.345,857.032,408.945,2022,04,S002,100,875439844023369251,P025
504.228,BATCH4810,1570.701,1556.986,187.648,442.867,42.614,2025,09,S016,100,413994564759283922,P007
1497.618,BATCH6753,1544.167,6838.44,489.438,267.303,719.346,2024,01,S095,100,167168257342704387,P017
1038.013,BATCH5663,1229.095,3742.086,125.188,363.046,2689.389,2021,06,S056,100,792968124984331647,P040
893.818,BATCH6860,525.965,6883.568,469.79,429.307,2754.563,2022,10,S094,100,135138465864604923,P040
1350.374,BATCH6769,1020.376,9373.234,466.441,978.193,574.884,2026,10,S010,100,753580402371843477,P001
271.545,BATCH3634,933.199,7680.193,89.853,992.72,2529.724,2026,02,S029,100,663981604571607929,P044
187.806,BATCH9263,990.704,6084.814,434.093,736.144,1776.135,2026,07,S027,100,543866656719694529,P030
1083.216,BATCH0522,1391.557,4356.654,262.701,790.676,378.781,2025,09,S044,100,591924949069226155,P037
959.429,BATCH2561,1627.029,5731.856,80.209,263.978,1045.595,2022,09,S004,100,324712729151202628,P047
1101.349,BATCH1337,1590.929,889.674,121.801,539.592,2838.758,2022,10,S054,100,740214834930814189,P010
1448.723,BATCH4410,684.259,9365.469,463.699,321.22,1254.28,2025,11,S095,100,969726479539052075,P022
907.461,BATCH1067,1505.988,6367.956,99.628,338.403,58.406,2021,07,S044,100,209556213271257958,P037
1159.34,BATCH6874,1088.378,1309.772,167.452,454.183,285.126,2022,11,S050,100,836888842652792189,P025
725.457,BATCH2138,474.004,1319.595,177.401,816.854,1020.634,2020,06,S081,100,416166821556769258,P041
1477.569,BATCH2319,1146.094,15.332,269.446,760.399,2948.078,2024,11,S048,100,471627628746464276,P003
330.216,BATCH5189,1215.084,6052.814,249.945,996.448,2488.835,2021,03,S058,100,243329801655372606,P049
961.587,BATCH3330,1632.456,4346.94,422.731,589.054,2532.828,2022,01,S099,100,898287285879422892,P047
406.363,BATCH7157,55.697,4744.845,179.775,61.14,1807.067,2023,05,S001,100,847312368090506244,P008
1109.346,BATCH1421,873.711,2253.293,15.198,197.39,487.683,2026,09,S087,100,462277003990776957,P049
631.062,BATCH5011,1204.297,7681.612,237.242,446.454,1569.085,2021,06,S082,100,699563767589600894,P024
428.153,BATCH6840,169.839,8689.654,390.538,185.745,1084.008,2024,10,S094,100,825123884213081281,P040
116.373,BATCH3561,1663.416,9138.689,493.507,525.54,2197.83,2026,12,S060,100,431009057151742439,P036
728.71,BATCH6513,1451.63,8899.275,322.236,41.817,2713.789,2024,09,S017,100,239064337623617997,P049
289.607,BATCH6596,71.575,7713.02,143.258,963.431,660.53,2021,02,S093,100,288570659676091287,P005
1267.822,BATCH7006,754.212,6812.634,14.567,961.214,2336.695,2024,10,S002,100,933346350302555022,P024
618.192,BATCH3795,1935.132,9771.861,81.325,575.842,377.614,2022,11,S017,100,296130268194802738,P007
146.045,BATCH4235,865.146,9478.85,226.672,325.824,2141.967,2021,10,S051,100,351459075070633015,P050
1253.379,BATCH8682,207.336,5859.443,285.159,838.268,1187.603,2020,02,S003,100,491094522703204481,P021
931.236,BATCH1493,1099.22,8521.383,208.156,666.688,1804.527,2025,08,S021,100,925611039595575416,P012
1368.498,BATCH7754,1093.891,9527.575,43.92,316.462,2656.606,2023,07,S075,100,472146902298000370,P009
236.786,BATCH0290,1908.844,707.063,283.831,335.236,2752.603,2026,10,S029,100,504515416797340780,P048
471.716,BATCH3693,974.615,2367.324,382.1,448.577,1038.872,2025,05,S091,100,207099267484500321,P048
1145.496,BATCH9677,1561.09,2900.072,160.255,266.9,1108.699,2020,07,S048,100,564523309007740413,P014
346.296,BATCH2731,534.458,941.163,121.491,127.04,1412.334,2021,05,S049,100,228630029966288082,P023
785.067,BATCH2040,105.146,2106.015,22.688,242.964,834.152,2026,04,S073,100,741251161339735796,P019
287.947,BATCH1720,1457.664,443.641,443.375,398.498,2655.763,2021,06,S025,100,715140595153577936,P049
954.153,BATCH4021,308.569,1266.661,32.653,416.124,852.42,2022,01,S083,100,768426361469091504,P010
101.585,BATCH3927,762.686,4302.484,259.717,155.786,829.891,2025,02,S040,100,931791198432685143,P004
44.428,BATCH3552,1614.515,5069.866,352.31,331.322,41.547,2026,07,S096,100,878491396468676750,P037
820.066,BATCH7540,1019.466,4911.416,206.386,798.387,2923.899,2026,05,S035,100,607683080539327224,P002
778.176,BATCH5035,516.578,3801.109,215.978,66.576,1816.945,2020,06,S030,100,787434050572647925,P040
452.252,BATCH4076,235.754,445.453,256.112,339.607,1460.91,2026,01,S085,100,276129615018697515,P013
421.821,BATCH5275,1297.447,4011.078,209.139,366.073,2815.814,2020,12,S064,100,808504455786931344,P002
608.647,BATCH7125,1594.671,6919.339,154.571,864.22,22.512,2025,04,S020,100,235702272357026451,P033
728.935,BATCH2101,1195.511,2373.995,357.447,809.904,1214.301,2025,02,S033,100,872447353604806071,P011
1459.762,BATCH0502,906.552,4536.094,273.916,922.307,195.372,2020,06,S045,100,881498572170272275,P031
35.042,BATCH7537,1499.005,647.889,165.359,988.175,2809.356,2026,01,S055,100,316763191833916704,P049
780.506,BATCH3590,1657.948,3579.888,149.241,802.817,2809.21,2023,04,S003,100,922337679200013723,P045
926.144,BATCH3968,1068.79,6166.48,160.538,589.907,1653.877,2026,02,S082,100,219748071436569553,P036
772.181,BATCH2447,1953.203,9997.531,369.773,92.063,2484.849,2021,01,S026,100,591174918308557077,P009
1349.727,BATCH2371,78.984,2823.718,254.139,723.577,2011.682,2023,05,S006,100,657633229806500847,P037
689.406,BATCH0629,1852.306,7178.158,223.679,829.264,2801.159,2026,05,S022,100,196976009002938542,P015
978.721,BATCH5713,1253.505,6999.474,481.201,660.783,2638.325,2023,06,S045,100,856884124193240282,P006
363.218,BATCH3747,1796.189,2688.581,288.572,396.425,2175.155,2025,10,S067,100,978464219935642866,P034
1298.294,BATCH9223,732.684,4332.213,405.77,984.429,2737.793,2022,12,S083,100,176193126713961031,P004
1313.544,BATCH4231,1882.805,6658.786,350.217,684.527,1779.885,2026,05,S015,100,374024873987538546,P019
289.243,BATCH8387,1022.996,8871.051,60.909,943.554,2477.504,2021,02,S051,100,816973265419428868,P022
1026.69,BATCH1352,246.568,9766.595,178.823,728.122,2548.851,2022,02,S026,100,285589748433197524,P033
1309.832,BATCH5566,605.051,311.12,0.668,726.701,775.194,2024,03,S033,100,574230127846229726,P010
1026.302,BATCH8681,73.482,695.012,9.525,85.819,2361.966,2025,06,S032,100,952016019271111351,P007
1452.184,BATCH7491,842.781,7558.447,299.644,711.98,1585.272,2021,09,S059,100,604432187756968599,P045
717.076,BATCH0219,1798.771,922.47,345.154,493.934,709.343,2021,10,S056,100,493362271063225398,P011
857.752,BATCH8688,1720.517,9241.698,308.33,433.968,739.517,2022,06,S037,100,585461632383748642,P050
1264.836,BATCH7673,272.446,8759.571,110.146,873.812,61.197,2022,12,S045,100,235330132105466285,P013
741.129,BATCH7472,1448.252,3498.187,266.26,3.887,93.46,2024,10,S072,100,301577226668762025,P029
219.932,BATCH8736,1226.653,6963.699,310.432,679.052,2471.08,2021,06,S044,100,194096587842028173,P011
775.572,BATCH8708,1523.059,8561.094,96.066,764.611,68.34,2020,10,S058,100,439518246217257014,P009
947.084,BATCH5640,316.05,696.561,451.184,681.068,2135.224,2020,10,S002,100,633114260841738155,P005
1404.752,BATCH5718,127.491,6563.67,422.234,838.214,1105.85,2022,10,S071,100,158479926986523224,P044
1321.126,BATCH1034,734.088,6210.509,239.532,375.025,1794.488,2023,12,S094,100,712442254879925196,P049
134.342,BATCH6951,978.693,8862.871,122.385,267.773,787.526,2026,12,S053,100,646316950620153359,P050
242.64,BATCH3612,354.98,8188.526,223.173,85.614,4.65,2021,10,S054,100,546295170154234463,P049
1468.565,BATCH9772,81.933,8090.135,400.124,327.221,2092.647,2022,03,S007,100,950830295879841990,P012
619.985,BATCH5084,1604.037,9888.982,350.113,220.905,2903.351,2022,09,S067,100,262269124519177036,P049
501.089,BATCH3101,1098.653,1427.49,135.801,969.381,1145.77,2022,06,S045,100,301781892765327535,P050
779.968,BATCH6534,1362.701,8358.171,464.298,771.259,201.04,2025,01,S042,100,642019878678762763,P016
1411.761,BATCH8432,1318.831,8998.088,68.355,94.193,850.294,2021,12,S006,100,635892087266313198,P012
737.974,BATCH5884,1633.747,3586.953,131.578,735.029,2117.882,2020,10,S093,100,594680693125352141,P039
1053.397,BATCH4449,1447.23,8082.065,289.413,860.829,1401.87,2020,12,S009,100,653131607041756416,P047
1062.815,BATCH7359,1130.08,3256.819,407.771,2.255,2915.696,2026,06,S004,100,828173094264971869,P045
