BKLAS,BWKEY,BWPRH,BWPRS,BWSPA,BWTAR,BWTTY,LAEPR,LBKUM,LFGJA,LFMON,LPLPR,LVORM,MANDT,MATNR,PEINH,PSTAT,SALK3,SALKV,SPERW,STPRS,STPRV,TIMESTAMP,VERPR,VJBKL,VJBWH,VJBWS,VJKUM,VJPEI,VJSAL,VJSAV,VJSTP,VJVER,VJVPR,VKSAL,VMBKL,VMKUM,VMPEI,VMSAL,VMSAV,VMSTP,VMVER,VMVPR,VPLPR,VPRSV,VVJLB,VVJSL,VVMLB,VVSAL,WLINL,ZKDAT,ZKPRS,ZPLD1,ZPLD2,ZPLD3,ZPLP1,ZPLP2,ZPLP3,ZPLPR
3213,V041,470.2,490.7,0.65,"","",20240904,7548.097,2023,10,534.55,"",100,349740692302656312,1,K,3703851.2,3703851.2,X,470.2,483.29,20260212121508,490.7,3812,435.01,420.3,6185.534,1,2599779.94,2599779.94,514.0,420.3,S,3703851.2,3212,7101.021,1,3252622.67,3252622.67,441.54,458.05,V,440.72,V,5198.187,2309605.27,6411.255,2906580.54,20230831,20241219,503.39,20251201,20251013,20230821,514.94,519.35,657.68,538.52
3557,V004,366.21,331.87,2.54,"","",20250906,1368.416,2023,06,398.88,"",100,656852529543518935,1,K,454136.22,454136.22,X,366.21,396.34,20260212121508,331.87,3479,363.48,352.54,1130.69,1,398613.45,398613.45,392.43,352.54,V,454136.22,3975,1267.486,1,424481.06,424481.06,345.81,334.9,V,386.43,S,1044.781,328914.94,1045.748,393380.51,20221204,20250712,379.46,20250104,20240705,20240717,384.15,405.88,472.24,414.93
3952,V026,228.37,216.13,3.68,"","",20241127,8327.536,2026,05,228.45,"",100,978841105902926597,1,K,1799830.36,1799830.36,X,228.37,225.32,20260212121508,216.13,3857,210.27,225.48,5907.537,1,1332031.44,1332031.44,195.55,225.48,V,1799830.36,3980,7928.754,1,1693026.84,1693026.84,210.61,213.53,V,226.84,V,5331.496,1117664.17,6971.727,1359861.72,20250204,20230822,253.63,20250222,20250219,20260121,235.21,266.34,298.73,265.99
3438,V044,314.76,344.56,2.32,"","",20230618,6992.956,2023,03,353.03,"",100,227806652039497222,1,K,2409492.92,2409492.92,X,314.76,291.61,20260212121508,344.56,3402,346.17,357.4,5744.771,1,2053181.16,2053181.16,324.09,357.4,V,2409492.92,3997,6072.782,1,1930962.49,1930962.49,319.22,317.97,S,339.56,S,4644.362,1836445.95,5311.95,1659820.05,20250228,20230302,366.91,20250323,20260116,20231124,323.41,406.64,389.76,360.69
3405,V009,238.93,229.05,2.08,"",X,20230520,9190.486,2025,10,286.17,"",100,585238717748270938,1,K,2105080.82,2105080.82,"",238.93,257.99,20260212121508,229.05,3329,248.79,241.61,7728.514,1,1867286.27,1867286.27,216.9,241.61,V,2105080.82,3530,7852.163,1,1625947.39,1625947.39,250.53,207.07,S,220.7,S,7063.119,1572201.0,6737.139,1515374.88,20250518,20230713,280.17,20241207,20250125,20251225,245.17,265.1,294.91,275.93
3368,V016,117.08,116.47,3.43,"",X,20240707,2865.133,2024,11,117.77,"",100,297740243492024139,1,K,333702.04,333702.04,X,117.08,117.62,20260212121508,116.47,3274,127.3,112.07,2271.326,1,254547.5,254547.5,100.31,112.07,V,333702.04,3573,2521.984,1,285766.01,285766.01,115.87,113.31,V,111.37,V,2035.765,215306.03,2046.622,234966.78,20240824,20250313,140.44,20230325,20250601,20230207,135.17,135.69,148.2,143.3
3549,V017,86.19,88.69,3.8,"","",20240506,568.457,2026,12,86.21,"",100,107565584846440682,1,K,50416.45,50416.45,"",86.19,90.44,20260212121508,88.69,3884,84.51,94.8,490.415,1,46491.34,46491.34,79.65,94.8,V,50416.45,3501,495.22,1,40211.86,40211.86,80.56,81.2,S,86.7,V,402.762,38041.7,457.363,33328.8,20231111,20250116,88.62,20230107,20231114,20240908,102.17,105.13,112.28,88.15
3708,V030,66.0,68.8,2.37,"","",20251203,8440.992,2022,09,68.23,"",100,930471869790561335,1,K,580740.25,580740.25,X,66.0,65.43,20260212121508,68.8,3890,59.7,61.68,7292.668,1,449811.76,449811.76,61.59,61.68,V,580740.25,3364,7378.572,1,480418.82,480418.82,61.23,65.11,S,69.05,V,6835.554,393528.9,6031.716,406243.8,20250416,20240107,73.66,20250913,20240224,20240403,76.85,76.05,84.53,67.67
3357,V044,136.49,128.48,3.72,"","",20240220,8519.325,2023,04,150.69,"",100,738919976446728124,1,K,1094562.88,1094562.88,X,136.49,148.42,20260212121508,128.48,3490,129.69,132.81,7259.176,1,964091.16,964091.16,138.4,132.81,V,1094562.88,3942,7877.332,1,990338.18,990338.18,140.11,125.72,V,143.6,V,5902.949,844372.71,6686.917,823547.86,20230701,20250219,152.57,20221209,20230114,20240710,141.02,154.04,170.3,145.69
3136,V022,95.53,95.25,2.18,"","",20230120,7605.469,2026,06,97.85,"",100,544394464428802944,1,K,724420.92,724420.92,"",95.53,90.04,20260212121508,95.25,3650,94.5,85.08,6347.845,1,540074.65,540074.65,87.3,85.08,S,724420.92,3521,6860.096,1,654727.56,654727.56,88.93,95.44,S,91.29,V,5489.45,496275.61,6209.373,556195.35,20250306,20221113,105.89,20240128,20250330,20231124,111.33,105.61,122.88,117.67
3272,V026,126.26,133.83,1.32,"",X,20250101,5253.133,2023,05,128.94,"",100,684621257549585245,1,K,703026.79,703026.79,X,126.26,120.66,20260212121508,133.83,3766,121.72,122.65,3822.986,1,468889.23,468889.23,118.8,122.65,S,703026.79,3094,4654.667,1,619582.72,619582.72,113.68,133.11,S,124.58,V,3470.446,424513.26,3961.006,553319.57,20260105,20250919,143.23,20250707,20230107,20231003,131.74,146.38,170.09,140.8
3419,V047,313.37,304.06,4.24,"",X,20260130,4051.074,2022,09,326.87,"",100,408592643954012988,1,K,1231769.56,1231769.56,X,313.37,296.47,20260212121508,304.06,3290,294.86,321.74,2930.711,1,942926.96,942926.96,287.96,321.74,S,1231769.56,3367,3559.942,1,1012269.51,1012269.51,313.94,284.35,S,332.13,V,2447.454,860826.83,3114.597,868865.5,20251204,20251012,359.5,20250814,20240621,20260127,361.48,379.62,377.33,399.04
3228,V046,453.71,474.04,2.53,"",X,20240609,1653.278,2023,02,470.32,"",100,693617666746259807,1,K,783719.9,783719.9,"",453.71,494.34,20260212121508,474.04,3474,432.87,484.74,1177.846,1,570949.07,570949.07,431.74,484.74,V,783719.9,3601,1599.764,1,729924.32,729924.32,458.49,456.27,V,496.51,V,1062.48,473429.73,1301.047,658078.62,20250615,20250403,508.12,20230623,20230519,20240123,493.77,532.2,625.26,480.13
3898,V038,376.42,359.96,2.12,"","",20230830,3339.996,2022,05,451.52,"",100,457176300737914600,1,K,1202264.96,1202264.96,"",376.42,403.58,20260212121508,359.96,3330,361.82,359.17,2462.195,1,884346.58,884346.58,349.55,359.17,V,1202264.96,3147,2971.169,1,1003482.62,1003482.62,345.93,337.74,V,387.5,S,2114.022,837027.07,2794.555,876774.68,20240627,20240121,438.3,20260107,20230703,20231104,436.35,430.21,494.37,391.76
3072,V018,268.36,249.93,3.31,"","",20251025,6580.868,2022,06,316.77,"",100,268177298369406579,1,K,1644756.34,1644756.34,X,268.36,291.22,20260212121508,249.93,3121,265.4,255.53,5184.055,1,1324681.57,1324681.57,274.78,255.53,V,1644756.34,3981,6078.746,1,1506374.05,1506374.05,259.08,247.81,S,266.92,S,4818.51,1086148.18,5309.283,1382450.62,20230413,20230621,273.67,20250314,20240820,20250313,287.28,334.59,361.8,306.79
3857,V028,335.32,356.75,2.29,"",X,20240318,9219.886,2024,06,356.92,"",100,387969733272054712,1,K,3289194.33,3289194.33,X,335.32,339.32,20260212121508,356.75,3942,338.68,325.53,8209.122,1,2672315.48,2672315.48,358.4,325.53,S,3289194.33,3729,7894.026,1,2683495.2,2683495.2,346.99,339.94,V,310.57,S,7612.093,2500152.21,7297.451,2159287.98,20250504,20230711,385.66,20251005,20250715,20231222,387.7,394.01,437.64,343.86
3799,V030,186.49,181.93,2.96,"",X,20250817,1570.653,2023,07,190.46,"",100,715913171083714470,1,K,285748.9,285748.9,"",186.49,173.04,20260212121508,181.93,3486,197.9,172.99,1286.828,1,222608.38,222608.38,185.91,172.99,V,285748.9,3332,1494.897,1,264581.82,264581.82,176.12,176.99,V,181.48,V,1067.693,202364.51,1209.353,227326.69,20241210,20251110,219.18,20240615,20231031,20221102,219.72,208.55,232.45,186.71
3461,V003,181.62,179.02,2.97,"",X,20251027,2628.638,2023,08,200.91,"",100,515543520623680618,1,K,470578.77,470578.77,X,181.62,194.6,20260212121508,179.02,3541,192.13,181.83,1892.061,1,344033.45,344033.45,178.94,181.83,V,470578.77,3349,2572.867,1,482669.85,482669.85,173.72,187.6,S,187.97,S,1625.652,323206.77,2261.379,390539.17,20231216,20250417,209.32,20240708,20240227,20251101,184.61,206.86,220.68,204.69
3968,V025,145.44,151.01,0.84,"",X,20230427,1235.742,2023,08,172.15,"",100,724541847732038432,1,K,186609.4,186609.4,"",145.44,145.96,20260212121508,151.01,3247,150.99,130.76,1057.022,1,138216.2,138216.2,130.2,130.76,V,186609.4,3345,1059.206,1,164590.02,164590.02,149.24,155.39,S,157.11,S,862.759,119657.2,925.725,147573.34,20231215,20250705,164.38,20230409,20240622,20250817,154.94,168.98,202.09,159.84
3731,V045,285.78,301.91,0.32,"",X,20240420,9616.968,2023,12,302.29,"",100,974674567172966636,1,K,2903458.81,2903458.81,X,285.78,310.55,20260212121508,301.91,3192,258.21,299.58,8346.922,1,2500570.89,2500570.89,312.05,299.58,S,2903458.81,3350,8291.37,1,2493463.7,2493463.7,260.39,300.73,S,259.03,S,6945.856,2101107.86,7626.157,2106161.35,20240731,20251120,306.86,20240218,20231228,20250126,334.59,353.46,354.97,340.19
3707,V022,52.17,50.3,1.51,"",X,20240420,8741.002,2024,07,60.43,"",100,632330133812199372,1,K,439672.4,439672.4,"",52.17,51.54,20260212121508,50.3,3046,57.06,53.84,6752.58,1,363558.91,363558.91,49.05,53.84,S,439672.4,3697,7462.523,1,365738.25,365738.25,47.64,49.01,V,56.07,S,6178.807,330271.71,6482.029,326219.6,20231228,20250212,53.02,20230816,20240719,20240630,56.27,58.17,67.18,64.96
3344,V029,114.76,110.13,0.41,"",X,20230831,4507.312,2024,06,133.58,"",100,623446434936884050,1,K,496390.27,496390.27,X,114.76,116.63,20260212121508,110.13,3603,110.37,109.53,3275.734,1,358791.15,358791.15,107.73,109.53,V,496390.27,3968,4186.935,1,441261.08,441261.08,105.98,105.39,V,126.0,V,2847.219,332576.29,3685.179,384270.93,20250212,20240919,132.53,20250606,20250804,20250302,127.14,135.93,150.43,127.92
3840,V007,208.65,209.7,2.31,"",X,20260131,880.052,2026,09,212.37,"",100,926255812273737694,1,K,184546.9,184546.9,X,208.65,209.67,20260212121508,209.7,3233,212.38,213.63,638.197,1,136338.03,136338.03,224.64,213.63,V,184546.9,3224,756.013,1,160131.11,160131.11,204.84,211.81,S,209.99,V,536.463,128424.46,675.966,134658.21,20250510,20250519,210.53,20230624,20251116,20241005,223.48,248.45,267.89,225.75
3065,V006,213.98,207.95,0.63,"","",20240127,5342.645,2026,09,230.04,"",100,619303241842390547,1,K,1111003.03,1111003.03,"",213.98,220.5,20260212121508,207.95,3247,213.87,183.16,4083.175,1,747874.33,747874.33,187.98,183.16,S,1111003.03,3863,5139.912,1,1088427.77,1088427.77,215.13,211.76,S,224.77,V,3399.385,698606.29,4343.03,1015045.55,20251108,20240912,248.31,20230221,20230921,20240518,220.25,264.46,265.88,229.61
3340,V009,47.76,51.77,1.01,"","",20240513,2773.915,2025,12,52.69,"",100,403348023331966175,1,K,143605.58,143605.58,X,47.76,43.46,20260212121508,51.77,3048,44.33,52.16,2194.929,1,114487.5,114487.5,44.77,52.16,S,143605.58,3806,2381.94,1,112927.78,112927.78,49.49,47.41,V,46.34,S,1909.191,92829.2,2111.075,91300.74,20230218,20230222,49.52,20260114,20231016,20260114,52.59,56.19,60.96,53.07
3128,V024,229.46,213.84,4.33,"",X,20241121,6874.243,2022,03,258.39,"",100,977007801585737623,1,K,1469988.12,1469988.12,X,229.46,237.25,20260212121508,213.84,3822,239.46,195.86,4829.276,1,945862.0,945862.0,240.58,195.86,V,1469988.12,3411,6327.402,1,1233843.39,1233843.39,236.99,195.0,V,242.46,S,4255.896,805700.66,5683.932,1142915.28,20230111,20251015,263.32,20240208,20250829,20230212,262.44,268.6,318.93,255.54
3670,V039,491.47,529.61,4.91,"",X,20251114,3411.816,2023,03,506.37,"",100,632970433200842611,1,K,1806931.87,1806931.87,X,491.47,517.41,20260212121508,529.61,3419,514.71,456.41,2959.193,1,1350605.28,1350605.28,450.66,456.41,S,1806931.87,3055,3193.356,1,1702473.88,1702473.88,447.33,533.13,S,457.46,S,2549.23,1272478.79,2610.487,1457361.83,20250719,20250213,530.42,20221112,20230924,20240321,495.21,567.9,660.07,499.21
3951,V048,12.73,11.54,3.47,"",X,20240324,4292.912,2022,04,13.17,"",100,500411961663385921,1,K,49540.2,49540.2,"",12.73,11.79,20260212121508,11.54,3573,12.1,12.12,3686.142,1,44676.04,44676.04,13.95,12.12,V,49540.2,3957,4031.85,1,42415.06,42415.06,12.68,10.52,V,13.12,S,3079.878,41837.8,3683.473,40069.64,20250430,20251202,13.12,20240106,20240903,20251220,14.45,14.14,17.67,15.72
3033,V007,224.15,225.74,0.18,"","",20230410,7808.137,2026,08,263.77,"",100,469230659590635509,1,K,1762608.85,1762608.85,"",224.15,223.7,20260212121508,225.74,3698,239.44,228.6,5467.023,1,1249761.46,1249761.46,226.35,228.6,V,1762608.85,3344,6895.025,1,1445610.94,1445610.94,202.85,209.66,S,233.94,V,4386.428,1009239.65,5913.62,1224816.97,20230203,20240801,238.29,20240126,20240222,20250830,256.0,271.62,298.8,250.73
3849,V046,274.25,266.91,4.74,"",X,20250428,9210.842,2024,12,305.22,"",100,766056036900353140,1,K,2458465.84,2458465.84,"",274.25,280.94,20260212121508,266.91,3599,270.12,241.95,6778.881,1,1640150.26,1640150.26,297.91,241.95,V,2458465.84,3663,8175.919,1,2098349.61,2098349.61,259.96,256.65,S,278.03,V,5714.402,1343366.43,7600.484,1689577.49,20241109,20250123,315.6,20241103,20250407,20250515,283.31,339.7,372.1,319.68
3746,V025,387.45,359.41,1.58,"",X,20240311,2126.766,2023,09,455.38,"",100,724976324553018860,1,K,764380.97,764380.97,X,387.45,389.62,20260212121508,359.41,3562,357.7,378.63,1566.093,1,592969.79,592969.79,407.91,378.63,V,764380.97,3094,2038.172,1,691347.94,691347.94,368.59,339.2,S,350.94,S,1318.458,533991.43,1713.658,609178.85,20231025,20230701,422.38,20251003,20230709,20250718,415.23,476.63,467.51,482.17
3452,V007,370.55,400.01,0.54,"",X,20240826,8107.224,2024,01,411.62,"",100,102760293302002339,1,K,3242970.67,3242970.67,X,370.55,385.79,20260212121508,400.01,3768,335.22,346.12,6525.206,1,2258504.3,2258504.3,373.06,346.12,V,3242970.67,3968,7550.57,1,3157421.86,3157421.86,380.86,418.17,S,394.23,S,5910.942,1870113.58,6319.461,2761700.14,20241105,20230520,400.87,20230216,20251005,20241005,436.47,454.81,467.07,473.06
3811,V046,203.45,191.12,2.17,"",X,20250921,9970.786,2026,06,217.91,"",100,906741056745294373,1,K,1905616.62,1905616.62,X,203.45,207.24,20260212121508,191.12,3970,202.81,205.61,7713.201,1,1585911.26,1585911.26,215.37,205.61,S,1905616.62,3554,9018.708,1,1780924.27,1780924.27,188.54,197.47,V,218.69,V,6473.854,1354398.75,7991.051,1689695.26,20240130,20231021,205.96,20241019,20250212,20250915,243.43,228.16,259.34,221.1
3817,V047,298.23,303.52,2.35,"",X,20230923,191.511,2026,08,308.45,"",100,913924327274584765,1,K,58127.42,58127.42,X,298.23,298.04,20260212121508,303.52,3420,307.79,310.98,153.908,1,47862.31,47862.31,309.49,310.98,S,58127.42,3449,186.463,1,51471.25,51471.25,280.58,276.04,S,274.8,V,141.355,40817.39,161.748,42474.6,20240117,20230819,306.79,20260131,20251008,20260106,336.55,382.68,383.5,379.14
3669,V002,463.72,433.39,1.7,"",X,20230601,1099.581,2024,02,520.23,"",100,988938182611382023,1,K,476547.41,476547.41,X,463.72,501.53,20260212121508,433.39,3186,437.29,456.98,879.982,1,402134.17,402134.17,409.43,456.98,S,476547.41,3246,1030.028,1,414854.08,414854.08,443.94,402.76,V,481.49,V,739.931,343584.68,884.172,364699.04,20250808,20230505,543.73,20230315,20221124,20231115,509.03,595.43,566.5,554.23
3758,V036,202.31,186.45,2.81,"",X,20240429,1418.843,2024,12,209.25,"",100,388510024466992040,1,K,264543.28,264543.28,"",202.31,196.34,20260212121508,186.45,3190,190.74,179.52,1017.802,1,182715.82,182715.82,195.59,179.52,V,264543.28,3551,1249.282,1,224658.38,224658.38,202.75,179.83,V,188.38,V,894.987,155009.05,1112.144,180805.33,20230528,20231031,229.78,20241213,20250414,20230730,222.03,227.54,267.94,241.16
3907,V039,269.06,245.68,0.67,"",X,20230424,8164.911,2023,04,303.49,"",100,663041124164657488,1,K,2005955.33,2005955.33,X,269.06,294.88,20260212121508,245.68,3739,265.49,241.82,6137.456,1,1484159.61,1484159.61,260.86,241.82,S,2005955.33,3519,7347.302,1,1806701.56,1806701.56,254.61,245.9,V,257.55,V,5478.54,1222642.72,6000.537,1529617.11,20221118,20230512,320.73,20230331,20230512,20260116,276.19,342.5,357.47,288.89
3820,V030,203.75,214.73,2.36,"","",20250403,2980.277,2023,03,207.43,"",100,429462782900165718,1,K,639954.88,639954.88,X,203.75,193.6,20260212121508,214.73,3420,188.68,182.85,2388.081,1,436660.61,436660.61,212.35,182.85,V,639954.88,3650,2568.451,1,538552.81,538552.81,197.79,209.68,S,196.81,S,1990.834,383194.65,2255.513,474689.37,20240402,20250526,213.09,20241005,20231104,20221120,231.04,249.08,254.99,212.13
3492,V009,210.9,212.23,3.93,"","",20230206,9397.532,2024,03,245.35,"",100,754311323610342176,1,K,1994438.22,1994438.22,X,210.9,192.19,20260212121508,212.23,3490,214.83,191.16,6991.244,1,1336446.2,1336446.2,190.15,191.16,V,1994438.22,3418,8026.622,1,1746031.08,1746031.08,206.06,217.53,S,224.38,V,6360.459,1117168.99,7085.854,1653451.92,20250401,20260118,217.0,20241018,20250612,20230710,252.69,236.91,289.1,231.62
3809,V037,52.45,54.92,3.36,"","",20231017,1161.489,2023,11,53.47,"",100,657697869023270102,1,K,63788.98,63788.98,"",52.45,50.7,20260212121508,54.92,3004,52.05,51.61,939.191,1,48471.65,48471.65,48.15,51.61,V,63788.98,3075,1083.752,1,56680.23,56680.23,51.58,52.3,S,56.1,V,823.375,41433.01,915.309,46487.71,20221123,20230518,61.75,20251214,20250327,20240624,56.22,59.05,68.78,55.79
3193,V017,398.53,386.36,4.38,"",X,20231105,1779.847,2022,05,452.56,"",100,715713605582350563,1,K,687661.69,687661.69,X,398.53,386.79,20260212121508,386.36,3621,413.87,424.6,1458.371,1,619224.33,619224.33,384.71,424.6,V,687661.69,3202,1654.693,1,596103.15,596103.15,370.3,360.25,S,405.75,S,1338.718,526053.84,1569.867,549876.21,20241022,20230201,437.96,20250623,20241110,20231109,414.01,446.46,522.17,401.13
3759,V019,251.18,226.17,3.33,"","",20230408,9923.505,2023,04,293.51,"",100,427581777525808159,1,K,2244399.13,2244399.13,X,251.18,250.04,20260212121508,226.17,3747,263.77,199.54,8496.669,1,1695425.33,1695425.33,219.19,199.54,S,2244399.13,3513,8777.574,1,1935455.07,1935455.07,242.96,220.5,S,269.82,V,6958.72,1597251.52,8284.66,1808959.93,20240727,20230531,290.02,20241014,20230328,20241006,255.62,299.0,336.34,297.51
3490,V039,427.19,467.18,1.48,"",X,20240122,6753.361,2022,09,459.81,"",100,474997219779659355,1,K,3155035.19,3155035.19,"",427.19,434.48,20260212121508,467.18,3826,427.52,456.53,5781.324,1,2639347.85,2639347.85,401.41,456.53,V,3155035.19,3959,6302.54,1,2970891.31,2970891.31,414.28,471.38,V,424.56,V,5085.168,2240941.57,5932.284,2763734.71,20230519,20251122,470.61,20231101,20240211,20241021,445.88,504.05,535.97,480.52
3400,V007,112.18,111.67,1.21,"",X,20230425,8353.94,2024,11,126.99,"",100,807832544110845328,1,K,932884.48,932884.48,X,112.18,108.77,20260212121508,111.67,3129,100.99,101.08,6248.18,1,631566.03,631566.03,98.47,101.08,S,932884.48,3653,7810.365,1,907954.93,907954.93,106.96,116.25,V,123.02,V,5480.059,567073.42,6900.336,836026.75,20230915,20231208,130.49,20230331,20240115,20230412,123.04,142.9,140.55,136.68
3930,V003,338.09,324.38,4.35,"","",20240824,5401.115,2022,12,385.43,"",100,704981583407333560,1,K,1752013.68,1752013.68,X,338.09,309.76,20260212121508,324.38,3934,316.39,312.37,4423.817,1,1381867.72,1381867.72,347.32,312.37,S,1752013.68,3093,4875.141,1,1428513.82,1428513.82,331.34,293.02,V,370.46,S,3541.825,1136133.87,4457.178,1356334.65,20241130,20260201,402.33,20250516,20240826,20260106,364.18,375.5,423.54,364.2
3800,V035,143.5,134.03,2.29,"",X,20230510,3563.254,2024,07,144.84,"",100,485752827509566956,1,K,477582.93,477582.93,X,143.5,149.08,20260212121508,134.03,3013,142.2,134.28,2770.469,1,372018.58,372018.58,157.48,134.28,S,477582.93,3555,3138.193,1,397263.85,397263.85,132.98,126.59,S,130.17,V,2543.522,315622.94,2603.612,348327.5,20241008,20240831,147.75,20230804,20241111,20240827,144.23,185.9,182.22,185.39
3139,V032,382.32,419.59,2.84,"",X,20251128,3977.985,2023,02,442.25,"",100,623161412619839603,1,K,1669122.73,1669122.73,"",382.32,358.59,20260212121508,419.59,3776,418.01,408.91,3440.927,1,1407029.46,1407029.46,390.34,408.91,S,1669122.73,3070,3752.242,1,1598492.61,1598492.61,371.93,426.01,V,347.15,S,3053.273,1181265.83,3014.29,1426816.53,20241011,20250929,427.42,20250817,20240212,20240507,458.43,496.48,529.1,487.8
3176,V040,230.77,236.63,4.38,"",X,20230719,1399.967,2025,07,260.69,"",100,449289910778380533,1,K,331274.19,331274.19,"",230.77,232.03,20260212121508,236.63,3245,224.86,254.85,1197.821,1,305264.68,305264.68,214.2,254.85,V,331274.19,3247,1234.504,1,269035.46,269035.46,224.18,217.93,S,233.06,S,967.469,255516.23,1018.3,251191.75,20240720,20240512,251.94,20250901,20240214,20231215,253.18,294.93,299.91,235.12
3982,V044,462.13,480.94,1.74,"",X,20240907,5783.169,2024,12,507.11,"",100,979934488108079540,1,K,2781357.3,2781357.3,"",462.13,426.1,20260212121508,480.94,3268,486.67,449.42,5057.709,1,2273035.58,2273035.58,417.12,449.42,V,2781357.3,3948,5014.199,1,2531318.08,2531318.08,476.24,504.83,V,417.27,S,4751.881,1930956.12,4181.474,2194935.0,20250221,20240620,530.42,20230407,20240814,20240106,488.69,566.82,566.29,587.0
3385,V028,269.97,263.81,4.26,"","",20230210,5713.079,2022,12,277.39,"",100,803465404441987597,1,K,1507167.37,1507167.37,"",269.97,256.74,20260212121508,263.81,3717,259.33,250.18,4752.634,1,1189013.97,1189013.97,246.6,250.18,V,1507167.37,3210,5037.442,1,1233971.79,1233971.79,276.94,244.96,S,262.42,S,3848.426,1009566.34,4309.238,1113991.55,20221129,20230423,323.63,20240304,20241031,20250505,302.34,309.87,335.44,319.26
3522,V021,195.62,187.84,3.46,"","",20230709,8260.85,2022,02,220.82,"",100,198264923413476085,1,K,1551718.06,1551718.06,X,195.62,196.46,20260212121508,187.84,3140,176.37,201.52,5860.303,1,1180968.26,1180968.26,206.37,201.52,V,1551718.06,3893,7190.94,1,1333200.28,1333200.28,189.53,185.4,V,181.99,S,5354.61,996179.59,5998.664,1230031.69,20230423,20231205,208.33,20230704,20230702,20240629,227.9,250.65,259.52,245.33
3930,V022,37.02,35.98,3.8,"",X,20251123,3686.236,2026,05,41.07,"",100,112365967232406066,1,K,132630.77,132630.77,"",37.02,36.05,20260212121508,35.98,3927,34.9,33.64,2740.806,1,92200.71,92200.71,40.17,33.64,S,132630.77,3062,3386.842,1,117489.55,117489.55,37.83,34.69,S,38.72,V,2294.291,84970.2,2997.28,101821.28,20240429,20221110,39.55,20221031,20231026,20251220,39.16,43.86,49.43,41.7
3439,V040,128.41,121.59,1.05,"",X,20240322,4723.851,2023,04,153.04,"",100,152160678563384557,1,K,574373.04,574373.04,"",128.41,130.33,20260212121508,121.59,3092,139.98,127.89,3753.238,1,480001.61,480001.61,137.19,127.89,S,574373.04,3246,4513.549,1,511159.42,511159.42,133.19,113.25,S,120.02,S,3421.302,424831.76,3666.307,443859.91,20250309,20251220,129.35,20240208,20240421,20251001,152.52,145.85,178.36,130.56
3069,V012,237.29,220.71,4.54,"",X,20250203,5689.862,2026,05,266.65,"",100,637127641320465882,1,K,1255809.44,1255809.44,"",237.29,249.45,20260212121508,220.71,3084,224.23,214.88,4260.582,1,915513.86,915513.86,239.84,214.88,S,1255809.44,3301,5196.959,1,1164274.72,1164274.72,216.6,224.03,S,239.52,S,3446.224,747404.91,4286.288,1084507.26,20240311,20230123,277.98,20241102,20230927,20250201,249.87,306.66,287.27,289.43
3523,V044,15.53,14.3,3.14,"","",20250203,5828.44,2022,12,15.71,"",100,161891199375747915,1,K,83346.69,83346.69,X,15.53,16.6,20260212121508,14.3,3625,15.72,13.72,5057.729,1,69392.04,69392.04,16.44,13.72,V,83346.69,3526,5096.456,1,67120.33,67120.33,15.39,13.17,V,15.87,V,4080.508,58084.9,4078.586,62399.35,20240924,20230504,16.33,20240923,20221112,20230923,16.36,18.62,20.69,18.28
3729,V029,421.39,399.14,3.72,"",X,20221210,2446.332,2025,04,501.46,"",100,908927897080088271,1,K,976428.95,976428.95,"",421.39,441.52,20260212121508,399.14,3759,426.07,356.08,1962.366,1,698759.29,698759.29,413.24,356.08,S,976428.95,3567,2277.746,1,856888.05,856888.05,386.17,376.2,S,425.58,V,1815.197,559989.78,1943.98,775387.25,20240212,20250301,460.87,20240502,20230911,20230514,457.99,474.29,528.11,544.9
3030,V015,341.97,339.27,0.45,"",X,20250418,118.227,2022,03,390.35,"",100,704653408144275234,1,K,40110.87,40110.87,"",341.97,338.34,20260212121508,339.27,3861,362.11,291.48,91.577,1,26692.86,26692.86,355.77,291.48,S,40110.87,3069,108.191,1,36963.46,36963.46,324.71,341.65,V,359.64,S,84.942,22151.66,89.63,34448.85,20250819,20241210,368.97,20240925,20260205,20231228,387.58,402.8,429.37,364.05
3473,V005,94.5,97.47,3.0,"",X,20250427,1528.497,2023,03,103.02,"",100,793289365067891368,1,K,148982.6,148982.6,X,94.5,91.09,20260212121508,97.47,3047,88.59,88.7,1144.272,1,101496.93,101496.93,83.0,88.7,V,148982.6,3640,1449.417,1,129027.1,129027.1,91.07,89.02,S,87.77,S,964.703,84345.85,1179.533,112028.49,20250412,20250127,111.58,20250104,20241117,20230321,97.52,112.07,126.03,120.4
3595,V029,310.26,302.59,3.58,"","",20240521,7874.655,2026,03,352.06,"",100,329574081668638951,1,K,2382791.86,2382791.86,X,310.26,288.12,20260212121508,302.59,3941,318.82,293.46,6602.24,1,1937493.35,1937493.35,281.55,293.46,V,2382791.86,3702,7199.362,1,2168663.82,2168663.82,300.34,301.23,V,283.17,S,5489.805,1691475.76,5965.564,1852905.17,20230929,20240116,361.35,20230930,20250914,20231108,326.65,390.11,426.65,369.67
3987,V041,445.86,450.54,1.08,"",X,20240408,3015.237,2023,08,457.46,"",100,236746382536866104,1,K,1358484.88,1358484.88,X,445.86,433.21,20260212121508,450.54,3110,451.16,475.75,2371.127,1,1128063.67,1128063.67,463.0,475.75,S,1358484.88,3280,2838.183,1,1163399.59,1163399.59,446.6,409.91,S,427.57,S,2108.229,1008841.21,2594.72,1000835.34,20240325,20250421,453.53,20240128,20250821,20250124,528.16,497.63,561.89,518.44
