MANDT,MATNR,CHARG,LVORM,ERSDA,ERNAM,AENAM,LAEDA,VERAB,VFDAT,ZUSCH,ZUSTD,ZAEDT,LIFNR,LICHA,VLCHA,VLWRK,VLMAT,CHAME,LWEDT,FVDT1,FVDT2,FVDT3,FVDT4,FVDT5,FVDT6,HERKL,HERKR,MTVER,QNDAT,HSDAT,CUOBJ_BM,DEACT_BM,BATCH_TYPE
200,000000000000001865,BATCH01865,"",20231002,USER064,USER064,20260212,20260417,20260422,A,"",20260212,VEND000865,VBATCH00265,OBATCH00065,PL05,000000000000001865,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,083,0866,20260417,20231002,000000000000024232,"",2
300,000000000000001866,BATCH01866,"",20231001,USER065,USER065,20260212,20260418,20260423,R,X,20260212,VEND000866,VBATCH00266,OBATCH00066,PL06,000000000000001866,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,084,0867,20260418,20231001,000000000000024245,"",3
100,000000000000001867,BATCH01867,"",20230930,USER066,USER066,20260212,20260419,20260424,A,"",20260212,VEND000867,VBATCH00267,OBATCH00067,PL07,000000000000001867,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,085,0868,20260419,20230930,000000000000024258,"",1
200,000000000000001868,BATCH01868,"",20230929,USER067,USER067,20260212,20260420,20260425,R,"",20260212,VEND000868,VBATCH00268,OBATCH00068,PL08,000000000000001868,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,086,0869,20260420,20230929,000000000000024271,"",2
300,000000000000001869,BATCH01869,"",20230928,USER068,USER068,20260212,20260421,20260426,A,"",20260212,VEND000869,VBATCH00269,OBATCH00069,PL09,000000000000001869,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,087,0870,20260421,20230928,000000000000024284,"",3
100,000000000000001870,BATCH01870,"",20230927,USER069,USER069,20260212,20260422,20260427,R,"",20260212,VEND000870,VBATCH00270,OBATCH00070,PL10,000000000000001870,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,088,0871,20260422,20230927,000000000000024297,"",1
200,000000000000001871,BATCH01871,"",20230926,USER070,USER070,20260212,20260423,20260428,A,X,20260212,VEND000871,VBATCH00271,OBATCH00071,PL11,000000000000001871,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,089,0872,20260423,20230926,000000000000024310,"",2
300,000000000000001872,BATCH01872,"",20230925,USER071,USER071,20260212,20260424,20260429,R,"",20260212,VEND000872,VBATCH00272,OBATCH00072,PL12,000000000000001872,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,090,0873,20260424,20230925,000000000000024323,"",3
100,000000000000001873,BATCH01873,"",20230924,USER072,USER072,20260212,20260425,20260430,A,"",20260212,VEND000873,VBATCH00273,OBATCH00073,PL13,000000000000001873,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,091,0874,20260425,20230924,000000000000024336,"",1
200,000000000000001874,BATCH01874,"",20230923,USER073,USER073,20260212,20260426,20260501,R,"",20260212,VEND000874,VBATCH00274,OBATCH00074,PL14,000000000000001874,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,092,0875,20260426,20230923,000000000000024349,"",2
300,000000000000001875,BATCH01875,"",20230922,USER074,USER074,20260212,20260427,20260502,A,"",20260212,VEND000875,VBATCH00275,OBATCH00075,PL15,000000000000001875,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,093,0876,20260427,20230922,000000000000024362,"",3
100,000000000000001876,BATCH01876,"",20230921,USER075,USER075,20260212,20260428,20260503,R,X,20260212,VEND000876,VBATCH00276,OBATCH00076,PL16,000000000000001876,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,094,0877,20260428,20230921,000000000000024375,"",1
200,000000000000001877,BATCH01877,"",20230920,USER076,USER076,20260212,20260429,20260504,A,"",20260212,VEND000877,VBATCH00277,OBATCH00077,PL17,000000000000001877,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,095,0878,20260429,20230920,000000000000024388,"",2
300,000000000000001878,BATCH01878,"",20230919,USER077,USER077,20260212,20260430,20260505,R,"",20260212,VEND000878,VBATCH00278,OBATCH00078,PL18,000000000000001878,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,096,0879,20260430,20230919,000000000000024401,"",3
100,000000000000001879,BATCH01879,"",20230918,USER078,USER078,20260212,20260501,20260506,A,"",20260212,VEND000879,VBATCH00279,OBATCH00079,PL19,000000000000001879,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,097,0880,20260501,20230918,000000000000024414,"",1
200,000000000000001880,BATCH01880,"",20230917,USER079,USER079,20260212,20260502,20260507,R,"",20260212,VEND000880,VBATCH00280,OBATCH00080,PL20,000000000000001880,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,098,0881,20260502,20230917,000000000000024427,"",2
300,000000000000001881,BATCH01881,X,20230916,USER080,USER080,20260212,20260503,20260508,A,X,20260212,VEND000881,VBATCH00281,OBATCH00081,PL01,000000000000001881,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,099,0882,20260503,20230916,000000000000024440,"",3
100,000000000000001882,BATCH01882,"",20230915,USER081,USER081,20260212,20260504,20260509,R,"",20260212,VEND000882,VBATCH00282,OBATCH00082,PL02,000000000000001882,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,001,0883,20260504,20230915,000000000000024453,"",1
200,000000000000001883,BATCH01883,"",20230914,USER082,USER082,20260212,20260505,20260510,A,"",20260212,VEND000883,VBATCH00283,OBATCH00083,PL03,000000000000001883,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,002,0884,20260505,20230914,000000000000024466,"",2
300,000000000000001884,BATCH01884,"",20230913,USER083,USER083,20260212,20260506,20260511,R,"",20260212,VEND000884,VBATCH00284,OBATCH00084,PL04,000000000000001884,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,003,0885,20260506,20230913,000000000000024479,"",3
100,000000000000001885,BATCH01885,"",20230912,USER084,USER084,20260212,20260507,20260512,A,"",20260212,VEND000885,VBATCH00285,OBATCH00085,PL05,000000000000001885,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,004,0886,20260507,20230912,000000000000024492,"",1
200,000000000000001886,BATCH01886,"",20230911,USER085,USER085,20260212,20260508,20260513,R,X,20260212,VEND000886,VBATCH00286,OBATCH00086,PL06,000000000000001886,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,005,0887,20260508,20230911,000000000000024505,"",2
300,000000000000001887,BATCH01887,"",20230910,USER086,USER086,20260212,20260509,20260514,A,"",20260212,VEND000887,VBATCH00287,OBATCH00087,PL07,000000000000001887,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,006,0888,20260509,20230910,000000000000024518,"",3
100,000000000000001888,BATCH01888,"",20230909,USER087,USER087,20260212,20260510,20260515,R,"",20260212,VEND000888,VBATCH00288,OBATCH00088,PL08,000000000000001888,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,007,0889,20260510,20230909,000000000000024531,"",1
200,000000000000001889,BATCH01889,"",20230908,USER088,USER088,20260212,20260511,20260516,A,"",20260212,VEND000889,VBATCH00289,OBATCH00089,PL09,000000000000001889,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,008,0890,20260511,20230908,000000000000024544,"",2
300,000000000000001890,BATCH01890,"",20230907,USER089,USER089,20260212,20260512,20260517,R,"",20260212,VEND000890,VBATCH00290,OBATCH00090,PL10,000000000000001890,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,009,0891,20260512,20230907,000000000000024557,"",3
100,000000000000001891,BATCH01891,"",20230906,USER090,USER090,20260212,20260212,20260518,A,X,20260212,VEND000891,VBATCH00291,OBATCH00091,PL11,000000000000001891,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,010,0892,20260513,20230906,000000000000024570,"",1
200,000000000000001892,BATCH01892,"",20230905,USER091,USER091,20260212,20260213,20260519,R,"",20260212,VEND000892,VBATCH00292,OBATCH00092,PL12,000000000000001892,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,011,0893,20260514,20230905,000000000000024583,"",2
300,000000000000001893,BATCH01893,"",20230904,USER092,USER092,20260212,20260214,20260520,A,"",20260212,VEND000893,VBATCH00293,OBATCH00093,PL13,000000000000001893,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,012,0894,20260515,20230904,000000000000024596,"",3
100,000000000000001894,BATCH01894,"",20230903,USER093,USER093,20260212,20260215,20260521,R,"",20260212,VEND000894,VBATCH00294,OBATCH00094,PL14,000000000000001894,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,013,0895,20260516,20230903,000000000000024609,"",1
200,000000000000001895,BATCH01895,"",20230902,USER094,USER094,20260212,20260216,20260522,A,"",20260212,VEND000895,VBATCH00295,OBATCH00095,PL15,000000000000001895,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,014,0896,20260517,20230902,000000000000024622,"",2
300,000000000000001896,BATCH01896,"",20230901,USER095,USER095,20260212,20260217,20260523,R,X,20260212,VEND000896,VBATCH00296,OBATCH00096,PL16,000000000000001896,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,FRA,015,0897,20260518,20230901,000000000000024635,"",3
100,000000000000001897,BATCH01897,"",20230831,USER096,USER096,20260212,20260218,20260524,A,"",20260212,VEND000897,VBATCH00297,OBATCH00097,PL17,000000000000001897,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,USA,016,0898,20260519,20230831,000000000000024648,"",1
200,000000000000001898,BATCH01898,"",20230830,USER097,USER097,20260212,20260219,20260525,R,"",20260212,VEND000898,VBATCH00298,OBATCH00098,PL18,000000000000001898,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,DEU,017,0899,20260520,20230830,000000000000024661,"",2
300,000000000000001899,BATCH01899,"",20230829,USER098,USER098,20260212,20260220,20260526,A,"",20260212,VEND000899,VBATCH00299,OBATCH00099,PL19,000000000000001899,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,IND,018,0900,20260521,20230829,000000000000024674,"",3
100,000000000000001900,BATCH01900,"",20230828,USER099,USER099,20260212,20260221,20260527,R,"",20260212,VEND000900,VBATCH00300,OBATCH00100,PL20,000000000000001900,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,FRA,019,0901,20260522,20230828,000000000000024687,"",1
200,000000000000001901,BATCH01901,X,20230827,USER100,USER100,20260212,20260222,20260528,A,X,20260212,VEND000901,VBATCH00301,OBATCH00101,PL01,000000000000001901,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,USA,020,0902,20260523,20230827,000000000000024700,X,2
300,000000000000001902,BATCH01902,"",20230826,USER101,USER101,20260212,20260223,20260529,R,"",20260212,VEND000902,VBATCH00302,OBATCH00102,PL02,000000000000001902,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,DEU,021,0903,20260524,20230826,000000000000024713,"",3
100,000000000000001903,BATCH01903,"",20230825,USER102,USER102,20260212,20260224,20260530,A,"",20260212,VEND000903,VBATCH00303,OBATCH00103,PL03,000000000000001903,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,IND,022,0904,20260525,20230825,000000000000024726,"",1
200,000000000000001904,BATCH01904,"",20230824,USER103,USER103,20260212,20260225,20260531,R,"",20260212,VEND000904,VBATCH00304,OBATCH00104,PL04,000000000000001904,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,FRA,023,0905,20260526,20230824,000000000000024739,"",2
300,000000000000001905,BATCH01905,"",20230823,USER104,USER104,20260212,20260226,20260601,A,"",20260212,VEND000905,VBATCH00305,OBATCH00105,PL05,000000000000001905,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,USA,024,0906,20260527,20230823,000000000000024752,"",3
100,000000000000001906,BATCH01906,"",20230822,USER105,USER105,20260212,20260227,20260602,R,X,20260212,VEND000906,VBATCH00306,OBATCH00106,PL06,000000000000001906,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,DEU,025,0907,20260528,20230822,000000000000024765,"",1
200,000000000000001907,BATCH01907,"",20230821,USER106,USER106,20260212,20260228,20260603,A,"",20260212,VEND000907,VBATCH00307,OBATCH00107,PL07,000000000000001907,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,IND,026,0908,20260529,20230821,000000000000024778,"",2
300,000000000000001908,BATCH01908,"",20230820,USER107,USER107,20260212,20260301,20260604,R,"",20260212,VEND000908,VBATCH00308,OBATCH00108,PL08,000000000000001908,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,FRA,027,0909,20260530,20230820,000000000000024791,"",3
100,000000000000001909,BATCH01909,"",20230819,USER108,USER108,20260212,20260302,20260605,A,"",20260212,VEND000909,VBATCH00309,OBATCH00109,PL09,000000000000001909,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,USA,028,0910,20260531,20230819,000000000000024804,"",1
200,000000000000001910,BATCH01910,"",20230818,USER109,USER109,20260212,20260303,20260606,R,"",20260212,VEND000910,VBATCH00310,OBATCH00110,PL10,000000000000001910,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,DEU,029,0911,20260601,20230818,000000000000024817,"",2
300,000000000000001911,BATCH01911,"",20230817,USER110,USER110,20260212,20260304,20260607,A,X,20260212,VEND000911,VBATCH00311,OBATCH00111,PL11,000000000000001911,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,IND,030,0912,20260602,20230817,000000000000024830,"",3
100,000000000000001912,BATCH01912,"",20230816,USER111,USER111,20260212,20260305,20260608,R,"",20260212,VEND000912,VBATCH00312,OBATCH00112,PL12,000000000000001912,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,FRA,031,0913,20260603,20230816,000000000000024843,"",1
200,000000000000001913,BATCH01913,"",20230815,USER112,USER112,20260212,20260306,20260609,A,"",20260212,VEND000913,VBATCH00313,OBATCH00113,PL13,000000000000001913,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,USA,032,0914,20260604,20230815,000000000000024856,"",2
300,000000000000001914,BATCH01914,"",20230814,USER113,USER113,20260212,20260307,20260610,R,"",20260212,VEND000914,VBATCH00314,OBATCH00114,PL14,000000000000001914,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,DEU,033,0915,20260605,20230814,000000000000024869,"",3
100,000000000000001915,BATCH01915,"",20230813,USER114,USER114,20260212,20260308,20260611,A,"",20260212,VEND000915,VBATCH00315,OBATCH00115,PL15,000000000000001915,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,IND,034,0916,20260606,20230813,000000000000024882,"",1
200,000000000000001916,BATCH01916,"",20230812,USER115,USER115,20260212,20260309,20260612,R,X,20260212,VEND000916,VBATCH00316,OBATCH00116,PL16,000000000000001916,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,FRA,035,0917,20260607,20230812,000000000000024895,"",2
300,000000000000001917,BATCH01917,"",20230811,USER116,USER116,20260212,20260310,20260613,A,"",20260212,VEND000917,VBATCH00317,OBATCH00117,PL17,000000000000001917,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,USA,036,0918,20260608,20230811,000000000000024908,"",3
100,000000000000001918,BATCH01918,"",20230810,USER117,USER117,20260212,20260311,20260614,R,"",20260212,VEND000918,VBATCH00318,OBATCH00118,PL18,000000000000001918,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,DEU,037,0919,20260609,20230810,000000000000024921,"",1
200,000000000000001919,BATCH01919,"",20230809,USER118,USER118,20260212,20260312,20260615,A,"",20260212,VEND000919,VBATCH00319,OBATCH00119,PL19,000000000000001919,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,IND,038,0920,20260610,20230809,000000000000024934,"",2
300,000000000000001920,BATCH01920,"",20230808,USER119,USER119,20260212,20260313,20260616,R,"",20260212,VEND000920,VBATCH00320,OBATCH00120,PL20,000000000000001920,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,FRA,039,0921,20260611,20230808,000000000000024947,"",3
100,000000000000001921,BATCH01921,X,20230807,USER120,USER120,20260212,20260314,20260617,A,X,20260212,VEND000921,VBATCH00321,OBATCH00121,PL01,000000000000001921,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,USA,040,0922,20260612,20230807,000000000000024960,"",1
200,000000000000001922,BATCH01922,"",20230806,USER121,USER121,20260212,20260315,20260618,R,"",20260212,VEND000922,VBATCH00322,OBATCH00122,PL02,000000000000001922,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,DEU,041,0923,20260613,20230806,000000000000024973,"",2
300,000000000000001923,BATCH01923,"",20230805,USER122,USER122,20260212,20260316,20260619,A,"",20260212,VEND000923,VBATCH00323,OBATCH00123,PL03,000000000000001923,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,IND,042,0924,20260614,20230805,000000000000024986,"",3
100,000000000000001924,BATCH01924,"",20230804,USER123,USER123,20260212,20260317,20260620,R,"",20260212,VEND000924,VBATCH00324,OBATCH00124,PL04,000000000000001924,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,FRA,043,0925,20260615,20230804,000000000000024999,"",1
200,000000000000001925,BATCH01925,"",20230803,USER124,USER124,20260212,20260318,20260621,A,"",20260212,VEND000925,VBATCH00325,OBATCH00125,PL05,000000000000001925,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,044,0926,20260616,20230803,000000000000025012,"",2
300,000000000000001926,BATCH01926,"",20230802,USER125,USER125,20260212,20260319,20260622,R,X,20260212,VEND000926,VBATCH00326,OBATCH00126,PL06,000000000000001926,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,045,0927,20260617,20230802,000000000000025025,"",3
100,000000000000001927,BATCH01927,"",20230801,USER126,USER126,20260212,20260320,20260623,A,"",20260212,VEND000927,VBATCH00327,OBATCH00127,PL07,000000000000001927,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,046,0928,20260618,20230801,000000000000025038,"",1
200,000000000000001928,BATCH01928,"",20230731,USER127,USER127,20260212,20260321,20260624,R,"",20260212,VEND000928,VBATCH00328,OBATCH00128,PL08,000000000000001928,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,047,0929,20260619,20230731,000000000000025051,"",2
300,000000000000001929,BATCH01929,"",20230730,USER128,USER128,20260212,20260322,20260625,A,"",20260212,VEND000929,VBATCH00329,OBATCH00129,PL09,000000000000001929,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,048,0930,20260620,20230730,000000000000025064,"",3
100,000000000000001930,BATCH01930,"",20230729,USER129,USER129,20260212,20260323,20260626,R,"",20260212,VEND000930,VBATCH00330,OBATCH00130,PL10,000000000000001930,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,049,0931,20260621,20230729,000000000000025077,"",1
200,000000000000001931,BATCH01931,"",20230728,USER130,USER130,20260212,20260324,20260627,A,X,20260212,VEND000931,VBATCH00331,OBATCH00131,PL11,000000000000001931,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,050,0932,20260622,20230728,000000000000025090,"",2
300,000000000000001932,BATCH01932,"",20230727,USER131,USER131,20260212,20260325,20260628,R,"",20260212,VEND000932,VBATCH00332,OBATCH00132,PL12,000000000000001932,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,051,0933,20260623,20230727,000000000000025103,"",3
100,000000000000001933,BATCH01933,"",20230726,USER132,USER132,20260212,20260326,20260629,A,"",20260212,VEND000933,VBATCH00333,OBATCH00133,PL13,000000000000001933,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,052,0934,20260624,20230726,000000000000025116,"",1
200,000000000000001934,BATCH01934,"",20230725,USER133,USER133,20260212,20260327,20260630,R,"",20260212,VEND000934,VBATCH00334,OBATCH00134,PL14,000000000000001934,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,053,0935,20260625,20230725,000000000000025129,"",2
300,000000000000001935,BATCH01935,"",20230724,USER134,USER134,20260212,20260328,20260701,A,"",20260212,VEND000935,VBATCH00335,OBATCH00135,PL15,000000000000001935,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,054,0936,20260626,20230724,000000000000025142,"",3
100,000000000000001936,BATCH01936,"",20230723,USER135,USER135,20260212,20260329,20260702,R,X,20260212,VEND000936,VBATCH00336,OBATCH00136,PL16,000000000000001936,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,055,0937,20260627,20230723,000000000000025155,"",1
200,000000000000001937,BATCH01937,"",20230722,USER136,USER136,20260212,20260330,20260703,A,"",20260212,VEND000937,VBATCH00337,OBATCH00137,PL17,000000000000001937,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,056,0938,20260628,20230722,000000000000025168,"",2
300,000000000000001938,BATCH01938,"",20230721,USER137,USER137,20260212,20260331,20260704,R,"",20260212,VEND000938,VBATCH00338,OBATCH00138,PL18,000000000000001938,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,057,0939,20260629,20230721,000000000000025181,"",3
100,000000000000001939,BATCH01939,"",20230720,USER138,USER138,20260212,20260401,20260705,A,"",20260212,VEND000939,VBATCH00339,OBATCH00139,PL19,000000000000001939,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,058,0940,20260630,20230720,000000000000025194,"",1
200,000000000000001940,BATCH01940,"",20230719,USER139,USER139,20260212,20260402,20260706,R,"",20260212,VEND000940,VBATCH00340,OBATCH00140,PL20,000000000000001940,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,059,0941,20260701,20230719,000000000000025207,"",2
300,000000000000001941,BATCH01941,X,20230718,USER140,USER140,20260212,20260403,20260707,A,X,20260212,VEND000941,VBATCH00341,OBATCH00141,PL01,000000000000001941,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,060,0942,20260702,20230718,000000000000025220,"",3
100,000000000000001942,BATCH01942,"",20230717,USER141,USER141,20260212,20260404,20260708,R,"",20260212,VEND000942,VBATCH00342,OBATCH00142,PL02,000000000000001942,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,061,0943,20260703,20230717,000000000000025233,"",1
200,000000000000001943,BATCH01943,"",20230716,USER142,USER142,20260212,20260405,20260709,A,"",20260212,VEND000943,VBATCH00343,OBATCH00143,PL03,000000000000001943,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,062,0944,20260704,20230716,000000000000025246,"",2
300,000000000000001944,BATCH01944,"",20230715,USER143,USER143,20260212,20260406,20260710,R,"",20260212,VEND000944,VBATCH00344,OBATCH00144,PL04,000000000000001944,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,063,0945,20260705,20230715,000000000000025259,"",3
100,000000000000001945,BATCH01945,"",20230714,USER144,USER144,20260212,20260407,20260711,A,"",20260212,VEND000945,VBATCH00345,OBATCH00145,PL05,000000000000001945,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,064,0946,20260706,20230714,000000000000025272,"",1
200,000000000000001946,BATCH01946,"",20230713,USER145,USER145,20260212,20260408,20260712,R,X,20260212,VEND000946,VBATCH00346,OBATCH00146,PL06,000000000000001946,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,065,0947,20260707,20230713,000000000000025285,"",2
300,000000000000001947,BATCH01947,"",20230712,USER146,USER146,20260212,20260409,20260713,A,"",20260212,VEND000947,VBATCH00347,OBATCH00147,PL07,000000000000001947,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,066,0948,20260708,20230712,000000000000025298,"",3
100,000000000000001948,BATCH01948,"",20230711,USER147,USER147,20260212,20260410,20260714,R,"",20260212,VEND000948,VBATCH00348,OBATCH00148,PL08,000000000000001948,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,067,0949,20260709,20230711,000000000000025311,"",1
200,000000000000001949,BATCH01949,"",20230710,USER148,USER148,20260212,20260411,20260715,A,"",20260212,VEND000949,VBATCH00349,OBATCH00149,PL09,000000000000001949,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,068,0950,20260710,20230710,000000000000025324,"",2
300,000000000000001950,BATCH01950,"",20230709,USER149,USER149,20260212,20260412,20260716,R,"",20260212,VEND000950,VBATCH00350,OBATCH00150,PL10,000000000000001950,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,069,0951,20260711,20230709,000000000000025337,"",3
100,000000000000001951,BATCH01951,"",20230708,USER150,USER000,20260212,20260413,20260717,A,X,20260212,VEND000951,VBATCH00351,OBATCH00151,PL11,000000000000001951,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,070,0952,20260712,20230708,000000000000025350,X,1
200,000000000000001952,BATCH01952,"",20230707,USER151,USER001,20260212,20260414,20260718,R,"",20260212,VEND000952,VBATCH00352,OBATCH00152,PL12,000000000000001952,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,071,0953,20260713,20230707,000000000000025363,"",2
300,000000000000001953,BATCH01953,"",20230706,USER152,USER002,20260212,20260415,20260719,A,"",20260212,VEND000953,VBATCH00353,OBATCH00153,PL13,000000000000001953,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,072,0954,20260714,20230706,000000000000025376,"",3
100,000000000000001954,BATCH01954,"",20230705,USER153,USER003,20260212,20260416,20260720,R,"",20260212,VEND000954,VBATCH00354,OBATCH00154,PL14,000000000000001954,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,073,0955,20260715,20230705,000000000000025389,"",1
200,000000000000001955,BATCH01955,"",20230704,USER154,USER004,20260212,20260417,20260721,A,"",20260212,VEND000955,VBATCH00355,OBATCH00155,PL15,000000000000001955,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,074,0956,20260716,20230704,000000000000025402,"",2
300,000000000000001956,BATCH01956,"",20230703,USER155,USER005,20260212,20260418,20260722,R,X,20260212,VEND000956,VBATCH00356,OBATCH00156,PL16,000000000000001956,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,FRA,075,0957,20260717,20230703,000000000000025415,"",3
100,000000000000001957,BATCH01957,"",20230702,USER156,USER006,20260212,20260419,20260723,A,"",20260212,VEND000957,VBATCH00357,OBATCH00157,PL17,000000000000001957,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,USA,076,0958,20260718,20230702,000000000000025428,"",1
200,000000000000001958,BATCH01958,"",20230701,USER157,USER007,20260212,20260420,20260724,R,"",20260212,VEND000958,VBATCH00358,OBATCH00158,PL18,000000000000001958,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,DEU,077,0959,20260719,20230701,000000000000025441,"",2
300,000000000000001959,BATCH01959,"",20230630,USER158,USER008,20260212,20260421,20260725,A,"",20260212,VEND000959,VBATCH00359,OBATCH00159,PL19,000000000000001959,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,IND,078,0960,20260720,20230630,000000000000025454,"",3
100,000000000000001960,BATCH01960,"",20230629,USER159,USER009,20260212,20260422,20260726,R,"",20260212,VEND000960,VBATCH00360,OBATCH00160,PL20,000000000000001960,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,FRA,079,0961,20260721,20230629,000000000000025467,"",1
200,000000000000001961,BATCH01961,X,20230628,USER160,USER010,20260212,20260423,20260727,A,X,20260212,VEND000961,VBATCH00361,OBATCH00161,PL01,000000000000001961,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,USA,080,0962,20260722,20230628,000000000000025480,"",2
