BWESB,GLGMG,LFGJA,LFMON,MANDT,MATNR,TRAME,UMLMC,VKGLG,VKTRW,VKUMC,WERKS
1552.91,656.999,2022,03,100,349335369229883133,202.156,520.672,13546.14,9931.23,8209.65,P036
485.508,499.202,2024,10,100,654450818173942109,2348.623,3845.834,3545.77,87084.91,151076.84,P035
770.46,961.889,2022,07,100,191016645675276923,1545.315,3987.55,7744.53,62953.59,68522.01,P027
1977.727,428.932,2023,07,100,630054631844660411,2940.649,4837.109,10293.7,114762.12,144780.4,P039
709.009,399.139,2025,04,100,938417039355368515,580.81,1548.457,5319.89,24672.77,33801.72,P044
553.505,383.863,2026,01,100,917418840889438385,505.76,3024.443,5690.39,10979.3,99185.48,P032
414.254,675.948,2022,07,100,354399328782373162,2644.596,3382.437,15451.62,42666.74,146495.67,P037
825.52,604.541,2024,06,100,434101763993609770,300.682,2171.253,12384.07,4663.65,30847.39,P013
361.363,630.435,2022,05,100,535211390409177472,1438.64,2221.644,6163.13,57116.71,27917.74,P043
1452.966,696.327,2024,06,100,646203177763998553,2979.038,1850.488,13032.9,60241.53,60280.38,P046
1726.712,68.438,2020,06,100,573656373701434808,2434.25,72.28,961.34,114143.02,2405.25,P023
842.672,387.001,2021,01,100,181234160957119106,1997.75,32.784,2268.68,24013.87,1496.21,P003
1767.545,517.379,2020,09,100,142365292739316144,2978.03,3907.196,4386.97,95131.87,68616.75,P015
864.381,942.75,2023,12,100,299940599108883960,551.422,3760.071,17330.13,16189.37,49358.31,P026
388.134,340.704,2021,02,100,297432425769379394,1335.416,4934.563,5855.25,65448.34,132631.23,P030
116.256,509.223,2022,02,100,741409485519509313,1604.624,1323.523,12099.08,77355.63,65028.23,P010
968.491,103.005,2026,06,100,783713171224993528,2583.335,809.595,1693.32,108392.01,27323.87,P027
360.694,105.879,2025,12,100,235657441627585575,863.598,3891.519,2468.8,13438.18,171310.45,P050
316.579,303.256,2025,12,100,184359085871629772,1770.317,1354.346,3773.6,81650.95,24090.79,P007
1368.617,938.057,2021,09,100,778752298590432259,1538.267,3329.47,11568.08,76802.01,123546.78,P031
1536.441,587.246,2026,07,100,117228101527949614,509.198,4688.582,7655.8,13058.43,169331.06,P049
1629.643,106.154,2026,07,100,400329095696037494,2306.321,274.225,1285.56,53340.9,11384.84,P018
1946.377,391.33,2024,01,100,533068206221523402,642.182,1696.222,8062.39,21556.59,28409.02,P037
1417.272,101.518,2024,03,100,950534169667837744,2444.012,4885.178,770.45,100014.84,70352.87,P012
1356.96,152.062,2020,11,100,289281134373153354,533.188,2171.635,1673.31,23040.89,35325.61,P029
6.322,131.713,2021,12,100,354022178293912774,1782.395,3202.072,1724.29,36547.96,130783.33,P016
1310.939,363.852,2024,05,100,582667124827990704,2397.189,1823.286,7411.49,62248.22,90020.14,P037
14.269,559.138,2021,06,100,335439590411869786,717.447,2902.475,13668.53,20409.51,46857.58,P029
388.2,781.361,2022,08,100,305154038280098848,2932.747,15.346,3988.21,82238.57,361.32,P037
530.684,800.345,2021,03,100,340418523012380037,730.434,3049.003,9257.88,22380.46,76128.61,P028
1030.539,945.467,2023,08,100,657015174199252443,1209.849,785.167,17482.53,59682.8,23916.48,P005
1136.795,496.273,2020,07,100,456012041139825156,2013.352,241.751,7342.55,20377.99,11190.53,P031
639.615,383.141,2023,12,100,209726211665059505,256.174,1987.464,4547.97,9401.61,76445.08,P005
1822.285,553.931,2021,10,100,962299513821064997,1808.055,1732.142,7664.22,78802.73,61308.27,P048
1215.695,239.182,2020,06,100,524790668722036037,2516.058,3604.178,1972.05,50292.52,163354.08,P011
48.531,232.875,2024,06,100,597642700603671540,579.075,1025.463,4211.36,28732.39,29066.21,P029
1257.335,699.634,2023,10,100,453697590089331204,1424.67,2680.49,9102.96,23823.52,55797.98,P020
1297.174,54.854,2021,07,100,104177529594475428,2137.979,4607.044,1010.51,50378.04,220963.96,P045
662.307,637.809,2022,05,100,469230659590635509,1729.771,2072.641,7326.8,40066.22,88856.07,P009
57.613,794.164,2021,04,100,140757387896140385,736.184,4336.913,15695.33,22607.5,113229.81,P012
505.587,694.826,2025,08,100,350195739492330286,2277.729,4803.167,7719.14,97486.06,228715.03,P022
670.443,850.26,2025,03,100,244102683527487875,1242.819,4323.698,7747.94,45256.04,78715.42,P016
1758.209,180.341,2025,12,100,386939930210402506,2743.234,1423.959,4163.11,65518.24,25889.01,P023
880.038,19.139,2026,12,100,361599764563779693,1516.997,1132.639,107.94,66296.66,25234.36,P044
542.062,145.707,2020,12,100,278367675087477652,1487.487,4706.77,3529.1,29640.14,202790.15,P014
1500.526,424.007,2021,01,100,784127513701827950,1698.276,3336.053,6706.13,65914.43,142829.34,P032
619.718,694.806,2025,08,100,718049498827801085,2236.036,2540.273,14705.57,59896.6,87830.58,P036
1251.124,393.712,2026,09,100,520061213538117583,2689.838,3365.564,2547.5,62274.77,125226.51,P018
700.434,691.177,2020,10,100,279932403459527137,979.228,3952.705,16661.01,45659.84,195244.78,P049
98.842,250.26,2026,04,100,439518246217257014,1349.81,324.049,5857.97,59250.7,8834.08,P011
1004.869,471.385,2020,01,100,786181291901858740,779.133,1905.932,8642.15,16460.02,26173.57,P008
1202.192,789.666,2025,04,100,440049293131473827,1624.519,3662.794,8697.93,65931.93,148364.08,P045
1770.675,669.645,2021,07,100,960504513721943243,1962.815,987.458,13871.72,39202.21,19437.21,P045
1602.17,319.775,2022,08,100,958220010660499163,2064.593,1128.922,2124.79,27923.25,27722.62,P007
931.401,11.766,2026,12,100,525338054697905236,936.916,3197.88,124.9,40729.46,87073.65,P034
1358.618,823.331,2022,05,100,328059999413358616,852.539,1537.788,12673.54,10421.42,23044.05,P031
1506.09,184.584,2022,08,100,698405845141095345,2746.708,2970.369,2532.28,65464.89,141730.96,P038
1219.026,911.703,2023,01,100,591687901206240088,709.427,3529.044,7945.46,24263.29,153347.17,P021
281.732,457.432,2021,02,100,503987605681306411,1568.695,1092.383,3434.53,69453.86,29873.62,P028
668.041,738.388,2026,03,100,297359068795579113,675.223,3622.998,15019.45,15952.11,142647.11,P043
1960.629,73.467,2020,01,100,195660395183041950,214.509,57.999,1780.99,3005.6,1403.74,P045
1115.651,148.988,2021,05,100,431009057151742439,625.982,2098.927,3162.12,9108.19,62732.41,P002
1644.95,405.271,2021,05,100,687796550133092776,466.738,3712.504,6496.15,6232.4,95295.19,P004
255.883,524.48,2023,05,100,453110935721674073,399.815,1159.631,4567.02,5503.64,38925.88,P025
169.786,748.731,2025,06,100,281716278627304955,1361.819,4051.208,7597.37,47362.14,122522.1,P030
1755.188,972.251,2026,01,100,311276770208357531,751.347,676.834,6843.01,27330.42,12994.38,P015
1850.776,880.039,2021,09,100,288900269621752829,2190.026,4691.808,4425.99,103619.33,206640.12,P018
1660.608,520.608,2020,09,100,661921699249447016,704.896,871.836,6113.51,9254.62,11059.42,P011
1199.213,12.605,2023,02,100,621308826414328074,1688.525,4222.796,284.67,68266.22,43655.65,P034
1691.073,999.837,2026,03,100,279147717410244205,2159.329,2662.875,23962.5,106905.51,35106.96,P046
1532.83,210.142,2021,11,100,946977904622632817,2903.062,2775.727,4812.55,74885.94,107005.86,P031
313.848,96.802,2020,09,100,639280474615122160,1249.769,3534.918,1754.58,38276.53,118428.63,P046
653.142,118.929,2025,04,100,815802477763209656,2719.422,1352.546,2797.36,61371.62,13867.87,P021
622.216,834.685,2021,11,100,436187523423390964,2510.477,860.825,13401.44,96940.94,12281.24,P020
1604.157,756.686,2026,05,100,844584759518920714,1867.151,4504.339,5006.86,43038.88,145061.1,P045
0.084,838.403,2022,08,100,194096587842028173,83.802,4641.655,10509.77,1133.4,160542.07,P007
818.942,7.179,2022,02,100,304738995440400026,2801.176,1553.622,76.15,46514.22,32920.39,P004
623.512,522.271,2025,03,100,833020171385514273,1998.476,934.047,9548.55,85808.07,25320.51,P032
1216.041,173.658,2020,06,100,476259435546625354,29.032,3940.275,3585.88,691.83,117211.56,P049
337.908,5.868,2024,06,100,382340447700516769,1684.908,4985.656,114.83,52497.46,182199.25,P049
1051.072,955.231,2021,07,100,632022801482837272,2793.402,982.638,22918.48,79686.85,43418.82,P040
194.568,903.537,2023,03,100,271174861687469446,505.473,1327.998,22552.8,10216.07,21348.97,P006
735.819,870.905,2026,09,100,946103435951853056,1723.246,557.182,8504.48,62231.47,21565.64,P005
524.634,38.205,2026,12,100,105921319830521601,653.003,3603.741,472.54,8342.55,131753.61,P036
1662.352,77.45,2020,11,100,115230848592276670,1168.796,414.751,1302.42,44125.75,15253.34,P022
1680.454,682.602,2024,04,100,960676906494735605,2720.763,3246.212,10860.01,69349.46,137123.09,P024
68.992,925.914,2023,11,100,856130530835374110,2814.355,3146.457,16802.23,109383.56,87898.43,P022
553.218,397.478,2020,04,100,715786473051613173,756.228,1935.068,6460.2,9359.67,31520.96,P045
749.064,733.574,2022,03,100,380355050146130557,938.745,2860.21,4066.13,37367.74,50143.74,P049
906.886,414.299,2024,09,100,175601653713351762,909.785,4928.645,9947.96,30655.89,110591.24,P019
136.722,422.103,2025,06,100,961950230932086822,83.599,2430.957,2401.88,2268.9,79073.11,P041
1887.606,524.168,2023,08,100,614922709254706461,101.253,3932.943,9614.55,3601.31,134552.46,P005
1673.528,90.907,2021,11,100,704202379960652784,1515.804,322.607,1352.28,29273.29,9980.4,P003
1317.257,977.371,2022,09,100,944999336039436314,2107.588,4132.323,15064.37,40051.12,130309.75,P035
879.355,79.237,2025,01,100,397632290257389018,1243.564,4392.631,1721.77,61276.76,131853.02,P047
1708.764,167.662,2023,10,100,637133540439585767,283.296,3017.463,3886.04,14048.72,94083.36,P017
1561.149,312.633,2021,09,100,180041780901426297,317.979,3506.903,6555.84,13121.87,77188.23,P047
1727.726,809.434,2024,12,100,367019122412607301,898.343,39.668,9335.37,13289.94,601.28,P019
112.216,364.11,2026,10,100,492507730999261177,1150.708,1983.069,7907.07,55521.51,75019.65,P013
644.855,411.234,2025,12,100,400809990218618854,887.545,2659.995,7822.33,40999.44,41191.52,P041
842.121,903.59,2025,12,100,528265816752904963,1194.237,3590.162,18700.18,55308.19,171157.46,P007
1587.528,996.541,2022,10,100,138677430084655212,1481.367,4.096,14787.13,33028.95,70.73,P048
57.583,722.211,2026,01,100,207132277066211815,1829.367,1192.826,14200.9,24897.63,26315.88,P034
297.643,219.779,2022,10,100,887402169674312154,2019.799,2633.872,1549.03,59300.79,51337.39,P003
593.135,924.73,2020,08,100,365248282557304908,1612.597,3432.367,10098.37,74893.63,139003.27,P024
240.778,301.999,2024,02,100,670629527290539084,873.886,2257.807,2635.99,13440.68,40479.85,P013
1435.916,393.566,2024,03,100,167029732634011280,1429.834,4865.068,5256.67,43180.17,123915.32,P042
137.546,763.226,2025,05,100,539145136082232273,1827.359,1630.474,7394.87,46128.16,46709.62,P025
376.708,476.154,2024,11,100,116478201628172249,2679.444,569.133,5200.8,28308.19,11395.69,P016
470.629,768.379,2022,08,100,348888909843463751,2227.879,2326.588,15665.31,69465.24,107526.66,P047
1649.953,983.732,2026,06,100,923360941278791506,192.673,3296.15,19386.1,7056.36,161832.36,P001
1741.63,725.986,2023,09,100,580691015653147917,2176.753,4406.732,16181.59,53473.81,100824.52,P021
964.093,193.929,2020,05,100,421756002043198684,1627.811,66.873,4493.57,76228.2,1308.85,P022
777.865,831.539,2022,07,100,364296331622258652,580.78,3089.349,14637.35,22164.51,129757.39,P013
102.492,505.675,2025,01,100,917253503059001695,2453.162,1487.137,12067.24,57189.19,18881.47,P006
303.631,637.484,2026,05,100,628643749366112954,2373.288,4017.871,3613.53,112548.71,157959.86,P041
1901.996,535.19,2022,10,100,808051612405946346,1463.434,425.627,12652.55,34345.95,12454.98,P024
1494.8,731.478,2023,08,100,212862631932990738,2481.862,3706.9,9746.52,116139.59,170792.32,P020
1598.952,360.784,2024,05,100,598120483950942716,1701.834,2778.599,6745.08,65016.03,58856.6,P010
1398.015,66.364,2025,04,100,891421751214571243,2062.254,2788.099,1008.51,34826.62,129140.23,P029
815.221,264.837,2020,10,100,689914723718928582,1640.542,675.499,5287.15,64001.29,10629.11,P027
856.772,673.616,2025,05,100,405355299745030553,2980.246,2399.379,7346.49,59794.95,61290.3,P002
119.883,306.152,2024,03,100,181883507999451839,1686.838,2795.185,4372.58,78693.22,36492.66,P047
801.548,254.4,2022,06,100,655095909322309465,2111.204,1235.558,4770.97,102086.6,32226.73,P040
39.363,76.949,2022,08,100,141301725229387573,2615.688,3049.048,1205.98,90449.44,74236.85,P032
1429.857,990.101,2026,08,100,162161518321964966,2383.387,4925.143,23988.75,51678.57,149624.74,P007
1091.761,450.985,2026,09,100,450237522504220903,2811.984,1096.116,10607.52,50694.65,27536.29,P017
1973.548,473.123,2020,02,100,283920036949636127,511.578,333.661,5187.68,21244.94,15267.26,P014
1073.089,926.357,2020,11,100,281287862807445648,0.706,3116.472,14730.74,29.81,75759.89,P003
1633.778,109.602,2021,02,100,405878936780063799,209.258,3519.884,1185.33,7384.18,160856.58,P007
492.739,17.934,2020,05,100,577435875735921256,818.344,1557.366,364.28,16495.78,38096.62,P013
1446.037,855.429,2020,11,100,102707419763191089,780.516,2524.437,6292.57,16618.49,43210.36,P032
1351.317,342.725,2023,01,100,693475485436331334,766.379,4409.124,2885.17,10330.75,67103.76,P037
1953.019,388.089,2021,02,100,808400826836599899,231.461,1940.395,8954.82,3424.26,23464.88,P036
829.198,822.593,2026,09,100,631899321559736790,1567.506,3870.688,11791.43,63539.54,150643.4,P011
1259.844,135.721,2021,10,100,817535947412227438,2061.096,2154.74,1328.3,96761.82,26801.21,P050
954.386,720.566,2021,04,100,841862362294883707,1354.552,2.87,13222.46,49402.25,66.83,P011
1588.307,757.655,2023,02,100,596717110833711109,1355.201,587.32,16789.37,62662.26,16981.85,P002
1647.637,471.871,2022,01,100,857072130292466341,2956.332,4919.248,9010.57,102150.96,118060.33,P014
242.764,810.787,2020,03,100,713237560291358514,1271.786,3186.945,9505.64,22937.34,92718.31,P022
1367.199,404.008,2024,02,100,774555201889385436,605.983,3105.517,9313.35,23094.86,128060.4,P013
224.959,323.136,2020,08,100,283147760518523392,2460.72,924.227,4541.99,83457.88,43645.57,P006
283.507,611.322,2022,05,100,269779429218240514,2316.952,4562.057,8901.71,26412.88,178950.58,P041
1578.086,1.977,2021,05,100,319593465417981635,2202.671,1950.645,23.91,82391.52,23445.44,P038
1645.029,897.214,2020,08,100,440264623967224159,875.764,3619.553,14213.62,14691.22,106495.07,P023
688.837,96.154,2024,10,100,454543664487392339,957.757,3197.66,2110.48,46053.15,88671.71,P050
1638.967,321.61,2026,04,100,278008133523666146,921.47,1995.832,2074.18,33354.3,90837.37,P025
2.278,738.834,2022,10,100,295336759284407078,367.065,1889.773,5879.33,17676.11,19110.83,P037
575.637,953.909,2025,07,100,751155302307130710,2705.81,4437.234,13782.24,52642.61,218019.12,P044
1954.465,580.234,2026,02,100,571162834073100753,803.686,3382.319,8007.3,14614.89,47545.38,P002
1052.793,366.204,2024,02,100,343190337922133129,1404.676,4936.9,4546.58,23894.88,231253.57,P046
1073.567,158.751,2021,10,100,182729803964806729,1893.927,1406.313,2798.88,32459.32,53063.77,P046
1221.896,183.943,2024,12,100,715913171083714470,2145.575,3051.041,1031.77,57743.96,35067.79,P039
1738.152,8.339,2022,11,100,247817031671562390,402.327,4996.753,126.0,11521.96,180537.26,P027
69.969,311.548,2021,03,100,698463708031033633,1401.224,764.485,2233.24,69968.2,10322.6,P044
1658.475,753.45,2022,01,100,590493083195318350,1874.974,3825.373,6437.39,21030.09,78567.31,P014
1678.494,702.951,2024,03,100,574342809285909714,2727.739,3099.524,9812.48,76195.22,65133.39,P046
1102.481,18.919,2026,11,100,171680301115613715,2752.75,4636.781,336.66,134710.35,160823.97,P040
1590.062,215.983,2022,09,100,130954243164756421,1294.488,4671.682,1858.61,61273.05,165600.23,P011
292.642,107.235,2024,04,100,910246392126061825,1493.634,4066.125,1013.67,49736.65,186279.07,P041
613.994,328.171,2025,12,100,489352495580386870,1638.76,3656.169,3127.81,57521.14,148355.51,P037
1913.489,639.162,2020,08,100,124961133507382273,715.56,4541.166,3859.93,26334.41,177437.87,P012
507.204,594.916,2021,08,100,849868457925917756,2049.652,2139.248,4500.09,69315.19,85578.97,P037
1486.933,973.624,2023,09,100,118951924454432237,2474.098,945.4,12157.48,44628.54,15203.3,P036
1526.093,583.37,2023,10,100,922813234270173597,1331.89,2930.085,12639.95,59285.04,30491.2,P049
205.062,201.276,2020,04,100,993644558980156839,2420.655,3453.07,3727.13,86511.94,69120.87,P047
1493.744,661.259,2023,09,100,652905698357602725,173.78,2922.755,10795.66,3041.22,67761.62,P009
708.065,358.926,2020,11,100,837124711220686308,1884.496,2134.714,4437.17,80343.91,39089.96,P050
695.016,217.56,2024,03,100,805116527837008249,2121.531,3101.11,4597.67,93853.78,141693.67,P007
256.041,264.856,2023,11,100,853921678128924929,2970.559,3502.137,5163.53,73322.06,97713.71,P017
96.719,640.898,2022,12,100,517360273295095743,2804.213,4495.123,3540.04,37795.28,215787.61,P048
1413.586,599.692,2023,12,100,107907601273432145,2208.647,1521.779,12882.94,45482.51,43047.86,P029
1562.986,422.462,2022,11,100,136585845926269413,1035.153,3201.56,8395.56,21450.29,70391.81,P030
866.614,760.55,2024,04,100,871802637879834609,2684.434,4041.819,12371.96,122246.94,160476.27,P006
363.985,433.709,2022,09,100,292890493215515805,2099.229,277.111,2222.83,54056.96,7676.54,P001
1902.149,734.197,2025,06,100,331962282467524501,794.894,1338.469,16687.36,18543.91,30069.67,P001
1765.248,200.718,2021,11,100,738794850070515695,1312.268,4863.869,2231.56,64456.16,157310.56,P004
1753.299,704.105,2022,07,100,743898322797797818,2917.351,454.195,6304.79,44763.43,9661.83,P026
272.653,665.285,2020,11,100,449433747281788495,892.695,2111.774,7204.33,39138.89,32896.31,P004
455.411,716.837,2025,08,100,299402127773926815,1708.859,3533.94,15992.01,48595.91,97293.7,P021
450.635,589.88,2026,10,100,920445317191804083,201.73,2263.166,11755.99,9350.07,54842.14,P032
1508.363,256.249,2021,02,100,886734912170029116,1090.373,3037.781,6401.67,12701.45,124872.08,P031
1550.783,521.977,2025,12,100,325775518056092944,1414.082,3702.893,12075.33,32959.11,68044.3,P024
304.418,863.273,2023,02,100,142483012479120332,1755.092,3668.022,8206.83,76454.18,136322.11,P045
1902.804,814.449,2023,01,100,732307665466534682,2688.849,1494.762,12965.43,98093.76,70088.44,P034
1535.37,829.702,2020,08,100,961862976955797026,671.902,3960.616,6102.76,15899.33,114610.74,P018
665.711,729.583,2023,05,100,573114653795498671,560.422,3447.628,12189.19,12157.82,45685.84,P049
74.758,346.832,2025,12,100,282145508555033419,2590.753,201.574,7428.62,116051.32,3166.47,P027
371.513,875.077,2026,05,100,986112991106997482,2266.893,4082.504,11145.7,30680.03,155715.48,P023
88.15,922.304,2025,11,100,946672575773462608,316.981,3427.391,7012.68,15202.4,48689.51,P027
570.957,234.555,2021,01,100,176997520659473971,2328.808,4809.319,1229.62,96476.8,168353.35,P027
397.502,955.834,2023,10,100,872954910621175102,1712.908,254.161,15017.8,28579.65,5970.04,P043
1985.597,563.739,2026,10,100,164993766772472016,1871.952,3383.529,11500.47,66841.31,157305.6,P032
651.538,546.555,2022,11,100,207774191601603453,2970.742,239.8,6501.63,112014.37,4333.41,P005
557.436,820.342,2021,11,100,243519455646973957,843.312,1760.56,14058.97,27292.46,73554.97,P013
23.886,170.286,2024,03,100,156587810520298228,2007.299,2182.852,3321.08,84855.43,45855.12,P013
372.24,336.949,2023,04,100,962604805099458712,353.848,2737.669,6692.49,7603.38,63478.13,P022
1977.152,806.062,2020,08,100,423428171518840235,948.25,997.458,17672.18,33412.48,35472.9,P034
1420.482,105.011,2024,11,100,572949134019951227,103.945,1929.436,1200.78,2836.54,85514.79,P017
919.014,64.377,2022,09,100,811114397534341694,412.317,2533.615,1027.52,11676.51,51394.01,P011
1284.277,239.218,2024,04,100,451259590872959136,2236.088,1230.916,5434.19,62675.48,46945.47,P041
721.321,631.732,2023,09,100,496491275557895495,1113.315,466.517,7194.25,29047.82,17364.49,P004
735.265,391.149,2021,08,100,402152933864731928,536.336,3165.384,7033.21,24138.52,110369.76,P012
1351.966,841.061,2024,09,100,218215840564528184,50.726,3558.621,15592.14,2395.55,74730.43,P018
436.62,101.739,2026,12,100,711891625584746224,2289.409,328.476,1550.88,95803.31,13198.72,P020
1064.418,800.621,2024,07,100,646175500891278281,2131.778,697.104,8307.4,80697.34,17120.25,P049
393.474,429.625,2025,12,100,665914483811975853,1715.123,1443.043,7104.2,74670.94,33069.21,P049
553.704,522.187,2020,09,100,141020770194611629,2329.472,2387.861,5648.13,109704.6,83680.3,P023
1310.457,313.821,2021,05,100,783276982969137558,713.377,2693.69,4686.05,24213.69,55296.73,P007
613.103,774.621,2024,09,100,536489498704526822,1664.166,3671.951,18847.57,72886.73,133993.38,P026
1522.786,682.053,2021,08,100,964630293230994851,2277.412,1818.216,14695.88,45112.09,19283.09,P019
1745.938,641.249,2025,07,100,645771478692796158,1622.325,4001.585,6723.76,20140.23,172390.64,P033
1591.64,96.645,2026,09,100,522022314193265354,2498.348,2755.313,2147.79,80827.35,64920.45,P009
1400.06,715.091,2020,12,100,306844387131246876,2853.919,255.135,16466.58,64029.32,7290.54,P050
1062.622,325.225,2024,05,100,439410785703943951,2445.862,1940.189,8009.5,74878.27,72886.95,P008
706.429,448.723,2024,08,100,298685030311827960,1582.519,1667.61,2931.49,41413.81,17111.32,P002
311.425,588.894,2021,03,100,439994558686844860,1209.266,4052.391,4260.32,54714.93,66275.28,P037
86.885,151.328,2023,02,100,956521393137129372,1872.622,2301.121,2407.87,58066.92,114358.06,P015
1460.798,186.339,2024,05,100,751853364169008778,75.185,4028.108,3012.0,3245.43,89090.69,P011
1168.855,281.87,2022,08,100,495810930082279969,49.525,87.535,3185.39,615.86,1083.22,P040
1457.724,365.773,2021,11,100,442309401477975757,2596.47,2515.36,8662.38,34327.27,95768.74,P047
1527.668,344.274,2021,11,100,184722401653598525,836.348,4589.998,8470.55,41673.15,164799.86,P009
332.096,330.728,2020,09,100,316409592550643082,2042.119,3864.429,7969.04,43595.62,188598.45,P037
1169.322,708.136,2022,09,100,416984704111570702,1732.829,3933.18,10193.51,50219.18,130297.88,P009
383.692,779.408,2021,10,100,706026244653641802,1428.581,1256.371,16082.39,52683.7,34251.3,P044
130.721,724.116,2023,03,100,987853947725537104,2332.54,1794.681,17809.23,28170.55,64836.72,P045
985.93,54.291,2025,03,100,820951148666492733,2341.957,1866.23,1277.07,78316.86,37811.58,P047
1403.323,548.669,2023,12,100,112699601441879221,525.851,3192.89,7476.26,5690.41,128969.71,P043
1305.992,407.406,2024,11,100,796909531116517103,908.334,934.051,5509.85,26072.4,16392.78,P047
1280.317,17.973,2026,12,100,283897809735208779,2231.35,3487.519,300.22,59311.63,150038.4,P033
1016.094,675.236,2022,01,100,546295170154234463,990.989,3674.846,9746.71,33667.37,163379.85,P023
1209.671,932.955,2022,09,100,963938395087294867,2760.599,1548.951,15943.72,121870.38,49525.87,P028
1165.957,560.869,2022,12,100,123389933789359099,602.805,1834.207,7544.7,11402.71,21868.29,P031
971.186,869.439,2026,09,100,294140715680796349,1391.814,463.514,12997.38,49337.32,20352.38,P045
1461.287,474.52,2023,07,100,328380915092479830,785.842,2929.454,5353.35,34292.23,84203.3,P009
1678.114,339.012,2023,12,100,881553994735307041,1527.64,562.258,3639.83,35243.43,16503.02,P028
1295.101,234.55,2021,07,100,113326717796947823,1878.913,3426.038,1476.73,68309.06,63294.12,P050
706.953,201.498,2022,08,100,450965553683442126,32.579,818.333,3005.38,951.43,12211.06,P006
107.335,137.266,2025,06,100,613596986074448831,1270.816,231.47,2122.96,47474.08,10973.54,P036
343.312,713.68,2020,11,100,296014701660930180,592.633,3612.874,10254.91,13435.91,170927.04,P023
1152.572,549.207,2021,11,100,152577593644519623,224.823,3231.506,3254.17,7235.76,155233.47,P038
635.496,172.367,2020,01,100,228714650389326550,52.649,4493.711,2427.07,808.28,120480.37,P036
1986.065,158.698,2022,04,100,276798891423741862,2120.963,4193.162,1323.08,34416.74,158085.92,P033
1296.429,26.551,2026,08,100,103574670185933217,780.898,1855.648,278.54,29593.84,73080.7,P002
201.436,984.258,2024,10,100,479751933960797335,235.016,3213.716,23686.26,8354.04,52280.46,P014
358.49,655.277,2022,04,100,727195526697571855,2941.697,2290.722,5154.38,45671.99,45571.1,P033
1212.084,323.895,2020,10,100,572554702828176239,2274.089,2545.279,6578.19,70541.26,88837.99,P039
958.273,983.626,2023,11,100,263373411149942735,1345.233,3693.972,21801.25,51635.96,159931.85,P027
389.541,177.086,2022,05,100,119642342630145205,726.162,506.398,1038.08,17619.95,8483.63,P045
995.751,811.03,2026,12,100,276129615018697515,1401.538,2055.375,5680.98,47599.22,47206.67,P045
1357.846,21.218,2021,03,100,502332443051965226,1107.328,2619.921,521.78,27063.84,120827.41,P038
893.722,279.697,2024,08,100,353385956843967590,2373.204,4592.428,1648.01,45777.63,184047.18,P013
1425.968,770.023,2020,05,100,142483012479120332,2029.416,3308.73,7102.89,52524.92,137266.55,P006
372.811,446.918,2022,08,100,259970866241114632,1185.111,3566.498,9431.19,31673.52,133551.62,P032
548.867,457.862,2021,06,100,675072325846992743,2625.372,3727.249,3544.29,93032.55,171454.39,P017
277.203,364.631,2024,02,100,251232769921636838,2515.723,144.783,4655.15,54868.76,5784.91,P017
1251.87,245.798,2024,08,100,718983312492671531,2193.723,738.513,5924.3,45536.49,18729.58,P022
1258.291,477.979,2020,05,100,469691128152204055,2469.458,1087.029,9440.41,79752.11,29497.65,P009
789.662,12.153,2024,10,100,622604330653828257,252.426,3267.249,165.31,9810.51,103295.27,P010
216.325,232.233,2026,11,100,520343384303488699,2333.151,1810.562,4979.12,103852.06,68167.81,P043
1330.457,321.102,2021,09,100,275036875108300891,1900.014,2090.666,7645.87,36076.8,48861.75,P028
931.141,963.013,2021,10,100,749902947616040169,572.537,4545.518,11576.86,18835.62,209293.44,P035
1796.837,583.191,2026,11,100,869405509730497539,1896.238,4232.631,4257.25,21455.0,85766.04,P026
1954.092,419.297,2024,10,100,571162834073100753,1934.568,1162.344,2877.65,24826.46,37238.41,P028
1235.717,344.786,2023,06,100,771106983090075400,1112.49,4513.162,5553.08,47875.09,146123.81,P024
173.658,923.773,2026,04,100,313700009724538551,2556.064,347.9,9599.61,27847.6,8435.35,P031
968.313,92.111,2025,07,100,353990776455848097,465.169,677.991,1612.58,6192.19,17002.77,P019
1612.057,535.816,2026,01,100,747749843222974976,646.442,60.98,3499.02,27328.3,1322.5,P042
689.109,759.888,2022,04,100,593043228785414605,2138.918,447.704,9387.58,83394.71,20221.15,P036
1615.737,25.731,2023,02,100,356494563189668596,215.778,4606.68,601.54,8959.13,153832.84,P009
974.113,422.704,2021,11,100,631886833745796275,2090.011,4934.011,7453.61,96499.35,62233.28,P034
753.678,459.183,2023,07,100,216067179858951661,854.235,2900.979,11445.8,11262.27,135121.56,P016
1050.963,727.445,2026,03,100,348310774345282894,2245.855,4923.498,10834.14,45331.48,205800.3,P036
1208.849,297.532,2020,06,100,156879696696070142,834.057,2448.257,4882.83,14373.9,111280.66,P017
1383.898,492.613,2020,06,100,622414133552121499,589.023,3878.598,11856.42,16807.86,77519.86,P029
1626.967,166.012,2023,02,100,860497817977019436,2528.913,2929.859,2071.24,30499.17,113111.82,P036
792.826,529.735,2023,04,100,592517054461137335,816.307,1197.496,7105.03,14187.99,55357.16,P021
946.699,15.464,2025,11,100,325596694798557031,1317.634,3735.039,197.19,38696.97,75590.37,P034
1901.845,962.112,2021,07,100,938699373688679823,1159.719,1388.648,15762.28,33088.95,17026.87,P042
