BKLAS,BWKEY,BWTAR,LBKUM,LFGJA,LFMON,MANDT,MATNR,PEINH,SALK3,SALKV,STPRS,VERPR,VKSAL,VPRSV
3001,V100,VAL580,7543.691,2022,02,100,876195225634699077,7,2639537.48,3762415.89,498.75,349.9,3534606.88,V
3000,V249,VAL345,8129.988,2025,06,100,999455869287276156,4,3420367.25,586009.54,72.08,420.71,4976909.86,V
3002,V013,VAL765,4489.326,2020,09,100,309427852124929704,10,111784.22,218764.86,48.73,24.9,130230.91,S
7900,V340,VAL586,7017.305,2026,09,100,340418523012380037,6,2730082.51,1002702.71,142.89,389.05,3436934.26,V
3002,V311,VAL935,2343.345,2020,07,100,527132287796302723,9,289028.17,622556.47,265.67,123.34,415248.99,V
3002,V296,VAL242,9946.106,2024,09,100,613180587068977066,9,1357444.55,2020949.28,203.19,136.48,1940319.7,S
3002,V220,VAL438,8507.819,2023,07,100,246723866129691462,8,2866709.61,2017459.12,237.13,336.95,3298917.98,V
3001,V179,VAL970,6476.761,2020,02,100,585797074901231312,7,749814.62,1280002.28,197.63,115.77,1055015.66,V
3002,V146,VAL200,9741.078,2022,05,100,151317613943371700,10,2397571.53,3563773.39,365.85,246.13,3171655.76,V
3000,V019,VAL854,1808.266,2026,06,100,896529601095107233,10,398216.34,140014.04,77.43,220.22,572669.59,S
3002,V411,VAL403,4414.707,2025,03,100,974434336364067554,5,310662.93,1829807.76,414.48,70.37,389032.25,S
7900,V492,VAL221,7971.367,2024,03,100,336448364271937321,3,1658921.19,3845945.44,482.47,208.11,1659087.04,S
3002,V129,VAL175,2859.079,2025,02,100,190202558847942519,5,282105.32,812321.53,284.12,98.67,355611.86,V
3000,V005,VAL997,9430.574,2024,01,100,751859228263485179,3,155698.78,2424789.19,257.12,16.51,160657.76,V
3002,V452,VAL213,5946.276,2020,03,100,564759981128093101,1,601822.59,2736357.29,460.18,101.21,745246.39,V
7900,V403,VAL116,5210.936,2021,08,100,148812444274653768,6,2307715.12,265184.53,50.89,442.86,2886064.62,V
3000,V112,VAL265,9090.212,2020,02,100,104809443383164640,9,3250932.52,3716260.47,408.82,357.63,4469595.39,V
3002,V191,VAL555,4157.217,2022,07,100,636555745795441104,5,1121118.28,390861.54,94.02,269.68,1223177.16,S
3000,V347,VAL817,3112.156,2020,04,100,255660371570601215,4,138024.12,564700.71,181.45,44.35,183901.82,V
3001,V075,VAL048,1084.89,2026,02,100,799743630194026949,5,360801.87,39674.43,36.57,332.57,402131.62,V
3002,V407,VAL189,4346.564,2024,10,100,509919714790946465,2,1074340.22,560185.17,128.88,247.17,1565403.67,S
3002,V339,VAL830,3504.978,2026,10,100,354399328782373162,7,356701.61,1210128.7,345.26,101.77,470323.89,S
3001,V231,VAL135,9236.893,2024,12,100,734719713011892923,5,3299233.44,3872567.39,419.25,357.18,4545914.02,V
3000,V433,VAL254,2635.801,2022,06,100,921402861725234400,9,29151.96,1093620.19,414.91,11.06,35463.03,S
3001,V223,VAL200,9856.145,2024,02,100,369563285194474256,5,3146180.05,4772936.78,484.26,319.21,3442974.18,S
3001,V006,VAL511,8081.737,2020,04,100,677632364278850185,5,1824775.4,2431471.39,300.86,225.79,2060922.77,V
7900,V113,VAL788,5739.995,2025,08,100,499091984982862604,1,534450.93,1944710.31,338.8,93.11,689886.36,V
7900,V486,VAL361,6712.681,2021,12,100,543776314244371342,2,1357035.59,3057693.32,455.51,202.16,1910331.49,S
3001,V303,VAL594,6990.933,2020,02,100,192426640191930244,4,958596.73,2511282.95,359.22,137.12,1326286.07,S
3002,V335,VAL389,1961.891,2021,07,100,283882642883366069,5,924344.94,33705.29,17.18,471.15,1331689.79,S
3002,V363,VAL833,895.75,2020,08,100,726461821523161696,8,115220.32,331266.27,369.82,128.63,165205.1,S
3002,V468,VAL950,3491.199,2023,03,100,217866030013597529,3,400754.73,95239.91,27.28,114.79,493736.63,V
3000,V399,VAL172,6958.462,2023,01,100,179137553534587822,6,2834111.99,955188.08,137.27,407.29,3858023.53,S
3000,V336,VAL449,7404.286,2020,12,100,608072731881359866,2,3042124.95,1395041.53,188.41,410.86,3256664.08,S
3002,V479,VAL751,818.644,2022,04,100,522970354444512153,10,89485.98,393505.8,480.68,109.31,111795.68,V
3000,V041,VAL154,6100.946,2023,10,100,297432425769379394,6,796356.48,2738104.56,448.8,130.53,1082238.38,V
3001,V307,VAL730,2993.19,2025,09,100,988980240440877061,9,1463639.98,837165.31,279.69,488.99,1642191.2,S
3000,V059,VAL147,4801.8,2022,04,100,287324577044353330,6,427504.25,1380085.34,287.41,89.03,428048.04,V
7900,V162,VAL757,4964.323,2020,05,100,230907171693164907,6,1455837.36,445250.13,89.69,293.26,1722534.75,V
7900,V449,VAL828,3932.621,2024,05,100,267258291000147259,1,1144550.02,1900557.08,483.28,291.04,1613429.51,V
7900,V237,VAL505,7667.12,2026,01,100,246431705856363750,9,1420563.99,1724718.64,224.95,185.28,1783375.77,V
3000,V042,VAL078,4908.071,2021,08,100,769304545710002235,10,1420346.67,1527440.78,311.21,289.39,1897509.06,S
3002,V413,VAL322,1557.444,2021,01,100,618148907027087357,5,303763.88,60008.32,38.53,195.04,311356.9,S
3002,V211,VAL101,561.163,2024,12,100,365121398445091818,7,158859.63,145767.7,259.76,283.09,200226.24,V
3001,V153,VAL209,4281.237,2026,01,100,425001109470118602,7,1533153.78,1092486.06,255.18,358.11,1772964.61,S
7900,V435,VAL418,4360.289,2024,03,100,390974430881596785,3,1132541.46,184919.86,42.41,259.74,1436032.05,V
3002,V138,VAL570,9210.039,2020,03,100,245760037335806952,2,110888.87,1003433.75,108.95,12.04,122873.91,S
3000,V077,VAL561,438.501,2025,05,100,401887847709889586,6,10686.27,71646.68,163.39,24.37,13735.78,S
3000,V413,VAL786,3479.693,2021,11,100,784207425397604468,9,70916.14,787941.68,226.44,20.38,76926.76,S
3001,V416,VAL914,5746.797,2022,08,100,751219214797712283,5,1822654.14,2864605.9,498.47,317.16,1922257.85,V
3000,V258,VAL950,8404.06,2026,03,100,652814873919929686,3,3115048.88,1347170.82,160.3,370.66,3537054.21,S
7900,V113,VAL415,6971.451,2022,06,100,908804589744295328,3,1561605.02,2188268.75,313.89,224.0,1786694.47,S
3002,V322,VAL679,3500.406,2022,12,100,790293326298020331,8,1239388.75,341954.66,97.69,354.07,1497182.31,S
3002,V060,VAL635,2239.565,2021,05,100,252756812863288285,4,354411.16,809132.44,361.29,158.25,446158.21,V
3002,V325,VAL738,4971.338,2024,01,100,382903823097700323,8,722434.84,1041246.74,209.45,145.32,920183.37,S
3002,V432,VAL392,843.372,2025,02,100,634850904410553041,8,113315.46,345462.04,409.62,134.36,136515.0,S
3000,V322,VAL370,4837.98,2025,03,100,341958613677760006,2,1723965.79,1792955.39,370.6,356.34,2499545.71,V
7900,V321,VAL644,8124.917,2026,10,100,822952539299524994,5,1791950.44,758379.75,93.34,220.55,2043908.4,S
3002,V035,VAL948,3261.378,2021,01,100,562527590518268396,10,1259674.64,609910.3,187.01,386.24,1511560.1,V
3002,V196,VAL230,6837.36,2026,12,100,440264623967224159,3,3056778.54,3344016.03,489.08,447.07,3708889.87,V
3001,V164,VAL788,8263.83,2022,05,100,284582568086128906,10,1474763.1,1781681.75,215.6,178.46,2164356.87,V
3000,V335,VAL657,4262.526,2024,04,100,753572245775047716,1,1193635.16,2096480.79,491.84,280.03,1516545.4,S
3002,V358,VAL000,3965.054,2022,08,100,305670658836857579,9,184692.22,1780428.2,449.03,46.58,247952.43,S
3002,V231,VAL586,1527.356,2026,10,100,520200144863734723,6,286333.43,413363.63,270.64,187.47,326156.71,S
7900,V088,VAL680,6320.685,2023,08,100,876491367658517168,6,2019774.89,2322093.26,367.38,319.55,3008679.54,S
3001,V035,VAL887,6217.105,2022,10,100,261008550495110180,1,1302421.33,934990.42,150.39,209.49,1307915.25,S
3000,V160,VAL050,15.359,2021,09,100,826595177872274931,3,2022.47,1655.09,107.76,131.68,2556.58,S
3000,V275,VAL751,889.741,2023,07,100,311262836350472502,7,334667.18,248985.12,279.84,376.14,479143.56,V
3000,V127,VAL783,1650.812,2020,08,100,657317269634420282,8,482862.51,22418.03,13.58,292.5,669775.13,V
3002,V417,VAL803,2090.571,2025,12,100,149075138484370576,8,442678.41,466887.22,223.33,211.75,499719.35,S
3002,V358,VAL191,3735.535,2024,08,100,669571515338712292,10,483452.94,483677.07,129.48,129.42,538114.04,S
3001,V075,VAL410,1770.487,2025,10,100,278141275496234162,6,286500.21,780961.82,441.1,161.82,304282.85,V
3002,V018,VAL023,218.203,2022,07,100,773584595549376662,4,49213.5,76772.54,351.84,225.54,61666.44,S
3002,V372,VAL539,7577.655,2026,06,100,828843492640591619,3,2140081.33,3247479.83,428.56,282.42,3103882.27,S
7900,V079,VAL950,7786.091,2020,04,100,659659146881401628,1,215441.14,1882365.36,241.76,27.67,250425.21,S
3002,V042,VAL243,3616.059,2022,07,100,652986692898506522,2,1098233.28,1052092.37,290.95,303.71,1588580.13,S
7900,V078,VAL276,806.403,2020,12,100,188640295819010592,9,390726.45,161748.31,200.58,484.53,490590.61,S
3002,V353,VAL999,7024.399,2026,08,100,635666580341478766,10,2586313.47,882756.22,125.67,368.19,2618941.7,V
7900,V138,VAL031,6264.809,2026,05,100,424953007590641955,3,836352.0,472867.78,75.48,133.5,942526.64,S
3002,V370,VAL064,1926.017,2024,12,100,902956872490256100,8,605347.14,912835.76,473.95,314.3,846320.71,V
3002,V496,VAL541,2604.265,2023,05,100,453779438100113243,4,903419.53,466345.73,179.07,346.9,1022134.11,V
3002,V135,VAL049,9086.432,2025,07,100,906192386788152227,2,995691.22,1234482.65,135.86,109.58,1449871.95,V
3002,V357,VAL979,1416.765,2022,02,100,664611449273618723,1,532845.32,208051.94,146.85,376.1,661366.38,V
3000,V329,VAL610,3973.382,2026,06,100,530517737951831193,9,1228013.44,1488468.63,374.61,309.06,1431122.46,V
3002,V161,VAL767,6229.455,2021,12,100,967232300988094987,9,2940676.53,1057823.75,169.81,472.06,3891699.79,S
3000,V387,VAL075,2665.15,2025,07,100,503044164568731141,1,1292038.07,356810.28,133.88,484.79,1440306.57,V
3001,V135,VAL039,6646.114,2023,12,100,430057072937941557,5,2370801.79,3003511.84,451.92,356.72,2761056.81,S
3001,V115,VAL592,4892.312,2025,07,100,454826825887623049,4,1076504.33,2314846.35,473.16,220.04,1210210.52,S
7900,V297,VAL333,8056.095,2023,07,100,886718524115538973,5,1898177.1,749539.08,93.04,235.62,2546660.38,S
3002,V282,VAL037,6882.471,2024,05,100,431457495597615436,2,2856638.41,503452.75,73.15,415.06,3986378.03,V
3002,V153,VAL838,2619.88,2024,05,100,724486199745376766,10,273698.86,847242.99,323.39,104.47,356174.05,V
3001,V148,VAL282,393.939,2023,08,100,636441061885695583,4,179340.73,40485.11,102.77,455.25,198652.51,V
7900,V438,VAL186,259.581,2024,09,100,157500915098048330,9,86238.0,110225.88,424.63,332.22,128620.72,S
3001,V368,VAL313,7051.748,2023,02,100,182666287911004023,7,1742063.83,1180462.62,167.4,247.04,2081847.04,V
3002,V424,VAL769,7211.436,2025,09,100,798498436960959358,3,87907.4,3193079.63,442.78,12.19,114308.63,S
3002,V248,VAL946,7749.067,2022,12,100,313717550980832625,8,1728429.39,2596867.33,335.12,223.05,2505425.77,S
7900,V449,VAL763,3644.567,2021,07,100,104933270554915229,5,1384097.21,556488.94,152.69,379.77,1446714.48,S
3002,V312,VAL517,2921.467,2022,06,100,175029691971270447,4,518735.68,221914.63,75.96,177.56,554098.51,V
3000,V198,VAL607,7213.136,2026,07,100,265537845128282091,8,3339249.18,2772152.43,384.32,462.94,4619367.18,V
3000,V198,VAL123,2774.434,2020,02,100,300895002713242064,7,871255.51,348996.05,125.79,314.03,1286260.35,V
3000,V298,VAL314,8705.72,2024,07,100,108563199546835349,8,3212758.91,161752.28,18.58,369.04,3379434.95,S
3000,V245,VAL234,8538.981,2024,10,100,372116370273358113,7,3275638.5,2106993.56,246.75,383.61,3947081.48,S
7900,V495,VAL520,3731.049,2020,01,100,809807451149605253,4,1314262.01,1706992.23,457.51,352.25,1535412.47,S
3000,V497,VAL370,7257.58,2023,05,100,664603389636931482,6,2637404.57,670164.94,92.34,363.4,2773000.6,S
3000,V405,VAL419,134.179,2023,02,100,710736162444536562,8,48308.47,52199.66,389.03,360.03,70364.59,V
3000,V022,VAL707,4740.98,2026,04,100,980093374342704096,9,1360329.39,697350.75,147.09,286.93,1586674.1,V
7900,V063,VAL500,253.604,2025,05,100,320324054451010719,6,71846.01,36108.14,142.38,283.3,103114.19,S
3002,V233,VAL045,5646.028,2024,09,100,514626023260068418,2,940628.26,1996943.64,353.69,166.6,990936.33,S
7900,V253,VAL283,5421.206,2022,03,100,512430927384948453,9,1955645.85,290522.43,53.59,360.74,2227628.67,V
3001,V373,VAL736,2743.264,2025,01,100,794309081827908835,1,743067.92,1101694.82,401.6,270.87,1091475.79,S
3001,V104,VAL560,96.377,2025,07,100,289281134373153354,5,29343.91,13070.65,135.62,304.47,43204.03,S
3000,V225,VAL207,9088.77,2023,11,100,512228565356634018,2,1101740.7,172686.63,19.0,121.22,1230784.66,V
3000,V439,VAL643,4295.129,2025,06,100,707320248064606760,10,667677.8,1926537.16,448.54,155.45,973340.31,S
3000,V253,VAL468,1976.242,2022,08,100,810748168098792043,2,388548.94,887194.32,448.93,196.61,511171.05,S
3000,V441,VAL377,1888.078,2025,10,100,926027803156039380,7,522091.33,554660.67,293.77,276.52,753368.48,S
7900,V058,VAL104,7498.084,2022,06,100,147116592894044182,7,3166290.91,829887.94,110.68,422.28,4425991.32,V
7900,V408,VAL001,3025.258,2021,02,100,136518025421747867,7,1333866.5,1171349.65,387.19,440.91,1660101.14,V
3001,V238,VAL404,1230.248,2023,04,100,803416258207706674,3,335439.42,562407.87,457.15,272.66,370843.55,V
3000,V311,VAL054,8558.822,2025,10,100,698272372697674977,2,2428736.92,1002666.0,117.15,283.77,3379520.64,S
3000,V017,VAL308,5119.413,2025,01,100,174665927696090121,7,86108.53,345662.77,67.52,16.82,89719.95,S
3001,V058,VAL693,7478.946,2023,11,100,653131607041756416,9,2022980.1,1733245.74,231.75,270.49,2703638.27,S
3000,V165,VAL056,2991.899,2020,11,100,328691678696831618,2,176432.28,1435572.98,479.82,58.97,182909.84,S
3000,V282,VAL090,6184.316,2021,11,100,440623805759900512,6,2407492.38,2197101.95,355.27,389.29,3439248.21,S
7900,V018,VAL032,9293.547,2025,03,100,566910561757396081,6,4584320.86,3407757.81,366.68,493.28,5705222.06,V
3000,V112,VAL788,947.889,2020,05,100,666625734312959246,2,445375.13,23280.15,24.56,469.86,605191.3,V
3002,V044,VAL197,8173.332,2023,05,100,112376323144129806,5,4038361.61,3504070.9,428.72,494.09,5955846.55,S
3001,V306,VAL443,5373.962,2022,08,100,847312368090506244,1,99310.82,1892709.42,352.2,18.48,138612.27,V
3001,V022,VAL011,2072.323,2025,11,100,316409592550643082,1,215127.85,1035436.19,499.65,103.81,265171.39,S
3000,V310,VAL831,2359.171,2026,11,100,196545020192046870,3,654882.28,272814.53,115.64,277.59,918774.5,V
3001,V398,VAL357,7046.368,2022,06,100,745817100567067847,8,1517505.81,3428198.96,486.52,215.36,2168807.77,V
3000,V186,VAL252,7099.683,2025,01,100,172505728345520176,4,1503641.86,679226.67,95.67,211.79,2213190.09,S
3000,V191,VAL416,6519.498,2025,10,100,407662686569393896,3,133975.68,875242.61,134.25,20.55,147828.6,S
7900,V383,VAL481,8161.467,2020,04,100,332578386970870761,3,3743746.53,3592269.7,440.15,458.71,4189864.47,S
3000,V243,VAL885,2010.657,2020,02,100,519925889122658999,7,397848.7,713662.6,354.94,197.87,410300.31,S
3000,V047,VAL152,9828.684,2024,07,100,721713523830513989,7,4510874.52,689973.62,70.2,458.95,6394332.17,S
3002,V020,VAL458,4487.519,2021,07,100,756574397210336914,3,1823009.72,1516736.55,337.99,406.24,2605651.19,V
7900,V208,VAL270,8477.349,2022,02,100,217711142063405718,10,3321425.34,3110932.76,366.97,391.8,4446152.61,V
3001,V184,VAL507,3917.498,2021,10,100,408592643954012988,2,461912.19,1787005.89,456.16,117.91,669613.02,S
7900,V125,VAL281,6306.078,2020,07,100,457234082315337722,1,2154093.18,880832.98,139.68,341.59,2722155.74,S
3001,V498,VAL776,5762.527,2024,10,100,554376609879432073,7,226409.69,2532054.36,439.4,39.29,243673.72,V
3000,V027,VAL306,5476.406,2024,07,100,917418840889438385,6,541890.37,999498.86,182.51,98.95,725135.87,V
7900,V149,VAL878,2160.328,2025,05,100,163762900590113283,3,793207.63,98359.73,45.53,367.17,1161057.73,V
3002,V231,VAL617,8814.337,2021,02,100,657983834187879512,9,1570538.57,1106728.15,125.56,178.18,2080896.19,V
3002,V156,VAL292,3869.128,2024,05,100,179616130658321921,4,89415.55,1053408.79,272.26,23.11,93916.75,S
3002,V249,VAL654,3202.068,2026,11,100,244757019809915036,8,357126.64,212072.96,66.23,111.53,494631.56,V
7900,V090,VAL795,3081.86,2024,02,100,327978452552588877,2,673632.96,1001666.14,325.02,218.58,887848.53,S
7900,V358,VAL067,7084.487,2026,05,100,225942991550480312,7,2403695.59,2420131.6,341.61,339.29,3560799.14,S
3001,V099,VAL024,5026.325,2020,10,100,747118246897576916,6,1539915.19,1159271.6,230.64,306.37,2188033.82,V
3000,V407,VAL306,2697.558,2023,11,100,507151353104314802,2,138087.99,923482.01,342.34,51.19,193199.7,S
3000,V063,VAL001,8592.566,2020,05,100,511334630389231036,9,3030254.33,920263.82,107.1,352.66,3474591.46,S
3001,V180,VAL743,5790.342,2026,12,100,325440745123285605,8,1480358.84,1835248.9,316.95,255.66,2085923.06,S
7900,V128,VAL526,5266.141,2023,12,100,339592741920629129,10,778230.32,1603592.6,304.51,147.78,1106797.91,V
3002,V199,VAL475,5993.71,2022,07,100,249781398962146277,9,2355587.97,2256212.26,376.43,393.01,3029818.81,S
3002,V279,VAL825,6879.06,2024,04,100,385669150418510347,3,893865.06,2316317.08,336.72,129.94,1302128.89,S
3002,V028,VAL864,898.186,2026,03,100,815641819985535852,1,239357.59,10122.56,11.27,266.49,341471.8,V
7900,V305,VAL165,8261.235,2022,10,100,364064823101894741,2,1384913.44,307896.23,37.27,167.64,1738187.91,V
3001,V458,VAL661,6591.805,2021,09,100,685634256458188418,8,1069849.95,2959720.45,449.0,162.3,1322980.92,V
3002,V301,VAL013,8874.179,2021,06,100,579036066127300395,9,831599.31,4135988.61,466.07,93.71,1036931.6,V
3002,V322,VAL050,1614.057,2023,09,100,201722717165989704,7,576621.86,47211.17,29.25,357.25,776056.36,V
3001,V029,VAL702,4060.59,2025,03,100,603599792438937885,2,845293.02,809153.77,199.27,208.17,869441.86,S
3001,V406,VAL971,5732.152,2021,10,100,799971935784293466,9,940474.18,2157123.44,376.32,164.07,1053832.65,V
3002,V480,VAL490,542.259,2022,02,100,235025130391228708,9,75655.98,58070.52,107.09,139.52,90315.24,S
3002,V008,VAL327,4947.347,2022,04,100,987609981701224983,5,538122.93,1436066.41,290.27,108.77,700182.11,V
3001,V266,VAL787,7320.696,2024,09,100,543585091139333447,2,907619.89,434483.31,59.35,123.98,973544.32,S
3000,V298,VAL985,1947.045,2022,07,100,808499276736463221,5,765208.16,166433.41,85.48,393.01,812119.53,S
3000,V434,VAL355,8916.668,2020,09,100,271063562908502496,7,2160062.82,2114052.82,237.09,242.25,2739603.13,V
3001,V257,VAL533,4951.88,2022,10,100,719918735278090643,5,795519.52,1537162.59,310.42,160.65,1043226.17,V
7900,V456,VAL820,4244.565,2023,07,100,458667009208898948,10,397333.73,98176.79,23.13,93.61,566991.84,V
3001,V406,VAL223,5647.496,2026,11,100,736988484259173764,1,2239740.44,2666182.86,472.1,396.59,3034653.13,S
7900,V498,VAL268,4715.267,2022,04,100,635892087266313198,8,882792.29,1711264.7,362.92,187.22,1302105.27,V
7900,V306,VAL680,694.581,2024,08,100,501356074196276010,3,135623.89,185119.73,266.52,195.26,195268.97,S
7900,V398,VAL870,629.127,2024,01,100,505108698181794207,6,136161.96,79320.33,126.08,216.43,141089.33,V
3002,V342,VAL432,7271.458,2021,12,100,592246619193827426,7,3152177.04,2018774.88,277.63,433.5,3529283.68,V
3001,V402,VAL191,3396.778,2026,03,100,634560895176665096,7,1599950.37,450141.02,132.52,471.02,1691033.9,S
3001,V200,VAL485,3392.913,2023,08,100,849976281018222568,1,510463.76,1124241.72,331.35,150.45,530942.44,V
3002,V012,VAL140,6346.895,2025,07,100,568705053370464542,7,1168526.84,1347445.81,212.3,184.11,1516792.16,S
7900,V429,VAL514,5280.521,2024,07,100,179137553534587822,4,1391206.06,1768393.68,334.89,263.46,1951955.29,S
3002,V166,VAL010,5690.796,2023,06,100,649531881394473978,10,1245032.35,2738069.59,481.14,218.78,1654875.96,V
3001,V056,VAL890,1465.153,2026,06,100,699134877507435286,7,363885.4,524612.68,358.06,248.36,379251.2,V
3001,V463,VAL300,2920.694,2023,04,100,514910678868631482,8,439301.58,351271.87,120.27,150.41,469014.55,V
3000,V399,VAL626,6637.076,2026,11,100,158174864042874970,7,2200190.69,2981507.28,449.22,331.5,3103398.6,S
3001,V257,VAL184,3583.725,2021,10,100,792925203528435785,7,1713307.25,1598162.16,445.95,478.08,2479235.97,V
3000,V476,VAL391,752.415,2026,11,100,209347736119247762,8,121966.47,280176.77,372.37,162.1,179333.33,V
3001,V055,VAL003,680.383,2022,04,100,235062247542409678,3,322474.33,320072.57,470.43,473.96,449635.66,S
3001,V271,VAL700,5775.097,2022,06,100,500102682519722746,3,1899198.4,1628404.1,281.97,328.86,2682397.38,S
7900,V427,VAL082,4748.483,2025,08,100,581053926629215448,8,1408684.97,1519799.47,320.06,296.66,1500508.21,V
3001,V102,VAL632,9648.302,2021,08,100,469434620716478266,6,4776777.84,2531714.44,262.4,495.09,6553989.24,S
3001,V250,VAL974,11.739,2026,07,100,857044040391210291,4,3330.24,4038.92,344.06,283.69,4022.88,S
3000,V162,VAL070,7907.725,2024,03,100,666388873998547134,10,822166.17,1044531.4,132.09,103.97,878021.55,S
3000,V398,VAL657,8476.314,2022,08,100,273562619929982593,6,1622959.84,1551504.51,183.04,191.47,2292038.32,V
3002,V138,VAL517,6341.597,2025,03,100,911159483132398260,10,1102803.72,2422299.81,381.97,173.9,1357424.07,V
7900,V087,VAL926,4385.0,2024,05,100,875796525846774761,1,2068404.5,278842.15,63.59,471.7,2692475.32,V
3002,V402,VAL131,1480.424,2022,09,100,985832569597639266,10,127153.62,521686.61,352.39,85.89,164271.84,V
3002,V221,VAL253,9262.559,2024,05,100,556289727138264337,4,2833138.92,2902608.11,313.37,305.87,3852479.36,V
3000,V083,VAL449,955.389,2026,12,100,973065866343599127,7,315947.14,88736.53,92.88,330.7,340509.56,V
3001,V137,VAL542,5970.167,2022,11,100,813353807845986811,5,1622751.09,1959110.3,328.15,271.81,2300656.04,V
3001,V340,VAL846,7285.602,2026,03,100,660312056767016165,10,153070.5,3027677.62,415.57,21.01,210466.32,S
3000,V059,VAL040,3462.436,2025,06,100,965382756179208888,3,1705180.48,37498.18,10.83,492.48,2515075.38,S
7900,V172,VAL584,866.84,2020,07,100,277771725225024736,9,403635.38,43203.31,49.84,465.64,501472.53,V
3001,V142,VAL434,7898.167,2022,03,100,796784173763145335,4,3323627.66,189082.12,23.94,420.81,3873842.17,S
3002,V053,VAL658,3436.643,2024,07,100,775400915778670417,1,974700.69,965215.55,280.86,283.62,1108447.65,S
3002,V235,VAL463,4624.631,2025,11,100,295336759284407078,10,1124664.01,1556974.52,336.67,243.19,1291575.27,V
3002,V169,VAL605,5390.66,2022,11,100,544852454522298039,7,601759.38,982124.35,182.19,111.63,660370.12,S
7900,V318,VAL994,4662.552,2023,01,100,548389201959469519,3,2297659.0,755426.68,162.02,492.79,2457833.82,V
3002,V228,VAL546,7793.581,2023,03,100,423719251061227320,4,3106989.0,2510312.44,322.1,398.66,4582761.31,S
3001,V050,VAL559,9080.283,2020,06,100,336889783560088068,5,2838314.86,3392212.12,373.58,312.58,3892030.12,S
7900,V416,VAL488,2295.208,2023,11,100,580681602618002525,2,454933.18,356147.43,155.17,198.21,486052.4,S
3000,V302,VAL333,3677.159,2022,03,100,458647260951106138,9,1328814.95,976910.83,265.67,361.37,1909821.81,S
3001,V134,VAL441,3737.523,2023,06,100,852769476677693642,3,1411326.06,1172012.46,313.58,377.61,1960066.38,V
7900,V472,VAL631,7726.782,2020,06,100,457860400384192290,5,924586.73,424200.33,54.9,119.66,1059046.52,S
3000,V332,VAL767,7980.775,2022,01,100,277144434240886490,1,574615.8,1230396.08,154.17,72.0,775570.74,S
3002,V109,VAL177,1455.479,2023,06,100,415975272131738482,1,702123.07,102189.18,70.21,482.4,800630.18,S
7900,V363,VAL351,6045.062,2026,02,100,307542437309690171,7,600214.21,1702893.97,281.7,99.29,854581.71,V
7900,V174,VAL784,7036.419,2025,06,100,466494551152456324,10,1872391.1,2585954.35,367.51,266.1,1912806.37,V
3001,V050,VAL863,8144.929,2025,10,100,823999364899609869,8,3301058.27,2755266.58,338.28,405.29,3586853.82,V
3001,V318,VAL411,3616.217,2022,06,100,388302482538965447,6,780488.12,194371.66,53.75,215.83,1061286.31,V
3002,V085,VAL673,3832.617,2024,04,100,188640295819010592,1,1631621.71,1755185.28,457.96,425.72,1707274.85,V
3000,V044,VAL631,5915.298,2025,02,100,361840680695419205,3,2038175.08,1014177.84,171.45,344.56,2837718.15,V
3000,V106,VAL594,9409.762,2026,05,100,235330132105466285,4,2178454.0,2600764.12,276.39,231.51,2916904.55,S
3000,V368,VAL619,6884.168,2022,10,100,503724491795724862,5,3303643.38,2017405.43,293.05,479.89,3367207.59,V
3001,V004,VAL186,7035.799,2025,12,100,750829451046740288,2,1376483.72,1269821.0,180.48,195.64,1844607.3,V
3000,V215,VAL619,4214.065,2020,06,100,856863788957082127,5,869319.47,1901849.68,451.31,206.29,1292912.13,V
3000,V307,VAL094,3266.284,2023,07,100,913924327274584765,2,423016.44,107395.42,32.88,129.51,506087.73,V
3001,V215,VAL024,881.755,2020,07,100,786269459872615202,3,409099.05,191393.74,217.06,463.96,452714.01,S
3002,V126,VAL922,7058.122,2025,07,100,485503384059770778,6,3157239.13,2123930.07,300.92,447.32,4011089.99,S
3000,V212,VAL099,2951.132,2022,04,100,263043790157703980,5,1040716.7,495052.39,167.75,352.65,1337191.13,V
3000,V029,VAL682,357.782,2021,12,100,407940607757145525,6,70300.59,42450.83,118.65,196.49,77267.53,S
3001,V154,VAL739,7385.941,2023,03,100,384297639054048782,1,3097811.37,3422645.06,463.4,419.42,3598772.48,S
7900,V360,VAL180,4232.886,2024,01,100,366905070549804737,2,70519.88,1037776.66,245.17,16.66,98066.84,V
3002,V194,VAL464,6298.865,2021,02,100,670533885125873405,3,2703976.77,1044036.87,165.75,429.28,3342815.34,V
3001,V231,VAL870,5433.451,2024,04,100,659694888397069041,3,106386.97,971012.03,178.71,19.58,142627.78,V
7900,V152,VAL691,2392.1,2024,01,100,994505620314696593,8,220862.59,892755.64,373.21,92.33,222303.0,S
3002,V207,VAL371,9445.491,2022,03,100,137913219803000724,1,3595237.24,279964.35,29.64,380.63,4681691.67,V
7900,V494,VAL509,5207.0,2024,07,100,151976863249868842,7,791620.21,1669832.83,320.69,152.03,1109801.65,S
3001,V115,VAL872,8935.506,2022,06,100,768346175881869763,1,4003196.04,2186160.9,244.66,448.01,4152281.92,S
3002,V466,VAL525,9286.448,2025,04,100,543292594848147307,2,1104530.13,3058677.38,329.37,118.94,1238082.39,S
3002,V400,VAL767,5883.252,2024,04,100,343883081712340539,8,162436.59,1882640.64,320.0,27.61,198584.76,V
