Customer ID,Market,Customer Description,Market Description,Customer Region,Market Region,Customer Country/Region,Market Sub Region,Demand Type,Demand Sub Type,Latitude,Longttitude
BR,BR,Market Entity for BR,"Planning Market - Garner, Gonzalez and Barr - BR",AMER,APAC,BR,Christinemouth,Free Goods,Standard,-6.900678,81.663899
JP,JP,Market Entity for JP,Planning Market - Arias Ltd - JP,APAC,EMEA,JP,West Zacharyville,Commercial,Urgent,71.9356255,-80.613049
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Nunez, Molina and Glenn - LATAM_REG",APAC,EMEA,INTL,East Sherry,Commercial,Standard,-54.7535235,21.795787
ES,ES,Market Entity for ES,Planning Market - Henderson-Knight - ES,APAC,EMEA,ES,Stephensland,Clinical,Standard,-53.5958105,22.39844
CH,CH,Market Entity for CH,Planning Market - Jenkins-Jensen - CH,AMER,EMEA,CH,South Jessicashire,Clinical,Priority,62.076432,-95.267062
SG,SG,Market Entity for SG,"Planning Market - Love, Ellis and Chavez - SG",AMER,AMER,SG,Lake Marychester,Samples,Standard,11.154473,10.636147
FR,FR,Market Entity for FR,Planning Market - Mora-Moody - FR,EMEA,LATAM,FR,Watsonmouth,Clinical,Priority,28.7333105,176.27185
NL,NL,Market Entity for NL,Planning Market - Burke-Browning - NL,AMER,EMEA,NL,Hamiltonborough,Commercial,Priority,88.6106335,156.434889
AU,AU,Market Entity for AU,"Planning Market - Smith, Barrera and Flores - AU",AMER,APAC,AU,Warrenborough,Clinical,Urgent,86.0013235,-46.755642
IN,IN,Market Entity for IN,Planning Market - Young-Santana - IN,LATAM,EMEA,IN,West Taylor,Commercial,Urgent,-14.1596685,-129.890815
CA,CA,Market Entity for CA,"Planning Market - Higgins, Hamilton and Hart - CA",LATAM,LATAM,CA,Cabreramouth,Commercial,Standard,-75.9884135,59.850731
IT,IT,Market Entity for IT,Planning Market - Newman PLC - IT,AMER,LATAM,IT,Josefurt,Commercial,GPSS_Early,-89.1891585,12.952099
IN,IN,Market Entity for IN,Planning Market - Miller Group - IN,LATAM,EMEA,IN,East Carl,Free Goods,Urgent,-31.5200635,-178.372374
AU,AU,Market Entity for AU,"Planning Market - Cook, Yates and Becker - AU",AMER,APAC,AU,Port Courtney,Commercial,GPSS_Early,51.005734,-171.91714
IT,IT,Market Entity for IT,Planning Market - Bird Ltd - IT,AMER,EMEA,IT,New Diane,Clinical,Priority,3.0173255,-0.863158
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Sanders-Sherman - GLOBAL_CORP,APAC,APAC,INTL,New Alexandraborough,Commercial,Priority,43.725656,-162.883147
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - George-Perkins - APAC_REG,AMER,APAC,INTL,Port Heathertown,Free Goods,Standard,22.053515,-111.60412
IN,IN,Market Entity for IN,Planning Market - Cohen Ltd - IN,LATAM,AMER,IN,West Joycebury,Clinical,Standard,-7.707864,-22.373563
AU,AU,Market Entity for AU,"Planning Market - Miller, Serrano and Collins - AU",LATAM,AMER,AU,Smithside,Clinical,Urgent,-13.4238635,110.572725
IN,IN,Market Entity for IN,"Planning Market - Sanders, Martinez and Warner - IN",AMER,AMER,IN,West Chelsea,Clinical,Priority,79.4472805,-10.243149
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,"Planning Market - Bennett, Scott and Henderson - GLOBAL_CORP",AMER,EMEA,INTL,New Johnchester,Free Goods,Priority,-52.0764745,158.840849
DE,DE,Market Entity for DE,"Planning Market - Chan, Barton and Maynard - DE",LATAM,AMER,DE,West Alex,Commercial,GPSS_Early,72.9015375,23.708563
CH,CH,Market Entity for CH,Planning Market - Castro Group - CH,EMEA,AMER,CH,North Pamelabury,Samples,Urgent,-51.7004145,-125.753027
FR,FR,Market Entity for FR,Planning Market - Baxter-Sanders - FR,AMER,AMER,FR,Brownland,Samples,Urgent,47.1197675,69.694515
DE,DE,Market Entity for DE,Planning Market - Marshall Inc - DE,APAC,LATAM,DE,Kristishire,Samples,Priority,70.6804,-94.799902
CA,CA,Market Entity for CA,"Planning Market - Zamora, Alvarez and Miller - CA",APAC,AMER,CA,East Geraldbury,Commercial,Standard,-61.9123345,118.100095
AU,AU,Market Entity for AU,"Planning Market - Holland, Johnson and Johnson - AU",LATAM,LATAM,AU,Paulland,Free Goods,GPSS_Early,37.1529785,-52.266565
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Davis-Bray - EMEA_REG,EMEA,APAC,INTL,Rhondaview,Free Goods,Standard,19.4425455,5.462461
CN,CN,Market Entity for CN,Planning Market - Evans-Miller - CN,AMER,EMEA,CN,East Michele,Free Goods,Priority,1.339247,15.516093
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Jones, Leon and Fischer - EMEA_REG",EMEA,LATAM,INTL,West Dianafurt,Commercial,Urgent,-38.0884895,-167.380087
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Gonzalez, Gonzalez and Hunt - EMEA_REG",LATAM,AMER,INTL,Williammouth,Commercial,GPSS_Early,-84.87928,-150.738051
CH,CH,Market Entity for CH,Planning Market - Pineda-Green - CH,LATAM,AMER,CH,Harrymouth,Clinical,Priority,84.878494,-179.226978
JP,JP,Market Entity for JP,Planning Market - Mcgrath Inc - JP,AMER,APAC,JP,Diazfurt,Commercial,GPSS_Early,-20.3010525,67.513985
JP,JP,Market Entity for JP,Planning Market - Roman Ltd - JP,EMEA,AMER,JP,Austinfort,Commercial,Standard,40.310633,92.340983
CA,CA,Market Entity for CA,"Planning Market - Garcia, Mathis and Baker - CA",EMEA,EMEA,CA,Lauraberg,Samples,Urgent,-16.4388355,-32.111458
FR,FR,Market Entity for FR,"Planning Market - Zuniga, Hill and Silva - FR",LATAM,LATAM,FR,Jasontown,Clinical,Urgent,63.206998,-170.706529
NL,NL,Market Entity for NL,"Planning Market - Baker, Richmond and Navarro - NL",APAC,LATAM,NL,Port Abigailton,Clinical,Standard,11.634331,-67.97462
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Hernandez, Dawson and Walsh - AMER_REG",AMER,EMEA,INTL,Coxborough,Commercial,Urgent,-51.135411,64.685429
CH,CH,Market Entity for CH,Planning Market - Williams LLC - CH,LATAM,AMER,CH,Port Geraldview,Samples,Priority,-26.7768925,97.265284
DE,DE,Market Entity for DE,Planning Market - Avila-Dawson - DE,EMEA,LATAM,DE,New Laurentown,Clinical,Priority,7.273561,-153.854672
GB,GB,Market Entity for GB,"Planning Market - Davis, Reyes and Lewis - GB",LATAM,APAC,GB,Lake John,Free Goods,Standard,14.967289,-111.776669
NL,NL,Market Entity for NL,Planning Market - Aguilar-Robinson - NL,LATAM,EMEA,NL,Wardville,Commercial,GPSS_Early,-60.1706785,146.165755
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Erickson PLC - LATAM_REG,LATAM,LATAM,INTL,East Williamborough,Commercial,Urgent,-89.302124,-165.722228
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Thompson-Allen - APAC_REG,APAC,AMER,INTL,New Jasonburgh,Clinical,Priority,-17.9912425,15.450143
GB,GB,Market Entity for GB,Planning Market - Perry PLC - GB,AMER,EMEA,GB,South Shannonville,Clinical,Standard,63.837061,54.458364
CN,CN,Market Entity for CN,Planning Market - Henry Inc - CN,APAC,LATAM,CN,South Donaldberg,Commercial,Priority,-26.3418835,-57.379857
BR,BR,Market Entity for BR,"Planning Market - Nguyen, Martinez and Dennis - BR",LATAM,AMER,BR,Jamiestad,Samples,Priority,-23.6328125,9.099189
US,US,Market Entity for US,Planning Market - Jackson-Webster - US,EMEA,APAC,US,Ballport,Clinical,Urgent,5.039315,160.204514
IT,IT,Market Entity for IT,Planning Market - Wise Ltd - IT,APAC,APAC,IT,New Jonview,Free Goods,Standard,29.8048345,177.087602
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Davis-Wall - GLOBAL_CORP,APAC,EMEA,INTL,New Elizabeth,Commercial,GPSS_Early,54.4880115,-87.016658
IT,IT,Market Entity for IT,Planning Market - Herrera and Sons - IT,APAC,EMEA,IT,Justinside,Clinical,Urgent,-46.7688755,-128.054324
IN,IN,Market Entity for IN,Planning Market - Lee-Anderson - IN,APAC,LATAM,IN,Smithhaven,Free Goods,Priority,25.7882935,164.977259
NL,NL,Market Entity for NL,Planning Market - Schneider-Horton - NL,AMER,AMER,NL,Humphreyberg,Commercial,Urgent,-46.4117075,-63.121712
BR,BR,Market Entity for BR,Planning Market - Rubio LLC - BR,LATAM,LATAM,BR,Port Ryan,Free Goods,Urgent,31.6000555,118.614698
DE,DE,Market Entity for DE,"Planning Market - Lewis, Hunt and Miller - DE",AMER,APAC,DE,Johnport,Clinical,Standard,1.9003885,-106.786648
GB,GB,Market Entity for GB,"Planning Market - Strickland, Pugh and Weaver - GB",LATAM,EMEA,GB,Reedtown,Commercial,Urgent,-15.5023005,-41.39913
BR,BR,Market Entity for BR,Planning Market - Campbell-Davis - BR,AMER,AMER,BR,Collinsview,Commercial,GPSS_Early,-17.8303315,-138.145516
IT,IT,Market Entity for IT,Planning Market - Cooper PLC - IT,EMEA,APAC,IT,Elizabethton,Free Goods,GPSS_Early,13.8067125,-7.267436
JP,JP,Market Entity for JP,Planning Market - Campos and Sons - JP,EMEA,APAC,JP,New John,Samples,GPSS_Early,-55.5868055,-36.072967
GB,GB,Market Entity for GB,Planning Market - Houston-Bates - GB,LATAM,APAC,GB,West Jessica,Samples,GPSS_Early,-58.136335,129.644144
AU,AU,Market Entity for AU,"Planning Market - Wood, Ellison and Molina - AU",LATAM,LATAM,AU,Webbview,Clinical,Urgent,42.633951,-106.829376
CN,CN,Market Entity for CN,"Planning Market - Stephens, Martinez and Morris - CN",APAC,LATAM,CN,Johnsonchester,Samples,Urgent,23.687092,-84.475896
US,US,Market Entity for US,Planning Market - Conner-Smith - US,LATAM,EMEA,US,Mcmillanburgh,Commercial,Urgent,-82.9462155,-18.533603
FR,FR,Market Entity for FR,Planning Market - Hopkins Group - FR,LATAM,LATAM,FR,Zhangview,Commercial,Standard,74.45195,-26.852948
GB,GB,Market Entity for GB,"Planning Market - Howe, Martin and Holmes - GB",AMER,EMEA,GB,South Dave,Samples,Priority,-43.856659,98.553737
NL,NL,Market Entity for NL,"Planning Market - Spence, Young and Morris - NL",EMEA,EMEA,NL,Dunnton,Commercial,Priority,60.2363755,-154.730598
NL,NL,Market Entity for NL,"Planning Market - Thompson, Hardy and Davidson - NL",LATAM,APAC,NL,New Walterburgh,Clinical,GPSS_Early,-44.0849515,-160.668805
SG,SG,Market Entity for SG,"Planning Market - Wilcox, Kelly and Sims - SG",AMER,EMEA,SG,Lake Jadeshire,Commercial,Urgent,-16.5175035,-102.585535
SG,SG,Market Entity for SG,Planning Market - Reid Ltd - SG,EMEA,EMEA,SG,Travisland,Commercial,Priority,-33.2045545,-153.349797
ES,ES,Market Entity for ES,"Planning Market - Moore, Grimes and Carpenter - ES",AMER,EMEA,ES,East Leslietown,Clinical,Standard,-85.8502535,-89.899652
JP,JP,Market Entity for JP,Planning Market - Mendoza PLC - JP,EMEA,LATAM,JP,Port Michael,Free Goods,Priority,34.450183,127.184627
SG,SG,Market Entity for SG,"Planning Market - Clayton, Mccullough and Wright - SG",EMEA,APAC,SG,Sarahburgh,Free Goods,GPSS_Early,25.752017,-161.774396
BR,BR,Market Entity for BR,Planning Market - Thompson and Sons - BR,AMER,EMEA,BR,Brandontown,Free Goods,Priority,84.160514,71.139814
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - May-Smith - LATAM_REG,LATAM,LATAM,INTL,Bartonville,Free Goods,Priority,41.726362,-123.198444
ES,ES,Market Entity for ES,Planning Market - Williams-James - ES,APAC,APAC,ES,Eddiefurt,Free Goods,Urgent,-86.3752435,91.791492
NL,NL,Market Entity for NL,"Planning Market - Macdonald, Hart and Richards - NL",EMEA,EMEA,NL,Lake Brendan,Commercial,GPSS_Early,-2.3384265,-117.150434
DE,DE,Market Entity for DE,Planning Market - Miller-Lopez - DE,EMEA,APAC,DE,Hendrickston,Clinical,Priority,-84.218995,127.379009
GB,GB,Market Entity for GB,"Planning Market - Hanson, Bryant and Norris - GB",AMER,LATAM,GB,Samanthaville,Samples,Priority,28.6590405,-120.954885
DE,DE,Market Entity for DE,Planning Market - Riddle-Villanueva - DE,APAC,APAC,DE,South Kenneth,Clinical,Standard,44.437899,82.180099
ES,ES,Market Entity for ES,Planning Market - Ruiz Ltd - ES,EMEA,APAC,ES,Christinatown,Clinical,Standard,-61.633154,-101.621683
JP,JP,Market Entity for JP,Planning Market - Guzman-Simmons - JP,EMEA,LATAM,JP,Adrianaborough,Commercial,Standard,-17.771207,-56.918023
SG,SG,Market Entity for SG,"Planning Market - Taylor, Elliott and Cohen - SG",LATAM,APAC,SG,Weaverchester,Clinical,Urgent,78.7675145,83.194747
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Rogers Ltd - EMEA_REG,EMEA,APAC,INTL,Port Lynn,Free Goods,GPSS_Early,62.1987745,2.410391
CA,CA,Market Entity for CA,"Planning Market - Oliver, Clay and Blake - CA",LATAM,EMEA,CA,Lindaland,Free Goods,Standard,66.1020755,-17.854404
CN,CN,Market Entity for CN,Planning Market - Powers-Pena - CN,APAC,APAC,CN,North Taylorland,Clinical,Standard,71.112853,-135.19197
CA,CA,Market Entity for CA,"Planning Market - Newman, Garner and Williams - CA",LATAM,AMER,CA,Jacobfurt,Free Goods,Urgent,-30.1998775,7.545806
IN,IN,Market Entity for IN,"Planning Market - Hernandez, Garrett and Harrison - IN",LATAM,AMER,IN,West Alex,Clinical,Priority,0.840974,158.945366
DE,DE,Market Entity for DE,Planning Market - Watson PLC - DE,LATAM,LATAM,DE,Fisherville,Commercial,Urgent,86.784293,168.462021
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Estrada-Weaver - AMER_REG,APAC,LATAM,INTL,South Danielmouth,Free Goods,Priority,-8.4225805,-101.737072
IN,IN,Market Entity for IN,Planning Market - Rodriguez Ltd - IN,EMEA,AMER,IN,Cherylville,Samples,Urgent,77.4933585,-100.571773
FR,FR,Market Entity for FR,"Planning Market - Mckinney, Nguyen and Carpenter - FR",EMEA,LATAM,FR,South Jamiefurt,Commercial,Priority,85.6077975,29.37359
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Torres-Wilson - GLOBAL_CORP,LATAM,AMER,INTL,North Jeffery,Samples,Urgent,30.9438735,-38.340753
ES,ES,Market Entity for ES,Planning Market - Esparza Ltd - ES,EMEA,AMER,ES,Lake Christopherside,Free Goods,GPSS_Early,-74.4057325,-117.145298
GB,GB,Market Entity for GB,Planning Market - Smith Group - GB,LATAM,LATAM,GB,New Franklin,Free Goods,Urgent,-16.5284315,-34.305086
CN,CN,Market Entity for CN,Planning Market - Moore LLC - CN,AMER,AMER,CN,Tammyshire,Free Goods,Priority,-5.6473765,-136.893277
JP,JP,Market Entity for JP,"Planning Market - Palmer, Garrett and Mason - JP",AMER,AMER,JP,Masonmouth,Clinical,GPSS_Early,-2.5596785,-145.071805
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - George-Reed - APAC_REG,LATAM,LATAM,INTL,South Beth,Clinical,GPSS_Early,-79.047389,164.382696
US,US,Market Entity for US,Planning Market - Nelson PLC - US,EMEA,APAC,US,Amandaborough,Clinical,Standard,-82.3175735,-27.727504
CA,CA,Market Entity for CA,"Planning Market - Nelson, Warren and Franklin - CA",AMER,APAC,CA,North Stephaniechester,Commercial,Standard,67.452834,-5.048877
ES,ES,Market Entity for ES,Planning Market - Austin-Davis - ES,APAC,LATAM,ES,East Sarah,Free Goods,GPSS_Early,-38.818314,-133.958119
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Ruiz-Chung - LATAM_REG,APAC,APAC,INTL,South Lauren,Free Goods,GPSS_Early,-12.673696,-170.761244
SG,SG,Market Entity for SG,"Planning Market - Young, Williams and Reed - SG",AMER,LATAM,SG,Anneshire,Free Goods,Priority,62.1713135,-165.461822
IT,IT,Market Entity for IT,"Planning Market - Potts, Ramirez and Black - IT",AMER,EMEA,IT,South Sethton,Commercial,Standard,64.410594,-123.866202
AU,AU,Market Entity for AU,Planning Market - Hanson-Wood - AU,AMER,LATAM,AU,Port Lindamouth,Commercial,Urgent,72.4864395,-92.910389
NL,NL,Market Entity for NL,Planning Market - Fernandez LLC - NL,LATAM,LATAM,NL,Lake Victor,Free Goods,Priority,65.482988,-34.221149
JP,JP,Market Entity for JP,Planning Market - Vaughn-Marquez - JP,APAC,APAC,JP,New Jacob,Commercial,Priority,50.990518,15.592847
JP,JP,Market Entity for JP,"Planning Market - Hamilton, Quinn and Cook - JP",AMER,EMEA,JP,West Samantha,Clinical,GPSS_Early,46.913728,-123.094249
CH,CH,Market Entity for CH,Planning Market - Mack Group - CH,APAC,APAC,CH,North Taylorside,Commercial,Urgent,10.902921,156.713404
CA,CA,Market Entity for CA,"Planning Market - Allen, Brown and George - CA",AMER,AMER,CA,Lake Lisatown,Clinical,Priority,41.6754555,156.880935
NL,NL,Market Entity for NL,"Planning Market - Martinez, Rodgers and Anderson - NL",AMER,APAC,NL,West Matthew,Free Goods,Urgent,52.5622565,112.203613
JP,JP,Market Entity for JP,Planning Market - Miller Ltd - JP,LATAM,LATAM,JP,East Joanmouth,Samples,Urgent,22.3735625,-127.117764
FR,FR,Market Entity for FR,Planning Market - York-Gardner - FR,LATAM,LATAM,FR,Brightview,Clinical,Urgent,-6.5009615,-111.917404
IT,IT,Market Entity for IT,Planning Market - Price-Graham - IT,AMER,EMEA,IT,North Jonathanberg,Clinical,Standard,2.6669715,146.560259
IT,IT,Market Entity for IT,Planning Market - Keith-Stewart - IT,LATAM,EMEA,IT,East Matthewport,Free Goods,GPSS_Early,3.9692035,112.628562
NL,NL,Market Entity for NL,Planning Market - Salinas-Alexander - NL,EMEA,LATAM,NL,Christopherfurt,Samples,Priority,-72.8828295,-43.491868
ES,ES,Market Entity for ES,"Planning Market - Nash, Gilbert and Waller - ES",APAC,APAC,ES,Port Donnaview,Commercial,GPSS_Early,-82.469979,135.395851
FR,FR,Market Entity for FR,Planning Market - Cook Ltd - FR,EMEA,LATAM,FR,Larryshire,Free Goods,GPSS_Early,23.488776,-88.752203
GB,GB,Market Entity for GB,"Planning Market - Paul, Brooks and Clayton - GB",LATAM,EMEA,GB,Baileyside,Clinical,Urgent,75.093192,65.21695
BR,BR,Market Entity for BR,"Planning Market - Robinson, Perkins and Dyer - BR",LATAM,EMEA,BR,South Rachelfurt,Clinical,Standard,17.996212,80.954916
US,US,Market Entity for US,Planning Market - Miles-Bradford - US,AMER,EMEA,US,Hunterbury,Samples,Urgent,-62.139809,-7.790381
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Lawrence-Snyder - GLOBAL_CORP,EMEA,AMER,INTL,Morsestad,Free Goods,GPSS_Early,59.63013,-144.727098
CN,CN,Market Entity for CN,Planning Market - Bolton LLC - CN,APAC,AMER,CN,Katherinefort,Samples,Urgent,27.484048,115.634844
FR,FR,Market Entity for FR,Planning Market - Graham LLC - FR,EMEA,LATAM,FR,Lake Laurachester,Samples,Urgent,47.325082,-153.795241
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Carroll and Sons - APAC_REG,APAC,EMEA,INTL,Wilsonchester,Free Goods,GPSS_Early,21.434925,-88.021466
SG,SG,Market Entity for SG,Planning Market - Gates PLC - SG,AMER,LATAM,SG,West Henry,Clinical,Urgent,22.613895,-179.343452
AU,AU,Market Entity for AU,Planning Market - Murray Ltd - AU,APAC,AMER,AU,Thompsonchester,Commercial,GPSS_Early,2.1570215,0.265425
CN,CN,Market Entity for CN,"Planning Market - Jones, Merritt and Martinez - CN",APAC,APAC,CN,Garciamouth,Samples,Priority,86.009152,-40.435895
NL,NL,Market Entity for NL,Planning Market - Bryan Inc - NL,EMEA,APAC,NL,Lake Vanessaside,Samples,Priority,-55.637225,-65.199529
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Lucas and Sons - LATAM_REG,AMER,LATAM,INTL,North Gabrielbury,Clinical,Standard,-78.433398,-32.139577
US,US,Market Entity for US,"Planning Market - Ross, Navarro and Smith - US",EMEA,APAC,US,Davisstad,Clinical,Urgent,-30.922554,-55.204778
US,US,Market Entity for US,Planning Market - Wolf LLC - US,APAC,AMER,US,Phillipshaven,Clinical,GPSS_Early,-30.9653805,-6.190064
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Thompson-Pittman - AMER_REG,APAC,EMEA,INTL,Morganville,Commercial,Priority,46.6485555,-41.143725
CH,CH,Market Entity for CH,"Planning Market - Peck, Allison and Young - CH",AMER,APAC,CH,Annaville,Free Goods,GPSS_Early,2.5087955,-99.409173
IT,IT,Market Entity for IT,"Planning Market - Harrell, Matthews and King - IT",LATAM,AMER,IT,Waltonfurt,Free Goods,Urgent,13.078715,-75.789962
US,US,Market Entity for US,"Planning Market - Carr, Higgins and Clark - US",EMEA,APAC,US,East Cody,Free Goods,Urgent,58.1980905,95.681485
JP,JP,Market Entity for JP,Planning Market - Owens Inc - JP,AMER,AMER,JP,Port Victoria,Samples,GPSS_Early,-0.2330105,0.505272
CN,CN,Market Entity for CN,Planning Market - Baker-Burnett - CN,EMEA,LATAM,CN,East Stacystad,Clinical,Priority,-63.0409535,-84.225467
IT,IT,Market Entity for IT,Planning Market - Gardner and Sons - IT,AMER,EMEA,IT,West Alexis,Samples,Priority,84.8634305,-138.149454
CN,CN,Market Entity for CN,Planning Market - Andrews-Jones - CN,LATAM,APAC,CN,Josephmouth,Free Goods,Priority,78.9800095,16.336322
BR,BR,Market Entity for BR,Planning Market - Woodard-Doyle - BR,AMER,EMEA,BR,Hernandezborough,Free Goods,Standard,20.320585,62.297813
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Garcia Inc - LATAM_REG,APAC,AMER,INTL,North Jeremy,Free Goods,GPSS_Early,8.459318,77.461736
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Adams, Chen and Donaldson - LATAM_REG",LATAM,AMER,INTL,Oscarburgh,Samples,GPSS_Early,-34.1143015,-176.877967
FR,FR,Market Entity for FR,Planning Market - Donovan and Sons - FR,EMEA,AMER,FR,Tiffanyberg,Free Goods,Priority,-27.999031,61.647372
CA,CA,Market Entity for CA,Planning Market - Powell Group - CA,APAC,AMER,CA,Jeremyborough,Samples,Urgent,87.722732,-76.590822
GB,GB,Market Entity for GB,"Planning Market - Lloyd, Blanchard and Kelly - GB",AMER,APAC,GB,Port Carolmouth,Samples,Urgent,78.277353,-94.180727
AU,AU,Market Entity for AU,Planning Market - Jones LLC - AU,LATAM,APAC,AU,New Evan,Commercial,GPSS_Early,-87.6601905,150.456842
AU,AU,Market Entity for AU,"Planning Market - Lane, Swanson and Fisher - AU",LATAM,AMER,AU,Pattersonview,Free Goods,Standard,-56.2622325,-154.516275
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Bean, Hale and Wilson - APAC_REG",EMEA,LATAM,INTL,South Samanthabury,Free Goods,Priority,-69.8243825,-158.465473
AU,AU,Market Entity for AU,Planning Market - Williams Inc - AU,APAC,AMER,AU,Lake Katiefurt,Commercial,Urgent,-80.3719185,-154.203009
GB,GB,Market Entity for GB,Planning Market - Lopez-Mclean - GB,APAC,AMER,GB,Brendafurt,Clinical,GPSS_Early,22.098431,107.141686
CN,CN,Market Entity for CN,Planning Market - Mckinney-Davis - CN,APAC,APAC,CN,New Meagan,Commercial,GPSS_Early,6.185045,-66.956675
IT,IT,Market Entity for IT,Planning Market - Jennings-White - IT,AMER,APAC,IT,Bartonhaven,Samples,GPSS_Early,-28.2340025,128.001664
IN,IN,Market Entity for IN,Planning Market - Rojas Inc - IN,APAC,APAC,IN,West Kristina,Commercial,Standard,-41.3100495,-14.910942
NL,NL,Market Entity for NL,Planning Market - Rice-Stephens - NL,EMEA,LATAM,NL,South Kendrachester,Commercial,GPSS_Early,70.677191,53.921205
AU,AU,Market Entity for AU,Planning Market - Ford-Bauer - AU,APAC,LATAM,AU,Larryshire,Commercial,Priority,4.6256005,140.040735
CN,CN,Market Entity for CN,Planning Market - Spencer Inc - CN,EMEA,APAC,CN,Rodneyland,Clinical,Priority,-45.3885295,172.285204
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Peterson-Young - APAC_REG,LATAM,EMEA,INTL,Greenland,Free Goods,Urgent,-69.539984,38.082277
SG,SG,Market Entity for SG,Planning Market - Acosta LLC - SG,AMER,AMER,SG,Stephensville,Clinical,Priority,59.7914015,-95.102244
NL,NL,Market Entity for NL,Planning Market - Martin Ltd - NL,LATAM,LATAM,NL,Erikashire,Commercial,GPSS_Early,-12.267885,-30.516067
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Mccormick-Contreras - EMEA_REG,APAC,LATAM,INTL,Amandahaven,Free Goods,Standard,5.3221015,176.939734
AU,AU,Market Entity for AU,Planning Market - Osborne-Moody - AU,LATAM,LATAM,AU,Kevinmouth,Commercial,Standard,-68.424242,-39.084304
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Wilson LLC - APAC_REG,APAC,EMEA,INTL,Taylorshire,Samples,Priority,-65.0218815,-42.172264
AU,AU,Market Entity for AU,Planning Market - Gray Inc - AU,AMER,LATAM,AU,Brownborough,Commercial,Priority,65.514734,-134.195057
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Young-Nichols - APAC_REG,APAC,APAC,INTL,Powellport,Samples,Priority,88.0064565,32.900156
JP,JP,Market Entity for JP,Planning Market - Mcmahon and Sons - JP,LATAM,AMER,JP,Lake Carolyn,Samples,Standard,-3.4106525,-38.302587
BR,BR,Market Entity for BR,Planning Market - Singh-Bean - BR,LATAM,LATAM,BR,West Jennifer,Samples,Standard,-59.992613,-68.33141
NL,NL,Market Entity for NL,Planning Market - Thompson-Maynard - NL,EMEA,AMER,NL,Bauermouth,Commercial,Priority,81.4088885,178.203848
US,US,Market Entity for US,Planning Market - Brown PLC - US,EMEA,LATAM,US,Hoffmanbury,Samples,Urgent,74.157797,148.494952
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Lewis, Ross and Foster - LATAM_REG",APAC,EMEA,INTL,Lake Timothyborough,Free Goods,GPSS_Early,61.1736445,-117.855788
ES,ES,Market Entity for ES,"Planning Market - Miller, Hopkins and Davidson - ES",APAC,AMER,ES,New Sarah,Samples,GPSS_Early,48.780404,123.02726
IN,IN,Market Entity for IN,Planning Market - Hicks Ltd - IN,LATAM,EMEA,IN,Lake Luke,Free Goods,Standard,28.759088,-53.174892
CA,CA,Market Entity for CA,"Planning Market - Mason, Patel and Ayers - CA",APAC,EMEA,CA,Alexton,Samples,Urgent,15.0138325,93.500298
NL,NL,Market Entity for NL,Planning Market - Reed Ltd - NL,AMER,LATAM,NL,West Robertmouth,Free Goods,Urgent,44.8154685,-0.86295
CA,CA,Market Entity for CA,Planning Market - Hammond-Walters - CA,EMEA,EMEA,CA,North Terrance,Free Goods,Urgent,15.40827,-92.996357
NL,NL,Market Entity for NL,"Planning Market - Murray, Baldwin and Collins - NL",LATAM,AMER,NL,West Josephstad,Free Goods,Urgent,19.9336395,8.391828
CH,CH,Market Entity for CH,Planning Market - Fletcher LLC - CH,APAC,LATAM,CH,Cooperton,Samples,Urgent,-71.2928325,-21.0578
