id,period,period_id,material,market,consensus_demand,ibp_consensus_forecast,budget_volumes,sc_forecast_override,statistical_forecast,forecast_selector,upside,fcst_snapshot_1,fcst_snapshot_2,fcst_snapshot_3,fcst_snapshot_4,fcst_snapshot_5,fcst_snapshot_6,fcst_snapshot_7,fcst_snapshot_8,fcst_snapshot_9,fcst_snapshot_10,fcst_snapshot_11,fcst_snapshot_12,ibp_forecast,fcst_variance_snapshot_1,fcst_variance_snapshot_2,fcst_variance_snapshot_3,fcst_variance_perc_snapshot_1,fcst_variance_perc_snapshot_2,fcst_variance_perc_snapshot_3,ibp_consensus_forecast_prior
1471,202708,202708,MAT81914,CUST1396,862.47,911.72,888.84,878.16,894.36,STAT,42.44,936.99,902.32,929.98,928.22,904.3,882.01,915.61,911.92,883.86,902.52,932.63,941.71,954.16,17.17,51.84,24.18,0.018,0.0543,0.0253,825.13
1472,202611,202611,MAT14524,CUST1735,690.58,791.6,715.81,722.38,692.0,STAT,75.54,753.01,731.46,704.83,739.74,726.87,749.69,747.73,704.41,736.71,726.97,697.93,749.81,867.14,114.13,135.68,162.31,0.1316,0.1565,0.1872,767.12
1473,202606,202606,MAT70133,CUST4941,1047.68,1196.33,1135.08,1087.99,1112.03,CONSENSUS,193.59,1135.77,1116.15,1096.31,1130.17,1138.85,1151.8,1052.35,1128.33,1144.71,1076.52,1052.44,1126.58,1389.92,254.15,273.77,293.61,0.1829,0.197,0.2112,1138.51
1474,202706,202706,MAT62827,CUST4568,185.07,221.65,185.13,191.7,209.69,CONSENSUS,63.02,190.84,196.83,203.17,191.73,196.51,194.98,193.96,187.15,197.46,200.02,189.1,201.93,284.67,93.83,87.84,81.5,0.3296,0.3086,0.2863,200.98
1475,202801,202801,MAT43725,CUST5957,323.5,328.9,352.8,335.49,348.18,STAT,145.85,328.77,324.61,342.2,354.33,352.35,326.79,343.29,354.53,344.32,335.7,337.66,341.87,474.75,145.98,150.14,132.55,0.3075,0.3163,0.2792,302.94
1476,202704,202704,MAT00795,CUST8777,647.92,665.2,670.62,649.23,669.65,STAT,148.82,680.38,677.99,660.03,683.43,663.35,651.33,648.77,658.33,675.75,685.76,673.84,658.37,814.02,133.64,136.03,153.99,0.1642,0.1671,0.1892,628.57
1477,202612,202612,MAT18754,CUST5289,819.78,869.54,834.31,860.18,867.96,CONSENSUS,96.52,825.22,895.39,893.35,820.13,866.94,862.75,849.49,851.87,871.18,890.63,829.14,883.04,966.06,140.84,70.67,72.71,0.1458,0.0732,0.0753,837.9
1478,202711,202711,MAT61931,CUST3695,1026.66,1037.06,1124.72,1071.99,1028.93,STAT,184.68,1030.51,1076.1,1085.73,1036.02,1127.82,1032.67,1090.05,1042.43,1089.69,1076.48,1078.41,1054.93,1221.74,191.23,145.64,136.01,0.1565,0.1192,0.1113,972.32
1479,202706,202706,MAT35320,CUST5944,306.41,337.84,329.95,317.0,337.64,CONSENSUS,94.2,318.15,327.47,326.38,313.47,325.0,313.09,308.65,322.0,326.55,314.1,335.27,314.71,432.04,113.89,104.57,105.66,0.2636,0.242,0.2446,309.95
1480,202609,202609,MAT51978,CUST0907,522.93,623.96,537.3,528.75,547.17,CONSENSUS,118.78,526.7,523.4,566.65,567.2,541.21,540.59,529.81,531.02,559.26,524.52,538.29,573.1,742.74,216.04,219.34,176.09,0.2909,0.2953,0.2371,621.66
1481,202801,202801,MAT74830,CUST9423,306.74,365.18,330.1,318.23,322.48,STAT,158.43,327.86,333.35,336.8,329.65,332.15,309.7,324.02,315.32,329.35,328.36,326.73,334.12,523.61,195.75,190.26,186.81,0.3738,0.3634,0.3568,357.43
1482,202703,202703,MAT29723,CUST3501,429.71,515.46,432.67,445.01,441.67,CONSENSUS,149.13,468.83,442.63,440.52,435.94,456.35,446.38,443.24,434.83,466.3,467.1,461.49,471.39,664.59,195.76,221.96,224.07,0.2946,0.334,0.3372,476.04
1483,202712,202712,MAT85715,CUST4317,314.63,358.93,328.62,318.65,347.6,CONSENSUS,82.7,342.25,335.49,332.06,331.8,337.94,332.91,330.9,327.87,321.35,331.49,339.15,319.59,441.63,99.38,106.14,109.57,0.225,0.2403,0.2481,337.12
1484,202710,202710,MAT06747,CUST2581,360.33,411.62,380.73,376.27,410.95,CONSENSUS,196.95,377.86,395.82,391.98,365.16,394.22,370.9,379.68,372.69,380.44,385.26,387.6,369.4,608.57,230.71,212.75,216.59,0.3791,0.3496,0.3559,399.87
1485,202706,202706,MAT63445,CUST8928,1035.77,1090.85,1109.89,1081.94,1096.35,STAT,19.02,1105.18,1073.8,1137.72,1138.8,1065.1,1036.69,1086.49,1082.93,1076.68,1041.78,1113.04,1044.63,1109.87,4.69,36.07,-27.85,0.0042,0.0325,-0.0251,1058.76
1486,202710,202710,MAT57246,CUST6219,606.97,659.61,625.22,611.51,630.59,CONSENSUS,178.44,634.41,642.12,666.15,638.94,609.38,617.52,661.73,666.65,612.95,615.5,608.19,657.3,838.05,203.64,195.93,171.9,0.243,0.2338,0.2051,595.77
1487,202707,202707,MAT68460,CUST9951,481.91,520.42,512.43,488.71,504.11,CONSENSUS,64.1,508.51,500.07,526.26,526.02,487.37,490.25,525.81,487.47,492.5,486.3,497.7,483.82,584.52,76.01,84.45,58.26,0.13,0.1445,0.0997,477.68
1488,202710,202710,MAT25942,CUST6979,880.18,980.5,886.75,899.89,968.97,STAT,155.99,960.88,882.83,929.43,954.94,934.14,958.09,888.64,914.49,897.08,895.2,890.56,939.83,1136.49,175.61,253.66,207.06,0.1545,0.2232,0.1822,941.03
1489,202709,202709,MAT77585,CUST8008,552.61,603.97,571.66,558.13,609.55,STAT,142.01,596.79,565.43,600.9,600.03,584.17,586.95,568.06,598.48,554.69,560.68,577.43,573.16,745.98,149.19,180.55,145.08,0.2,0.242,0.1945,564.73
1490,202702,202702,MAT34557,CUST4847,895.24,923.73,928.97,898.95,960.04,STAT,22.89,961.96,925.35,960.84,965.6,910.77,912.35,951.94,939.75,965.04,931.28,983.98,896.6,946.62,-15.34,21.27,-14.22,-0.0162,0.0225,-0.015,866.6
1491,202607,202607,MAT19441,CUST3423,83.21,94.92,89.16,84.37,90.91,STAT,122.99,87.01,85.54,91.21,89.93,86.22,86.95,89.21,84.82,88.24,85.57,83.6,89.63,217.91,130.9,132.37,126.7,0.6007,0.6075,0.5814,90.68
1492,202712,202712,MAT41917,CUST3711,372.09,397.94,396.28,387.01,386.13,STAT,169.1,383.82,406.73,398.99,391.82,399.84,400.59,397.61,377.16,390.72,399.01,390.82,377.28,567.04,183.22,160.31,168.05,0.3231,0.2827,0.2964,377.03
1493,202711,202711,MAT59259,CUST2909,619.46,679.54,679.99,642.64,685.57,STAT,58.8,636.81,630.06,647.29,674.63,669.08,680.71,633.12,648.96,672.34,629.44,670.12,633.21,738.34,101.53,108.28,91.05,0.1375,0.1467,0.1233,657.27
1494,202607,202607,MAT68719,CUST3883,1049.98,1094.73,1126.83,1058.58,1125.68,CONSENSUS,13.03,1103.69,1074.51,1106.61,1097.5,1050.08,1144.62,1058.91,1052.02,1054.54,1124.44,1135.12,1151.89,1107.76,4.07,33.25,1.15,0.0037,0.03,0.001,1059.86
1495,202704,202704,MAT64180,CUST9570,475.28,530.46,522.7,479.69,487.31,CONSENSUS,173.76,482.74,481.09,509.06,493.37,504.9,519.33,507.46,499.14,517.36,501.18,510.77,478.43,704.22,221.48,223.13,195.16,0.3145,0.3168,0.2771,480.66
1496,202605,202605,MAT83047,CUST8064,626.76,749.74,649.85,657.48,705.68,STAT,197.79,671.1,639.47,650.79,657.3,678.23,669.99,683.58,648.68,627.91,642.93,680.17,680.6,947.53,276.43,308.06,296.74,0.2917,0.3251,0.3132,682.12
1497,202701,202701,MAT43133,CUST7786,88.4,97.81,89.51,90.48,89.86,CONSENSUS,59.26,94.62,88.77,92.14,95.02,94.91,95.54,94.05,90.99,92.3,92.95,92.18,96.15,157.07,62.45,68.3,64.93,0.3976,0.4348,0.4134,94.65
1498,202611,202611,MAT86106,CUST8914,608.75,617.3,646.24,629.67,649.28,STAT,19.51,641.63,669.06,618.73,659.48,660.11,654.25,615.66,609.82,657.49,647.61,660.86,610.01,636.81,-4.82,-32.25,18.08,-0.0076,-0.0506,0.0284,589.03
1499,202706,202706,MAT27901,CUST7121,276.52,295.65,285.83,289.47,282.88,STAT,113.21,277.44,286.26,297.52,286.72,282.8,288.17,300.4,280.48,296.36,292.12,294.78,303.35,408.86,131.42,122.6,111.34,0.3214,0.2999,0.2723,295.18
1500,202607,202607,MAT35362,CUST3487,526.0,621.8,571.22,551.5,553.89,CONSENSUS,122.26,565.39,554.5,532.71,576.77,548.68,534.44,528.56,571.31,547.85,575.7,537.04,553.29,744.06,178.67,189.56,211.35,0.2401,0.2548,0.284,614.13
1501,202706,202706,MAT21422,CUST2336,196.1,221.44,199.48,204.78,202.51,CONSENSUS,171.4,198.92,197.56,202.9,199.69,202.52,212.77,212.11,198.35,196.75,199.17,200.34,205.43,392.84,193.92,195.28,189.94,0.4936,0.4971,0.4835,220.72
1502,202703,202703,MAT00932,CUST2525,715.15,768.84,729.42,722.16,818.77,CONSENSUS,61.33,783.11,729.56,751.22,783.77,731.57,743.64,742.75,771.26,766.71,747.56,747.65,730.55,830.17,47.06,100.61,78.95,0.0567,0.1212,0.0951,757.07
1503,202705,202705,MAT79658,CUST3534,111.71,116.27,120.28,116.93,122.54,CONSENSUS,45.68,114.08,114.22,118.7,122.64,115.41,116.89,118.92,115.22,113.98,119.29,111.91,112.89,161.95,47.87,47.73,43.25,0.2956,0.2947,0.2671,108.74
1504,202703,202703,MAT36898,CUST9050,585.28,688.93,585.75,596.84,585.74,CONSENSUS,62.31,616.52,594.7,633.44,587.94,627.47,603.11,638.69,629.21,640.25,613.71,629.43,588.35,751.24,134.72,156.54,117.8,0.1793,0.2084,0.1568,651.29
1505,202711,202711,MAT84487,CUST8542,504.98,551.32,533.3,511.76,527.67,STAT,132.63,517.46,530.54,551.31,523.5,511.48,529.74,543.92,522.87,517.34,526.89,530.98,546.03,683.95,166.49,153.41,132.64,0.2434,0.2243,0.1939,509.53
1506,202704,202704,MAT86674,CUST2586,282.2,328.32,287.82,290.93,298.93,CONSENSUS,84.69,290.28,305.99,295.55,296.42,285.09,290.34,291.79,291.92,293.39,298.34,292.47,283.01,413.01,122.73,107.02,117.46,0.2972,0.2591,0.2844,322.57
1507,202606,202606,MAT54568,CUST3860,946.84,1089.25,971.47,971.77,1024.27,STAT,105.83,952.97,988.01,981.6,1022.46,1023.22,993.69,949.34,974.66,1000.56,952.4,972.24,999.76,1195.08,242.11,207.07,213.48,0.2026,0.1733,0.1786,1028.65
1508,202704,202704,MAT53528,CUST6539,765.16,812.13,832.68,779.78,828.87,CONSENSUS,105.01,811.59,833.49,769.4,781.21,798.14,782.29,804.85,805.78,796.86,775.57,782.57,821.45,917.14,105.55,83.65,147.74,0.1151,0.0912,0.1611,780.48
1509,202701,202701,MAT53540,CUST4854,663.41,756.54,701.56,684.93,739.09,CONSENSUS,93.84,672.68,702.31,686.91,693.03,668.97,728.99,725.6,688.91,707.84,698.52,720.67,691.93,850.38,177.7,148.07,163.47,0.209,0.1741,0.1922,697.83
1510,202605,202605,MAT39607,CUST6563,814.52,873.5,842.89,817.25,842.76,CONSENSUS,148.01,881.59,867.92,827.82,815.31,877.48,887.32,850.23,862.22,878.43,865.52,876.5,861.83,1021.51,139.92,153.59,193.69,0.137,0.1504,0.1896,803.47
1511,202609,202609,MAT48740,CUST0335,924.33,971.7,976.07,936.17,931.85,STAT,36.45,1003.46,957.73,982.38,935.75,979.27,954.23,956.13,970.0,961.65,933.56,938.53,1006.02,1008.15,4.69,50.42,25.77,0.0047,0.05,0.0256,941.01
1512,202707,202707,MAT18699,CUST4785,442.2,485.56,485.27,457.04,466.97,CONSENSUS,18.01,460.3,450.39,483.12,449.94,444.47,484.28,449.32,467.67,461.64,472.79,477.88,442.73,503.57,43.27,53.18,20.45,0.0859,0.1056,0.0406,467.8
1513,202801,202801,MAT08541,CUST0838,1010.7,1123.62,1046.48,1060.01,1082.14,STAT,25.11,1050.16,1028.43,1031.12,1028.26,1094.69,1061.46,1096.22,1023.08,1069.69,1065.11,1086.38,1048.33,1148.73,98.57,120.3,117.61,0.0858,0.1047,0.1024,1046.35
1514,202611,202611,MAT57185,CUST0967,260.01,287.53,273.11,270.31,271.01,CONSENSUS,61.75,280.33,272.03,264.32,262.71,262.53,261.72,270.18,263.34,284.78,264.48,270.68,275.05,349.28,68.95,77.25,84.96,0.1974,0.2212,0.2432,282.72
1515,202711,202711,MAT39838,CUST2847,769.19,798.54,803.25,792.54,785.66,CONSENSUS,81.49,798.15,813.06,822.69,817.69,827.81,781.73,816.99,845.61,832.44,813.17,770.02,816.71,880.03,81.88,66.97,57.34,0.093,0.0761,0.0652,788.62
1516,202602,202602,MAT58887,CUST5301,290.52,343.04,317.81,300.28,332.65,STAT,121.15,318.15,313.04,298.67,298.64,318.58,305.78,306.93,315.12,305.85,305.03,318.08,316.28,464.19,146.04,151.15,165.52,0.3146,0.3256,0.3566,323.47
1517,202705,202705,MAT38445,CUST9376,875.56,972.53,917.7,890.32,882.21,CONSENSUS,84.17,916.01,885.72,879.44,953.55,930.02,938.73,901.98,927.29,924.72,894.57,923.71,880.29,1056.7,140.69,170.98,177.26,0.1331,0.1618,0.1677,947.68
1518,202705,202705,MAT97165,CUST0408,215.65,236.16,229.11,218.22,236.77,STAT,182.52,232.66,225.3,231.54,228.45,226.49,220.9,228.35,219.9,225.81,226.97,217.66,220.3,418.68,186.02,193.38,187.14,0.4443,0.4619,0.447,224.81
1519,202612,202612,MAT52625,CUST8785,658.24,686.39,688.85,664.11,729.22,CONSENSUS,86.36,670.89,705.14,692.65,677.31,690.75,676.82,683.9,712.89,723.38,691.83,683.4,683.81,772.75,101.86,67.61,80.1,0.1318,0.0875,0.1037,653.88
1520,202710,202710,MAT43983,CUST1947,548.85,596.38,574.31,550.06,571.1,CONSENSUS,60.05,566.25,597.05,575.48,593.15,550.11,569.98,589.69,600.59,598.81,556.22,572.94,552.77,656.43,90.18,59.38,80.95,0.1374,0.0905,0.1233,547.7
1521,202607,202607,MAT99391,CUST5645,609.6,686.26,614.03,633.76,639.07,CONSENSUS,35.66,637.1,628.76,617.12,631.16,651.13,648.65,648.48,614.33,625.81,662.3,663.69,655.64,721.92,84.82,93.16,104.8,0.1175,0.129,0.1452,676.32
1522,202801,202801,MAT52074,CUST1723,627.02,644.31,670.94,635.8,707.69,CONSENSUS,52.94,675.08,664.74,631.98,634.79,672.33,674.7,667.65,661.07,642.03,633.61,658.87,664.53,697.25,22.17,32.51,65.27,0.0318,0.0466,0.0936,633.21
1523,202612,202612,MAT23381,CUST3272,843.1,957.93,909.34,843.34,870.17,STAT,130.71,887.83,887.01,891.68,876.49,885.79,862.74,887.45,852.53,920.74,898.96,894.92,897.23,1088.64,200.81,201.63,196.96,0.1845,0.1852,0.1809,916.62
1524,202602,202602,MAT74339,CUST2741,176.47,195.08,181.38,177.28,184.2,STAT,151.82,189.71,177.63,177.2,179.21,192.7,190.89,179.01,180.64,181.72,187.03,189.08,187.13,346.9,157.19,169.27,169.7,0.4531,0.488,0.4892,188.75
1525,202611,202611,MAT08393,CUST3684,687.32,782.61,697.65,697.24,774.55,CONSENSUS,152.85,732.13,713.21,716.25,694.94,742.22,715.44,711.96,700.05,694.46,692.58,734.26,733.63,935.46,203.33,222.25,219.21,0.2174,0.2376,0.2343,721.04
1526,202610,202610,MAT92648,CUST5632,478.83,524.51,483.31,492.5,509.44,STAT,45.83,525.83,483.48,515.79,513.23,491.2,520.48,513.86,520.09,492.7,508.96,521.71,506.23,570.34,44.51,86.86,54.55,0.078,0.1523,0.0956,488.38
1527,202801,202801,MAT68382,CUST0005,645.74,703.05,697.61,669.54,735.8,STAT,164.1,647.62,658.98,692.33,689.37,699.6,685.37,687.13,661.88,706.7,651.91,685.62,658.42,867.15,219.53,208.17,174.82,0.2532,0.2401,0.2016,661.74
1528,202609,202609,MAT15307,CUST3880,1040.51,1059.47,1097.46,1087.59,1161.35,STAT,30.57,1140.02,1126.57,1072.22,1114.86,1105.56,1096.09,1067.21,1132.96,1095.19,1043.03,1137.5,1041.07,1090.04,-49.98,-36.53,17.82,-0.0459,-0.0335,0.0163,1016.34
1529,202702,202702,MAT57026,CUST4510,174.34,179.21,175.84,180.72,200.07,CONSENSUS,168.15,190.13,180.53,189.41,174.89,186.4,186.52,181.89,179.88,185.57,180.19,180.08,182.58,347.36,157.23,166.83,157.95,0.4526,0.4803,0.4547,169.35
1530,202610,202610,MAT35225,CUST8661,709.43,742.17,770.03,725.69,778.48,CONSENSUS,57.57,742.52,713.84,747.38,777.45,749.06,724.56,742.33,775.88,731.13,750.32,710.29,761.58,799.74,57.22,85.9,52.36,0.0715,0.1074,0.0655,670.58
1531,202801,202801,MAT73983,CUST3231,285.38,314.31,300.82,291.91,289.03,STAT,62.39,298.03,302.07,302.35,287.02,289.92,287.73,303.75,286.61,294.51,308.9,305.59,286.31,376.7,78.67,74.63,74.35,0.2088,0.1981,0.1974,306.87
1532,202610,202610,MAT22075,CUST0466,618.49,622.12,649.14,625.43,700.59,CONSENSUS,65.2,641.41,647.24,672.46,674.79,669.36,626.02,665.26,663.3,637.16,638.27,658.58,624.25,687.32,45.91,40.08,14.86,0.0668,0.0583,0.0216,601.86
1533,202608,202608,MAT66182,CUST5337,501.96,518.51,539.54,509.91,529.33,CONSENSUS,17.74,535.27,506.25,531.64,532.92,503.13,533.21,524.67,542.82,521.05,525.75,513.74,506.85,536.25,0.98,30.0,4.61,0.0018,0.0559,0.0086,468.13
1534,202705,202705,MAT59729,CUST1121,215.42,221.78,236.12,224.28,225.13,CONSENSUS,11.38,219.27,224.4,228.17,227.1,232.63,221.05,235.93,216.38,218.42,219.37,234.34,221.22,233.16,13.89,8.76,4.99,0.0596,0.0376,0.0214,200.8
1535,202602,202602,MAT91300,CUST5134,620.46,718.01,645.99,637.49,660.49,STAT,144.93,666.11,635.62,638.87,660.19,673.14,624.64,674.34,635.79,662.37,676.28,653.31,653.35,862.94,196.83,227.32,224.07,0.2281,0.2634,0.2597,713.83
1536,202702,202702,MAT92845,CUST2259,623.74,645.28,637.4,630.93,685.06,CONSENSUS,46.41,682.88,660.3,657.58,625.77,644.57,656.7,659.63,628.65,668.05,685.61,664.37,685.19,691.69,8.81,31.39,34.11,0.0127,0.0454,0.0493,637.24
1537,202711,202711,MAT56345,CUST9214,875.22,976.91,930.62,877.75,966.5,CONSENSUS,48.88,875.92,918.12,958.13,880.82,905.55,908.55,962.11,910.85,879.33,932.5,938.89,940.91,1025.79,149.87,107.67,67.66,0.1461,0.105,0.066,933.12
1538,202706,202706,MAT78651,CUST2828,235.97,262.42,254.0,243.4,247.39,CONSENSUS,117.85,241.06,253.95,248.12,255.88,244.49,255.29,241.02,251.98,259.27,246.36,245.21,259.32,380.27,139.21,126.32,132.15,0.3661,0.3322,0.3475,260.46
1539,202710,202710,MAT41086,CUST6125,345.49,406.95,347.85,346.56,351.41,STAT,7.31,373.63,374.02,361.85,373.74,369.68,360.59,365.57,371.42,372.01,355.86,377.59,347.75,414.26,40.63,40.24,52.41,0.0981,0.0971,0.1265,377.18
1540,202712,202712,MAT51357,CUST2431,275.49,326.8,292.37,282.08,276.93,STAT,188.03,286.88,298.63,288.82,277.51,287.39,277.13,298.04,277.11,279.18,299.31,281.15,277.09,514.83,227.95,216.2,226.01,0.4428,0.4199,0.439,325.12
1541,202610,202610,MAT83830,CUST7253,256.61,265.13,271.7,261.17,269.82,STAT,122.34,259.85,268.26,260.58,258.03,276.32,257.79,275.97,276.35,276.73,277.17,256.74,276.43,387.47,127.62,119.21,126.89,0.3294,0.3077,0.3275,254.64
1542,202608,202608,MAT69578,CUST0746,316.79,340.61,339.09,321.75,342.22,STAT,108.26,343.24,345.74,334.95,337.23,318.06,324.25,327.7,320.93,344.83,336.39,340.47,335.08,448.87,105.63,103.13,113.92,0.2353,0.2298,0.2538,335.24
1543,202709,202709,MAT53421,CUST1285,799.8,827.71,814.37,838.3,907.76,STAT,199.52,808.29,846.65,851.18,831.66,878.2,837.68,851.32,838.13,856.82,865.35,867.91,846.21,1027.23,218.94,180.58,176.05,0.2131,0.1758,0.1714,772.74
1544,202710,202710,MAT87228,CUST1488,1007.4,1020.24,1089.37,1037.24,1128.18,CONSENSUS,87.49,1014.98,1019.89,1097.36,1061.43,1013.35,1024.83,1079.66,1046.43,1082.31,1099.52,1071.49,1104.12,1107.73,92.75,87.84,10.37,0.0837,0.0793,0.0094,918.46
1545,202608,202608,MAT91444,CUST8437,1016.07,1116.05,1109.11,1017.87,1112.83,CONSENSUS,174.92,1097.48,1057.78,1051.16,1029.82,1043.86,1066.73,1088.94,1035.37,1049.27,1092.45,1116.65,1045.56,1290.97,193.49,233.19,239.81,0.1499,0.1806,0.1858,1051.88
1546,202603,202603,MAT96201,CUST0687,565.38,600.14,581.6,593.06,585.42,STAT,179.98,618.97,597.92,587.34,617.31,579.38,600.92,604.79,617.24,606.33,587.79,611.76,593.75,780.12,161.15,182.2,192.78,0.2066,0.2336,0.2471,543.78
1547,202705,202705,MAT16708,CUST0497,89.55,103.7,96.97,89.97,98.81,STAT,39.16,94.91,92.54,89.76,98.08,94.48,95.95,90.08,97.73,91.92,95.74,98.02,92.03,142.86,47.95,50.32,53.1,0.3356,0.3522,0.3717,101.93
1548,202602,202602,MAT03237,CUST2389,724.8,807.63,760.9,736.35,747.67,STAT,116.12,737.51,773.28,770.42,741.75,774.09,787.76,764.0,747.78,757.11,795.96,740.35,755.44,923.75,186.24,150.47,153.33,0.2016,0.1629,0.166,803.72
1549,202711,202711,MAT53962,CUST5391,149.6,170.3,154.31,156.93,164.43,STAT,77.11,157.09,152.73,162.23,156.02,153.78,150.12,160.36,154.9,159.89,164.03,153.04,161.64,247.41,90.32,94.68,85.18,0.3651,0.3827,0.3443,154.1
1550,202608,202608,MAT04155,CUST8236,858.12,861.75,878.89,889.68,958.91,STAT,77.47,869.07,922.09,905.04,898.11,897.72,935.06,892.25,877.07,909.22,927.91,931.08,883.86,939.22,70.15,17.13,34.18,0.0747,0.0182,0.0364,844.07
1551,202710,202710,MAT33495,CUST6762,823.57,981.41,895.61,849.78,901.97,CONSENSUS,125.92,841.53,858.89,878.83,874.37,871.15,900.24,843.34,833.39,846.49,829.3,850.83,847.88,1107.33,265.8,248.44,228.5,0.24,0.2244,0.2064,922.1
1552,202703,202703,MAT84503,CUST6494,516.49,528.96,523.62,536.63,541.62,CONSENSUS,179.11,567.36,565.3,559.87,534.9,526.64,561.45,567.44,535.94,566.79,523.34,543.47,552.78,708.07,140.71,142.77,148.2,0.1987,0.2016,0.2093,501.08
1553,202611,202611,MAT37305,CUST3964,196.01,230.26,212.29,198.54,207.28,CONSENSUS,10.18,200.51,209.34,212.51,213.15,202.1,202.13,200.34,204.49,200.99,206.74,207.52,208.44,240.44,39.93,31.1,27.93,0.1661,0.1293,0.1162,220.32
1554,202610,202610,MAT47150,CUST1149,685.52,818.2,701.96,709.79,777.56,CONSENSUS,148.97,714.94,748.54,710.76,725.55,706.14,699.24,739.71,710.69,749.86,714.85,745.14,707.73,967.17,252.23,218.63,256.41,0.2608,0.2261,0.2651,782.87
1555,202611,202611,MAT75951,CUST5864,396.38,413.22,409.03,411.24,402.25,STAT,67.7,434.71,433.92,414.92,402.48,400.52,421.79,433.0,428.48,409.29,407.55,411.23,427.17,480.92,46.21,47.0,66.0,0.0961,0.0977,0.1372,375.31
1556,202801,202801,MAT68869,CUST0892,590.47,596.81,612.96,597.11,670.01,STAT,85.37,649.38,613.44,614.95,614.69,591.11,649.22,622.65,638.4,646.32,593.36,618.95,641.25,682.18,32.8,68.74,67.23,0.0481,0.1008,0.0986,553.97
1557,202708,202708,MAT39110,CUST2400,560.08,625.26,602.38,582.62,624.71,STAT,12.34,566.59,593.96,561.61,562.61,600.19,579.84,611.79,583.09,600.75,582.0,615.39,601.35,637.6,71.01,43.64,75.99,0.1114,0.0684,0.1192,587.92
1558,202607,202607,MAT36482,CUST6823,516.99,568.75,563.21,521.52,543.33,STAT,155.1,521.64,563.21,557.59,530.35,539.06,535.74,528.74,529.46,567.15,565.56,553.75,526.27,723.85,202.21,160.64,166.26,0.2794,0.2219,0.2297,537.45
1559,202707,202707,MAT80592,CUST1310,927.03,981.23,975.93,928.68,1022.03,CONSENSUS,35.13,963.67,966.82,1002.93,983.4,934.39,942.77,933.8,965.67,993.42,996.02,1010.02,1013.41,1016.36,52.69,49.54,13.43,0.0518,0.0487,0.0132,883.71
1560,202712,202712,MAT84188,CUST3308,581.25,612.41,590.21,587.55,658.66,CONSENSUS,120.39,635.19,619.9,615.39,635.53,639.11,595.23,614.13,616.73,592.7,619.97,589.82,600.34,732.8,97.61,112.9,117.41,0.1332,0.1541,0.1602,570.56
1561,202712,202712,MAT00285,CUST2629,612.5,653.01,621.86,628.27,691.62,STAT,92.78,662.07,612.76,639.11,634.28,658.97,615.88,666.39,636.17,615.29,622.48,624.1,655.4,745.79,83.72,133.03,106.68,0.1123,0.1784,0.143,646.83
1562,202709,202709,MAT14350,CUST8412,131.02,140.48,137.88,131.97,136.14,STAT,176.99,143.44,132.93,137.68,137.25,143.55,139.2,131.42,131.46,142.61,136.37,139.17,133.63,317.47,174.03,184.54,179.79,0.5482,0.5813,0.5663,131.12
1563,202706,202706,MAT47500,CUST8395,637.64,658.25,656.27,667.29,731.75,CONSENSUS,113.61,655.74,698.14,677.4,685.63,690.82,642.75,666.62,693.5,671.95,670.26,698.07,671.73,771.86,116.12,73.72,94.46,0.1504,0.0955,0.1224,606.31
1564,202612,202612,MAT75139,CUST2828,886.72,1021.0,959.78,887.83,901.69,CONSENSUS,128.86,894.89,941.63,910.07,900.23,969.44,914.8,893.25,940.94,922.81,941.09,888.03,964.43,1149.86,254.97,208.23,239.79,0.2217,0.1811,0.2085,939.49
1565,202602,202602,MAT85246,CUST2447,555.38,654.28,585.4,581.74,623.47,CONSENSUS,108.93,591.31,601.29,578.62,571.02,605.89,562.77,559.64,565.29,603.16,604.6,556.77,559.64,763.21,171.9,161.92,184.59,0.2252,0.2122,0.2419,619.63
1566,202710,202710,MAT44088,CUST6050,110.35,129.24,114.25,110.76,114.12,STAT,29.74,120.5,114.25,118.51,113.59,119.15,119.74,113.21,119.6,120.42,112.28,113.05,112.12,158.98,38.48,44.73,40.47,0.242,0.2814,0.2546,124.84
1567,202706,202706,MAT16235,CUST1605,350.31,382.14,381.23,351.55,390.33,CONSENSUS,104.26,354.84,352.18,361.96,376.41,350.72,371.58,377.7,375.79,366.46,374.28,367.89,355.64,486.4,131.56,134.22,124.44,0.2705,0.2759,0.2558,346.67
1568,202702,202702,MAT88670,CUST2415,472.87,474.82,496.35,489.61,496.45,CONSENSUS,185.7,507.38,515.43,501.74,497.75,477.53,485.82,497.37,519.36,491.03,474.86,498.61,510.98,660.52,153.14,145.09,158.78,0.2318,0.2197,0.2404,427.74
1569,202603,202603,MAT00006,CUST4082,321.53,345.38,323.96,334.53,354.96,STAT,5.61,340.56,343.02,328.9,321.6,347.51,340.55,332.82,346.22,344.07,343.27,327.47,351.42,350.99,10.43,7.97,22.09,0.0297,0.0227,0.0629,315.8
1570,202711,202711,MAT98881,CUST6737,702.78,820.5,723.54,731.27,803.87,CONSENSUS,80.58,743.1,754.26,746.71,754.7,769.76,738.35,736.88,767.16,724.37,705.08,727.82,741.95,901.08,157.98,146.82,154.37,0.1753,0.1629,0.1713,802.56
