id,period,period_id,material,market,actual_qty,actual_revenue,actual_orders,shipped_qty,delivered_qty,returns_qty,net_actual_qty,net_revenue,discounts,final_revenue,service_level
2462,202403,202403,MAT48972,CUST0386,498.7,5363.69,18,484.8,478.94,24.17,454.77,8773.45,491.4,8282.05,0.9604
2463,202512,202512,MAT57025,CUST1315,203.6,3890.79,45,188.11,179.8,5.8,174.0,2645.59,109.48,2536.11,0.8831
2464,202506,202506,MAT60499,CUST9654,126.31,757.28,48,120.77,118.54,3.43,115.11,2243.8,197.1,2046.7,0.9385
2465,202512,202512,MAT79628,CUST2429,96.7,3699.64,49,91.39,89.37,3.2,86.17,2816.15,237.67,2578.48,0.9242
2466,202411,202411,MAT29724,CUST2250,835.93,20639.21,6,759.5,754.73,1.17,753.56,9828.24,836.83,8991.41,0.9029
2467,202602,202602,MAT85809,CUST0261,48.29,618.86,31,45.72,44.21,1.52,42.69,983.49,90.03,893.46,0.9155
2468,202511,202511,MAT93013,CUST7899,91.08,4063.36,18,83.54,81.34,2.12,79.22,1122.75,33.79,1088.96,0.8931
2469,202407,202407,MAT43968,CUST5228,725.77,14548.63,19,692.14,671.89,28.76,643.13,8341.99,69.32,8272.67,0.9258
2470,202406,202406,MAT08186,CUST2135,109.84,4656.57,40,105.87,104.62,1.6,103.02,2769.1,78.63,2690.47,0.9525
2471,202404,202404,MAT31288,CUST1373,168.64,4394.89,5,161.89,154.19,3.13,151.06,1255.56,108.67,1146.89,0.9143
2472,202404,202404,MAT38303,CUST5833,502.68,13531.06,1,471.4,471.2,5.42,465.78,17302.48,288.26,17014.22,0.9374
2473,202504,202504,MAT60137,CUST7647,676.87,12217.43,22,662.23,658.7,33.5,625.2,12739.17,649.41,12089.76,0.9732
2474,202507,202507,MAT84535,CUST2930,680.89,27792.41,40,635.19,620.35,19.97,600.38,9154.63,149.6,9005.03,0.9111
2475,202503,202503,MAT67490,CUST5613,563.25,6662.07,17,508.99,497.03,3.48,493.55,3841.81,220.73,3621.08,0.8824
2476,202410,202410,MAT99378,CUST1166,895.19,32297.74,14,828.88,811.12,35.64,775.48,8434.57,590.36,7844.21,0.9061
2477,202506,202506,MAT48828,CUST6923,245.08,5158.88,38,230.19,225.29,5.74,219.55,3477.05,115.9,3361.15,0.9193
2478,202601,202601,MAT57359,CUST6098,258.75,1467.51,15,236.24,228.56,0.9,227.66,6830.33,20.98,6809.35,0.8833
2479,202511,202511,MAT68305,CUST3976,486.99,9887.43,36,448.42,442.22,13.46,428.76,10413.93,876.3,9537.63,0.9081
2480,202410,202410,MAT14396,CUST4232,197.13,5429.4,22,194.89,193.04,7.11,185.93,5984.06,214.22,5769.84,0.9793
2481,202405,202405,MAT73457,CUST8434,666.38,18094.94,16,640.85,640.52,7.57,632.95,17913.51,106.19,17807.32,0.9612
2482,202507,202507,MAT63212,CUST1406,835.7,20111.8,15,793.24,785.37,0.3,785.07,5855.82,440.01,5415.81,0.9398
2483,202510,202510,MAT56506,CUST8633,380.76,4362.68,37,358.85,353.66,1.59,352.07,10997.6,665.81,10331.79,0.9288
2484,202508,202508,MAT91915,CUST9527,133.68,2789.78,13,132.92,126.33,5.51,120.82,938.25,30.6,907.65,0.945
2485,202409,202409,MAT12126,CUST1904,417.21,9400.21,15,380.88,378.75,3.61,375.14,13926.13,502.35,13423.78,0.9078
2486,202403,202403,MAT29171,CUST4380,333.89,2367.0,45,311.92,309.81,11.41,298.4,1928.1,117.02,1811.08,0.9279
2487,202602,202602,MAT64402,CUST5425,482.15,12195.15,15,449.64,434.86,23.44,411.42,3969.16,55.72,3913.44,0.9019
2488,202404,202404,MAT16722,CUST8707,328.19,4886.97,27,302.47,287.44,5.46,281.98,10731.58,982.98,9748.6,0.8758
2489,202412,202412,MAT07601,CUST3288,811.43,4749.33,10,735.8,713.63,29.87,683.76,14788.71,1194.96,13593.75,0.8795
2490,202601,202601,MAT12413,CUST8085,512.47,6792.38,46,470.13,466.35,8.88,457.47,10929.67,681.42,10248.25,0.91
2491,202408,202408,MAT93109,CUST6681,488.39,11643.65,11,447.74,433.09,4.88,428.21,8033.39,333.05,7700.34,0.8868
2492,202411,202411,MAT53600,CUST0123,215.17,4065.92,40,200.61,191.94,10.2,181.74,5962.65,348.94,5613.71,0.892
2493,202404,202404,MAT37525,CUST1106,769.44,13331.67,46,750.87,740.01,32.82,707.19,20508.72,985.95,19522.77,0.9618
2494,202405,202405,MAT14609,CUST1617,75.51,1550.01,23,74.58,71.96,1.99,69.97,1841.62,100.4,1741.22,0.953
2495,202411,202411,MAT28224,CUST6351,812.97,9712.95,24,732.14,700.26,7.23,693.03,5654.73,147.34,5507.39,0.8614
2496,202409,202409,MAT67154,CUST5765,154.02,1421.97,7,140.5,138.13,6.07,132.06,4944.42,372.26,4572.16,0.8968
2497,202410,202410,MAT08466,CUST7018,378.69,15927.99,2,355.48,352.5,4.97,347.53,7096.83,683.14,6413.69,0.9308
2498,202512,202512,MAT04565,CUST9579,856.09,33575.59,40,810.83,784.4,42.61,741.79,5163.29,296.26,4867.03,0.9163
2499,202507,202507,MAT97839,CUST5529,152.35,4398.13,16,140.92,138.9,5.16,133.74,1590.13,20.05,1570.08,0.9117
2500,202412,202412,MAT30115,CUST1980,224.83,4051.25,33,217.07,211.55,8.58,202.97,4128.14,103.41,4024.73,0.9409
2501,202507,202507,MAT53306,CUST9497,83.64,2631.87,29,82.92,81.88,2.13,79.75,1888.28,160.0,1728.28,0.979
2502,202506,202506,MAT71697,CUST9441,97.93,1854.85,13,94.78,91.6,3.04,88.56,1028.54,94.19,934.35,0.9354
2503,202512,202512,MAT50791,CUST9457,434.66,9282.22,19,416.7,396.13,4.9,391.23,12006.46,243.71,11762.75,0.9114
2504,202602,202602,MAT97854,CUST0781,476.6,8983.61,0,430.8,427.78,3.2,424.58,7775.28,602.36,7172.92,0.8976
2505,202506,202506,MAT21633,CUST0005,163.46,4452.8,5,149.34,144.57,2.12,142.45,5352.84,124.56,5228.28,0.8844
2506,202405,202405,MAT01390,CUST3001,243.05,9828.3,29,236.78,235.55,12.02,223.53,2898.69,187.85,2710.84,0.9691
2507,202409,202409,MAT74122,CUST7242,286.96,9867.54,3,285.05,273.21,3.86,269.35,3804.89,78.86,3726.03,0.9521
2508,202411,202411,MAT45947,CUST9752,798.67,12443.96,1,777.29,767.66,31.31,736.35,22602.93,2026.47,20576.46,0.9612
2509,202512,202512,MAT59685,CUST0189,516.99,14612.66,44,482.49,472.02,20.64,451.38,7693.57,536.62,7156.95,0.913
2510,202510,202510,MAT41915,CUST8720,562.58,21095.82,2,535.31,530.67,13.91,516.76,13074.79,306.52,12768.27,0.9433
2511,202411,202411,MAT98418,CUST5047,365.26,7050.9,20,333.37,328.93,17.87,311.06,3472.96,284.99,3187.97,0.9005
2512,202502,202502,MAT88532,CUST6201,385.77,14444.94,12,359.25,352.93,13.21,339.72,6938.61,129.24,6809.37,0.9149
2513,202409,202409,MAT27939,CUST6052,802.04,17801.57,20,777.46,740.02,4.46,735.56,5712.59,248.96,5463.63,0.9227
2514,202502,202502,MAT13663,CUST4988,234.63,2130.84,39,221.11,213.08,6.51,206.57,3317.75,204.48,3113.27,0.9082
2515,202412,202412,MAT68385,CUST7324,81.56,614.58,2,77.98,75.61,3.65,71.96,1044.51,53.17,991.34,0.927
2516,202403,202403,MAT56842,CUST8931,189.74,1620.52,37,182.75,182.0,3.56,178.44,7066.69,694.96,6371.73,0.9592
2517,202406,202406,MAT36634,CUST0064,797.4,12791.77,35,759.4,748.23,36.54,711.69,26451.48,2158.53,24292.95,0.9383
2518,202408,202408,MAT34235,CUST3018,502.68,8704.6,49,462.88,442.39,18.59,423.8,8871.64,216.82,8654.82,0.8801
2519,202405,202405,MAT61176,CUST9819,194.19,8481.02,35,180.8,180.37,0.69,179.68,4835.47,124.33,4711.14,0.9288
2520,202410,202410,MAT16762,CUST0183,859.23,14242.87,31,833.97,804.43,10.55,793.88,21433.39,1599.39,19834.0,0.9362
2521,202406,202406,MAT55485,CUST9792,741.52,25889.61,15,699.67,666.89,31.44,635.45,3958.7,180.89,3777.81,0.8994
2522,202508,202508,MAT63271,CUST0710,905.31,24536.26,0,878.09,846.59,41.62,804.97,17820.17,111.42,17708.75,0.9351
2523,202403,202403,MAT83019,CUST2625,890.98,8299.21,26,879.12,862.43,28.84,833.59,8854.59,366.62,8487.97,0.968
2524,202503,202503,MAT75400,CUST2942,341.27,5406.43,2,339.28,327.15,15.82,311.33,3078.46,284.38,2794.08,0.9586
2525,202409,202409,MAT10831,CUST4536,627.43,26122.01,20,574.71,559.56,25.66,533.9,11475.82,942.9,10532.92,0.8918
2526,202404,202404,MAT23494,CUST9411,691.79,6718.42,36,630.07,612.59,20.28,592.31,7690.62,29.96,7660.66,0.8855
2527,202502,202502,MAT13710,CUST1156,382.29,7528.77,44,350.85,335.43,17.26,318.17,8535.78,27.01,8508.77,0.8774
2528,202501,202501,MAT76921,CUST2208,775.52,29354.89,22,762.7,743.81,36.88,706.93,8373.34,417.32,7956.02,0.9591
2529,202504,202504,MAT21287,CUST4938,750.6,20498.44,8,738.4,709.78,35.31,674.47,4856.49,354.15,4502.34,0.9456
2530,202412,202412,MAT80855,CUST6335,509.15,8831.24,15,458.63,436.61,16.26,420.35,3371.76,161.25,3210.51,0.8575
2531,202408,202408,MAT00975,CUST7100,800.32,6045.23,45,731.86,721.73,35.05,686.68,20238.78,809.28,19429.5,0.9018
2532,202408,202408,MAT32730,CUST8673,741.61,21318.25,1,668.86,638.43,18.47,619.96,20656.44,619.31,20037.13,0.8609
2533,202509,202509,MAT66791,CUST8605,607.86,25939.76,14,602.31,581.74,8.79,572.95,4446.38,223.06,4223.32,0.957
2534,202503,202503,MAT01650,CUST9864,204.13,1267.22,2,199.74,197.37,7.36,190.01,1868.49,95.04,1773.45,0.9669
2535,202408,202408,MAT60494,CUST6903,629.34,8047.49,29,613.62,602.57,15.55,587.02,15402.8,1519.2,13883.6,0.9575
2536,202408,202408,MAT51374,CUST7770,861.45,38717.4,39,837.97,813.71,27.11,786.6,15714.45,472.06,15242.39,0.9446
2537,202512,202512,MAT34254,CUST8010,364.52,4265.32,19,337.6,332.19,7.75,324.44,10111.94,302.28,9809.66,0.9113
2538,202504,202504,MAT23472,CUST7471,868.08,20226.41,3,853.83,815.62,24.32,791.3,14424.36,80.91,14343.45,0.9396
2539,202503,202503,MAT15015,CUST4160,312.67,7200.78,20,299.27,298.23,11.81,286.42,7409.39,552.92,6856.47,0.9538
2540,202510,202510,MAT96111,CUST5905,932.71,6823.86,39,916.88,900.28,22.66,877.62,30976.87,1260.45,29716.42,0.9652
2541,202405,202405,MAT55101,CUST8471,217.99,6752.1,11,209.23,203.63,3.2,200.43,2038.83,170.93,1867.9,0.9341
2542,202409,202409,MAT95299,CUST3949,205.81,4953.02,32,186.86,185.22,5.0,180.22,6842.0,129.41,6712.59,0.9
2543,202409,202409,MAT32441,CUST4401,202.1,8513.5,18,196.39,190.29,2.46,187.83,6649.95,391.46,6258.49,0.9416
2544,202602,202602,MAT05260,CUST2949,717.9,30812.33,2,699.2,675.71,20.25,655.46,18431.07,15.73,18415.34,0.9412
2545,202507,202507,MAT21526,CUST5797,130.29,5251.13,34,120.19,114.8,0.92,113.88,3717.04,123.4,3593.64,0.8811
2546,202407,202407,MAT19221,CUST9708,296.16,8422.54,16,278.58,276.76,1.68,275.08,5664.2,269.73,5394.47,0.9345
2547,202412,202412,MAT92880,CUST4463,867.66,37148.77,42,788.36,767.18,10.81,756.37,10817.91,52.52,10765.39,0.8842
2548,202407,202407,MAT10792,CUST0539,353.31,5557.74,3,328.79,320.38,5.79,314.59,10166.55,731.31,9435.24,0.9068
2549,202403,202403,MAT38705,CUST8988,629.3,16568.54,20,613.16,606.82,20.35,586.47,14625.56,1078.41,13547.15,0.9643
2550,202412,202412,MAT32668,CUST8186,579.57,17054.87,15,575.63,565.73,25.52,540.21,15693.3,802.86,14890.44,0.9761
2551,202509,202509,MAT62237,CUST0101,573.24,5133.04,43,560.06,543.69,1.97,541.72,14619.57,757.26,13862.31,0.9485
2552,202511,202511,MAT09884,CUST7709,486.53,7836.92,30,446.45,431.87,22.92,408.95,5720.3,462.2,5258.1,0.8877
2553,202502,202502,MAT21158,CUST5968,776.37,18915.11,42,763.08,755.1,20.9,734.2,16113.54,1433.22,14680.32,0.9726
2554,202410,202410,MAT99375,CUST4855,804.0,34358.5,23,789.67,783.92,19.98,763.94,22909.21,572.41,22336.8,0.975
2555,202505,202505,MAT42562,CUST4797,243.68,4015.3,26,221.62,215.28,1.83,213.45,2455.32,49.95,2405.37,0.8835
2556,202507,202507,MAT86994,CUST0049,316.47,10470.39,4,306.7,304.77,3.53,301.24,4477.9,28.41,4449.49,0.963
2557,202410,202410,MAT92848,CUST1926,854.29,13736.41,48,828.48,826.8,8.33,818.47,29846.79,1222.05,28624.74,0.9678
2558,202405,202405,MAT49123,CUST1162,98.76,3505.37,41,95.66,93.54,0.83,92.71,2863.11,132.06,2731.05,0.9471
2559,202602,202602,MAT27494,CUST8545,777.46,25722.22,38,703.68,681.02,14.5,666.52,25541.65,1310.68,24230.97,0.876
2560,202509,202509,MAT11471,CUST5283,763.62,28326.25,15,730.38,724.85,22.97,701.88,4522.55,262.96,4259.59,0.9492
2561,202511,202511,MAT80126,CUST6704,764.84,13137.03,39,719.23,708.19,7.76,700.43,7772.77,52.78,7719.99,0.9259
2562,202511,202511,MAT09173,CUST4074,107.48,3736.51,25,104.22,99.63,1.51,98.12,2107.17,126.87,1980.3,0.927
2563,202501,202501,MAT35240,CUST4421,117.22,4199.97,49,116.89,112.47,3.39,109.08,2502.94,248.04,2254.9,0.9595
2564,202411,202411,MAT48743,CUST6311,223.89,2777.7,24,219.99,211.95,7.28,204.67,7469.01,654.92,6814.09,0.9467
2565,202509,202509,MAT79593,CUST8180,41.02,849.41,0,37.33,35.68,0.46,35.22,340.69,2.15,338.54,0.8698
2566,202508,202508,MAT89972,CUST5865,333.26,9792.1,45,330.82,324.43,3.87,320.56,10829.79,849.81,9979.98,0.9735
2567,202506,202506,MAT67245,CUST1619,66.42,408.54,28,62.71,59.75,0.3,59.45,2173.91,80.11,2093.8,0.8996
2568,202404,202404,MAT10658,CUST7583,152.09,6048.64,38,144.09,139.15,3.55,135.6,2842.78,66.26,2776.52,0.9149
2569,202405,202405,MAT78806,CUST3172,789.79,13729.26,11,713.59,690.91,29.45,661.46,10143.84,37.57,10106.27,0.8748
2570,202404,202404,MAT54912,CUST9928,523.78,19643.3,48,475.69,466.24,18.66,447.58,6733.82,392.62,6341.2,0.8901
2571,202602,202602,MAT18142,CUST3746,268.44,7522.62,3,256.36,251.15,4.78,246.37,4550.82,414.25,4136.57,0.9356
2572,202506,202506,MAT06925,CUST3263,712.15,30265.79,33,660.11,638.56,17.69,620.87,11229.78,1030.11,10199.67,0.8967
2573,202502,202502,MAT64384,CUST6579,568.27,9526.58,28,553.99,531.02,2.61,528.41,15489.95,405.95,15084.0,0.9345
2574,202512,202512,MAT40779,CUST9720,849.92,32951.52,3,800.34,762.67,8.11,754.56,23856.73,1244.24,22612.49,0.8973
2575,202410,202410,MAT21412,CUST1202,870.04,4938.97,1,836.77,831.09,0.5,830.59,10956.5,120.27,10836.23,0.9552
2576,202511,202511,MAT22493,CUST4675,613.31,6728.76,34,552.21,542.38,24.99,517.39,3014.6,127.3,2887.3,0.8843
2577,202512,202512,MAT06670,CUST2183,226.47,3713.77,2,226.05,217.59,10.88,206.71,1891.16,150.53,1740.63,0.9608
2578,202406,202406,MAT86537,CUST3690,851.39,13811.79,17,783.24,761.83,36.95,724.88,22560.08,754.16,21805.92,0.8948
2579,202502,202502,MAT54350,CUST3012,872.31,21456.09,13,840.9,829.97,15.46,814.51,27195.41,788.48,26406.93,0.9515
2580,202502,202502,MAT95190,CUST2669,602.04,24285.61,0,555.39,539.15,18.3,520.85,20423.16,1695.68,18727.48,0.8955
2581,202411,202411,MAT75497,CUST2039,770.06,8679.97,47,720.24,705.54,27.37,678.17,22234.09,923.26,21310.83,0.9162
2582,202405,202405,MAT32835,CUST8469,171.02,3901.18,46,154.19,151.73,5.35,146.38,4451.69,123.07,4328.62,0.8872
2583,202506,202506,MAT44486,CUST5610,147.82,5521.0,15,143.9,143.55,4.04,139.51,4429.33,173.85,4255.48,0.9711
2584,202502,202502,MAT05720,CUST7286,586.02,24713.88,46,572.54,549.97,3.81,546.16,13631.12,432.03,13199.09,0.9385
2585,202511,202511,MAT75314,CUST7500,434.02,4143.32,20,420.0,399.31,14.45,384.86,9544.21,697.6,8846.61,0.92
2586,202509,202509,MAT59135,CUST6205,759.87,32565.2,16,695.17,682.13,21.39,660.74,17831.01,1505.11,16325.9,0.8977
2587,202407,202407,MAT94699,CUST7233,905.28,33917.0,20,848.15,839.17,19.71,819.46,9735.21,738.25,8996.96,0.927
2588,202406,202406,MAT46105,CUST3451,483.94,6118.25,19,446.87,436.84,4.89,431.95,13842.81,195.58,13647.23,0.9027
2589,202511,202511,MAT41579,CUST3652,257.73,4551.74,13,241.28,229.89,5.31,224.58,8927.88,546.69,8381.19,0.892
2590,202503,202503,MAT78960,CUST7239,263.97,1424.84,31,252.16,245.69,10.88,234.81,1335.92,31.02,1304.9,0.9307
2591,202502,202502,MAT23961,CUST6431,598.01,23546.11,15,567.9,544.5,12.21,532.29,6762.57,121.74,6640.83,0.9105
2592,202405,202405,MAT54170,CUST8347,303.84,3487.81,1,297.79,284.52,10.84,273.68,2775.69,221.2,2554.49,0.9364
2593,202512,202512,MAT78789,CUST0602,557.43,10109.97,48,544.76,543.92,14.95,528.97,20158.06,564.13,19593.93,0.9758
2594,202405,202405,MAT09130,CUST8128,702.97,23432.34,13,670.26,661.26,11.18,650.08,4185.11,379.2,3805.91,0.9407
2595,202510,202510,MAT83518,CUST7385,538.64,7538.53,28,521.23,499.74,18.45,481.29,13920.03,838.51,13081.52,0.9278
2596,202511,202511,MAT00397,CUST6280,317.66,10786.26,33,312.42,301.13,4.82,296.31,4208.31,236.85,3971.46,0.948
2597,202505,202505,MAT36418,CUST3326,738.49,21584.51,16,668.58,639.61,34.01,605.6,7825.17,250.61,7574.56,0.8661
2598,202410,202410,MAT37972,CUST3481,904.15,12821.82,46,860.36,859.32,22.28,837.04,20428.36,1268.22,19160.14,0.9504
2599,202410,202410,MAT73477,CUST2348,476.48,12734.2,41,454.87,437.49,9.91,427.58,7644.98,374.14,7270.84,0.9182
2600,202412,202412,MAT51423,CUST0298,516.51,16666.35,46,484.89,466.39,18.54,447.85,12013.86,10.91,12002.95,0.903
2601,202406,202406,MAT93934,CUST8459,591.71,10185.38,39,561.83,561.11,25.81,535.3,21010.67,1615.66,19395.01,0.9483
2602,202406,202406,MAT58090,CUST8010,907.39,29431.29,13,898.77,896.88,39.65,857.23,14086.99,1360.02,12726.97,0.9884
2603,202505,202505,MAT71747,CUST6645,318.95,10268.71,37,305.68,303.15,9.74,293.41,7318.6,716.61,6601.99,0.9505
2604,202512,202512,MAT31616,CUST5643,631.93,24232.91,2,571.8,547.39,1.73,545.66,3153.21,7.01,3146.2,0.8662
2605,202404,202404,MAT81008,CUST9705,749.58,22033.04,42,710.95,698.72,13.88,684.84,24857.87,975.73,23882.14,0.9321
2606,202507,202507,MAT82294,CUST4968,815.75,5204.26,41,742.44,724.33,36.13,688.2,25155.53,405.12,24750.41,0.8879
2607,202507,202507,MAT18182,CUST4279,49.02,825.03,31,48.42,48.38,1.65,46.73,1488.57,116.23,1372.34,0.9869
2608,202407,202407,MAT05406,CUST9766,572.88,24589.66,22,548.08,539.05,24.97,514.08,18172.29,1061.82,17110.47,0.9409
2609,202506,202506,MAT29585,CUST8931,864.31,37412.46,2,785.1,778.01,36.29,741.72,24712.05,325.41,24386.64,0.9002
2610,202407,202407,MAT35194,CUST7091,533.01,10630.36,7,529.79,529.04,12.29,516.75,19045.01,1097.1,17947.91,0.9926
2611,202404,202404,MAT24205,CUST1684,777.78,26174.38,5,702.18,690.68,26.81,663.87,16685.51,1344.78,15340.73,0.888
2612,202411,202411,MAT90549,CUST3451,755.66,29893.89,22,727.12,706.6,7.4,699.2,13278.73,894.3,12384.43,0.9351
2613,202602,202602,MAT42765,CUST4301,369.27,15862.14,24,360.86,348.55,15.12,333.43,9278.42,122.71,9155.71,0.9439
2614,202512,202512,MAT93249,CUST8479,383.15,16556.93,34,347.96,341.59,8.21,333.38,5371.63,26.58,5345.05,0.8915
2615,202412,202412,MAT36453,CUST7637,831.09,16625.44,9,808.77,808.25,7.32,800.93,22463.45,747.97,21715.48,0.9725
2616,202510,202510,MAT14868,CUST4637,930.66,21227.81,24,862.08,848.75,40.9,807.85,25066.47,985.97,24080.5,0.912
2617,202403,202403,MAT60625,CUST3787,330.38,11396.75,25,308.38,308.1,13.73,294.37,6163.46,418.76,5744.7,0.9326
2618,202601,202601,MAT55403,CUST0576,422.8,18168.78,25,413.11,398.68,9.83,388.85,9114.51,572.08,8542.43,0.943
2619,202408,202408,MAT55331,CUST6196,484.88,9360.0,5,440.72,432.89,12.83,420.06,15422.95,1121.95,14301.0,0.8928
2620,202510,202510,MAT39761,CUST1864,568.46,18325.12,15,553.01,528.44,25.93,502.51,14260.32,172.42,14087.9,0.9296
2621,202410,202410,MAT06687,CUST0366,631.03,6678.82,13,595.1,589.16,25.47,563.69,18446.03,1309.35,17136.68,0.9336
2622,202408,202408,MAT18477,CUST0575,367.68,10278.62,33,361.12,357.91,17.1,340.81,4102.21,288.75,3813.46,0.9734
2623,202512,202512,MAT50273,CUST6972,408.48,5804.54,19,392.09,373.92,19.2,354.72,6718.56,544.89,6173.67,0.9154
2624,202601,202601,MAT71511,CUST0386,234.08,5633.4,35,232.02,226.24,8.06,218.18,7702.83,695.78,7007.05,0.9665
2625,202512,202512,MAT30097,CUST4361,842.3,29126.75,16,793.86,758.08,33.19,724.89,16513.8,1156.34,15357.46,0.9
2626,202411,202411,MAT40776,CUST0356,462.54,12333.38,47,462.08,456.33,18.92,437.41,4553.17,447.22,4105.95,0.9866
2627,202404,202404,MAT15927,CUST9174,197.57,7306.88,49,193.6,189.56,9.84,179.72,2151.05,147.76,2003.29,0.9595
2628,202406,202406,MAT53682,CUST0841,828.38,12435.17,40,819.04,807.24,2.05,805.19,20617.94,1783.21,18834.73,0.9745
2629,202503,202503,MAT65412,CUST7340,199.6,8965.74,17,195.37,187.48,5.05,182.43,3082.16,253.94,2828.22,0.9393
2630,202407,202407,MAT84913,CUST0871,172.03,4824.01,26,155.87,153.24,3.09,150.15,2110.64,119.4,1991.24,0.8908
2631,202406,202406,MAT03976,CUST0108,186.78,6743.96,37,176.28,171.42,4.52,166.9,946.41,29.77,916.64,0.9178
2632,202504,202504,MAT85166,CUST7258,724.11,26691.86,16,698.72,677.03,30.3,646.73,22650.36,1671.97,20978.39,0.935
2633,202404,202404,MAT59635,CUST8621,891.25,13162.47,41,819.95,791.41,15.8,775.61,18325.19,646.48,17678.71,0.888
2634,202501,202501,MAT44026,CUST3804,257.62,7840.15,35,248.83,239.83,2.79,237.04,1640.89,129.78,1511.11,0.9309
2635,202409,202409,MAT36750,CUST4686,367.74,2647.77,47,335.87,324.14,4.61,319.53,3865.07,373.98,3491.09,0.8814
2636,202408,202408,MAT22853,CUST8471,522.29,13420.68,16,486.48,483.03,15.88,467.15,8589.29,325.79,8263.5,0.9248
2637,202506,202506,MAT93240,CUST3348,916.66,34835.73,38,901.92,892.72,15.78,876.94,17024.3,1232.42,15791.88,0.9739
2638,202410,202410,MAT77048,CUST4167,147.29,6169.52,29,147.21,140.02,5.49,134.53,4482.13,199.13,4283.0,0.9506
2639,202506,202506,MAT70351,CUST4323,934.81,31293.53,8,887.86,856.51,33.57,822.94,30520.32,1982.08,28538.24,0.9162
2640,202406,202406,MAT79189,CUST2197,901.07,15929.01,1,821.97,801.04,13.76,787.28,17648.78,870.64,16778.14,0.889
2641,202411,202411,MAT33756,CUST2448,160.43,989.15,49,158.22,150.63,2.34,148.29,4124.02,355.26,3768.76,0.9389
2642,202601,202601,MAT93797,CUST6796,888.92,5924.78,21,838.35,832.26,34.32,797.94,20827.91,594.96,20232.95,0.9363
2643,202409,202409,MAT53685,CUST6514,614.32,11351.72,41,561.68,535.28,22.63,512.65,7934.37,437.7,7496.67,0.8713
2644,202504,202504,MAT32733,CUST9221,807.68,26693.26,21,777.22,746.8,17.18,729.62,12187.65,438.26,11749.39,0.9246
2645,202509,202509,MAT79908,CUST1417,438.14,13230.11,7,400.45,385.47,17.38,368.09,8159.28,388.34,7770.94,0.8798
2646,202412,202412,MAT95211,CUST8013,434.55,8605.51,48,432.18,420.86,3.88,416.98,14115.95,624.36,13491.59,0.9685
2647,202512,202512,MAT61629,CUST8559,217.21,7616.12,31,209.9,202.12,4.33,197.79,1115.95,20.25,1095.7,0.9305
2648,202403,202403,MAT50467,CUST4072,742.29,10070.67,26,678.28,665.14,13.03,652.11,18037.86,663.83,17374.03,0.8961
2649,202503,202503,MAT86259,CUST0771,844.16,15766.16,48,835.89,824.43,0.37,824.06,16202.94,1551.24,14651.7,0.9766
2650,202501,202501,MAT02107,CUST0134,499.6,8821.98,10,449.95,434.07,24.77,409.3,7567.79,503.65,7064.14,0.8688
2651,202602,202602,MAT62084,CUST8374,453.71,5557.01,20,435.86,417.98,8.84,409.14,15270.1,813.51,14456.59,0.9212
2652,202406,202406,MAT94545,CUST3427,548.51,22634.58,26,544.45,535.99,1.49,534.5,5989.53,59.33,5930.2,0.9772
2653,202404,202404,MAT90592,CUST2966,377.25,2767.46,42,352.69,339.24,13.93,325.31,5684.27,85.76,5598.51,0.8992
2654,202405,202405,MAT92300,CUST4406,197.11,4568.51,44,193.26,190.45,7.24,183.21,6294.21,458.56,5835.65,0.9662
2655,202510,202510,MAT48066,CUST7977,342.34,7888.65,24,310.25,301.68,11.77,289.91,10808.25,90.44,10717.81,0.8812
2656,202503,202503,MAT43681,CUST9302,641.4,4705.11,13,618.58,598.54,5.23,593.31,17881.37,88.64,17792.73,0.9332
2657,202506,202506,MAT88181,CUST5461,881.49,34324.65,35,837.97,817.43,5.58,811.85,18476.72,399.85,18076.87,0.9273
2658,202403,202403,MAT29030,CUST1692,247.06,8737.74,40,237.34,231.3,8.55,222.75,2729.78,240.49,2489.29,0.9362
2659,202405,202405,MAT79492,CUST2668,457.88,2872.52,5,427.91,409.94,19.8,390.14,14113.18,1128.91,12984.27,0.8953
2660,202505,202505,MAT23104,CUST2125,864.02,6172.34,23,821.52,800.73,31.07,769.66,25481.09,655.99,24825.1,0.9267
2661,202407,202407,MAT84014,CUST2293,561.44,22759.8,36,539.01,513.19,22.88,490.31,2894.78,42.65,2852.13,0.9141
2662,202404,202404,MAT21373,CUST2890,42.25,1346.96,42,40.82,39.37,1.08,38.29,1015.09,58.24,956.85,0.9318
2663,202502,202502,MAT79664,CUST8661,493.42,14719.21,24,476.47,458.25,3.45,454.8,17014.86,425.95,16588.91,0.9287
2664,202501,202501,MAT33589,CUST1324,306.82,9413.85,18,300.35,294.34,2.94,291.4,6944.89,296.13,6648.76,0.9593
2665,202601,202601,MAT34505,CUST9751,784.53,14648.11,39,717.17,716.35,26.49,689.86,6837.01,444.75,6392.26,0.9131
2666,202411,202411,MAT25728,CUST9081,530.72,6170.67,38,513.27,489.0,13.24,475.76,7946.18,375.86,7570.32,0.9214
2667,202406,202406,MAT26079,CUST0187,493.36,9035.35,38,484.61,468.37,10.52,457.85,2399.66,82.61,2317.05,0.9493
2668,202507,202507,MAT75182,CUST0358,469.18,17759.13,28,467.38,466.56,10.89,455.67,17652.47,917.08,16735.39,0.9944
2669,202403,202403,MAT04727,CUST4824,431.49,4315.13,6,410.89,399.33,15.34,383.99,6937.67,104.36,6833.31,0.9255
