Location ID,Plant,Location Description,Plant Description,Location Region,Plant Region,Location Type,Plant Type,Latitude,Longttitude
PL85203,PL85203,"Supply Location - Livingston, Alvarez and Jackson","Manufacturing / DC Site - Larsen, Marshall and Moore",EMEA,LATAM,PLANT,WAREHOUSE,50.7198085,100.20868
PL39271,PL39271,Supply Location - Ortega PLC,Manufacturing / DC Site - Turner-Grimes,LATAM,AMER,PLANT,WAREHOUSE,56.270633,89.126316
PL26816,PL26816,Supply Location - Wolfe Ltd,Manufacturing / DC Site - Howell and Sons,EMEA,APAC,DC,PLANT,21.4677265,-113.918541
PL91321,PL91321,"Supply Location - Mejia, Wells and Johnson",Manufacturing / DC Site - Hill Ltd,LATAM,AMER,DC,WAREHOUSE,43.249047,-6.987712
PL22305,PL22305,Supply Location - Blackwell-Martin,Manufacturing / DC Site - Thompson-Clark,LATAM,APAC,WAREHOUSE,DC,54.5284785,147.287818
PL54496,PL54496,Supply Location - Brown Inc,"Manufacturing / DC Site - Browning, Morris and Smith",EMEA,APAC,WAREHOUSE,WAREHOUSE,-67.60265,57.305629
PL34964,PL34964,Supply Location - Jackson-Walker,"Manufacturing / DC Site - Hines, Holmes and Thomas",LATAM,APAC,WAREHOUSE,DC,13.603204,-102.502797
PL32240,PL32240,Supply Location - Gonzalez-Myers,Manufacturing / DC Site - Bell-Soto,EMEA,APAC,PLANT,CMO,16.449726,-129.442799
PL30745,PL30745,Supply Location - Ramirez-Williams,"Manufacturing / DC Site - Reyes, Olson and Harrison",APAC,LATAM,DC,DC,8.8926905,-135.065492
PL81523,PL81523,"Supply Location - Guzman, Peterson and Swanson",Manufacturing / DC Site - Robinson PLC,EMEA,APAC,CMO,PLANT,8.626459,-152.725376
PL11875,PL11875,"Supply Location - Nguyen, Soto and Collins",Manufacturing / DC Site - Sanders-Rogers,APAC,LATAM,PLANT,DC,-25.1740935,50.766184
PL63501,PL63501,Supply Location - Reynolds-Ferguson,Manufacturing / DC Site - Barrett-Hudson,APAC,EMEA,CMO,PLANT,74.8693795,49.130572
PL34902,PL34902,Supply Location - Williams-Williamson,Manufacturing / DC Site - Steele LLC,AMER,EMEA,PLANT,PLANT,29.43997,-15.156443
PL35969,PL35969,Supply Location - Lucas Ltd,"Manufacturing / DC Site - Greene, Johnson and Mann",APAC,APAC,PLANT,WAREHOUSE,-10.374953,123.717265
PL65382,PL65382,"Supply Location - Jones, Barker and Serrano",Manufacturing / DC Site - Anderson and Sons,LATAM,EMEA,CMO,WAREHOUSE,82.5817685,-90.139489
PL55470,PL55470,Supply Location - Cooper PLC,"Manufacturing / DC Site - Jackson, Hunt and Hunt",EMEA,LATAM,CMO,CMO,60.4322805,3.994253
PL76320,PL76320,Supply Location - Graham LLC,Manufacturing / DC Site - Smith LLC,AMER,LATAM,PLANT,CMO,-84.838461,179.728082
PL72857,PL72857,Supply Location - Duarte-Farley,Manufacturing / DC Site - Medina LLC,LATAM,APAC,WAREHOUSE,CMO,54.2384435,174.056377
PL92576,PL92576,Supply Location - Clayton-Benjamin,"Manufacturing / DC Site - Garner, Smith and Miller",EMEA,LATAM,WAREHOUSE,WAREHOUSE,-25.227463,-172.395801
PL52885,PL52885,Supply Location - Wilson-Howell,Manufacturing / DC Site - Phillips-Williams,EMEA,APAC,WAREHOUSE,CMO,-5.3188995,-61.30271
PL34466,PL34466,"Supply Location - Hicks, Owen and Mendez",Manufacturing / DC Site - Martinez-Hansen,APAC,AMER,WAREHOUSE,PLANT,19.0194335,45.919735
PL24737,PL24737,Supply Location - Fields-Salazar,Manufacturing / DC Site - Phillips Inc,LATAM,EMEA,DC,PLANT,17.854257,74.235086
PL31478,PL31478,Supply Location - Booth-Wright,Manufacturing / DC Site - Ortiz Group,LATAM,APAC,PLANT,PLANT,35.1832635,89.467474
PL41898,PL41898,Supply Location - Meza-Carter,Manufacturing / DC Site - Saunders LLC,APAC,LATAM,DC,DC,-15.4075965,-53.289946
PL53723,PL53723,Supply Location - Gutierrez-Valencia,"Manufacturing / DC Site - Dixon, Ward and Wiley",EMEA,APAC,PLANT,PLANT,27.9431995,144.788479
PL29966,PL29966,Supply Location - Flores and Sons,Manufacturing / DC Site - Booth Inc,AMER,LATAM,PLANT,CMO,33.8856375,97.180012
PL96515,PL96515,"Supply Location - James, Washington and Golden",Manufacturing / DC Site - Carpenter-Moore,EMEA,LATAM,CMO,CMO,23.058064,10.103061
PL10384,PL10384,"Supply Location - Bright, Collins and Bishop","Manufacturing / DC Site - Crosby, Williams and Hughes",APAC,APAC,PLANT,CMO,-14.546246,-38.225943
PL27399,PL27399,Supply Location - Morales-Garrett,"Manufacturing / DC Site - Sanchez, Chen and Wade",AMER,AMER,DC,DC,-30.4378795,84.390903
PL51785,PL51785,Supply Location - Soto Inc,Manufacturing / DC Site - King Group,LATAM,EMEA,WAREHOUSE,CMO,-26.1270235,104.497243
PL60345,PL60345,Supply Location - Garcia-Smith,Manufacturing / DC Site - Stevenson-Davis,LATAM,APAC,CMO,PLANT,81.2028845,42.368037
PL55322,PL55322,Supply Location - Ray Ltd,Manufacturing / DC Site - Morales PLC,EMEA,LATAM,PLANT,DC,-60.395416,-165.36505
PL38094,PL38094,"Supply Location - Austin, Jones and Hall",Manufacturing / DC Site - Cooke PLC,EMEA,APAC,CMO,DC,40.744653,-1.756385
PL70847,PL70847,Supply Location - Rowland PLC,Manufacturing / DC Site - Knight-Watson,EMEA,AMER,PLANT,WAREHOUSE,-58.9071255,138.51589
PL88655,PL88655,Supply Location - Villanueva-Smith,"Manufacturing / DC Site - Murphy, Alexander and Phillips",AMER,APAC,CMO,CMO,-58.4055545,93.325903
PL21630,PL21630,Supply Location - Smith-Lara,Manufacturing / DC Site - Richards-Rivera,APAC,AMER,CMO,WAREHOUSE,20.2029905,16.314746
PL49115,PL49115,"Supply Location - Gonzalez, Howard and Wiggins",Manufacturing / DC Site - Anderson Inc,AMER,EMEA,WAREHOUSE,CMO,-28.9448765,78.404997
PL95478,PL95478,Supply Location - Jefferson-Romero,"Manufacturing / DC Site - Ali, Johnson and Torres",AMER,AMER,WAREHOUSE,DC,-30.5738145,-163.829818
PL79943,PL79943,"Supply Location - Espinoza, Andrews and Williams","Manufacturing / DC Site - Fischer, Huynh and Anderson",LATAM,LATAM,DC,PLANT,29.549877,-11.808735
PL11504,PL11504,Supply Location - Watkins-Bell,Manufacturing / DC Site - May-Smith,AMER,EMEA,DC,PLANT,38.293983,152.489144
PL47595,PL47595,Supply Location - Pope-Woods,"Manufacturing / DC Site - Malone, Ibarra and Miller",LATAM,EMEA,WAREHOUSE,DC,-61.024394,10.155024
PL95548,PL95548,Supply Location - Lawson-Zamora,Manufacturing / DC Site - Fox Group,EMEA,EMEA,DC,DC,-86.4588285,41.368658
PL36637,PL36637,Supply Location - Collins and Sons,Manufacturing / DC Site - Cooper PLC,EMEA,APAC,DC,PLANT,-16.683361,-169.443654
PL75788,PL75788,"Supply Location - Huang, Ortega and Ponce",Manufacturing / DC Site - Gallegos-Cochran,APAC,LATAM,DC,CMO,-21.934308,138.871101
PL53347,PL53347,"Supply Location - Garrison, Myers and Sims","Manufacturing / DC Site - Gilbert, Smith and Hart",LATAM,AMER,PLANT,DC,-73.3635835,140.85881
PL97706,PL97706,Supply Location - Chandler Inc,Manufacturing / DC Site - Vargas-Mcbride,APAC,AMER,CMO,PLANT,78.9857735,-87.238022
PL26421,PL26421,Supply Location - Richardson PLC,"Manufacturing / DC Site - Gutierrez, Reed and Wilkinson",APAC,EMEA,WAREHOUSE,CMO,1.070489,-12.198857
PL41543,PL41543,Supply Location - Bauer Group,"Manufacturing / DC Site - Meza, Meyer and Bates",LATAM,APAC,CMO,PLANT,-40.84195,96.881489
PL52015,PL52015,Supply Location - Stephens PLC,Manufacturing / DC Site - Stewart-Gonzalez,LATAM,AMER,WAREHOUSE,CMO,61.882854,102.988404
PL67802,PL67802,Supply Location - Thomas LLC,Manufacturing / DC Site - Hunt and Sons,LATAM,AMER,PLANT,WAREHOUSE,-46.1832325,122.534998
PL48608,PL48608,Supply Location - Garcia-Ramsey,Manufacturing / DC Site - Miranda-Hobbs,EMEA,AMER,WAREHOUSE,WAREHOUSE,45.3504185,65.234945
PL14152,PL14152,"Supply Location - Snyder, Bray and Williams",Manufacturing / DC Site - Moon-Mccormick,APAC,LATAM,DC,DC,-81.194685,-46.136172
PL49387,PL49387,"Supply Location - Sullivan, Banks and Barrera","Manufacturing / DC Site - Gray, Howard and Gonzalez",LATAM,AMER,WAREHOUSE,DC,-66.5567175,-160.450638
PL25551,PL25551,Supply Location - Wilson-Watts,"Manufacturing / DC Site - Morales, Salazar and Wolfe",APAC,EMEA,DC,PLANT,-27.9981005,143.912911
PL69300,PL69300,"Supply Location - Jimenez, Rivera and Johnson",Manufacturing / DC Site - Obrien Group,EMEA,EMEA,PLANT,WAREHOUSE,-65.746933,-42.467243
PL32850,PL32850,Supply Location - Clark Ltd,"Manufacturing / DC Site - Gonzales, Jackson and Sanchez",LATAM,AMER,PLANT,WAREHOUSE,87.3141825,140.678169
PL93628,PL93628,Supply Location - Singh Group,Manufacturing / DC Site - Baldwin-Lowery,LATAM,LATAM,WAREHOUSE,DC,12.4257105,-137.111853
PL13015,PL13015,Supply Location - Mclean LLC,Manufacturing / DC Site - Gutierrez Ltd,LATAM,APAC,CMO,DC,32.440501,-39.826333
PL95615,PL95615,Supply Location - Douglas Ltd,Manufacturing / DC Site - Ortega-Bailey,EMEA,EMEA,CMO,DC,6.1075255,-56.18463
PL64489,PL64489,Supply Location - Fuentes-Tran,Manufacturing / DC Site - Middleton-Rogers,APAC,AMER,WAREHOUSE,WAREHOUSE,-22.3174945,-56.014285
PL39739,PL39739,Supply Location - Lawrence-Rodriguez,Manufacturing / DC Site - Martin-Curry,APAC,LATAM,PLANT,PLANT,68.0924125,-104.384779
PL34838,PL34838,"Supply Location - Lee, Tran and Vaughn",Manufacturing / DC Site - Lutz Ltd,AMER,APAC,DC,CMO,18.9449535,-53.438985
PL33273,PL33273,Supply Location - Matthews and Sons,"Manufacturing / DC Site - Miller, Richardson and Thomas",APAC,AMER,WAREHOUSE,CMO,72.102734,-125.019114
PL31818,PL31818,Supply Location - Lee PLC,"Manufacturing / DC Site - Jackson, Lucero and Evans",LATAM,APAC,DC,DC,83.956076,177.193395
PL51662,PL51662,Supply Location - Baxter-Atkins,"Manufacturing / DC Site - Bruce, Chan and Robinson",APAC,LATAM,DC,PLANT,11.838051,-126.470872
PL37031,PL37031,Supply Location - Hansen-Smith,"Manufacturing / DC Site - Pineda, Dickson and Reilly",LATAM,AMER,CMO,WAREHOUSE,-77.1403745,-164.157641
PL57650,PL57650,Supply Location - Hammond PLC,"Manufacturing / DC Site - Garcia, Morse and Grant",EMEA,LATAM,CMO,PLANT,2.3865945,-174.951103
PL40776,PL40776,Supply Location - Wells LLC,Manufacturing / DC Site - Taylor Inc,LATAM,EMEA,CMO,WAREHOUSE,-44.873548,-165.400726
PL37550,PL37550,Supply Location - Thomas-Ortega,"Manufacturing / DC Site - Hernandez, Gross and Walsh",AMER,EMEA,CMO,CMO,0.853755,120.936092
PL17612,PL17612,"Supply Location - Clayton, Nash and Blankenship","Manufacturing / DC Site - Knox, Chavez and West",LATAM,APAC,CMO,DC,-66.626701,67.988308
PL73502,PL73502,Supply Location - Ellis Inc,Manufacturing / DC Site - Francis-Watson,EMEA,LATAM,PLANT,PLANT,-88.782998,1.785025
PL33229,PL33229,Supply Location - Hughes Ltd,Manufacturing / DC Site - Villanueva Ltd,AMER,EMEA,WAREHOUSE,CMO,7.659477,-93.951174
PL39072,PL39072,Supply Location - Espinoza Inc,"Manufacturing / DC Site - Ayers, Hampton and Bentley",LATAM,LATAM,DC,WAREHOUSE,-59.5971315,12.172567
PL98985,PL98985,Supply Location - Anthony-Barnes,Manufacturing / DC Site - Barrera PLC,AMER,APAC,PLANT,CMO,66.675815,126.107639
PL24832,PL24832,"Supply Location - Spears, Wells and Peterson","Manufacturing / DC Site - Smith, Kim and Ingram",AMER,EMEA,PLANT,PLANT,87.378867,77.240656
PL63310,PL63310,"Supply Location - Allen, Macias and Adams","Manufacturing / DC Site - Lee, Johnson and Reed",APAC,LATAM,CMO,PLANT,36.0508285,160.214465
PL30793,PL30793,Supply Location - Weber PLC,Manufacturing / DC Site - Gray-Benton,APAC,APAC,DC,WAREHOUSE,68.14366,-125.252313
PL69821,PL69821,"Supply Location - Walker, Morales and Collier",Manufacturing / DC Site - Pena and Sons,EMEA,AMER,PLANT,DC,-58.1955845,-81.304294
PL75247,PL75247,Supply Location - Miller and Sons,Manufacturing / DC Site - Mitchell-Olsen,LATAM,EMEA,DC,CMO,-59.707421,-49.260184
PL60503,PL60503,"Supply Location - Perry, Watts and Conrad","Manufacturing / DC Site - Lee, Bowers and Hardy",AMER,EMEA,PLANT,DC,12.238089,171.552303
PL54409,PL54409,"Supply Location - Vaughn, Holt and Jarvis",Manufacturing / DC Site - Miller LLC,LATAM,APAC,WAREHOUSE,WAREHOUSE,-61.503127,70.40229
PL63302,PL63302,"Supply Location - Mccall, Kaufman and Curry",Manufacturing / DC Site - Crawford-Wright,AMER,APAC,DC,CMO,82.6268425,-44.528505
PL87904,PL87904,Supply Location - Jimenez-Weiss,Manufacturing / DC Site - Carter Ltd,LATAM,APAC,WAREHOUSE,DC,-26.212866,125.676735
PL89793,PL89793,"Supply Location - Smith, Price and Mccann",Manufacturing / DC Site - Murphy-Duke,APAC,LATAM,CMO,PLANT,-53.7908335,-31.714189
PL62556,PL62556,"Supply Location - Mitchell, Poole and Blackwell","Manufacturing / DC Site - Boyd, Nash and Cooper",APAC,APAC,PLANT,CMO,37.398878,-162.230411
PL19065,PL19065,Supply Location - Pierce Group,Manufacturing / DC Site - Dudley-Smith,EMEA,AMER,WAREHOUSE,CMO,18.0907715,69.526173
PL98396,PL98396,Supply Location - Carter and Sons,"Manufacturing / DC Site - Harris, Mccarty and Herrera",AMER,AMER,DC,PLANT,45.3519695,116.375096
PL17966,PL17966,"Supply Location - Beck, Graves and Little","Manufacturing / DC Site - Hamilton, Andrews and Adams",LATAM,EMEA,DC,CMO,-10.843821,3.656238
PL33406,PL33406,Supply Location - Adkins LLC,"Manufacturing / DC Site - Watts, York and Baker",APAC,APAC,PLANT,DC,45.441159,-136.006161
PL67765,PL67765,Supply Location - Castro Ltd,Manufacturing / DC Site - Hays-Golden,APAC,EMEA,PLANT,PLANT,2.359692,79.740865
PL65357,PL65357,Supply Location - Owens-Young,Manufacturing / DC Site - Wilson-Bell,LATAM,APAC,WAREHOUSE,DC,32.650695,-170.766604
PL74006,PL74006,"Supply Location - Miller, Scott and Reed",Manufacturing / DC Site - Hunter PLC,APAC,LATAM,DC,CMO,-40.574765,-87.138532
PL88902,PL88902,"Supply Location - Brown, Roberson and Gordon",Manufacturing / DC Site - Jones-Rogers,EMEA,APAC,WAREHOUSE,CMO,37.675261,14.3351
PL11972,PL11972,Supply Location - Clark-Ponce,Manufacturing / DC Site - Jones-Conner,EMEA,LATAM,DC,CMO,61.4455955,-98.510265
PL27464,PL27464,Supply Location - James PLC,"Manufacturing / DC Site - Smith, Bowen and Fischer",APAC,LATAM,DC,PLANT,3.4439385,62.211964
PL80652,PL80652,Supply Location - White-Smith,"Manufacturing / DC Site - Wheeler, Rogers and Walker",EMEA,APAC,WAREHOUSE,CMO,23.0335185,148.976786
PL71849,PL71849,Supply Location - Taylor-Brock,"Manufacturing / DC Site - Ayers, Bennett and Goodwin",EMEA,APAC,CMO,CMO,30.403067,-12.819513
PL43701,PL43701,Supply Location - Bryant Group,Manufacturing / DC Site - Escobar and Sons,LATAM,LATAM,PLANT,PLANT,-73.04172,-172.695016
PL87831,PL87831,Supply Location - Vega-Stone,Manufacturing / DC Site - Ferguson-Doyle,AMER,LATAM,WAREHOUSE,DC,55.1338455,141.858618
PL96832,PL96832,Supply Location - Harvey Ltd,"Manufacturing / DC Site - Parker, Martinez and Jones",LATAM,LATAM,PLANT,PLANT,17.2209055,-63.187386
PL89672,PL89672,"Supply Location - Cortez, Ward and Butler","Manufacturing / DC Site - Moore, Bishop and Bean",APAC,APAC,CMO,DC,-48.66635,-60.937432
PL25129,PL25129,"Supply Location - Singh, Vance and Vasquez",Manufacturing / DC Site - Ross-Price,EMEA,EMEA,DC,CMO,31.663541,-43.17194
PL16426,PL16426,Supply Location - Maxwell and Sons,"Manufacturing / DC Site - Paul, Conley and Guzman",APAC,APAC,CMO,CMO,33.741499,-120.374114
PL20267,PL20267,"Supply Location - Lopez, Johnson and Fuentes","Manufacturing / DC Site - Benjamin, Fleming and Owens",LATAM,APAC,WAREHOUSE,WAREHOUSE,46.491086,-139.288989
PL13565,PL13565,Supply Location - Donovan-Campbell,Manufacturing / DC Site - Lopez Ltd,EMEA,APAC,WAREHOUSE,DC,-57.2337105,99.057195
PL61303,PL61303,Supply Location - Leonard Group,"Manufacturing / DC Site - Tucker, Neal and Pham",LATAM,AMER,WAREHOUSE,CMO,-12.0843765,7.629665
PL42235,PL42235,Supply Location - Butler-Davis,Manufacturing / DC Site - Savage-Evans,AMER,LATAM,WAREHOUSE,WAREHOUSE,-45.8465985,136.941724
PL23911,PL23911,Supply Location - Ferguson LLC,Manufacturing / DC Site - Garcia-Moran,APAC,LATAM,PLANT,CMO,40.6023745,10.457292
PL28700,PL28700,"Supply Location - Hall, Martinez and Brown",Manufacturing / DC Site - Smith Inc,APAC,APAC,WAREHOUSE,DC,-1.284169,-103.946462
PL88604,PL88604,Supply Location - King-Taylor,Manufacturing / DC Site - Meyer-Bates,LATAM,AMER,DC,CMO,44.3769195,118.383544
PL68529,PL68529,Supply Location - Hubbard-Strickland,Manufacturing / DC Site - Jones-Chan,AMER,EMEA,WAREHOUSE,DC,-50.169047,166.508418
PL73023,PL73023,Supply Location - Mason-Saunders,Manufacturing / DC Site - Glass Group,APAC,LATAM,CMO,PLANT,3.6203295,-79.975637
PL87558,PL87558,Supply Location - Robertson Inc,Manufacturing / DC Site - Cooke-Rodriguez,EMEA,LATAM,CMO,DC,-26.3856375,82.190827
PL61481,PL61481,Supply Location - Crawford Inc,Manufacturing / DC Site - Choi PLC,EMEA,LATAM,DC,DC,-53.3863055,-126.591476
PL87511,PL87511,"Supply Location - Wade, Glover and Howard",Manufacturing / DC Site - Parker-Brown,AMER,AMER,DC,CMO,-69.7854475,-56.303033
PL45553,PL45553,Supply Location - Moore Ltd,"Manufacturing / DC Site - Bennett, Dunn and Campbell",APAC,EMEA,WAREHOUSE,WAREHOUSE,-11.294037,0.30849
PL89110,PL89110,Supply Location - Tran PLC,"Manufacturing / DC Site - Lawrence, Andrade and Morris",AMER,EMEA,DC,CMO,-4.367702,-96.90747
PL67101,PL67101,Supply Location - Gray-Smith,Manufacturing / DC Site - Aguilar-King,LATAM,EMEA,WAREHOUSE,WAREHOUSE,-15.833394,111.766099
PL48825,PL48825,"Supply Location - Rios, Weiss and Jackson",Manufacturing / DC Site - Tran-Jones,AMER,LATAM,CMO,PLANT,69.130245,-151.815002
PL87274,PL87274,"Supply Location - Pratt, Bell and Morales",Manufacturing / DC Site - Carter Ltd,APAC,EMEA,WAREHOUSE,PLANT,-30.249246,108.863378
PL86682,PL86682,"Supply Location - Morris, Mcclain and Singleton",Manufacturing / DC Site - Lyons-Lewis,APAC,EMEA,DC,PLANT,-46.4956725,-174.981705
PL29400,PL29400,Supply Location - Jones Ltd,Manufacturing / DC Site - Berg and Sons,AMER,EMEA,CMO,PLANT,34.404008,-70.154106
PL59294,PL59294,Supply Location - Sherman PLC,"Manufacturing / DC Site - Adkins, Zimmerman and Underwood",APAC,AMER,CMO,PLANT,-69.2304795,106.503031
PL42044,PL42044,Supply Location - Roth-Blackburn,"Manufacturing / DC Site - Hall, Garcia and Lee",EMEA,EMEA,PLANT,CMO,-27.7190675,-145.041756
PL65757,PL65757,"Supply Location - Moore, King and Proctor","Manufacturing / DC Site - Sharp, Austin and Roy",LATAM,LATAM,PLANT,CMO,-29.8022985,-104.099511
PL38385,PL38385,"Supply Location - Hancock, Silva and Logan","Manufacturing / DC Site - Graves, Fuller and Howard",AMER,EMEA,PLANT,PLANT,50.0999945,-157.874581
PL40731,PL40731,Supply Location - Howard Group,Manufacturing / DC Site - Curry PLC,LATAM,AMER,DC,DC,-17.2884785,147.281819
PL76276,PL76276,Supply Location - Long-Warren,Manufacturing / DC Site - Lee LLC,AMER,AMER,PLANT,PLANT,-2.7423395,87.542057
PL51640,PL51640,Supply Location - Logan Ltd,Manufacturing / DC Site - Martin-Perkins,AMER,LATAM,DC,DC,50.4056685,179.94141
PL10384,PL10384,"Supply Location - Vaughan, Roberson and Higgins","Manufacturing / DC Site - Marsh, Hunter and Hawkins",LATAM,EMEA,WAREHOUSE,CMO,-37.1238015,119.872967
PL97252,PL97252,"Supply Location - Parker, Williams and Parker","Manufacturing / DC Site - Hayes, Valencia and Price",APAC,LATAM,PLANT,WAREHOUSE,38.1343405,0.653593
PL76692,PL76692,Supply Location - Miller-Ross,"Manufacturing / DC Site - Miller, Parker and Roy",EMEA,AMER,PLANT,WAREHOUSE,-41.440141,-148.270209
PL63574,PL63574,Supply Location - Summers-Nelson,Manufacturing / DC Site - Hernandez PLC,APAC,LATAM,PLANT,DC,60.2399345,157.420921
PL47863,PL47863,Supply Location - Nelson Ltd,Manufacturing / DC Site - Harding-Rodriguez,LATAM,EMEA,DC,DC,32.553224,17.45397
PL26300,PL26300,Supply Location - Thompson and Sons,"Manufacturing / DC Site - Campbell, Thomas and Nixon",AMER,LATAM,DC,DC,6.1479785,-136.036628
PL58929,PL58929,Supply Location - Lawson Ltd,Manufacturing / DC Site - Doyle PLC,AMER,APAC,PLANT,WAREHOUSE,-34.9633175,-18.623335
PL59628,PL59628,"Supply Location - Williams, Ramirez and Anderson","Manufacturing / DC Site - Brown, Andersen and Brown",APAC,LATAM,PLANT,DC,-31.584966,114.972669
PL83072,PL83072,Supply Location - White-Butler,"Manufacturing / DC Site - Kim, Rice and Jones",AMER,APAC,CMO,PLANT,-47.8242025,-116.903071
PL39971,PL39971,Supply Location - Ortiz Ltd,"Manufacturing / DC Site - Stewart, Good and Weaver",LATAM,EMEA,DC,CMO,-74.644502,-137.212926
PL57589,PL57589,"Supply Location - Tran, Arnold and Young",Manufacturing / DC Site - Howard Inc,AMER,APAC,WAREHOUSE,CMO,85.508737,68.528441
PL16299,PL16299,Supply Location - Conrad Inc,Manufacturing / DC Site - Norris-Cooper,APAC,AMER,DC,WAREHOUSE,-80.740386,3.883032
PL77776,PL77776,Supply Location - Gonzales-Taylor,Manufacturing / DC Site - Chapman-Taylor,LATAM,EMEA,DC,PLANT,46.417219,145.640689
PL41848,PL41848,Supply Location - Cook-Shaffer,Manufacturing / DC Site - Lane-Moss,EMEA,APAC,WAREHOUSE,DC,74.4194325,160.927633
PL24914,PL24914,Supply Location - Villanueva PLC,"Manufacturing / DC Site - Baldwin, Schwartz and Madden",AMER,AMER,WAREHOUSE,CMO,-24.057034,-131.381072
PL98483,PL98483,Supply Location - Mcguire PLC,"Manufacturing / DC Site - Martinez, Little and Jackson",AMER,AMER,DC,WAREHOUSE,-47.955577,-160.117415
PL60999,PL60999,"Supply Location - Thompson, Phillips and Krueger","Manufacturing / DC Site - Bell, Anthony and Chavez",LATAM,LATAM,PLANT,PLANT,-68.2841005,-178.867865
PL36830,PL36830,Supply Location - Reilly and Sons,"Manufacturing / DC Site - Jones, Hall and Craig",LATAM,APAC,DC,CMO,60.3989625,-9.051598
PL79502,PL79502,Supply Location - Rice and Sons,Manufacturing / DC Site - Spencer-Harrington,APAC,APAC,PLANT,PLANT,5.831813,54.932506
PL22440,PL22440,Supply Location - Long Group,"Manufacturing / DC Site - Rivera, Munoz and Odonnell",EMEA,EMEA,CMO,WAREHOUSE,-4.6346995,-54.521238
PL39551,PL39551,"Supply Location - Page, Matthews and Cline",Manufacturing / DC Site - Moore Ltd,LATAM,LATAM,WAREHOUSE,CMO,32.9670945,-118.678591
PL15612,PL15612,Supply Location - Hill-Jones,Manufacturing / DC Site - Nguyen PLC,APAC,EMEA,CMO,DC,62.907012,72.629675
PL44277,PL44277,Supply Location - Maddox-Kelly,Manufacturing / DC Site - Walton-Schwartz,EMEA,APAC,DC,DC,-83.1066445,140.145945
PL94668,PL94668,Supply Location - James-Castillo,Manufacturing / DC Site - Sutton-Walsh,LATAM,APAC,CMO,CMO,-75.9909235,-74.629848
PL61300,PL61300,Supply Location - Haynes-Powers,"Manufacturing / DC Site - Pacheco, Wilson and Brennan",EMEA,APAC,PLANT,CMO,-63.2176835,115.858005
PL30063,PL30063,Supply Location - Spencer Ltd,Manufacturing / DC Site - Mcdonald Inc,LATAM,AMER,PLANT,CMO,35.3822765,-133.588726
PL45151,PL45151,"Supply Location - Alexander, Byrd and Alexander","Manufacturing / DC Site - Gilmore, Curtis and Shields",APAC,LATAM,DC,CMO,-25.0911705,12.847246
PL63900,PL63900,Supply Location - Bowers LLC,Manufacturing / DC Site - Pugh-Marshall,EMEA,AMER,CMO,WAREHOUSE,64.818487,114.427083
PL79634,PL79634,"Supply Location - Hatfield, Hernandez and Roberts",Manufacturing / DC Site - Morris-Rodriguez,EMEA,LATAM,WAREHOUSE,PLANT,-48.7009175,-137.851825
PL59911,PL59911,Supply Location - Wright Inc,Manufacturing / DC Site - Rice Group,LATAM,APAC,CMO,DC,-82.6048565,-130.597359
PL98328,PL98328,Supply Location - Hansen Inc,"Manufacturing / DC Site - Smith, Gillespie and Watson",APAC,AMER,CMO,PLANT,32.8083865,-39.635493
PL14010,PL14010,Supply Location - Pena-Horn,"Manufacturing / DC Site - Gonzales, Reyes and Davis",EMEA,APAC,CMO,PLANT,24.1167535,-21.836764
PL56033,PL56033,"Supply Location - Roth, Soto and Jackson","Manufacturing / DC Site - Gray, Kennedy and Hamilton",APAC,AMER,DC,CMO,-38.476288,91.937373
PL64504,PL64504,Supply Location - Davis Inc,"Manufacturing / DC Site - Ferguson, Williams and Simmons",EMEA,APAC,DC,DC,4.9526655,149.06194
PL20348,PL20348,Supply Location - Harris-Nguyen,Manufacturing / DC Site - Herrera LLC,AMER,LATAM,PLANT,PLANT,-35.341954,-16.12217
PL22259,PL22259,Supply Location - Mcbride-Aguirre,"Manufacturing / DC Site - Tucker, Clark and Sloan",EMEA,LATAM,CMO,DC,-5.4653625,-73.305942
PL89237,PL89237,Supply Location - Roach Ltd,"Manufacturing / DC Site - Glover, Schmidt and Stewart",EMEA,APAC,PLANT,WAREHOUSE,24.7420675,103.449144
PL12323,PL12323,Supply Location - Alvarez-Myers,Manufacturing / DC Site - Thompson Group,AMER,AMER,CMO,CMO,-13.389547,174.994009
PL58723,PL58723,"Supply Location - Davis, Molina and Martinez",Manufacturing / DC Site - Contreras-Stephenson,APAC,APAC,DC,PLANT,-49.973424,19.162234
PL82300,PL82300,Supply Location - Brown Inc,Manufacturing / DC Site - Thompson-Lloyd,AMER,AMER,CMO,WAREHOUSE,-5.0508435,-159.162687
PL35056,PL35056,"Supply Location - Roberts, Nelson and Bowman","Manufacturing / DC Site - Davis, Moore and Pena",LATAM,EMEA,WAREHOUSE,DC,89.871572,83.23711
PL38802,PL38802,Supply Location - Johnson LLC,Manufacturing / DC Site - Ward Ltd,LATAM,LATAM,WAREHOUSE,PLANT,-53.7624775,-172.746797
PL62121,PL62121,Supply Location - Turner LLC,Manufacturing / DC Site - Jennings-Leonard,APAC,LATAM,CMO,DC,74.8350845,74.595831
PL38845,PL38845,Supply Location - King LLC,"Manufacturing / DC Site - Shaw, Stephenson and Weaver",AMER,AMER,PLANT,PLANT,-63.755399,45.488583
