MANDT,PRUEFLOS,WERK,ART,HERKUNFT,OBJNR,OBTYP,STSMA,STAT11,INSMK,ENSTEHDAT,ERSTELDAT,AENDERDAT,PASTRTERM,PAENDTERM,MATNR,SELWERK,BUKRS,CHARG,LICHN,SOBKZ,LOSMENGE,LMENGEPR,LMENGEIST,LMENGESCH,ANTEIL,PRCTR,GSBER,KOKRS,KOSTL,PRSTUFE,PRSCHAERFE
100,100000000779,P013,08,01,OBJ145996706921,INV,QM000002,X,"",20251101,20251101,20251111,20251101,20251111,742919387805211130,P013,P023,BATCH95873,VEN05498,"",1937.853,863.592,1689.061,471.458,0.188,PC2438,GB84,2000,COST3021,0001,006
100,100000000780,P044,01,03,OBJ816780664315,MAT,QM000002,X,"",20250810,20250810,20250814,20250810,20250814,826846797526613466,P044,P008,BATCH89016,VEN49281,K,361.284,3009.2,71.279,350.507,0.612,PC5037,GB01,2000,COST7092,0004,001
100,100000000781,P050,04,02,OBJ407030880817,MAT,QM000001,"","",20250721,20250721,20250725,20250721,20250725,416760179572899606,P050,P017,BATCH26282,VEN96824,K,512.705,1454.292,1404.194,284.933,0.407,PC4850,GB07,1000,COST2889,0002,009
100,100000000782,P014,08,02,OBJ927411680691,INV,QM000002,"",X,20260209,20260209,20260210,20260209,20260210,569592217249631274,P014,P024,BATCH96127,VEN66208,"",2100.927,2918.205,913.851,110.059,0.778,PC0820,GB39,2000,COST1702,0002,002
100,100000000783,P019,01,02,OBJ634443596245,MAT,QM000001,"","",20260219,20260219,20260224,20260219,20260224,555014755569340893,P019,P046,BATCH87012,VEN04242,K,3591.907,3624.058,2985.497,176.445,0.997,PC5369,GB09,1000,COST1237,0004,003
100,100000000784,P048,01,03,OBJ028497603967,MAT,QM000001,"","",20250704,20250704,20250707,20250704,20250707,490994266000010550,P048,P029,BATCH02436,VEN52405,"",3091.949,121.572,971.707,357.553,0.182,PC5364,GB81,1000,COST8754,0004,002
100,100000000785,P008,01,03,OBJ364882159773,MAT,QM000001,"","",20251027,20251027,20251106,20251027,20251106,335215299951701400,P008,P038,BATCH85466,VEN23236,"",3414.236,612.209,3420.311,362.315,0.958,PC0667,GB99,1000,COST8649,0001,005
100,100000000786,P017,01,01,OBJ594972204298,PUR,QM000001,"",X,20250319,20250319,20250320,20250319,20250320,583134592897049545,P017,P044,BATCH62269,VEN92066,K,211.609,1869.429,3219.607,283.485,0.216,PC6179,GB96,2000,COST2356,0001,008
100,100000000787,P020,04,03,OBJ992998335876,PUR,QM000001,X,"",20251002,20251002,20251012,20251002,20251012,471887759524522192,P020,P025,BATCH88777,VEN92560,K,1311.744,3809.356,2407.055,238.561,0.263,PC4134,GB82,1000,COST0849,0005,004
100,100000000788,P036,08,01,OBJ153983912260,PUR,QM000001,"","",20251215,20251215,20251218,20251215,20251218,512364390041398097,P036,P041,BATCH00144,VEN07629,"",3038.367,1147.859,338.408,423.925,0.373,PC1430,GB49,2000,COST1341,0003,006
100,100000000789,P002,08,02,OBJ897528720998,INV,QM000002,"","",20250227,20250227,20250305,20250227,20250305,351808043767416417,P002,P046,BATCH65642,VEN24059,"",3345.625,1395.026,2903.395,255.804,0.289,PC2082,GB35,1000,COST3097,0005,002
100,100000000790,P030,01,01,OBJ691948962980,INV,QM000001,"",X,20260219,20260219,20260301,20260219,20260301,205420583282804908,P030,P008,BATCH56820,VEN17530,"",378.976,1433.368,1355.308,438.003,0.297,PC7966,GB18,1000,COST6957,0001,009
100,100000000791,P017,08,03,OBJ404347412531,PUR,QM000002,"","",20250417,20250417,20250425,20250417,20250425,131869976634191643,P017,P040,BATCH37956,VEN10077,K,2182.388,3316.64,3940.813,341.07,0.344,PC7321,GB75,1000,COST0361,0001,007
100,100000000792,P026,01,01,OBJ202599919387,INV,QM000001,X,"",20251125,20251125,20251129,20251125,20251129,514797658892802504,P026,P003,BATCH33703,VEN42444,K,3094.184,2395.168,3560.625,108.095,0.024,PC7489,GB04,1000,COST7607,0004,003
100,100000000793,P041,01,02,OBJ862351076519,PUR,QM000002,X,X,20251122,20251122,20251129,20251122,20251129,665062044551076107,P041,P028,BATCH17085,VEN17328,"",258.27,3324.317,581.915,110.864,0.785,PC9514,GB56,2000,COST3409,0004,008
100,100000000794,P005,04,01,OBJ858055811574,INV,QM000001,"",X,20251215,20251215,20251216,20251215,20251216,598175662243363454,P005,P049,BATCH49653,VEN91607,"",1281.562,237.704,1507.326,498.603,0.359,PC7004,GB09,1000,COST3045,0001,002
100,100000000795,P038,08,02,OBJ184039822180,INV,QM000002,X,X,20260113,20260113,20260121,20260113,20260121,848377298727579639,P038,P045,BATCH39662,VEN03858,K,509.666,2021.743,3888.922,291.163,0.878,PC8640,GB78,2000,COST8026,0005,004
100,100000000796,P027,04,03,OBJ951646933356,PUR,QM000002,X,X,20250618,20250618,20250628,20250618,20250628,882751728728409557,P027,P044,BATCH23039,VEN74408,"",4318.932,90.816,817.704,118.927,0.227,PC8067,GB08,1000,COST9870,0001,009
100,100000000797,P050,01,02,OBJ019918431132,PUR,QM000002,X,"",20250927,20250927,20251005,20250927,20251005,964448487319783906,P050,P038,BATCH66115,VEN84858,"",4830.4,2343.632,2438.153,45.282,0.437,PC0526,GB32,2000,COST1196,0002,008
100,100000000798,P022,08,01,OBJ722053970774,INV,QM000001,"","",20250304,20250304,20250314,20250304,20250314,179616130658321921,P022,P003,BATCH54470,VEN82317,"",906.549,1743.287,223.902,68.359,0.076,PC1461,GB99,1000,COST5394,0002,010
100,100000000799,P049,01,02,OBJ766262359605,MAT,QM000002,"","",20250725,20250725,20250726,20250725,20250726,379569598325761739,P049,P033,BATCH30261,VEN84025,K,1502.645,2497.646,1388.043,12.216,0.855,PC7870,GB36,1000,COST8605,0003,008
100,100000000800,P040,04,03,OBJ063066360502,PUR,QM000002,"","",20260126,20260126,20260127,20260126,20260127,760207268722873492,P040,P032,BATCH81640,VEN98910,K,2533.076,832.983,241.214,112.43,0.363,PC3909,GB12,1000,COST0302,0001,009
100,100000000801,P029,08,02,OBJ094523759795,PUR,QM000001,X,X,20250704,20250704,20250714,20250704,20250714,601318208867141755,P029,P049,BATCH31926,VEN00986,"",1330.363,596.784,1672.433,131.154,0.55,PC0275,GB74,2000,COST5449,0003,004
100,100000000802,P042,04,03,OBJ054894453811,INV,QM000001,X,X,20260204,20260204,20260209,20260204,20260209,525362138007412097,P042,P011,BATCH80818,VEN96558,"",1319.876,3291.11,2592.359,413.81,0.878,PC3445,GB66,1000,COST2295,0005,004
100,100000000803,P037,04,02,OBJ797056603616,MAT,QM000002,"",X,20250416,20250416,20250424,20250416,20250424,299238979219884115,P037,P018,BATCH24860,VEN70472,"",3268.936,172.152,3864.876,374.322,0.645,PC6602,GB35,2000,COST1585,0005,008
100,100000000804,P026,04,02,OBJ530173167156,PUR,QM000002,"","",20250302,20250302,20250309,20250302,20250309,190020254093690000,P026,P036,BATCH05879,VEN05224,"",1824.884,2588.121,3713.186,273.621,0.856,PC4133,GB95,1000,COST4794,0005,005
100,100000000805,P020,08,02,OBJ645315790571,INV,QM000001,X,X,20250313,20250313,20250323,20250313,20250323,651568830272862732,P020,P024,BATCH91898,VEN66469,"",1244.161,1136.736,3213.596,218.183,0.63,PC3656,GB18,1000,COST3359,0002,003
100,100000000806,P034,04,01,OBJ876805702377,MAT,QM000001,"",X,20250821,20250821,20250831,20250821,20250831,386254951371266907,P034,P030,BATCH18430,VEN19220,K,3577.214,3826.199,301.35,55.229,0.307,PC9567,GB33,2000,COST3297,0002,006
100,100000000807,P017,01,03,OBJ239644028253,MAT,QM000001,"","",20250509,20250509,20250511,20250509,20250511,997681588031899214,P017,P011,BATCH26769,VEN92427,K,2411.346,1546.565,3777.316,180.058,0.453,PC7392,GB38,1000,COST5202,0004,005
100,100000000808,P035,01,01,OBJ209140169332,INV,QM000001,X,"",20250519,20250519,20250526,20250519,20250526,731136455665841851,P035,P022,BATCH84423,VEN47199,"",4078.223,2579.751,2381.192,86.946,0.23,PC8290,GB75,2000,COST5154,0004,006
100,100000000809,P033,01,03,OBJ260756999138,MAT,QM000002,X,"",20251031,20251031,20251103,20251031,20251103,303542034708924156,P033,P013,BATCH31006,VEN43322,"",2260.164,1221.007,724.042,268.271,0.433,PC6227,GB77,1000,COST7331,0004,009
100,100000000810,P004,08,02,OBJ806647070385,PUR,QM000002,X,"",20250722,20250722,20250724,20250722,20250724,797660992660657652,P004,P034,BATCH03605,VEN95298,"",4518.524,1819.457,3143.105,252.486,0.615,PC4241,GB07,2000,COST4027,0003,005
100,100000000811,P049,01,01,OBJ675826762590,PUR,QM000001,X,"",20250530,20250530,20250602,20250530,20250602,245992454865800017,P049,P022,BATCH62003,VEN63856,"",3804.048,3653.425,948.098,249.413,0.669,PC4614,GB97,1000,COST4597,0004,003
100,100000000812,P035,01,01,OBJ318399798491,PUR,QM000002,X,"",20251015,20251015,20251023,20251015,20251023,512364390041398097,P035,P045,BATCH49860,VEN99550,K,4624.367,2862.521,2725.37,109.227,0.791,PC4932,GB66,1000,COST4322,0002,007
100,100000000813,P008,01,01,OBJ946121289811,INV,QM000001,X,X,20251120,20251120,20251122,20251120,20251122,772361938498628760,P008,P018,BATCH59485,VEN34001,"",3277.238,3833.521,1289.117,469.563,0.611,PC2762,GB23,1000,COST9847,0005,001
100,100000000814,P023,01,01,OBJ256787188822,PUR,QM000001,"",X,20250610,20250610,20250620,20250610,20250620,681624697909087845,P023,P020,BATCH37887,VEN05841,"",3224.627,440.767,1270.322,451.081,0.937,PC6806,GB13,1000,COST4956,0005,009
100,100000000815,P014,08,01,OBJ998460586794,INV,QM000001,"","",20250612,20250612,20250618,20250612,20250618,102857379151316507,P014,P029,BATCH96383,VEN09723,"",4776.196,486.198,1980.335,189.536,0.172,PC6108,GB09,2000,COST2616,0005,006
100,100000000816,P003,01,01,OBJ016555786457,MAT,QM000001,X,"",20250717,20250717,20250718,20250717,20250718,179616130658321921,P003,P049,BATCH86555,VEN75124,"",4622.347,255.466,926.74,379.52,0.419,PC7640,GB00,2000,COST6875,0002,009
100,100000000817,P020,08,01,OBJ682405166545,INV,QM000001,X,"",20250830,20250830,20250905,20250830,20250905,279258233242692726,P020,P047,BATCH12244,VEN41899,K,3892.634,962.428,1920.686,195.447,0.623,PC7402,GB33,1000,COST8686,0005,003
100,100000000818,P045,08,01,OBJ357017036309,MAT,QM000002,X,X,20250227,20250227,20250305,20250227,20250305,699736498644178266,P045,P008,BATCH44238,VEN60205,"",3997.951,2236.334,1450.753,162.177,0.87,PC0898,GB30,1000,COST9413,0004,006
100,100000000819,P049,01,03,OBJ909619797972,PUR,QM000002,"",X,20250530,20250530,20250604,20250530,20250604,306630306310174538,P049,P022,BATCH45284,VEN13569,K,2961.704,3657.348,550.808,128.056,0.767,PC4804,GB50,2000,COST7356,0004,003
100,100000000820,P039,08,03,OBJ748095739405,PUR,QM000001,X,"",20251123,20251123,20251130,20251123,20251130,171627865060073136,P039,P038,BATCH98026,VEN02944,"",4575.447,3641.677,2791.673,330.195,0.98,PC2031,GB58,1000,COST9258,0005,002
100,100000000821,P024,01,02,OBJ073420319777,INV,QM000002,X,"",20250603,20250603,20250611,20250603,20250611,603394119433560658,P024,P028,BATCH48675,VEN95141,K,902.566,1168.353,2088.696,265.019,0.212,PC8648,GB23,2000,COST0882,0001,003
100,100000000822,P045,04,03,OBJ586841962332,PUR,QM000002,"",X,20251225,20251225,20251228,20251225,20251228,794248937227981617,P045,P019,BATCH60586,VEN94276,K,227.218,1161.715,2078.468,99.011,0.094,PC7483,GB17,1000,COST3066,0002,005
100,100000000823,P005,08,03,OBJ931518178824,PUR,QM000001,"","",20250428,20250428,20250506,20250428,20250506,733608446801212037,P005,P001,BATCH26559,VEN46989,K,2481.097,3282.618,629.464,252.623,0.464,PC0623,GB27,2000,COST2371,0001,008
100,100000000824,P031,04,02,OBJ890223790065,PUR,QM000001,X,X,20250804,20250804,20250806,20250804,20250806,880107313566505983,P031,P042,BATCH48708,VEN47795,"",594.858,3105.037,1770.34,15.095,0.669,PC4176,GB75,2000,COST5398,0001,006
100,100000000825,P013,08,02,OBJ889073781591,MAT,QM000001,X,"",20250321,20250321,20250326,20250321,20250326,638801555049597934,P013,P035,BATCH57908,VEN94589,K,791.046,3421.347,3443.158,325.152,0.229,PC6268,GB38,1000,COST4887,0001,005
100,100000000826,P029,01,03,OBJ802076123961,PUR,QM000002,"","",20250721,20250721,20250731,20250721,20250731,319117441900752279,P029,P038,BATCH21905,VEN18812,K,4333.692,2201.773,1278.875,428.773,0.034,PC9886,GB18,1000,COST2070,0001,004
100,100000000827,P033,08,01,OBJ690107923729,MAT,QM000001,"",X,20260122,20260122,20260124,20260122,20260124,863774067414342867,P033,P008,BATCH82689,VEN33486,"",1138.795,3069.281,3562.178,224.562,0.729,PC4970,GB35,2000,COST0675,0002,010
100,100000000828,P034,08,02,OBJ968335570773,PUR,QM000001,X,X,20250808,20250808,20250810,20250808,20250810,186704197080831102,P034,P025,BATCH12315,VEN55057,"",4732.057,3739.416,1603.743,193.312,0.224,PC0521,GB87,1000,COST9938,0003,003
100,100000000829,P032,01,01,OBJ440458831141,PUR,QM000002,"","",20250601,20250601,20250611,20250601,20250611,105777815135475380,P032,P030,BATCH47012,VEN35036,"",3872.224,3501.504,910.585,432.775,0.902,PC8715,GB68,1000,COST9109,0005,004
100,100000000830,P014,04,02,OBJ797802344568,MAT,QM000001,"",X,20251012,20251012,20251014,20251012,20251014,662800391142793505,P014,P037,BATCH44679,VEN40366,K,1485.291,181.187,94.687,136.256,0.995,PC4016,GB32,1000,COST9573,0001,010
100,100000000831,P050,01,03,OBJ831597572927,INV,QM000001,"","",20251125,20251125,20251203,20251125,20251203,952745036633510535,P050,P044,BATCH31868,VEN30291,"",3190.428,3752.308,2453.699,202.287,0.617,PC5854,GB23,1000,COST3241,0003,002
100,100000000832,P046,08,03,OBJ518548396607,PUR,QM000001,X,X,20250708,20250708,20250711,20250708,20250711,760138421102372311,P046,P025,BATCH34467,VEN46215,"",3595.977,2488.407,1792.075,60.952,0.254,PC9584,GB17,1000,COST4916,0003,006
100,100000000833,P002,01,02,OBJ050221816981,INV,QM000001,X,X,20250316,20250316,20250323,20250316,20250323,545200892203295900,P002,P008,BATCH41344,VEN76094,"",4075.636,1315.419,3877.156,16.267,0.637,PC8377,GB40,1000,COST2928,0003,002
100,100000000834,P026,01,02,OBJ330265099621,PUR,QM000002,X,X,20250719,20250719,20250726,20250719,20250726,609020193602799886,P026,P044,BATCH83667,VEN71966,"",2338.274,2058.911,879.749,152.183,0.162,PC6610,GB25,1000,COST6342,0002,008
100,100000000835,P019,04,01,OBJ022234998013,PUR,QM000002,X,X,20251214,20251214,20251216,20251214,20251216,509102572866554179,P019,P026,BATCH76836,VEN75901,"",4681.536,1223.593,2204.75,169.427,0.619,PC7791,GB52,1000,COST4461,0004,005
100,100000000836,P010,04,02,OBJ092335174656,INV,QM000002,X,X,20250601,20250601,20250603,20250601,20250603,602140516502844978,P010,P012,BATCH42601,VEN86372,"",943.219,365.521,2753.396,117.6,0.252,PC6319,GB95,2000,COST6955,0005,008
100,100000000837,P029,01,01,OBJ227764149003,INV,QM000001,"",X,20250922,20250922,20250926,20250922,20250926,899278166341010708,P029,P003,BATCH85025,VEN51344,K,307.281,1608.872,356.357,5.587,0.631,PC4867,GB22,2000,COST8839,0002,004
100,100000000838,P015,01,01,OBJ733145461574,MAT,QM000002,X,"",20250221,20250221,20250224,20250221,20250224,303939388142564592,P015,P024,BATCH93251,VEN14978,"",3452.564,127.64,1656.905,43.271,0.452,PC8795,GB31,2000,COST2040,0001,002
100,100000000839,P009,08,02,OBJ437766183085,PUR,QM000002,X,"",20250922,20250922,20250930,20250922,20250930,788432942660734715,P009,P044,BATCH80018,VEN73143,K,3606.904,1724.69,2348.11,473.871,0.201,PC9151,GB14,2000,COST3678,0001,008
100,100000000840,P019,08,01,OBJ107818710968,INV,QM000001,X,"",20250721,20250721,20250727,20250721,20250727,856493171436149066,P019,P040,BATCH56425,VEN70680,"",1991.083,1374.673,2921.084,228.393,0.288,PC2693,GB31,2000,COST5423,0005,009
100,100000000841,P036,08,03,OBJ002302865505,INV,QM000002,"","",20250225,20250225,20250304,20250225,20250304,792421566596596655,P036,P015,BATCH22411,VEN42066,K,4865.526,2163.039,1608.195,326.084,0.423,PC7015,GB14,1000,COST5992,0005,001
100,100000000842,P049,04,03,OBJ663382222400,PUR,QM000002,"",X,20250227,20250227,20250307,20250227,20250307,521245715389880071,P049,P022,BATCH53922,VEN20562,K,4330.082,1906.378,3898.356,187.015,0.412,PC0190,GB11,2000,COST3484,0001,006
100,100000000843,P024,01,02,OBJ913325286132,MAT,QM000001,X,X,20250508,20250508,20250509,20250508,20250509,715625126974252738,P024,P045,BATCH39456,VEN45234,K,3543.512,1020.618,1681.748,341.787,0.15,PC2864,GB49,2000,COST7602,0004,008
100,100000000844,P041,04,01,OBJ866342095367,PUR,QM000001,X,"",20250528,20250528,20250530,20250528,20250530,796784173763145335,P041,P043,BATCH73498,VEN52973,"",2274.944,813.252,245.615,407.879,0.296,PC5615,GB26,2000,COST6559,0004,004
100,100000000845,P013,08,03,OBJ476253809664,INV,QM000002,"",X,20251228,20251228,20260107,20251228,20260107,460862487515030077,P013,P020,BATCH14753,VEN36952,"",1382.894,943.591,2952.72,309.299,0.575,PC4746,GB65,2000,COST3538,0003,005
100,100000000846,P026,01,02,OBJ629853243679,INV,QM000002,"",X,20250921,20250921,20250930,20250921,20250930,509622363724873185,P026,P027,BATCH24157,VEN12763,"",4087.577,2156.26,3364.416,14.969,0.219,PC8354,GB34,2000,COST6858,0002,008
100,100000000847,P030,04,01,OBJ390616824979,PUR,QM000002,"","",20251122,20251122,20251127,20251122,20251127,813231554812956243,P030,P045,BATCH39981,VEN61538,K,3227.123,1661.936,1691.002,198.845,0.361,PC1168,GB37,1000,COST1030,0001,007
100,100000000848,P023,01,02,OBJ372607201489,MAT,QM000001,"","",20250821,20250821,20250830,20250821,20250830,699795731897038617,P023,P018,BATCH67808,VEN26493,K,2129.872,2573.091,1288.24,399.426,0.652,PC1214,GB63,2000,COST9476,0002,001
100,100000000849,P032,08,02,OBJ429264563391,INV,QM000001,X,"",20250429,20250429,20250501,20250429,20250501,538013706028208216,P032,P032,BATCH72994,VEN03694,"",2137.385,897.298,3184.399,276.354,0.501,PC8112,GB66,2000,COST4971,0003,005
100,100000000850,P027,04,03,OBJ706833539101,INV,QM000002,X,X,20251006,20251006,20251016,20251006,20251016,608233067419917875,P027,P023,BATCH61259,VEN01639,K,235.369,836.507,1517.352,243.807,0.167,PC9490,GB13,2000,COST3344,0001,004
100,100000000851,P045,08,02,OBJ673481409841,MAT,QM000001,X,"",20250510,20250510,20250517,20250510,20250517,551317749398866638,P045,P047,BATCH01679,VEN30148,K,943.266,3155.235,792.024,308.383,0.329,PC1160,GB49,1000,COST9100,0001,009
100,100000000852,P022,01,01,OBJ202886616801,PUR,QM000001,"",X,20251228,20251228,20260104,20251228,20260104,818233939817511834,P022,P023,BATCH99034,VEN21348,K,3340.249,3624.345,3891.449,149.108,0.291,PC5484,GB20,1000,COST3531,0004,008
100,100000000853,P034,04,02,OBJ791791386015,MAT,QM000002,"","",20250726,20250726,20250731,20250726,20250731,847885444620165652,P034,P034,BATCH71171,VEN32194,"",2643.217,3209.32,2844.885,87.486,0.744,PC0247,GB02,2000,COST8814,0003,007
100,100000000854,P042,04,01,OBJ287452719367,MAT,QM000002,"",X,20250326,20250326,20250331,20250326,20250331,636874673237212561,P042,P027,BATCH85764,VEN63913,K,4470.035,1431.863,2907.101,470.111,0.61,PC8107,GB49,2000,COST1619,0001,010
100,100000000855,P019,08,02,OBJ232154013153,INV,QM000001,"","",20260221,20260221,20260302,20260221,20260302,869437171964913676,P019,P025,BATCH50696,VEN26168,K,1649.512,2514.365,1421.253,369.707,0.474,PC4552,GB52,1000,COST7410,0002,001
100,100000000856,P014,08,01,OBJ547179899488,MAT,QM000002,X,X,20250412,20250412,20250414,20250412,20250414,770577377321319995,P014,P033,BATCH56694,VEN89930,"",712.701,3424.025,1041.575,249.302,0.853,PC0519,GB56,1000,COST7563,0004,005
100,100000000857,P041,04,02,OBJ842271726625,INV,QM000002,"","",20250704,20250704,20250711,20250704,20250711,442908187982188124,P041,P049,BATCH65046,VEN07001,K,2992.869,1292.355,2246.915,320.705,0.98,PC4413,GB06,2000,COST8624,0004,008
100,100000000858,P016,01,03,OBJ871006689041,INV,QM000002,X,X,20250307,20250307,20250309,20250307,20250309,372942085936596451,P016,P024,BATCH72820,VEN76238,"",4202.764,1678.636,1684.105,490.254,0.3,PC1152,GB23,2000,COST2822,0001,010
100,100000000859,P002,04,02,OBJ240847528359,MAT,QM000002,"","",20250426,20250426,20250427,20250426,20250427,307619255078057136,P002,P001,BATCH99400,VEN41084,K,1920.234,55.335,3437.074,400.691,0.947,PC7913,GB51,2000,COST1350,0002,008
100,100000000860,P022,01,01,OBJ535722892064,PUR,QM000002,X,X,20251220,20251220,20251224,20251220,20251224,765738261676063721,P022,P015,BATCH15780,VEN97830,K,2372.229,3122.156,3434.355,133.839,0.136,PC2801,GB04,1000,COST1945,0004,008
100,100000000861,P004,08,03,OBJ195281447867,PUR,QM000001,X,"",20250520,20250520,20250526,20250520,20250526,856340981748859151,P004,P045,BATCH42802,VEN18893,K,1210.674,767.262,1611.161,151.473,0.783,PC0635,GB78,1000,COST0378,0003,005
100,100000000862,P025,01,03,OBJ121397436990,PUR,QM000001,X,X,20250923,20250923,20250929,20250923,20250929,783276982969137558,P025,P003,BATCH55855,VEN75994,K,295.181,3494.57,2789.099,375.556,0.552,PC0842,GB90,2000,COST6969,0001,006
100,100000000863,P050,01,03,OBJ452898606106,PUR,QM000001,"",X,20251012,20251012,20251022,20251012,20251022,139695238654469148,P050,P026,BATCH56733,VEN74570,"",1172.827,2678.341,3261.635,486.328,0.495,PC1652,GB76,2000,COST1368,0004,007
100,100000000864,P027,04,02,OBJ980253084376,INV,QM000002,X,"",20250318,20250318,20250327,20250318,20250327,675365053656005867,P027,P032,BATCH99296,VEN44477,"",3722.182,2390.893,2684.746,372.946,0.261,PC2508,GB42,2000,COST3242,0003,008
100,100000000865,P021,04,03,OBJ800417241553,INV,QM000001,X,X,20250509,20250509,20250514,20250509,20250514,389817671309061860,P021,P002,BATCH69158,VEN55749,K,4119.91,843.512,924.441,450.191,0.401,PC0627,GB96,2000,COST0242,0003,001
100,100000000866,P003,04,02,OBJ033329594523,PUR,QM000002,"","",20250706,20250706,20250714,20250706,20250714,681111364195275778,P003,P034,BATCH15828,VEN63040,"",3758.235,1217.167,3232.759,16.008,0.117,PC2966,GB29,1000,COST9172,0004,010
100,100000000867,P001,08,01,OBJ429220416782,PUR,QM000002,"","",20250329,20250329,20250405,20250329,20250405,412922309314465525,P001,P021,BATCH15392,VEN66937,"",1251.259,3463.793,3890.971,80.876,0.605,PC0632,GB50,1000,COST3139,0004,001
100,100000000868,P013,01,03,OBJ048502206190,MAT,QM000002,X,"",20250419,20250419,20250425,20250419,20250425,131040109135392621,P013,P016,BATCH19333,VEN59379,K,4634.683,1066.168,2469.0,415.685,0.739,PC7190,GB00,1000,COST0295,0001,002
100,100000000869,P013,08,01,OBJ622564718559,MAT,QM000002,"","",20250728,20250728,20250801,20250728,20250801,430925104833431726,P013,P003,BATCH40799,VEN23045,K,3519.852,3497.45,2317.882,405.166,0.667,PC3231,GB67,1000,COST7814,0001,010
100,100000000870,P015,08,01,OBJ474370194539,MAT,QM000001,"","",20250622,20250622,20250624,20250622,20250624,662800391142793505,P015,P017,BATCH11776,VEN66505,K,1334.634,3484.731,1496.527,328.383,0.549,PC2761,GB20,1000,COST9281,0004,007
100,100000000871,P048,04,01,OBJ578061902231,PUR,QM000001,"",X,20251218,20251218,20251223,20251218,20251223,637533910607019923,P048,P005,BATCH16787,VEN06763,K,2504.442,1004.521,665.115,362.199,0.971,PC5322,GB37,1000,COST1859,0004,003
100,100000000872,P044,08,02,OBJ268485637114,INV,QM000001,X,X,20250418,20250418,20250426,20250418,20250426,115485733544857187,P044,P003,BATCH29430,VEN00375,K,259.173,1898.53,644.3,77.315,0.576,PC3989,GB23,1000,COST1324,0001,007
100,100000000873,P034,01,03,OBJ986693278417,PUR,QM000001,X,X,20250731,20250731,20250810,20250731,20250810,462218679638643810,P034,P010,BATCH83765,VEN91538,K,3890.378,3880.696,2382.931,103.819,0.953,PC2011,GB40,1000,COST6526,0005,002
100,100000000874,P033,01,01,OBJ267351272455,PUR,QM000002,"","",20250714,20250714,20250720,20250714,20250720,749138284325830162,P033,P037,BATCH33756,VEN56976,K,4518.972,2723.028,3897.615,167.592,0.274,PC4878,GB49,1000,COST6224,0004,003
100,100000000875,P030,04,02,OBJ945104625069,INV,QM000002,X,"",20251215,20251215,20251216,20251215,20251216,753888299032881357,P030,P015,BATCH29656,VEN85120,"",4694.067,2264.0,2814.059,47.434,0.462,PC6276,GB72,1000,COST9350,0003,002
100,100000000876,P043,08,02,OBJ934421291465,PUR,QM000001,X,"",20251003,20251003,20251006,20251003,20251006,134631288265423418,P043,P006,BATCH02234,VEN77804,"",175.45,1261.15,600.555,492.139,0.491,PC5797,GB25,1000,COST1840,0003,009
100,100000000877,P037,01,03,OBJ339821478233,MAT,QM000001,X,"",20250807,20250807,20250816,20250807,20250816,162161518321964966,P037,P014,BATCH72094,VEN51676,"",466.419,1289.788,1196.529,279.891,0.972,PC7063,GB63,1000,COST2863,0004,008
100,100000000878,P006,08,02,OBJ122008484264,INV,QM000001,X,X,20250222,20250222,20250303,20250222,20250303,369605289236875930,P006,P050,BATCH83336,VEN79608,"",889.07,3760.187,3800.021,264.168,0.299,PC2896,GB71,2000,COST3605,0003,010
100,100000000879,P005,08,01,OBJ494692085649,PUR,QM000002,X,"",20251013,20251013,20251015,20251013,20251015,483580307944872631,P005,P028,BATCH01324,VEN95193,K,2329.852,2048.757,560.308,286.883,0.879,PC5001,GB15,2000,COST4617,0005,010
100,100000000880,P015,04,02,OBJ808038890441,MAT,QM000001,"",X,20250627,20250627,20250705,20250627,20250705,613002534624423835,P015,P021,BATCH04043,VEN15668,K,4606.919,3685.785,546.334,381.541,0.83,PC5135,GB38,2000,COST1483,0005,004
100,100000000881,P015,01,01,OBJ755803090168,INV,QM000001,X,X,20250814,20250814,20250819,20250814,20250819,340411025412916243,P015,P049,BATCH56471,VEN77840,K,971.682,3855.63,3936.427,448.26,0.505,PC1902,GB71,1000,COST6988,0001,002
100,100000000882,P038,04,02,OBJ371611586686,MAT,QM000002,X,"",20251015,20251015,20251019,20251015,20251019,574232531866636812,P038,P047,BATCH11997,VEN67598,K,4899.689,2207.254,3483.696,56.88,0.916,PC3326,GB17,2000,COST0505,0005,003
100,100000000883,P050,08,01,OBJ835345819565,PUR,QM000001,X,X,20260210,20260210,20260213,20260210,20260213,656708822089861552,P050,P043,BATCH72853,VEN53399,K,1544.096,3512.646,3113.263,276.81,0.81,PC8242,GB66,2000,COST2177,0004,008
100,100000000884,P021,04,01,OBJ015846687930,MAT,QM000001,X,X,20250623,20250623,20250702,20250623,20250702,508159059470356635,P021,P016,BATCH30285,VEN32727,"",4939.905,1780.73,1680.032,96.448,0.936,PC6698,GB34,1000,COST5150,0002,001
100,100000000885,P025,01,03,OBJ285461308730,MAT,QM000001,"","",20250422,20250422,20250427,20250422,20250427,223050494419511077,P025,P004,BATCH89720,VEN73827,K,2503.145,2686.452,2455.17,377.389,0.193,PC7771,GB18,1000,COST4252,0002,002
